Disease_category,Disease,Protein,Protein_definition,NB_individual,NB_case,OR[95%CI],P_value
Chapter IX Diseases of the circulatory system,Hypotension,ACADM,"Medium-chain specific acyl-CoA dehydrogenase, mitochondrial",19154,67,0.58 [0.35-0.97],0.0393928061005766
Chapter IX Diseases of the circulatory system,Hypotension,ACVRL1,Serine/threonine-protein kinase receptor R3,22193,81,2.33 [1.21-4.47],0.0110903585729214
Chapter IX Diseases of the circulatory system,Hypotension,ACYP1,Acylphosphatase-1,18984,67,0.65 [0.45-0.95],0.0260844796875927
Chapter IX Diseases of the circulatory system,Hypotension,ADA2,Adenosine deaminase 2,22327,81,1.65 [1.08-2.50],0.0192402314603328
Chapter IX Diseases of the circulatory system,Hypotension,ADAM12,Disintegrin and metalloproteinase domain-containing protein 12,18909,64,2.35 [1.42-3.89],0.0008674455016094
Chapter IX Diseases of the circulatory system,Hypotension,ADAM8,Disintegrin and metalloproteinase domain-containing protein 8,22598,81,1.93 [1.10-3.38],0.0220219537662139
Chapter IX Diseases of the circulatory system,Hypotension,ADAM9,Disintegrin and metalloproteinase domain-containing protein 9,19430,70,3.41 [1.99-5.85],7.834727696882156e-06
Chapter IX Diseases of the circulatory system,Hypotension,ADAMTS1,A disintegrin and metalloproteinase with thrombospondin motifs 1,18909,64,1.78 [1.06-3.02],0.0306940687519975
Chapter IX Diseases of the circulatory system,Hypotension,ADAMTS8,A disintegrin and metalloproteinase with thrombospondin motifs 8,22484,81,0.55 [0.36-0.83],0.0046471211574037
Chapter IX Diseases of the circulatory system,Hypotension,ADAMTSL4,ADAMTS-like protein 4,18954,66,0.35 [0.14-0.91],0.030297848484127
Chapter IX Diseases of the circulatory system,Hypotension,ADCYAP1R1,Pituitary adenylate cyclase-activating polypeptide type I receptor,21904,81,0.43 [0.19-0.98],0.0450141577304109
Chapter IX Diseases of the circulatory system,Hypotension,ADGRE5,Adhesion G protein-coupled receptor E5,22610,80,1.93 [1.08-3.45],0.0253728193488063
Chapter IX Diseases of the circulatory system,Hypotension,ADGRG2,Adhesion G-protein coupled receptor G2,22436,81,0.46 [0.25-0.84],0.0115457123462019
Chapter IX Diseases of the circulatory system,Hypotension,ADH4,All-trans-retinol dehydrogenase [NAD(+)] ADH4,22043,80,0.77 [0.59-0.99],0.0389860300016125
Chapter IX Diseases of the circulatory system,Hypotension,ADM,Pro-adrenomedullin,22624,82,7.02 [3.38-14.60],1.752395713685409e-07
Chapter IX Diseases of the circulatory system,Hypotension,AFM,Afamin,19504,70,0.30 [0.10-0.89],0.0298535707489195
Chapter IX Diseases of the circulatory system,Hypotension,AFP,Alpha-fetoprotein,22152,81,0.66 [0.48-0.91],0.0116646120710004
Chapter IX Diseases of the circulatory system,Hypotension,AGR2,Anterior gradient protein 2 homolog,21779,79,1.38 [1.14-1.67],0.000816503974847
Chapter IX Diseases of the circulatory system,Hypotension,AGRN,Agrin,22511,81,2.46 [1.63-3.74],2.1554575498402887e-05
Chapter IX Diseases of the circulatory system,Hypotension,AK1,Adenylate kinase isoenzyme 1,22436,81,0.70 [0.50-0.96],0.0295228992555254
Chapter IX Diseases of the circulatory system,Hypotension,AMY2A,Pancreatic alpha-amylase,21611,78,1.56 [1.05-2.30],0.0260624776265558
Chapter IX Diseases of the circulatory system,Hypotension,ANG,Angiogenin,22406,81,1.82 [1.06-3.12],0.0296669864828539
Chapter IX Diseases of the circulatory system,Hypotension,ANGPT2,Angiopoietin-2,22624,82,2.73 [1.80-4.13],2.332763611635044e-06
Chapter IX Diseases of the circulatory system,Hypotension,ANGPTL4,Angiopoietin-related protein 4,22475,81,1.69 [1.10-2.60],0.0163109930959041
Chapter IX Diseases of the circulatory system,Hypotension,ANKRD54,Ankyrin repeat domain-containing protein 54,21904,81,0.62 [0.41-0.94],0.0257861280884602
Chapter IX Diseases of the circulatory system,Hypotension,ANXA10,Annexin A10,21934,81,1.31 [1.07-1.61],0.0082990101000553
Chapter IX Diseases of the circulatory system,Hypotension,APCS,Serum amyloid P-component,19330,70,0.32 [0.18-0.57],0.0001222373457502
Chapter IX Diseases of the circulatory system,Hypotension,APOA1,Apolipoprotein A-I,19504,70,0.29 [0.11-0.74],0.0091234295935314
Chapter IX Diseases of the circulatory system,Hypotension,APOBR,Apolipoprotein B receptor,18954,66,0.58 [0.35-0.98],0.0398283803396703
Chapter IX Diseases of the circulatory system,Hypotension,APOC1,Apolipoprotein C-I,19473,70,0.29 [0.17-0.50],6.746289628263858e-06
Chapter IX Diseases of the circulatory system,Hypotension,APOH,Beta-2-glycoprotein 1,22440,80,1.66 [1.03-2.67],0.0382467930302172
Chapter IX Diseases of the circulatory system,Hypotension,APOM,Apolipoprotein M,22516,81,0.27 [0.15-0.50],3.646255413684996e-05
Chapter IX Diseases of the circulatory system,Hypotension,AREG,Amphiregulin,22323,79,2.48 [1.74-3.54],6.059616702701334e-07
Chapter IX Diseases of the circulatory system,Hypotension,ARHGAP1,Rho GTPase-activating protein 1,21904,81,0.64 [0.42-0.98],0.0395547392726396
Chapter IX Diseases of the circulatory system,Hypotension,ARHGEF5,Rho guanine nucleotide exchange factor 5,18871,66,1.35 [1.04-1.75],0.0237384954441972
Chapter IX Diseases of the circulatory system,Hypotension,ASGR1,Asialoglycoprotein receptor 1,22234,81,2.09 [1.22-3.56],0.0068584146604176
Chapter IX Diseases of the circulatory system,Hypotension,ASGR2,Asialoglycoprotein receptor 2,19512,69,2.40 [1.08-5.33],0.0322371983562484
Chapter IX Diseases of the circulatory system,Hypotension,ASRGL1,Isoaspartyl peptidase/L-asparaginase,18954,66,0.77 [0.61-0.99],0.0382312448299839
Chapter IX Diseases of the circulatory system,Hypotension,ATP1B4,Protein ATP1B4,18814,64,1.60 [1.04-2.46],0.03186230612746
Chapter IX Diseases of the circulatory system,Hypotension,ATP5PO,"ATP synthase subunit O, mitochondrial",21934,81,0.58 [0.35-0.98],0.0400202578827128
Chapter IX Diseases of the circulatory system,Hypotension,ATP6V1D,V-type proton ATPase subunit D,22323,79,0.40 [0.17-0.93],0.0327834771844245
Chapter IX Diseases of the circulatory system,Hypotension,ATP6V1G2,V-type proton ATPase subunit G 2,18838,64,1.24 [1.01-1.52],0.0411924379481466
Chapter IX Diseases of the circulatory system,Hypotension,ATRAID,All-trans retinoic acid-induced differentiation factor,19430,70,2.02 [1.44-2.83],4.836408574447942e-05
Chapter IX Diseases of the circulatory system,Hypotension,B2M,Beta-2-microglobulin,19504,70,2.00 [1.47-2.71],8.181607437561963e-06
Chapter IX Diseases of the circulatory system,Hypotension,B4GALT1,"Beta-1,4-galactosyltransferase 1",22511,81,3.35 [1.80-6.23],0.0001372311446373
Chapter IX Diseases of the circulatory system,Hypotension,BLMH,Bleomycin hydrolase,22719,80,0.51 [0.27-0.99],0.0450301951957069
Chapter IX Diseases of the circulatory system,Hypotension,BSG,Basigin,22660,82,3.40 [1.42-8.14],0.00601392892961
Chapter IX Diseases of the circulatory system,Hypotension,BTN2A1,Butyrophilin subfamily 2 member A1,22511,81,3.21 [1.79-5.78],9.876940861949016e-05
Chapter IX Diseases of the circulatory system,Hypotension,BTN3A2,Butyrophilin subfamily 3 member A2,22407,81,1.81 [1.17-2.78],0.0072454559938786
Chapter IX Diseases of the circulatory system,Hypotension,C1QA,Complement C1q subcomponent subunit A,22589,82,3.00 [1.45-6.20],0.0030919312128108
Chapter IX Diseases of the circulatory system,Hypotension,C1QTNF5,Complement C1q tumor necrosis factor-related protein 5,19048,68,0.55 [0.31-0.96],0.035923351104778
Chapter IX Diseases of the circulatory system,Hypotension,C1R,Complement C1r subcomponent,19504,70,2.32 [1.08-4.98],0.0301945688332519
Chapter IX Diseases of the circulatory system,Hypotension,C7,Complement component C7,19032,68,2.05 [1.05-3.99],0.034803969977632
Chapter IX Diseases of the circulatory system,Hypotension,CA6,Carbonic anhydrase 6,22369,80,0.70 [0.51-0.95],0.0225379452668275
Chapter IX Diseases of the circulatory system,Hypotension,CA9,Carbonic anhydrase 9,22624,82,1.73 [1.25-2.40],0.0009868653723349
Chapter IX Diseases of the circulatory system,Hypotension,CALCB,Calcitonin gene-related peptide 2,19438,68,1.72 [1.16-2.55],0.0072193601707629
Chapter IX Diseases of the circulatory system,Hypotension,CANT1,Soluble calcium-activated nucleotidase 1,22364,80,2.86 [1.12-7.35],0.0287859003818655
Chapter IX Diseases of the circulatory system,Hypotension,CASP9,Caspase-9,18909,64,0.65 [0.43-1.00],0.0488407849404907
Chapter IX Diseases of the circulatory system,Hypotension,CBLN1,Cerebellin-1,18871,66,0.64 [0.43-0.96],0.0297802418838031
Chapter IX Diseases of the circulatory system,Hypotension,CCL11,Eotaxin,22695,82,1.70 [1.01-2.85],0.0460838059832939
Chapter IX Diseases of the circulatory system,Hypotension,CCL15,C-C motif chemokine 15,22719,80,1.94 [1.31-2.88],0.0009371661889749
Chapter IX Diseases of the circulatory system,Hypotension,CCL20,C-C motif chemokine 20,22695,82,1.29 [1.08-1.54],0.0044957013657514
