Disease_category,Disease,Protein,Protein_definition,NB_individual,NB_case,OR[95%CI],P_value
Chapter XI Diseases of the digestive system,GI-bleeding,ACSL1,Long-chain-fatty-acid--CoA ligase 1,18608,191,1.39 [1.01-1.91],0.0458713942953516
Chapter XI Diseases of the digestive system,GI-bleeding,ACTN4,Alpha-actinin-4,21857,224,1.46 [1.11-1.93],0.007328037233807
Chapter XI Diseases of the digestive system,GI-bleeding,ADA2,Adenosine deaminase 2,22121,225,1.65 [1.29-2.11],5.585326020149107e-05
Chapter XI Diseases of the digestive system,GI-bleeding,ADAM12,Disintegrin and metalloproteinase domain-containing protein 12,18697,195,2.22 [1.66-2.97],7.420496599465725e-08
Chapter XI Diseases of the digestive system,GI-bleeding,ADAM9,Disintegrin and metalloproteinase domain-containing protein 9,19214,198,1.95 [1.32-2.90],0.0008992253606136
Chapter XI Diseases of the digestive system,GI-bleeding,ADAMTS4,A disintegrin and metalloproteinase with thrombospondin motifs 4,18697,195,1.48 [1.05-2.08],0.0250711608325388
Chapter XI Diseases of the digestive system,GI-bleeding,ADAMTS8,A disintegrin and metalloproteinase with thrombospondin motifs 8,22292,223,0.71 [0.55-0.92],0.010261032886925
Chapter XI Diseases of the digestive system,GI-bleeding,ADAMTSL2,ADAMTS-like protein 2,19272,198,1.84 [1.32-2.58],0.0003260571074617
Chapter XI Diseases of the digestive system,GI-bleeding,ADGRB3,Adhesion G protein-coupled receptor B3,21996,219,1.42 [1.00-2.01],0.0488129421777352
Chapter XI Diseases of the digestive system,GI-bleeding,ADGRF5,Adhesion G protein-coupled receptor F5,19264,194,1.67 [1.01-2.76],0.047695724523732
Chapter XI Diseases of the digestive system,GI-bleeding,ADIPOQ,Adiponectin,19286,195,1.39 [1.15-1.69],0.0009095030427589
Chapter XI Diseases of the digestive system,GI-bleeding,ADM,Pro-adrenomedullin,22428,227,1.94 [1.25-3.00],0.0030232195082351
Chapter XI Diseases of the digestive system,GI-bleeding,AGR2,Anterior gradient protein 2 homolog,21586,216,1.24 [1.10-1.40],0.0005016279445536
Chapter XI Diseases of the digestive system,GI-bleeding,AKR1B10,Aldo-keto reductase family 1 member B10,18761,192,1.28 [1.06-1.54],0.0094366524776797
Chapter XI Diseases of the digestive system,GI-bleeding,ALPP,"Alkaline phosphatase, placental type",22135,218,1.16 [1.05-1.28],0.003323143320178
Chapter XI Diseases of the digestive system,GI-bleeding,AMBP,Protein AMBP,22397,227,1.94 [1.11-3.40],0.0199104718090532
Chapter XI Diseases of the digestive system,GI-bleeding,ANG,Angiogenin,22199,226,1.47 [1.05-2.05],0.0249736818478285
Chapter XI Diseases of the digestive system,GI-bleeding,ANGPT2,Angiopoietin-2,22428,227,1.47 [1.10-1.97],0.0087825845168262
Chapter XI Diseases of the digestive system,GI-bleeding,ANGPTL3,Angiopoietin-related protein 3,22271,226,1.62 [1.15-2.27],0.0052360869953604
Chapter XI Diseases of the digestive system,GI-bleeding,ANGPTL4,Angiopoietin-related protein 4,22274,225,1.33 [1.03-1.73],0.0276331087475669
Chapter XI Diseases of the digestive system,GI-bleeding,ANKRD54,Ankyrin repeat domain-containing protein 54,21708,215,1.24 [1.03-1.49],0.0210443150842096
Chapter XI Diseases of the digestive system,GI-bleeding,ANXA10,Annexin A10,21736,219,1.28 [1.13-1.46],0.0001323899450684
Chapter XI Diseases of the digestive system,GI-bleeding,AOC3,Membrane primary amine oxidase,22337,227,1.57 [1.07-2.32],0.0212724085834538
Chapter XI Diseases of the digestive system,GI-bleeding,APOA2,Apolipoprotein A-II,19298,199,1.58 [1.22-2.06],0.0006218553865337
Chapter XI Diseases of the digestive system,GI-bleeding,AREG,Amphiregulin,22135,218,1.77 [1.38-2.27],6.280773505843802e-06
Chapter XI Diseases of the digestive system,GI-bleeding,ARNTL,Aryl hydrocarbon receptor nuclear translocator-like protein 1,18608,191,0.67 [0.46-0.95],0.027023912226626
Chapter XI Diseases of the digestive system,GI-bleeding,ASAH1,Acid ceramidase,19099,198,1.34 [1.04-1.72],0.0247448151667026
Chapter XI Diseases of the digestive system,GI-bleeding,ASGR1,Asialoglycoprotein receptor 1,22036,219,1.59 [1.10-2.31],0.0137087159880621
Chapter XI Diseases of the digestive system,GI-bleeding,ASGR2,Asialoglycoprotein receptor 2,19298,199,2.42 [1.51-3.87],0.0002254682346393
Chapter XI Diseases of the digestive system,GI-bleeding,ASPN,Asporin,19264,194,1.88 [1.30-2.70],0.0007265374227878
Chapter XI Diseases of the digestive system,GI-bleeding,ASS1,Argininosuccinate synthase,18608,191,0.81 [0.68-0.97],0.0231012385766444
Chapter XI Diseases of the digestive system,GI-bleeding,ATRAID,All-trans retinoic acid-induced differentiation factor,19214,198,1.66 [1.28-2.17],0.0001680970918774
Chapter XI Diseases of the digestive system,GI-bleeding,B2M,Beta-2-microglobulin,19286,195,1.44 [1.10-1.89],0.0072544740048929
Chapter XI Diseases of the digestive system,GI-bleeding,B3GNT7,"UDP-GlcNAc:betaGal beta-1,3-N-acetylglucosaminyltransferase 7",18734,192,1.54 [1.06-2.23],0.0246288238313629
Chapter XI Diseases of the digestive system,GI-bleeding,B4GALT1,"Beta-1,4-galactosyltransferase 1",22306,226,1.75 [1.17-2.62],0.0060209152043477
Chapter XI Diseases of the digestive system,GI-bleeding,BCAN,Brevican core protein,22036,219,0.64 [0.46-0.89],0.0091163360491202
Chapter XI Diseases of the digestive system,GI-bleeding,BGLAP,Osteocalcin,19272,198,1.22 [1.05-1.43],0.0117809475480694
Chapter XI Diseases of the digestive system,GI-bleeding,BPIFA2,BPI fold-containing family A member 2,18093,184,0.86 [0.76-0.98],0.0272617730874397
Chapter XI Diseases of the digestive system,GI-bleeding,BPIFB1,BPI fold-containing family B member 1,22201,227,1.22 [1.02-1.46],0.0265735052020561
Chapter XI Diseases of the digestive system,GI-bleeding,BSG,Basigin,22459,226,2.41 [1.42-4.10],0.0011398742478366
