Disease_category,Disease,Protein,Protein_definition,NB_individual,NB_case,OR[95%CI],P_value
Chapter IX Diseases of the circulatory system,Paroxysmal tachycardia,A1BG,Alpha-1B-glycoprotein,10214,115,3.52 [1.17-10.62],0.0254414308702813
Chapter IX Diseases of the circulatory system,Paroxysmal tachycardia,ACE,Angiotensin-converting enzyme,10211,116,2.27 [1.12-4.59],0.0228795344203156
Chapter IX Diseases of the circulatory system,Paroxysmal tachycardia,ACE2,Angiotensin-converting enzyme 2,11510,134,1.33 [1.01-1.75],0.0393769958313466
Chapter IX Diseases of the circulatory system,Paroxysmal tachycardia,ACOX1,Peroxisomal acyl-coenzyme A oxidase 1,11702,134,0.65 [0.46-0.92],0.0157679915871966
Chapter IX Diseases of the circulatory system,Paroxysmal tachycardia,ACP5,Tartrate-resistant acid phosphatase type 5,11745,133,0.42 [0.26-0.68],0.0004146826717308
Chapter IX Diseases of the circulatory system,Paroxysmal tachycardia,ACTA2,"Actin, aortic smooth muscle",11510,134,2.11 [1.64-2.70],4.097395012643158e-09
Chapter IX Diseases of the circulatory system,Paroxysmal tachycardia,ACTN2,Alpha-actinin-2,9871,108,1.32 [1.01-1.71],0.0419984135774111
Chapter IX Diseases of the circulatory system,Paroxysmal tachycardia,ACVRL1,Serine/threonine-protein kinase receptor R3,11611,132,6.61 [3.75-11.65],7.021121455358858e-11
Chapter IX Diseases of the circulatory system,Paroxysmal tachycardia,ACYP1,Acylphosphatase-1,9948,108,0.73 [0.54-0.98],0.0352837824567097
Chapter IX Diseases of the circulatory system,Paroxysmal tachycardia,ADA2,Adenosine deaminase 2,11670,135,1.79 [1.29-2.49],0.0005320593245394
Chapter IX Diseases of the circulatory system,Paroxysmal tachycardia,ADAM12,Disintegrin and metalloproteinase domain-containing protein 12,9921,110,3.21 [2.16-4.78],7.888630968377345e-09
Chapter IX Diseases of the circulatory system,Paroxysmal tachycardia,ADAM22,Disintegrin and metalloproteinase domain-containing protein 22,11633,132,1.59 [1.01-2.50],0.045408908918739
Chapter IX Diseases of the circulatory system,Paroxysmal tachycardia,ADAM9,Disintegrin and metalloproteinase domain-containing protein 9,10157,114,2.31 [1.41-3.79],0.0009478724767195
Chapter IX Diseases of the circulatory system,Paroxysmal tachycardia,ADAMTS1,A disintegrin and metalloproteinase with thrombospondin motifs 1,9921,110,2.33 [1.52-3.57],0.0001087461896072
Chapter IX Diseases of the circulatory system,Paroxysmal tachycardia,ADAMTS15,A disintegrin and metalloproteinase with thrombospondin motifs 15,11667,133,2.23 [1.47-3.38],0.0001487814483795
Chapter IX Diseases of the circulatory system,Paroxysmal tachycardia,ADAMTS8,A disintegrin and metalloproteinase with thrombospondin motifs 8,11748,135,0.59 [0.42-0.84],0.0030354888301593
Chapter IX Diseases of the circulatory system,Paroxysmal tachycardia,ADAMTSL2,ADAMTS-like protein 2,10199,116,2.40 [1.53-3.77],0.0001334537530012
Chapter IX Diseases of the circulatory system,Paroxysmal tachycardia,ADCYAP1R1,Pituitary adenylate cyclase-activating polypeptide type I receptor,11455,131,0.49 [0.26-0.94],0.0308988742312051
Chapter IX Diseases of the circulatory system,Paroxysmal tachycardia,ADGRD1,Adhesion G-protein coupled receptor D1,9975,108,1.70 [1.08-2.68],0.0220616598636199
Chapter IX Diseases of the circulatory system,Paroxysmal tachycardia,ADGRG1,Adhesion G-protein coupled receptor G1,11667,133,1.24 [1.06-1.45],0.008692355392157
Chapter IX Diseases of the circulatory system,Paroxysmal tachycardia,ADGRG2,Adhesion G-protein coupled receptor G2,11702,134,0.22 [0.12-0.41],1.0852441935209067e-06
Chapter IX Diseases of the circulatory system,Paroxysmal tachycardia,AGR2,Anterior gradient protein 2 homolog,11385,131,1.58 [1.35-1.86],1.5249563616963202e-08
Chapter IX Diseases of the circulatory system,Paroxysmal tachycardia,AGRN,Agrin,11768,135,3.66 [2.47-5.42],9.90608532775374e-11
Chapter IX Diseases of the circulatory system,Paroxysmal tachycardia,AGRP,Agouti-related protein,11866,136,1.79 [1.29-2.48],0.0004354841558675
Chapter IX Diseases of the circulatory system,Paroxysmal tachycardia,AHNAK,Neuroblast differentiation-associated protein AHNAK,9908,113,2.02 [1.26-3.22],0.0032692894792867
Chapter IX Diseases of the circulatory system,Paroxysmal tachycardia,AHSG,Alpha-2-HS-glycoprotein,10211,116,0.50 [0.25-1.00],0.0494234937797373
Chapter IX Diseases of the circulatory system,Paroxysmal tachycardia,AKR1B1,Aldo-keto reductase family 1 member B1,11455,131,0.74 [0.59-0.93],0.0085378581653668
Chapter IX Diseases of the circulatory system,Paroxysmal tachycardia,AKT2,RAC-beta serine/threonine-protein kinase,10176,114,0.80 [0.69-0.92],0.001812634430223
Chapter IX Diseases of the circulatory system,Paroxysmal tachycardia,AKT3,RAC-gamma serine/threonine-protein kinase,11398,130,0.70 [0.52-0.93],0.0138072463494614
Chapter IX Diseases of the circulatory system,Paroxysmal tachycardia,ALCAM,CD166 antigen,11849,134,2.54 [1.17-5.49],0.0180027010193426
Chapter IX Diseases of the circulatory system,Paroxysmal tachycardia,ALMS1,Alstrom syndrome protein 1,10026,113,0.60 [0.36-0.98],0.0417406554711386
Chapter IX Diseases of the circulatory system,Paroxysmal tachycardia,AMY2A,Pancreatic alpha-amylase,11255,127,1.44 [1.03-1.99],0.0311061261058753
Chapter IX Diseases of the circulatory system,Paroxysmal tachycardia,AMY2B,Alpha-amylase 2B,10917,123,1.60 [1.17-2.19],0.0036321980470627
Chapter IX Diseases of the circulatory system,Paroxysmal tachycardia,ANG,Angiogenin,11701,135,1.97 [1.28-3.03],0.0019630071458137
Chapter IX Diseases of the circulatory system,Paroxysmal tachycardia,ANGPT2,Angiopoietin-2,11818,135,5.46 [3.83-7.79],8.010537883185409e-21
Chapter IX Diseases of the circulatory system,Paroxysmal tachycardia,ANGPTL1,Angiopoietin-related protein 1,11531,131,2.47 [1.44-4.24],0.0009693014641931
Chapter IX Diseases of the circulatory system,Paroxysmal tachycardia,ANGPTL3,Angiopoietin-related protein 3,11748,135,0.51 [0.32-0.80],0.0032300048979323
Chapter IX Diseases of the circulatory system,Paroxysmal tachycardia,ANGPTL4,Angiopoietin-related protein 4,11746,135,3.21 [2.26-4.55],6.31434823226716e-11
Chapter IX Diseases of the circulatory system,Paroxysmal tachycardia,ANKRD54,Ankyrin repeat domain-containing protein 54,11455,131,0.72 [0.53-0.99],0.0423647092464459
Chapter IX Diseases of the circulatory system,Paroxysmal tachycardia,ANPEP,Aminopeptidase N,11765,135,0.43 [0.23-0.79],0.0068179960805128
Chapter IX Diseases of the circulatory system,Paroxysmal tachycardia,ANXA10,Annexin A10,11452,132,1.52 [1.30-1.78],1.678463372976979e-07
Chapter IX Diseases of the circulatory system,Paroxysmal tachycardia,ANXA11,Annexin A11,11677,134,0.72 [0.58-0.90],0.0035625771212423
Chapter IX Diseases of the circulatory system,Paroxysmal tachycardia,ANXA3,Annexin A3,11811,136,0.74 [0.59-0.93],0.0096695873067885
Chapter IX Diseases of the circulatory system,Paroxysmal tachycardia,ANXA4,Annexin A4,11653,134,0.73 [0.58-0.92],0.006653789751564
Chapter IX Diseases of the circulatory system,Paroxysmal tachycardia,ANXA5,Annexin A5,11417,132,2.47 [1.59-3.83],5.750966961935257e-05
Chapter IX Diseases of the circulatory system,Paroxysmal tachycardia,AOC3,Membrane primary amine oxidase,11778,135,2.12 [1.25-3.61],0.0055738276486916
Chapter IX Diseases of the circulatory system,Paroxysmal tachycardia,AP2B1,AP-2 complex subunit beta,9929,112,0.65 [0.43-1.00],0.0482161183499128
Chapter IX Diseases of the circulatory system,Paroxysmal tachycardia,APBB1IP,Amyloid beta A4 precursor protein-binding family B member 1-interacting protein,11667,133,1.41 [1.06-1.89],0.0200372654620786
Chapter IX Diseases of the circulatory system,Paroxysmal tachycardia,APCS,Serum amyloid P-component,10125,114,0.41 [0.24-0.70],0.0012146021202345
Chapter IX Diseases of the circulatory system,Paroxysmal tachycardia,APOA1,Apolipoprotein A-I,10214,115,0.33 [0.15-0.70],0.0038055940760151
