Disease_category,Disease,Protein,Protein_definition,NB_individual,NB_case,OR[95%CI],P_value
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Spondylosis,ADAM12,Disintegrin and metalloproteinase domain-containing protein 12,16393,206,2.32 [1.70-3.16],1.0557416839348897e-07
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Spondylosis,ADAMTS8,A disintegrin and metalloproteinase with thrombospondin motifs 8,19396,243,0.59 [0.46-0.75],2.7914451354548708e-05
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Spondylosis,AGRN,Agrin,19407,243,1.78 [1.36-2.33],2.9179266114346423e-05
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Spondylosis,AMBP,Protein AMBP,19442,244,5.11 [3.14-8.30],4.4961859044709325e-11
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Spondylosis,APOH,Beta-2-glycoprotein 1,19346,242,1.86 [1.43-2.43],4.430711626086598e-06
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Spondylosis,AREG,Amphiregulin,19231,242,1.77 [1.42-2.20],2.752843312047616e-07
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Spondylosis,ASGR1,Asialoglycoprotein receptor 1,19148,241,2.38 [1.71-3.32],3.2724627053444146e-07
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Spondylosis,ASGR2,Asialoglycoprotein receptor 2,16899,213,2.93 [1.91-4.50],8.6631970857775e-07
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Spondylosis,BTN2A1,Butyrophilin subfamily 2 member A1,19407,243,2.18 [1.51-3.15],3.171906391295107e-05
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Spondylosis,C1QA,Complement C1q subcomponent subunit A,19418,244,2.77 [1.76-4.37],1.1733630786172769e-05
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Spondylosis,CA12,Carbonic anhydrase 12,19231,242,2.09 [1.54-2.85],2.262542402745964e-06
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Spondylosis,CA3,Carbonic anhydrase 3,19526,244,1.64 [1.39-1.94],5.78030196293063e-09
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Spondylosis,CA6,Carbonic anhydrase 6,19289,241,0.70 [0.59-0.84],7.02230778493721e-05
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Spondylosis,CCDC80,Coiled-coil domain-containing protein 80,19311,243,1.72 [1.31-2.25],9.427268536826311e-05
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Spondylosis,CCN3,CCN family member 3,19521,245,2.08 [1.59-2.74],1.277148659499513e-07
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Spondylosis,CD276,CD276 antigen,19321,242,2.12 [1.55-2.88],1.989992646263021e-06
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Spondylosis,CD300E,CMRF35-like molecule 2,19412,242,1.72 [1.36-2.18],7.738365504793655e-06
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Spondylosis,CD302,CD302 antigen,19231,242,2.51 [1.89-3.34],2.3440620909319926e-10
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Spondylosis,CD4,T-cell surface glycoprotein CD4,19237,242,1.94 [1.48-2.53],1.130794697843392e-06
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Spondylosis,CD83,CD83 antigen,19266,242,2.07 [1.55-2.77],9.853371012763916e-07
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Spondylosis,CDCP1,CUB domain-containing protein 1,19148,241,1.77 [1.47-2.13],1.5970155415941583e-09
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Spondylosis,CGREF1,Cell growth regulator with EF hand domain protein 1,19311,243,1.83 [1.43-2.35],1.6212314589276989e-06
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Spondylosis,CHGA,Chromogranin-A,16899,210,1.37 [1.23-1.53],6.764570704453917e-09
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Spondylosis,CKAP4,Cytoskeleton-associated protein 4,19417,243,2.23 [1.62-3.06],8.583073724141389e-07
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Spondylosis,CLEC5A,C-type lectin domain family 5 member A,19251,242,2.10 [1.50-2.94],1.5365661080498868e-05
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Spondylosis,CLMP,CXADR-like membrane protein,19476,244,2.52 [1.59-3.99],8.669097146184594e-05
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Spondylosis,COL18A1,Collagen alpha-1(XVIII) chain,19411,243,2.62 [1.68-4.08],2.283055028964293e-05
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Spondylosis,COL6A3,Collagen alpha-3(VI) chain,19555,245,2.10 [1.63-2.69],6.263608420787164e-09
