Disease_category,Disease,Protein,Protein_definition,NB_individual,NB_case,OR[95%CI],P_value
Chapter XIV Diseases of the genitourinary system,Calculus of kidney and ureter,ACRV1,Acrosomal protein SP-10,19186,148,1.33 [1.20-1.48],9.3214920893656e-08
Chapter XIV Diseases of the genitourinary system,Calculus of kidney and ureter,ADAM22,Disintegrin and metalloproteinase domain-containing protein 22,22519,185,2.06 [1.45-2.92],5.2886849909339895e-05
Chapter XIV Diseases of the genitourinary system,Calculus of kidney and ureter,ADGRG2,Adhesion G-protein coupled receptor G2,22722,188,0.42 [0.27-0.65],7.251786446525534e-05
Chapter XIV Diseases of the genitourinary system,Calculus of kidney and ureter,AMBP,Protein AMBP,22867,185,3.68 [2.07-6.54],8.668943600868524e-06
Chapter XIV Diseases of the genitourinary system,Calculus of kidney and ureter,ANGPTL4,Angiopoietin-related protein 4,22782,184,1.87 [1.40-2.50],1.868016935782497e-05
Chapter XIV Diseases of the genitourinary system,Calculus of kidney and ureter,APOM,Apolipoprotein M,22790,187,0.36 [0.24-0.54],1.4088329689219671e-06
Chapter XIV Diseases of the genitourinary system,Calculus of kidney and ureter,ART3,Ecto-ADP-ribosyltransferase 3,22838,188,2.22 [1.64-3.00],2.736442967370097e-07
Chapter XIV Diseases of the genitourinary system,Calculus of kidney and ureter,BTN2A1,Butyrophilin subfamily 2 member A1,22822,186,2.42 [1.62-3.61],1.4817864812690007e-05
Chapter XIV Diseases of the genitourinary system,Calculus of kidney and ureter,CA14,Carbonic anhydrase 14,22904,185,1.97 [1.41-2.75],6.420490058546688e-05
Chapter XIV Diseases of the genitourinary system,Calculus of kidney and ureter,CALCA,Calcitonin,22485,185,1.47 [1.27-1.69],1.79251286827207e-07
Chapter XIV Diseases of the genitourinary system,Calculus of kidney and ureter,CD38,ADP-ribosyl cyclase/cyclic ADP-ribose hydrolase 1,22615,183,2.53 [1.85-3.45],4.429809434025111e-09
Chapter XIV Diseases of the genitourinary system,Calculus of kidney and ureter,CD59,CD59 glycoprotein,21946,174,3.23 [2.22-4.71],1.0757725401082211e-09
Chapter XIV Diseases of the genitourinary system,Calculus of kidney and ureter,CD86,T-lymphocyte activation antigen CD86,19673,150,0.43 [0.28-0.65],7.00886583761176e-05
Chapter XIV Diseases of the genitourinary system,Calculus of kidney and ureter,CD99,CD99 antigen,22747,188,3.02 [1.78-5.12],4.154682452663285e-05
