Disease_category,Disease,Protein,Protein_definition,NB_individual,NB_case,OR[95%CI],P_value
Chapter V Mental and behavioural disorders,"Alcohol use disorder, ICD-based",ACE2,Angiotensin-converting enzyme 2,22415,84,2.05 [1.58-2.67],8.167556599422597e-08
Chapter V Mental and behavioural disorders,"Alcohol use disorder, ICD-based",ACHE,Acetylcholinesterase,19459,69,3.07 [1.91-4.95],4.00045855994713e-06
Chapter V Mental and behavioural disorders,"Alcohol use disorder, ICD-based",ADA2,Adenosine deaminase 2,22736,84,2.77 [1.94-3.96],2.0369415245850984e-08
Chapter V Mental and behavioural disorders,"Alcohol use disorder, ICD-based",ADAMTSL2,ADAMTS-like protein 2,19891,71,5.26 [3.32-8.34],1.5508438501122761e-12
Chapter V Mental and behavioural disorders,"Alcohol use disorder, ICD-based",ADGRD1,Adhesion G-protein coupled receptor D1,19459,69,4.74 [3.07-7.33],2.1168063864459216e-12
Chapter V Mental and behavioural disorders,"Alcohol use disorder, ICD-based",ADGRE1,Adhesion G protein-coupled receptor E1,19783,71,2.32 [1.66-3.25],9.7862742195032e-07
Chapter V Mental and behavioural disorders,"Alcohol use disorder, ICD-based",ADGRE2,Adhesion G protein-coupled receptor E2,22947,85,3.97 [2.14-7.35],1.1837298132271808e-05
Chapter V Mental and behavioural disorders,"Alcohol use disorder, ICD-based",ADGRG1,Adhesion G-protein coupled receptor G1,22738,84,1.65 [1.40-1.96],3.504301580159933e-09
Chapter V Mental and behavioural disorders,"Alcohol use disorder, ICD-based",ANGPT2,Angiopoietin-2,23034,85,2.58 [1.71-3.89],5.906717862027334e-06
Chapter V Mental and behavioural disorders,"Alcohol use disorder, ICD-based",APPL2,DCC-interacting protein 13-beta,19459,69,0.68 [0.65-0.71],1.1522957753922868e-66
Chapter V Mental and behavioural disorders,"Alcohol use disorder, ICD-based",AREG,Amphiregulin,22738,84,2.60 [1.92-3.52],5.528180574577446e-10
Chapter V Mental and behavioural disorders,"Alcohol use disorder, ICD-based",B2M,Beta-2-microglobulin,19907,70,2.04 [1.44-2.91],7.08310888330213e-05
Chapter V Mental and behavioural disorders,"Alcohol use disorder, ICD-based",B4GALT1,"Beta-1,4-galactosyltransferase 1",22947,85,3.55 [1.96-6.42],2.9389399387110453e-05
Chapter V Mental and behavioural disorders,"Alcohol use disorder, ICD-based",BCAM,Basal cell adhesion molecule,22872,83,3.58 [2.06-6.21],5.929978358986274e-06
Chapter V Mental and behavioural disorders,"Alcohol use disorder, ICD-based",BCHE,Cholinesterase,19525,68,0.35 [0.21-0.59],7.338419608736935e-05
Chapter V Mental and behavioural disorders,"Alcohol use disorder, ICD-based",BMP4,Bone morphogenetic protein 4,22609,83,2.08 [1.49-2.91],1.7308283604543215e-05
