Disease_category,Disease,Protein,Protein_definition,NB_individual,NB_case,OR[95%CI],P_value
Chapter X Diseases of the respiratory system,Other respiratory disorders and diseases,ACTA2,"Actin, aortic smooth muscle",21942,126,1.91 [1.50-2.42],9.606964959072596e-08
Chapter X Diseases of the respiratory system,Other respiratory disorders and diseases,ACVRL1,Serine/threonine-protein kinase receptor R3,22099,124,5.01 [3.26-7.69],1.9891024363145387e-13
Chapter X Diseases of the respiratory system,Other respiratory disorders and diseases,ADAM12,Disintegrin and metalloproteinase domain-containing protein 12,18792,109,2.77 [1.94-3.95],2.1039874701023272e-08
Chapter X Diseases of the respiratory system,Other respiratory disorders and diseases,ADM,Pro-adrenomedullin,22545,128,9.90 [5.75-17.05],1.4051564977032858e-16
Chapter X Diseases of the respiratory system,Other respiratory disorders and diseases,AGRN,Agrin,22435,127,2.68 [1.96-3.66],5.639000882352451e-10
Chapter X Diseases of the respiratory system,Other respiratory disorders and diseases,ANGPT2,Angiopoietin-2,22545,128,3.29 [2.39-4.54],3.0814523088635964e-13
Chapter X Diseases of the respiratory system,Other respiratory disorders and diseases,AREG,Amphiregulin,22231,124,2.99 [2.31-3.87],7.528708678181369e-17
Chapter X Diseases of the respiratory system,Other respiratory disorders and diseases,ASGR1,Asialoglycoprotein receptor 1,22138,124,4.49 [3.04-6.64],4.4087374429249893e-14
Chapter X Diseases of the respiratory system,Other respiratory disorders and diseases,B2M,Beta-2-microglobulin,19386,111,1.97 [1.54-2.53],7.911441652064986e-08
Chapter X Diseases of the respiratory system,Other respiratory disorders and diseases,B4GALT1,"Beta-1,4-galactosyltransferase 1",22435,127,4.24 [2.63-6.85],3.469508304710653e-09
Chapter X Diseases of the respiratory system,Other respiratory disorders and diseases,BST2,Bone marrow stromal antigen 2,22548,128,1.79 [1.46-2.19],1.7977639525186376e-08
Chapter X Diseases of the respiratory system,Other respiratory disorders and diseases,C1QA,Complement C1q subcomponent subunit A,22506,127,4.44 [2.63-7.51],2.6768193139965442e-08
Chapter X Diseases of the respiratory system,Other respiratory disorders and diseases,C7,Complement component C7,18914,107,3.79 [2.49-5.78],5.69443995406358e-10
Chapter X Diseases of the respiratory system,Other respiratory disorders and diseases,CCL14,C-C motif chemokine 14,22317,126,2.11 [1.64-2.71],4.816444426361426e-09
