Disease_category,Disease,Protein,Protein_definition,NB_individual,NB_case,HR[95%CI],P_value
Chapter XI Diseases of the digestive system,Gingivitis and periodontal diseases,A1BG,Alpha-1B-glycoprotein,19889,45,1.27 [0.23-7.04],0.7875695744475728
Chapter XI Diseases of the digestive system,Gingivitis and periodontal diseases,AAMDC,Mth938 domain-containing protein,19320,43,0.91 [0.52-1.60],0.7529498753641954
Chapter XI Diseases of the digestive system,Gingivitis and periodontal diseases,AARSD1,Alanyl-tRNA editing protein Aarsd1,22798,45,0.70 [0.43-1.14],0.1529599602370167
Chapter XI Diseases of the digestive system,Gingivitis and periodontal diseases,ABCA2,ATP-binding cassette sub-family A member 2,19185,42,1.40 [0.63-3.10],0.4113410009185333
Chapter XI Diseases of the digestive system,Gingivitis and periodontal diseases,ABHD14B,Protein ABHD14B,22638,43,0.97 [0.60-1.58],0.8992826813824033
Chapter XI Diseases of the digestive system,Gingivitis and periodontal diseases,ABL1,Tyrosine-protein kinase ABL1,22798,45,1.22 [0.85-1.77],0.2815323401337783
Chapter XI Diseases of the digestive system,Gingivitis and periodontal diseases,ABO,Histo-blood group ABO system transferase,19886,44,1.02 [0.83-1.24],0.8625354766116274
Chapter XI Diseases of the digestive system,Gingivitis and periodontal diseases,ABRAXAS2,BRISC complex subunit Abraxas 2,19185,42,0.96 [0.61-1.51],0.8466956504387096
Chapter XI Diseases of the digestive system,Gingivitis and periodontal diseases,ACAA1,"3-ketoacyl-CoA thiolase, peroxisomal",22373,42,1.24 [0.91-1.68],0.1773756420582027
Chapter XI Diseases of the digestive system,Gingivitis and periodontal diseases,ACADM,"Medium-chain specific acyl-CoA dehydrogenase, mitochondrial",19514,45,1.18 [0.84-1.66],0.3385020018607264
Chapter XI Diseases of the digestive system,Gingivitis and periodontal diseases,ACADSB,"Short/branched chain specific acyl-CoA dehydrogenase, mitochondrial",19867,45,1.11 [0.82-1.52],0.4953833960105499
Chapter XI Diseases of the digestive system,Gingivitis and periodontal diseases,ACAN,Aggrecan core protein,22668,42,1.14 [0.42-3.11],0.7962328430596811
Chapter XI Diseases of the digestive system,Gingivitis and periodontal diseases,ACE,Angiotensin-converting enzyme,19886,44,0.49 [0.18-1.39],0.1814465779512497
Chapter XI Diseases of the digestive system,Gingivitis and periodontal diseases,ACE2,Angiotensin-converting enzyme 2,22488,44,1.04 [0.64-1.68],0.8725420619777511
Chapter XI Diseases of the digestive system,Gingivitis and periodontal diseases,ACHE,Acetylcholinesterase,19416,45,1.04 [0.46-2.38],0.9206162908382444
Chapter XI Diseases of the digestive system,Gingivitis and periodontal diseases,ACOT13,Acyl-coenzyme A thioesterase 13,19801,45,1.00 [0.78-1.28],0.984258729003625
Chapter XI Diseases of the digestive system,Gingivitis and periodontal diseases,ACOX1,Peroxisomal acyl-coenzyme A oxidase 1,22903,43,1.47 [0.93-2.33],0.0997979006859149
Chapter XI Diseases of the digestive system,Gingivitis and periodontal diseases,ACP1,Low molecular weight phosphotyrosine protein phosphatase,19280,42,0.44 [0.21-0.95],0.037484690040479
Chapter XI Diseases of the digestive system,Gingivitis and periodontal diseases,ACP5,Tartrate-resistant acid phosphatase type 5,23000,44,0.87 [0.39-1.93],0.7364159383666662
Chapter XI Diseases of the digestive system,Gingivitis and periodontal diseases,ACP6,Lysophosphatidic acid phosphatase type 6,23078,44,1.11 [0.73-1.69],0.6161163389541565
Chapter XI Diseases of the digestive system,Gingivitis and periodontal diseases,ACRBP,Acrosin-binding protein,19793,45,1.39 [0.74-2.59],0.3067239942052779
Chapter XI Diseases of the digestive system,Gingivitis and periodontal diseases,ACRV1,Acrosomal protein SP-10,19280,42,1.00 [0.75-1.33],0.9773243902324698
Chapter XI Diseases of the digestive system,Gingivitis and periodontal diseases,ACSL1,Long-chain-fatty-acid--CoA ligase 1,19185,42,0.92 [0.38-2.21],0.8473985928399765
Chapter XI Diseases of the digestive system,Gingivitis and periodontal diseases,ACTA2,"Actin, aortic smooth muscle",22488,44,1.04 [0.57-1.91],0.9001602916428063
Chapter XI Diseases of the digestive system,Gingivitis and periodontal diseases,ACTN2,Alpha-actinin-2,19185,42,1.21 [0.80-1.83],0.3689984400504003
Chapter XI Diseases of the digestive system,Gingivitis and periodontal diseases,ACTN4,Alpha-actinin-4,22509,42,1.56 [0.87-2.78],0.1354167882311121
Chapter XI Diseases of the digestive system,Gingivitis and periodontal diseases,ACVRL1,Serine/threonine-protein kinase receptor R3,22663,43,1.93 [0.72-5.16],0.1904714245727384
Chapter XI Diseases of the digestive system,Gingivitis and periodontal diseases,ACY1,Aminoacylase-1,22903,43,1.14 [0.76-1.72],0.5282674607050213
Chapter XI Diseases of the digestive system,Gingivitis and periodontal diseases,ACY3,N-acyl-aromatic-L-amino acid amidohydrolase,19185,42,1.04 [0.62-1.77],0.8779472473631367
Chapter XI Diseases of the digestive system,Gingivitis and periodontal diseases,ACYP1,Acylphosphatase-1,19350,45,0.84 [0.54-1.32],0.4591389392630971
Chapter XI Diseases of the digestive system,Gingivitis and periodontal diseases,ADA,Adenosine deaminase,23176,46,1.12 [0.55-2.26],0.7542522853847617
Chapter XI Diseases of the digestive system,Gingivitis and periodontal diseases,ADA2,Adenosine deaminase 2,22789,45,1.80 [1.04-3.11],0.0364297049578293
Chapter XI Diseases of the digestive system,Gingivitis and periodontal diseases,ADAM12,Disintegrin and metalloproteinase domain-containing protein 12,19280,42,2.49 [1.41-4.42],0.0017455815718196
Chapter XI Diseases of the digestive system,Gingivitis and periodontal diseases,ADAM15,Disintegrin and metalloproteinase domain-containing protein 15,22488,44,0.78 [0.33-1.85],0.5746491091159542
Chapter XI Diseases of the digestive system,Gingivitis and periodontal diseases,ADAM22,Disintegrin and metalloproteinase domain-containing protein 22,22706,43,1.29 [0.62-2.71],0.4948643713563706
Chapter XI Diseases of the digestive system,Gingivitis and periodontal diseases,ADAM23,Disintegrin and metalloproteinase domain-containing protein 23,23176,46,0.57 [0.33-0.99],0.0463567698731553
Chapter XI Diseases of the digestive system,Gingivitis and periodontal diseases,ADAM8,Disintegrin and metalloproteinase domain-containing protein 8,23075,43,1.27 [0.51-3.14],0.6051010961247945
Chapter XI Diseases of the digestive system,Gingivitis and periodontal diseases,ADAM9,Disintegrin and metalloproteinase domain-containing protein 9,19801,45,2.54 [1.22-5.29],0.0124845849442486
Chapter XI Diseases of the digestive system,Gingivitis and periodontal diseases,ADAMTS1,A disintegrin and metalloproteinase with thrombospondin motifs 1,19280,42,1.45 [0.65-3.21],0.3612496314474474
Chapter XI Diseases of the digestive system,Gingivitis and periodontal diseases,ADAMTS13,A disintegrin and metalloproteinase with thrombospondin motifs 13,23188,46,1.01 [0.34-3.07],0.9793800027396802
Chapter XI Diseases of the digestive system,Gingivitis and periodontal diseases,ADAMTS15,A disintegrin and metalloproteinase with thrombospondin motifs 15,22798,45,0.87 [0.47-1.60],0.6560678576586129
Chapter XI Diseases of the digestive system,Gingivitis and periodontal diseases,ADAMTS16,A disintegrin and metalloproteinase with thrombospondin motifs 16,22488,44,1.03 [0.46-2.33],0.9359087503638608
Chapter XI Diseases of the digestive system,Gingivitis and periodontal diseases,ADAMTS4,A disintegrin and metalloproteinase with thrombospondin motifs 4,19280,42,1.37 [0.65-2.88],0.4117917591483319
Chapter XI Diseases of the digestive system,Gingivitis and periodontal diseases,ADAMTS8,A disintegrin and metalloproteinase with thrombospondin motifs 8,22969,45,1.19 [0.67-2.12],0.5626386991611447
Chapter XI Diseases of the digestive system,Gingivitis and periodontal diseases,ADAMTSL2,ADAMTS-like protein 2,19873,45,1.38 [0.64-2.97],0.4177648012409358
Chapter XI Diseases of the digestive system,Gingivitis and periodontal diseases,ADAMTSL4,ADAMTS-like protein 4,19320,43,1.90 [0.62-5.82],0.2628533519271617
Chapter XI Diseases of the digestive system,Gingivitis and periodontal diseases,ADAMTSL5,ADAMTS-like protein 5,19867,45,0.82 [0.40-1.67],0.5791303119708229
Chapter XI Diseases of the digestive system,Gingivitis and periodontal diseases,ADCYAP1R1,Pituitary adenylate cyclase-activating polypeptide type I receptor,22373,42,1.30 [0.76-2.23],0.3459550370847571
Chapter XI Diseases of the digestive system,Gingivitis and periodontal diseases,ADD1,Alpha-adducin,19416,45,0.80 [0.53-1.21],0.2886813875502687
Chapter XI Diseases of the digestive system,Gingivitis and periodontal diseases,ADGRB3,Adhesion G protein-coupled receptor B3,22663,43,1.85 [0.85-4.05],0.1234977103687988
Chapter XI Diseases of the digestive system,Gingivitis and periodontal diseases,ADGRD1,Adhesion G-protein coupled receptor D1,19416,45,1.31 [0.67-2.54],0.4292353449755767
Chapter XI Diseases of the digestive system,Gingivitis and periodontal diseases,ADGRE1,Adhesion G protein-coupled receptor E1,19801,45,1.34 [0.81-2.23],0.252643102548708
Chapter XI Diseases of the digestive system,Gingivitis and periodontal diseases,ADGRE2,Adhesion G protein-coupled receptor E2,22987,46,1.86 [0.77-4.46],0.1669400371527737
Chapter XI Diseases of the digestive system,Gingivitis and periodontal diseases,ADGRE5,Adhesion G protein-coupled receptor E5,23079,45,2.13 [1.07-4.20],0.0303913158848535
Chapter XI Diseases of the digestive system,Gingivitis and periodontal diseases,ADGRF5,Adhesion G protein-coupled receptor F5,19867,45,1.77 [0.63-5.01],0.2808408709100466
Chapter XI Diseases of the digestive system,Gingivitis and periodontal diseases,ADGRG1,Adhesion G-protein coupled receptor G1,22798,45,1.20 [0.89-1.61],0.2278048219299528
Chapter XI Diseases of the digestive system,Gingivitis and periodontal diseases,ADGRG2,Adhesion G-protein coupled receptor G2,22903,43,0.85 [0.31-2.32],0.7465557151258141
Chapter XI Diseases of the digestive system,Gingivitis and periodontal diseases,ADGRV1,Adhesion G-protein coupled receptor V1,19232,44,0.82 [0.51-1.34],0.4329281058570549
Chapter XI Diseases of the digestive system,Gingivitis and periodontal diseases,ADH1B,All-trans-retinol dehydrogenase,19416,45,0.60 [0.40-0.90],0.0139529956888839
Chapter XI Diseases of the digestive system,Gingivitis and periodontal diseases,ADH4,All-trans-retinol dehydrogenase [NAD(+)] ADH4,22488,44,0.80 [0.58-1.11],0.1844991847990525
Chapter XI Diseases of the digestive system,Gingivitis and periodontal diseases,ADIPOQ,Adiponectin,19889,45,0.98 [0.65-1.49],0.932604913407835
Chapter XI Diseases of the digestive system,Gingivitis and periodontal diseases,ADM,Pro-adrenomedullin,23103,45,2.58 [0.93-7.17],0.0685428602485127
Chapter XI Diseases of the digestive system,Gingivitis and periodontal diseases,ADRA2A,Alpha-2A adrenergic receptor,19185,42,1.20 [0.84-1.71],0.3212269866487436
Chapter XI Diseases of the digestive system,Gingivitis and periodontal diseases,AFAP1,Actin filament-associated protein 1,19416,45,0.85 [0.59-1.22],0.3684768373313043
Chapter XI Diseases of the digestive system,Gingivitis and periodontal diseases,AFM,Afamin,19889,45,0.73 [0.35-1.50],0.3916129821521974
Chapter XI Diseases of the digestive system,Gingivitis and periodontal diseases,AFP,Alpha-fetoprotein,22620,43,1.29 [0.86-1.94],0.2239872155805158
Chapter XI Diseases of the digestive system,Gingivitis and periodontal diseases,AGBL2,Cytosolic carboxypeptidase 2,19232,44,0.98 [0.71-1.33],0.877683541430502
Chapter XI Diseases of the digestive system,Gingivitis and periodontal diseases,AGER,Advanced glycosylation end product-specific receptor,22836,46,0.94 [0.49-1.78],0.8404820124707342
Chapter XI Diseases of the digestive system,Gingivitis and periodontal diseases,AGR2,Anterior gradient protein 2 homolog,22236,40,0.95 [0.71-1.26],0.704851980166071
Chapter XI Diseases of the digestive system,Gingivitis and periodontal diseases,AGR3,Anterior gradient protein 3,22337,42,0.57 [0.34-0.95],0.0312534390985828
Chapter XI Diseases of the digestive system,Gingivitis and periodontal diseases,AGRN,Agrin,22987,46,1.90 [1.02-3.53],0.0417744755412357
Chapter XI Diseases of the digestive system,Gingivitis and periodontal diseases,AGRP,Agouti-related protein,23176,46,0.81 [0.50-1.31],0.3827809830501398
Chapter XI Diseases of the digestive system,Gingivitis and periodontal diseases,AGT,Angiotensinogen,19886,44,0.73 [0.17-3.11],0.6659087899960068
Chapter XI Diseases of the digestive system,Gingivitis and periodontal diseases,AGXT,Serine--pyruvate aminotransferase,22903,43,1.16 [0.83-1.62],0.3982081568657623
Chapter XI Diseases of the digestive system,Gingivitis and periodontal diseases,AHCY,Adenosylhomocysteinase,22903,43,1.21 [0.82-1.78],0.3377877748226437
Chapter XI Diseases of the digestive system,Gingivitis and periodontal diseases,AHNAK,Neuroblast differentiation-associated protein AHNAK,19320,43,0.93 [0.37-2.32],0.876478593143942
Chapter XI Diseases of the digestive system,Gingivitis and periodontal diseases,AHNAK2,Protein AHNAK2,19320,43,0.95 [0.36-2.50],0.9175946548915336
Chapter XI Diseases of the digestive system,Gingivitis and periodontal diseases,AHSA1,Activator of 90 kDa heat shock protein ATPase homolog 1,19793,45,0.92 [0.58-1.45],0.70732180622339
Chapter XI Diseases of the digestive system,Gingivitis and periodontal diseases,AHSG,Alpha-2-HS-glycoprotein,19886,44,0.87 [0.30-2.51],0.7910577327742279
Chapter XI Diseases of the digestive system,Gingivitis and periodontal diseases,AHSP,Alpha-hemoglobin-stabilizing protein,22863,44,0.75 [0.55-1.03],0.0783502785018004
Chapter XI Diseases of the digestive system,Gingivitis and periodontal diseases,AIDA,"Axin interactor, dorsalization-associated protein",19335,43,1.14 [0.85-1.54],0.3889502019005906
Chapter XI Diseases of the digestive system,Gingivitis and periodontal diseases,AIF1,Allograft inflammatory factor 1,22373,42,1.03 [0.61-1.74],0.9045043577528236
Chapter XI Diseases of the digestive system,Gingivitis and periodontal diseases,AIF1L,Allograft inflammatory factor 1-like,19320,43,0.83 [0.45-1.53],0.5593093865887563
Chapter XI Diseases of the digestive system,Gingivitis and periodontal diseases,AIFM1,"Apoptosis-inducing factor 1, mitochondrial",22765,45,0.93 [0.72-1.20],0.5879784932672558
Chapter XI Diseases of the digestive system,Gingivitis and periodontal diseases,AK1,Adenylate kinase isoenzyme 1,22903,43,0.72 [0.46-1.12],0.1490334870566249
Chapter XI Diseases of the digestive system,Gingivitis and periodontal diseases,AK2,"Adenylate kinase 2, mitochondrial",19821,45,1.11 [0.85-1.46],0.4277664081682448
Chapter XI Diseases of the digestive system,Gingivitis and periodontal diseases,AKAP12,A-kinase anchor protein 12,19416,45,0.73 [0.17-3.15],0.675944329623182
Chapter XI Diseases of the digestive system,Gingivitis and periodontal diseases,AKR1B1,Aldo-keto reductase family 1 member B1,22373,42,1.03 [0.71-1.49],0.8798609674449953
Chapter XI Diseases of the digestive system,Gingivitis and periodontal diseases,AKR1B10,Aldo-keto reductase family 1 member B10,19335,43,1.00 [0.64-1.57],0.9923022030251696
Chapter XI Diseases of the digestive system,Gingivitis and periodontal diseases,AKR1C4,Aldo-keto reductase family 1 member C4,22488,44,0.68 [0.36-1.28],0.2348806638172715
Chapter XI Diseases of the digestive system,Gingivitis and periodontal diseases,AKR7L,Aflatoxin B1 aldehyde reductase member 4,19280,42,1.11 [0.74-1.67],0.6215341268999539
Chapter XI Diseases of the digestive system,Gingivitis and periodontal diseases,AKT1S1,Proline-rich AKT1 substrate 1,22402,41,0.99 [0.64-1.51],0.9484537984544696
Chapter XI Diseases of the digestive system,Gingivitis and periodontal diseases,AKT2,RAC-beta serine/threonine-protein kinase,19827,45,1.06 [0.85-1.33],0.6028162371951262
Chapter XI Diseases of the digestive system,Gingivitis and periodontal diseases,AKT3,RAC-gamma serine/threonine-protein kinase,22267,42,1.05 [0.66-1.69],0.8309020512531775
Chapter XI Diseases of the digestive system,Gingivitis and periodontal diseases,ALCAM,CD166 antigen,23188,46,0.77 [0.20-2.92],0.7026350123428351
Chapter XI Diseases of the digestive system,Gingivitis and periodontal diseases,ALDH1A1,Retinal dehydrogenase 1,22906,44,0.63 [0.37-1.08],0.0935363406973937
Chapter XI Diseases of the digestive system,Gingivitis and periodontal diseases,ALDH2,"Aldehyde dehydrogenase, mitochondrial",19793,45,1.30 [0.89-1.91],0.1735575836849153
Chapter XI Diseases of the digestive system,Gingivitis and periodontal diseases,ALDH3A1,"Aldehyde dehydrogenase, dimeric NADP-preferring",22841,43,0.91 [0.60-1.37],0.6495601053584338
Chapter XI Diseases of the digestive system,Gingivitis and periodontal diseases,ALDH5A1,"Succinate-semialdehyde dehydrogenase, mitochondrial",19827,45,0.79 [0.41-1.49],0.4616688991189837
Chapter XI Diseases of the digestive system,Gingivitis and periodontal diseases,ALMS1,Alstrom syndrome protein 1,19514,45,1.28 [0.74-2.22],0.3798294284587735
Chapter XI Diseases of the digestive system,Gingivitis and periodontal diseases,ALPI,Intestinal-type alkaline phosphatase,19280,42,1.02 [0.80-1.30],0.866644934408977
Chapter XI Diseases of the digestive system,Gingivitis and periodontal diseases,ALPP,"Alkaline phosphatase, placental type",22798,45,0.81 [0.64-1.03],0.0872637685231019
Chapter XI Diseases of the digestive system,Gingivitis and periodontal diseases,AMBN,Ameloblastin,22509,42,0.82 [0.27-2.49],0.7316013631879055
Chapter XI Diseases of the digestive system,Gingivitis and periodontal diseases,AMBP,Protein AMBP,23067,44,2.19 [0.59-8.14],0.2425764854677246
Chapter XI Diseases of the digestive system,Gingivitis and periodontal diseases,AMDHD2,N-acetylglucosamine-6-phosphate deacetylase,19873,45,0.80 [0.27-2.34],0.6825380455113338
Chapter XI Diseases of the digestive system,Gingivitis and periodontal diseases,AMFR,E3 ubiquitin-protein ligase AMFR,22402,41,1.04 [0.68-1.59],0.8485849408039723
Chapter XI Diseases of the digestive system,Gingivitis and periodontal diseases,AMIGO1,Amphoterin-induced protein 1,19335,43,1.02 [0.58-1.81],0.9354510891253714
Chapter XI Diseases of the digestive system,Gingivitis and periodontal diseases,AMIGO2,Amphoterin-induced protein 2,22798,45,1.18 [0.38-3.64],0.7721344380553934
Chapter XI Diseases of the digestive system,Gingivitis and periodontal diseases,AMN,Protein amnionless,22509,42,0.73 [0.40-1.31],0.2918041358782541
Chapter XI Diseases of the digestive system,Gingivitis and periodontal diseases,AMOT,Angiomotin,19416,45,1.09 [0.52-2.29],0.8241475782696734
Chapter XI Diseases of the digestive system,Gingivitis and periodontal diseases,AMOTL2,Angiomotin-like protein 2,19707,45,0.97 [0.53-1.78],0.9216052279138992
Chapter XI Diseases of the digestive system,Gingivitis and periodontal diseases,AMPD3,AMP deaminase 3,19821,45,0.83 [0.55-1.23],0.3494138320898471
Chapter XI Diseases of the digestive system,Gingivitis and periodontal diseases,AMY1A_AMY1B_AMY1C,Alpha-amylase 1A_Alpha-amylase 1B_Alpha-amylase 1C,18650,42,1.29 [0.78-2.13],0.3288963123283226
Chapter XI Diseases of the digestive system,Gingivitis and periodontal diseases,AMY2A,Pancreatic alpha-amylase,22054,42,1.12 [0.64-1.96],0.7015617525656132
Chapter XI Diseases of the digestive system,Gingivitis and periodontal diseases,AMY2B,Alpha-amylase 2B,21372,40,1.10 [0.62-1.96],0.7327565989812626
Chapter XI Diseases of the digestive system,Gingivitis and periodontal diseases,ANG,Angiogenin,22864,45,1.54 [0.73-3.24],0.2540211866985573
Chapter XI Diseases of the digestive system,Gingivitis and periodontal diseases,ANGPT1,Angiopoietin-1,22818,46,0.96 [0.71-1.31],0.8135413258639395
Chapter XI Diseases of the digestive system,Gingivitis and periodontal diseases,ANGPT2,Angiopoietin-2,23103,45,1.71 [0.89-3.29],0.1104572655824158
Chapter XI Diseases of the digestive system,Gingivitis and periodontal diseases,ANGPTL1,Angiopoietin-related protein 1,22545,41,3.13 [1.28-7.63],0.0122787543570799
Chapter XI Diseases of the digestive system,Gingivitis and periodontal diseases,ANGPTL2,Angiopoietin-related protein 2,22907,46,1.24 [0.65-2.37],0.521227455619821
Chapter XI Diseases of the digestive system,Gingivitis and periodontal diseases,ANGPTL3,Angiopoietin-related protein 3,22938,46,0.78 [0.37-1.65],0.5219063396379934
Chapter XI Diseases of the digestive system,Gingivitis and periodontal diseases,ANGPTL4,Angiopoietin-related protein 4,22954,46,1.50 [0.84-2.68],0.1665033597988628
Chapter XI Diseases of the digestive system,Gingivitis and periodontal diseases,ANGPTL7,Angiopoietin-related protein 7,23103,45,1.59 [0.82-3.08],0.1717339364618684
Chapter XI Diseases of the digestive system,Gingivitis and periodontal diseases,ANK2,Ankyrin-2,19185,42,0.96 [0.62-1.48],0.8500745631908332
Chapter XI Diseases of the digestive system,Gingivitis and periodontal diseases,ANKMY2,Ankyrin repeat and MYND domain-containing protein 2,19280,42,0.95 [0.66-1.38],0.7948524578509041
Chapter XI Diseases of the digestive system,Gingivitis and periodontal diseases,ANKRA2,Ankyrin repeat family A protein 2,19174,44,1.20 [0.74-1.95],0.4594873481433412
Chapter XI Diseases of the digestive system,Gingivitis and periodontal diseases,ANKRD54,Ankyrin repeat domain-containing protein 54,22373,42,0.74 [0.43-1.28],0.2798958188213697
Chapter XI Diseases of the digestive system,Gingivitis and periodontal diseases,ANP32C,Acidic leucine-rich nuclear phosphoprotein 32 family member C,19320,43,0.65 [0.24-1.73],0.3866740509668953
Chapter XI Diseases of the digestive system,Gingivitis and periodontal diseases,ANPEP,Aminopeptidase N,22979,46,1.23 [0.48-3.16],0.670752565305961
Chapter XI Diseases of the digestive system,Gingivitis and periodontal diseases,ANXA1,Annexin A1,19314,45,0.66 [0.32-1.35],0.2574140972707714
Chapter XI Diseases of the digestive system,Gingivitis and periodontal diseases,ANXA10,Annexin A10,22402,41,0.83 [0.57-1.21],0.3440876414504793
Chapter XI Diseases of the digestive system,Gingivitis and periodontal diseases,ANXA11,Annexin A11,22841,43,1.12 [0.73-1.71],0.6046279780391002
Chapter XI Diseases of the digestive system,Gingivitis and periodontal diseases,ANXA2,Annexin A2,19034,43,0.85 [0.55-1.32],0.4639992510745462
Chapter XI Diseases of the digestive system,Gingivitis and periodontal diseases,ANXA3,Annexin A3,23075,43,0.95 [0.65-1.40],0.7995764990336744
Chapter XI Diseases of the digestive system,Gingivitis and periodontal diseases,ANXA4,Annexin A4,22809,43,1.33 [0.94-1.88],0.112781312296159
Chapter XI Diseases of the digestive system,Gingivitis and periodontal diseases,ANXA5,Annexin A5,22320,41,0.69 [0.27-1.80],0.4494302713854787
Chapter XI Diseases of the digestive system,Gingivitis and periodontal diseases,AOC1,Amiloride-sensitive amine oxidase [copper-containing],22509,42,0.60 [0.31-1.17],0.1319812301709013
Chapter XI Diseases of the digestive system,Gingivitis and periodontal diseases,AOC3,Membrane primary amine oxidase,23011,46,1.48 [0.61-3.62],0.3894960009735567
Chapter XI Diseases of the digestive system,Gingivitis and periodontal diseases,AP1G2,AP-1 complex subunit gamma-like 2,19793,45,0.90 [0.63-1.30],0.5783224009131658
Chapter XI Diseases of the digestive system,Gingivitis and periodontal diseases,AP2B1,AP-2 complex subunit beta,19335,43,1.20 [0.67-2.13],0.5389458570700553
Chapter XI Diseases of the digestive system,Gingivitis and periodontal diseases,AP3B1,AP-3 complex subunit beta-1,19801,45,1.10 [0.76-1.58],0.613962733256648
Chapter XI Diseases of the digestive system,Gingivitis and periodontal diseases,AP3S2,AP-3 complex subunit sigma-2,19821,45,1.00 [0.56-1.79],0.9954701680995404
Chapter XI Diseases of the digestive system,Gingivitis and periodontal diseases,APBB1IP,Amyloid beta A4 precursor protein-binding family B member 1-interacting protein,22798,45,0.97 [0.55-1.72],0.9101660443063307
Chapter XI Diseases of the digestive system,Gingivitis and periodontal diseases,APCS,Serum amyloid P-component,19713,44,1.41 [0.56-3.55],0.4708964841621097
Chapter XI Diseases of the digestive system,Gingivitis and periodontal diseases,APEX1,DNA-(apurinic or apyrimidinic site) endonuclease,23044,44,0.82 [0.51-1.32],0.4193456992322178
Chapter XI Diseases of the digestive system,Gingivitis and periodontal diseases,APLP1,Amyloid-like protein 1,22903,43,1.06 [0.62-1.80],0.8344991604250849
Chapter XI Diseases of the digestive system,Gingivitis and periodontal diseases,APOA1,Apolipoprotein A-I,19889,45,0.56 [0.17-1.81],0.328740853607156
Chapter XI Diseases of the digestive system,Gingivitis and periodontal diseases,APOA2,Apolipoprotein A-II,19886,44,1.50 [0.85-2.63],0.1628042653310721
Chapter XI Diseases of the digestive system,Gingivitis and periodontal diseases,APOA4,Apolipoprotein A-IV,19889,45,1.14 [0.52-2.52],0.7372988030795908
Chapter XI Diseases of the digestive system,Gingivitis and periodontal diseases,APOB,Apolipoprotein B-100,19886,44,0.47 [0.14-1.54],0.2110392995176585
Chapter XI Diseases of the digestive system,Gingivitis and periodontal diseases,APOBR,Apolipoprotein B receptor,19320,43,0.57 [0.31-1.07],0.0782996451990735
Chapter XI Diseases of the digestive system,Gingivitis and periodontal diseases,APOC1,Apolipoprotein C-I,19857,45,0.49 [0.23-1.00],0.0510241910695126
Chapter XI Diseases of the digestive system,Gingivitis and periodontal diseases,APOD,Apolipoprotein D,19025,45,0.81 [0.37-1.79],0.6041171423985856
Chapter XI Diseases of the digestive system,Gingivitis and periodontal diseases,APOE,Apolipoprotein E,19889,45,0.58 [0.32-1.06],0.0747148423862652
Chapter XI Diseases of the digestive system,Gingivitis and periodontal diseases,APOF,Apolipoprotein F,19886,44,0.77 [0.30-1.96],0.5859767544529277
Chapter XI Diseases of the digestive system,Gingivitis and periodontal diseases,APOH,Beta-2-glycoprotein 1,22906,44,1.40 [0.71-2.75],0.3353595707424488
Chapter XI Diseases of the digestive system,Gingivitis and periodontal diseases,APOL1,Apolipoprotein L1,19886,44,0.98 [0.58-1.66],0.9395650093425678
Chapter XI Diseases of the digestive system,Gingivitis and periodontal diseases,APOM,Apolipoprotein M,22976,46,0.47 [0.19-1.13],0.0927452629497202
Chapter XI Diseases of the digestive system,Gingivitis and periodontal diseases,APP,Amyloid-beta precursor protein,22872,44,0.99 [0.66-1.48],0.950420500668361
Chapter XI Diseases of the digestive system,Gingivitis and periodontal diseases,APPL2,DCC-interacting protein 13-beta,19416,45,1.08 [0.83-1.40],0.5631288183039387
Chapter XI Diseases of the digestive system,Gingivitis and periodontal diseases,APRT,Adenine phosphoribosyltransferase,22664,43,1.05 [0.59-1.87],0.8787124445783817
Chapter XI Diseases of the digestive system,Gingivitis and periodontal diseases,ARAF,Serine/threonine-protein kinase A-Raf,19514,45,1.03 [0.68-1.57],0.891955924965129
Chapter XI Diseases of the digestive system,Gingivitis and periodontal diseases,AREG,Amphiregulin,22798,45,1.29 [0.67-2.47],0.4491664815279131
Chapter XI Diseases of the digestive system,Gingivitis and periodontal diseases,ARF6,ADP-ribosylation factor 6,19801,45,1.15 [0.88-1.50],0.297609496083919
Chapter XI Diseases of the digestive system,Gingivitis and periodontal diseases,ARFIP1,Arfaptin-1,19827,45,1.26 [0.84-1.88],0.2607349143748335
Chapter XI Diseases of the digestive system,Gingivitis and periodontal diseases,ARG1,Arginase-1,22749,45,0.57 [0.34-0.95],0.0323160567355126
Chapter XI Diseases of the digestive system,Gingivitis and periodontal diseases,ARG2,"Arginase-2, mitochondrial",19793,45,1.37 [0.80-2.34],0.2578212969458404
Chapter XI Diseases of the digestive system,Gingivitis and periodontal diseases,ARHGAP1,Rho GTPase-activating protein 1,22373,42,1.00 [0.55-1.81],0.9988137259972548
