Disease_category,Disease,Protein,Protein_definition,NB_individual,NB_case,HR[95%CI],P_value
Chapter XII Diseases of the skin and subcutaneous tissue,Other disorders of skin and subcutaneous tissue,A1BG,Alpha-1B-glycoprotein,20191,1367,1.25 [0.91-1.70],0.169935910686696
Chapter XII Diseases of the skin and subcutaneous tissue,Other disorders of skin and subcutaneous tissue,AAMDC,Mth938 domain-containing protein,19613,1313,0.86 [0.77-0.95],0.0029348329417356
Chapter XII Diseases of the skin and subcutaneous tissue,Other disorders of skin and subcutaneous tissue,AARSD1,Alanyl-tRNA editing protein Aarsd1,23167,1613,1.02 [0.94-1.10],0.6457444199619142
Chapter XII Diseases of the skin and subcutaneous tissue,Other disorders of skin and subcutaneous tissue,ABCA2,ATP-binding cassette sub-family A member 2,19481,1325,1.11 [0.96-1.29],0.1579295453888463
Chapter XII Diseases of the skin and subcutaneous tissue,Other disorders of skin and subcutaneous tissue,ABHD14B,Protein ABHD14B,23007,1614,0.98 [0.90-1.06],0.6094472016071004
Chapter XII Diseases of the skin and subcutaneous tissue,Other disorders of skin and subcutaneous tissue,ABL1,Tyrosine-protein kinase ABL1,23167,1613,1.08 [1.01-1.15],0.0213157419089891
Chapter XII Diseases of the skin and subcutaneous tissue,Other disorders of skin and subcutaneous tissue,ABO,Histo-blood group ABO system transferase,20196,1376,1.00 [0.97-1.04],0.9009274023118392
Chapter XII Diseases of the skin and subcutaneous tissue,Other disorders of skin and subcutaneous tissue,ABRAXAS2,BRISC complex subunit Abraxas 2,19481,1325,0.98 [0.91-1.07],0.6630338897446196
Chapter XII Diseases of the skin and subcutaneous tissue,Other disorders of skin and subcutaneous tissue,ACAA1,"3-ketoacyl-CoA thiolase, peroxisomal",22727,1596,1.01 [0.95-1.07],0.7582841108379345
Chapter XII Diseases of the skin and subcutaneous tissue,Other disorders of skin and subcutaneous tissue,ACADM,"Medium-chain specific acyl-CoA dehydrogenase, mitochondrial",19823,1337,1.00 [0.92-1.08],0.934804521563206
Chapter XII Diseases of the skin and subcutaneous tissue,Other disorders of skin and subcutaneous tissue,ACADSB,"Short/branched chain specific acyl-CoA dehydrogenase, mitochondrial",20170,1371,0.96 [0.90-1.01],0.1406825962738351
Chapter XII Diseases of the skin and subcutaneous tissue,Other disorders of skin and subcutaneous tissue,ACAN,Aggrecan core protein,23034,1603,0.98 [0.83-1.15],0.8199923198511154
Chapter XII Diseases of the skin and subcutaneous tissue,Other disorders of skin and subcutaneous tissue,ACE,Angiotensin-converting enzyme,20196,1376,1.20 [1.00-1.44],0.0557521791055796
Chapter XII Diseases of the skin and subcutaneous tissue,Other disorders of skin and subcutaneous tissue,ACE2,Angiotensin-converting enzyme 2,22858,1612,1.09 [1.00-1.17],0.0419821551712076
Chapter XII Diseases of the skin and subcutaneous tissue,Other disorders of skin and subcutaneous tissue,ACHE,Acetylcholinesterase,19715,1326,0.84 [0.71-0.98],0.0270740505469098
Chapter XII Diseases of the skin and subcutaneous tissue,Other disorders of skin and subcutaneous tissue,ACOT13,Acyl-coenzyme A thioesterase 13,20110,1363,0.99 [0.94-1.03],0.5342001323223475
Chapter XII Diseases of the skin and subcutaneous tissue,Other disorders of skin and subcutaneous tissue,ACOX1,Peroxisomal acyl-coenzyme A oxidase 1,23272,1629,0.98 [0.90-1.07],0.7106453906155799
