Disease_category,Disease,Protein,Protein_definition,NB_individual,NB_case,HR[95%CI],P_value
"Chapter IV Endocrine, nutritional and metabolic diseases","Hyperlipidaemia, other/unspecified",A1BG,Alpha-1B-glycoprotein,15558,621,1.92 [1.20-3.07],0.0067534014869082
"Chapter IV Endocrine, nutritional and metabolic diseases","Hyperlipidaemia, other/unspecified",AAMDC,Mth938 domain-containing protein,15106,603,1.13 [0.98-1.31],0.1036421842474843
"Chapter IV Endocrine, nutritional and metabolic diseases","Hyperlipidaemia, other/unspecified",AARSD1,Alanyl-tRNA editing protein Aarsd1,17746,719,1.03 [0.91-1.16],0.6778551307493412
"Chapter IV Endocrine, nutritional and metabolic diseases","Hyperlipidaemia, other/unspecified",ABCA2,ATP-binding cassette sub-family A member 2,15014,596,1.30 [1.05-1.61],0.0157330770707493
"Chapter IV Endocrine, nutritional and metabolic diseases","Hyperlipidaemia, other/unspecified",ABHD14B,Protein ABHD14B,17638,713,1.09 [0.97-1.23],0.1573985419412511
"Chapter IV Endocrine, nutritional and metabolic diseases","Hyperlipidaemia, other/unspecified",ABL1,Tyrosine-protein kinase ABL1,17746,719,1.20 [1.09-1.32],0.0001290097880676
"Chapter IV Endocrine, nutritional and metabolic diseases","Hyperlipidaemia, other/unspecified",ABO,Histo-blood group ABO system transferase,15557,621,1.01 [0.96-1.07],0.6237457581999404
"Chapter IV Endocrine, nutritional and metabolic diseases","Hyperlipidaemia, other/unspecified",ABRAXAS2,BRISC complex subunit Abraxas 2,15014,596,1.12 [0.99-1.26],0.0664160193634286
"Chapter IV Endocrine, nutritional and metabolic diseases","Hyperlipidaemia, other/unspecified",ACAA1,"3-ketoacyl-CoA thiolase, peroxisomal",17428,706,1.25 [1.15-1.35],4.6432117242158914e-08
"Chapter IV Endocrine, nutritional and metabolic diseases","Hyperlipidaemia, other/unspecified",ACADM,"Medium-chain specific acyl-CoA dehydrogenase, mitochondrial",15277,603,1.02 [0.91-1.14],0.7780380170560071
"Chapter IV Endocrine, nutritional and metabolic diseases","Hyperlipidaemia, other/unspecified",ACADSB,"Short/branched chain specific acyl-CoA dehydrogenase, mitochondrial",15548,616,1.04 [0.95-1.13],0.4083096950397935
"Chapter IV Endocrine, nutritional and metabolic diseases","Hyperlipidaemia, other/unspecified",ACAN,Aggrecan core protein,17638,730,0.61 [0.48-0.78],6.351448584854274e-05
