Disease_category,Disease,Protein,Protein_definition,NB_individual,NB_case,HR[95%CI],P_value
Chapter VI Diseases of the nervous system,Inflammatory diseases of the central nervous system,A1BG,Alpha-1B-glycoprotein,20570,54,0.39 [0.09-1.73],0.2162194028939337
Chapter VI Diseases of the nervous system,Inflammatory diseases of the central nervous system,AAMDC,Mth938 domain-containing protein,19982,47,0.90 [0.52-1.54],0.695647891848922
Chapter VI Diseases of the nervous system,Inflammatory diseases of the central nervous system,AARSD1,Alanyl-tRNA editing protein Aarsd1,23598,59,0.89 [0.59-1.36],0.602830825928494
Chapter VI Diseases of the nervous system,Inflammatory diseases of the central nervous system,ABCA2,ATP-binding cassette sub-family A member 2,19848,49,0.98 [0.45-2.15],0.955664501724449
Chapter VI Diseases of the nervous system,Inflammatory diseases of the central nervous system,ABHD14B,Protein ABHD14B,23436,60,1.13 [0.75-1.70],0.5497790248327605
Chapter VI Diseases of the nervous system,Inflammatory diseases of the central nervous system,ABL1,Tyrosine-protein kinase ABL1,23598,59,1.18 [0.85-1.63],0.3246745361025354
Chapter VI Diseases of the nervous system,Inflammatory diseases of the central nervous system,ABO,Histo-blood group ABO system transferase,20574,53,0.94 [0.79-1.13],0.5143266789064657
Chapter VI Diseases of the nervous system,Inflammatory diseases of the central nervous system,ABRAXAS2,BRISC complex subunit Abraxas 2,19848,49,1.10 [0.73-1.66],0.6460105128863378
Chapter VI Diseases of the nervous system,Inflammatory diseases of the central nervous system,ACAA1,"3-ketoacyl-CoA thiolase, peroxisomal",23152,54,1.17 [0.88-1.54],0.2803292534355172
Chapter VI Diseases of the nervous system,Inflammatory diseases of the central nervous system,ACADM,"Medium-chain specific acyl-CoA dehydrogenase, mitochondrial",20188,53,1.05 [0.72-1.51],0.8047401865843025
Chapter VI Diseases of the nervous system,Inflammatory diseases of the central nervous system,ACADSB,"Short/branched chain specific acyl-CoA dehydrogenase, mitochondrial",20546,51,0.97 [0.72-1.31],0.8440689885621622
Chapter VI Diseases of the nervous system,Inflammatory diseases of the central nervous system,ACAN,Aggrecan core protein,23467,59,1.49 [0.64-3.45],0.3566853459291895
Chapter VI Diseases of the nervous system,Inflammatory diseases of the central nervous system,ACE,Angiotensin-converting enzyme,20574,53,0.66 [0.25-1.72],0.3996787356491424
Chapter VI Diseases of the nervous system,Inflammatory diseases of the central nervous system,ACE2,Angiotensin-converting enzyme 2,23279,60,0.94 [0.61-1.43],0.7587314107322547
Chapter VI Diseases of the nervous system,Inflammatory diseases of the central nervous system,ACHE,Acetylcholinesterase,20084,53,0.61 [0.27-1.38],0.2383243941416663
Chapter VI Diseases of the nervous system,Inflammatory diseases of the central nervous system,ACOT13,Acyl-coenzyme A thioesterase 13,20483,53,1.20 [0.96-1.51],0.1175091895224095
Chapter VI Diseases of the nervous system,Inflammatory diseases of the central nervous system,ACOX1,Peroxisomal acyl-coenzyme A oxidase 1,23713,61,1.61 [1.13-2.29],0.0090418686257552
Chapter VI Diseases of the nervous system,Inflammatory diseases of the central nervous system,ACP1,Low molecular weight phosphotyrosine protein phosphatase,19941,51,0.98 [0.54-1.77],0.9391916987034616
Chapter VI Diseases of the nervous system,Inflammatory diseases of the central nervous system,ACP5,Tartrate-resistant acid phosphatase type 5,23811,60,1.10 [0.55-2.17],0.7932847450222932
Chapter VI Diseases of the nervous system,Inflammatory diseases of the central nervous system,ACP6,Lysophosphatidic acid phosphatase type 6,23891,60,1.52 [1.04-2.23],0.0326457507676975
Chapter VI Diseases of the nervous system,Inflammatory diseases of the central nervous system,ACRBP,Acrosin-binding protein,20476,54,1.47 [0.88-2.45],0.1425979409967259
Chapter VI Diseases of the nervous system,Inflammatory diseases of the central nervous system,ACRV1,Acrosomal protein SP-10,19941,51,0.95 [0.72-1.24],0.6861379796315514
Chapter VI Diseases of the nervous system,Inflammatory diseases of the central nervous system,ACSL1,Long-chain-fatty-acid--CoA ligase 1,19848,49,1.48 [0.84-2.60],0.1742493452248805
Chapter VI Diseases of the nervous system,Inflammatory diseases of the central nervous system,ACTA2,"Actin, aortic smooth muscle",23279,60,0.90 [0.52-1.58],0.72520056762193
Chapter VI Diseases of the nervous system,Inflammatory diseases of the central nervous system,ACTN2,Alpha-actinin-2,19848,49,0.99 [0.64-1.53],0.9524067548223136
