"Unnamed: 0","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"R-HSA-5669034","R-HSA-5669034","TNFs bind their physiological receptors","9/122","29/10891",1.70974646711806e-11,8.83938923500039e-09,8.42275101696056e-09,"CD27/CD70/LTA/TNFRSF13B/TNFRSF1B/TNFRSF4/TNFRSF8/TNFRSF9/TNFSF8",9
"R-HSA-5668541","R-HSA-5668541","TNFR2 non-canonical NF-kB pathway","12/122","102/10891",1.30355358541451e-09,3.36968601829651e-07,3.21085830512627e-07,"CD27/CD70/LTA/TNF/TNFRSF13B/TNFRSF13C/TNFRSF1B/TNFRSF4/TNFRSF8/TNFRSF9/TNFSF8/TRAF3",12
"R-HSA-198933","R-HSA-198933","Immunoregulatory interactions between a Lymphoid and a non-Lymphoid cell","11/122","134/10891",2.84626368481224e-07,4.9050610834931e-05,4.67386457716537e-05,"CD200/CD22/CRTAM/ICAM3/LILRB1/SELL/SIGLEC10/SIGLEC6/SLAMF6/TREML2/VCAM1",11
"R-HSA-6783783","R-HSA-6783783","Interleukin-10 signaling","6/122","47/10891",1.28833003307772e-05,0.00166516656775295,0.00158668014600098,"CCL3/CD80/CSF1/FCER2/TNF/TNFRSF1B",6
"R-HSA-449147","R-HSA-449147","Signaling by Interleukins","17/122","473/10891",1.96964888783775e-05,0.00191426554186208,0.00182403802013937,"ANXA2/BCL2/BLNK/CCL3/CD80/CSF1/FCER2/IFNLR1/IL16/IL18BP/IL2RA/IL4R/INPP5D/TNF/TNFRSF1B/TP53/VCAM1",17
"R-HSA-202733","R-HSA-202733","Cell surface interactions at the vascular wall","9/122","137/10891",2.22158476811846e-05,0.00191426554186208,0.00182403802013937,"CD48/CD74/INPP5D/L1CAM/SDC4/SELL/THBD/TNFRSF10A/TNFRSF10B",9
"R-HSA-6785807","R-HSA-6785807","Interleukin-4 and Interleukin-13 signaling","7/122","108/10891",0.00020382461615882,0.0144892697686343,0.0138063285182141,"BCL2/FCER2/IL4R/TNF/TNFRSF1B/TP53/VCAM1",7
"R-HSA-72163","R-HSA-72163","mRNA Splicing - Major Pathway","9/122","185/10891",0.00022723229939746,0.0144892697686343,0.0138063285182141,"CWC15/FUS/GPKOW/HNRNPUL1/POLR2F/PQBP1/SART1/SMNDC1/SNU13",9
"R-HSA-5685939","R-HSA-5685939","HDR through MMEJ (alt-NHEJ)","3/122","12/10891",0.00028025666863896,0.0144892697686343,0.0138063285182141,"FEN1/NBN/PARP1",3
"R-HSA-6803211","R-HSA-6803211","TP53 Regulates Transcription of Death Receptors and Ligands","3/122","12/10891",0.00028025666863896,0.0144892697686343,0.0138063285182141,"TNFRSF10A/TNFRSF10B/TP53",3
"R-HSA-72172","R-HSA-72172","mRNA Splicing","9/122","193/10891",0.00031124044460421,0.014628300896398,0.0139388065143322,"CWC15/FUS/GPKOW/HNRNPUL1/POLR2F/PQBP1/SART1/SMNDC1/SNU13",9
"R-HSA-983695","R-HSA-983695","Antigen activates B Cell Receptor (BCR) leading to generation of second messengers","4/122","32/10891",0.00042284890833753,0.0182177404675421,0.0173590604475408,"BLNK/CD22/CD79B/PIK3AP1",4
"R-HSA-6798695","R-HSA-6798695","Neutrophil degranulation","14/122","482/10891",0.00097466639334221,0.036547535786626,0.0348248941222456,"ADAM8/ADGRE5/ANXA2/B4GALT1/CANT1/CKAP4/CLEC12A/GRN/HMOX2/IRAG2/PTPRC/SELL/SRP14/TNFRSF1B",14
"R-HSA-5676594","R-HSA-5676594","TNF receptor superfamily (TNFSF) members mediating non-canonical NF-kB pathway","3/122","18/10891",0.00098968182014074,0.036547535786626,0.0348248941222456,"LTA/TNFRSF13C/TRAF3",3
"R-HSA-416700","R-HSA-416700","Other semaphorin interactions","3/122","19/10891",0.00116568379304743,0.0401772347337014,0.0382835098348208,"CD72/PTPRC/SEMA7A",3
"R-HSA-5633008","R-HSA-5633008","TP53 Regulates Transcription of Cell Death Genes","4/122","44/10891",0.00143940654558252,0.0465108240041351,0.0443185699560933,"BNIP3L/TNFRSF10A/TNFRSF10B/TP53",4
