"Unnamed: 0","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"R-HSA-198933","R-HSA-198933","Immunoregulatory interactions between a Lymphoid and a non-Lymphoid cell","22/249","134/10891",2.91230017551345e-13,2.56282415445184e-10,2.54749625879124e-10,"B2M/CD160/CD300C/CD300E/CD34/CDH1/CLEC4G/CRTAM/HLA-A/HLA-E/ITGB7/KLRB1/KLRD1/KLRK1/LAIR1/LAIR2/NCR1/NECTIN2/PILRA/SIGLEC1/SIGLEC10/SIGLEC6",22
"R-HSA-5669034","R-HSA-5669034","TNFs bind their physiological receptors","11/249","29/10891",1.72232046980671e-11,7.57821006714951e-09,7.53288584425986e-09,"CD27/TNFRSF13B/TNFRSF14/TNFRSF17/TNFRSF1A/TNFRSF1B/TNFRSF4/TNFRSF8/TNFRSF9/TNFSF13B/TNFSF8",11
"R-HSA-6783783","R-HSA-6783783","Interleukin-10 signaling","12/249","47/10891",4.02545845754041e-10,1.18080114754519e-07,1.17373893972494e-07,"CCL20/CCL4/CD80/CXCL10/CXCL8/IL10/IL12B/IL18/LIF/TNF/TNFRSF1A/TNFRSF1B",12
"R-HSA-5668541","R-HSA-5668541","TNFR2 non-canonical NF-kB pathway","15/249","102/10891",9.48575331193596e-09,2.08686572862591e-06,2.0743844742681e-06,"CD27/PSMC3/PSME2/TNF/TNFRSF11A/TNFRSF13B/TNFRSF14/TNFRSF17/TNFRSF1A/TNFRSF1B/TNFRSF4/TNFRSF8/TNFRSF9/TNFSF13B/TNFSF8",15
"R-HSA-449147","R-HSA-449147","Signaling by Interleukins","29/249","473/10891",1.18168823626917e-06,0.00020797712958337,0.0002067332472294,"CCL11/CCL20/CCL4/CD80/CXCL10/CXCL8/IFNG/IL10/IL12B/IL12RB1/IL17A/IL17C/IL18/IL18BP/IL20RB/IL2RA/IL32/JUN/LGALS9/LIF/NOS2/PSMC3/PSME2/PTPN9/SDC1/STX3/TNF/TNFRSF1A/TNFRSF1B",29
"R-HSA-1236977","R-HSA-1236977","Endosomal/Vacuolar pathway","5/249","11/10891",2.47786329218997e-06,0.00036341994952119,0.0003612463852298,"B2M/CTSL/CTSS/HLA-A/HLA-E",5
"R-HSA-380108","R-HSA-380108","Chemokine receptors bind chemokines","9/249","59/10891",6.84483857017583e-06,0.00086049399167924,0.0008553474965137,"CCL11/CCL20/CCL25/CCL4/CXCL10/CXCL11/CXCL8/CXCL9/XCL1",9
"R-HSA-1679131","R-HSA-1679131","Trafficking and processing of endosomal TLR","4/249","13/10891",0.00016208679815602,0.0172886887946475,0.0171852875458757,"CTSB/CTSL/CTSS/LGMN",4
"R-HSA-6785807","R-HSA-6785807","Interleukin-4 and Interleukin-13 signaling","10/249","108/10891",0.0001768161353998,0.0172886887946475,0.0171852875458757,"CCL11/CXCL8/IL10/IL12B/IL17A/IL18/LIF/NOS2/TNF/TNFRSF1B",10
"R-HSA-2132295","R-HSA-2132295","MHC class II antigen presentation","10/249","123/10891",0.0005080986966596,0.0414908034516533,0.0412426527133061,"AP2B1/CD74/CTSB/CTSE/CTSL/CTSS/DCTN6/IFI30/LAG3/LGMN",10
"R-HSA-2172127","R-HSA-2172127","DAP12 interactions","6/249","45/10891",0.00051863504314566,0.0414908034516533,0.0412426527133061,"B2M/CD300E/HLA-E/KLRD1/KLRK1/SIRPB1",6
"R-HSA-1236975","R-HSA-1236975","Antigen processing-Cross presentation","9/249","105/10891",0.00065748321454311,0.048215435733162,0.0479270659022221,"B2M/CTSL/CTSS/HLA-A/HLA-E/LY96/MRC1/PSMC3/PSME2",9
