"Unnamed: 0","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"R-HSA-198933","R-HSA-198933","Immunoregulatory interactions between a Lymphoid and a non-Lymphoid cell","55/646","134/10891",8.04594559829637e-33,7.70801588316792e-30,6.87716613243858e-30,"B2M/CD160/CD200/CD22/CD300A/CD300C/CD300E/CD300LF/CD300LG/CD34/CD40/CD99/CDH1/COL3A1/COLEC12/CRTAM/CXADR/HLA-A/HLA-E/ICAM1/ICAM2/ICAM3/ICAM4/ICAM5/KIR2DL2/KIR2DL3/KLRB1/KLRD1/KLRK1/LAIR1/LAIR2/LILRA2/LILRA5/LILRB1/LILRB2/LILRB4/NCR1/NCR3LG1/NECTIN2/NPDC1/OSCAR/PILRA/PILRB/PVR/SIGLEC1/SIGLEC10/SIGLEC5/SIGLEC6/SIGLEC7/SIGLEC8/SLAMF6/SLAMF7/TREM2/TREML2/VCAM1",55
"R-HSA-1474244","R-HSA-1474244","Extracellular matrix organization","73/646","300/10891",2.47879976812892e-26,1.18734508893375e-23,1.05936074301088e-23,"ADAM12/ADAM15/ADAM8/ADAM9/ADAMTS4/ADAMTS8/AGRN/BCAN/BSG/CDH1/CEACAM6/CEACAM8/COL15A1/COL18A1/COL3A1/COL4A1/COL5A1/COL6A3/CTSB/CTSD/CTSL/CTSS/CTSV/DCN/DDR1/DMD/DMP1/EFEMP1/ELN/FBLN2/FGA/FGF2/HSPG2/ICAM1/ICAM2/ICAM3/ICAM4/ICAM5/ITGA11/ITGA2/ITGA5/ITGAV/JAM2/JAM3/KDR/KLKB1/LAMA4/LAMB1/LTBP2/LTBP3/MATN3/MFAP4/MMP1/MMP10/MMP12/MMP3/MMP7/MMP8/NCAN/P4HB/PHYKPL/PRSS2/SDC1/SDC4/SPP1/TGFB1/TIMP1/TIMP2/TNC/TNXB/TTR/VCAM1/VWF",73
"R-HSA-381426","R-HSA-381426","Regulation of Insulin-like Growth Factor (IGF) transport and uptake by Insulin-like Growth Factor Binding Proteins (IGFBPs)","44/646","125/10891",3.3550273593608e-23,8.96790094774104e-21,8.0012477415292e-21,"APOA2/BPIFB2/CDH2/CHGB/CHRDL1/CKAP4/CSF1/CST3/DMP1/FAM20A/FGA/FGF23/FSTL1/FSTL3/GAS6/HRC/IGFBP1/IGFBP2/IGFBP3/IGFBP4/IGFBP6/IGFBP7/IL6/LAMB1/LGALS1/MATN3/MMP1/MSLN/P4HB/PCSK9/PENK/PROC/QSOX1/SCG2/SCG3/SERPINA1/SHISA5/SPP1/STC2/TF/TGOLN2/TIMP1/TNC/VWA1",44
"R-HSA-8957275","R-HSA-8957275","Post-translational protein phosphorylation","41/646","108/10891",3.74442628298164e-23,8.96790094774104e-21,8.0012477415292e-21,"APOA2/BPIFB2/CDH2/CHGB/CHRDL1/CKAP4/CSF1/CST3/DMP1/FAM20A/FGA/FGF23/FSTL1/FSTL3/GAS6/HRC/IGFBP1/IGFBP3/IGFBP4/IGFBP7/IL6/LAMB1/LGALS1/MATN3/MSLN/P4HB/PCSK9/PENK/PROC/QSOX1/SCG2/SCG3/SERPINA1/SHISA5/SPP1/STC2/TF/TGOLN2/TIMP1/TNC/VWA1",41
"R-HSA-6798695","R-HSA-6798695","Neutrophil degranulation","85/646","482/10891",1.98683760306648e-20,3.80678084747538e-18,3.39644659724207e-18,"A1BG/ACAA1/ADA2/ADAM8/ADGRE5/ANXA2/ARG1/ASAH1/ATP6AP2/B2M/B4GALT1/BST2/CANT1/CD14/CD300A/CD55/CD59/CD93/CEACAM6/CEACAM8/CFD/CFP/CHI3L1/CKAP4/CLEC12A/CLEC4D/CLEC5A/CST3/CSTB/CTSB/CTSD/CTSS/CTSZ/DPP7/FABP5/FCAR/FCGR2A/FCN1/GGH/GLA/GM2A/GRN/GSN/HLA-A/HMOX2/HPSE/IGF2R/ITGAV/LAIR1/LCN2/LGALS3/LILRB2/LRG1/MMP8/MPO/NFASC/NHLRC3/NPC2/ORM1/OSCAR/PGLYRP1/PIGR/PLAUR/PRG2/PRSS2/PRTN3/PSAP/PTGES2/PTPRN2/PTX3/QPCT/QSOX1/RAB6A/RETN/RNASET2/S100P/SERPINA1/SERPINA3/SIGLEC5/SIRPA/SIRPB1/TIMP2/TNFRSF1B/TTR/TXNDC5",85
"R-HSA-5669034","R-HSA-5669034","TNFs bind their physiological receptors","18/646","29/10891",1.22911622239286e-15,1.96248890175393e-13,1.75095153084737e-13,"CD27/CD70/EDA2R/EDAR/LTA/TNFRSF11B/TNFRSF13B/TNFRSF14/TNFRSF17/TNFRSF1A/TNFRSF1B/TNFRSF4/TNFRSF6B/TNFRSF8/TNFRSF9/TNFSF13/TNFSF13B/TNFSF8",18
"R-HSA-6783783","R-HSA-6783783","Interleukin-10 signaling","22/646","47/10891",2.63039389657059e-15,3.59988193273518e-13,3.21184938949672e-13,"CCL19/CCL20/CCL22/CCL3/CCL4/CD80/CSF1/CXCL10/CXCL8/FCER2/ICAM1/IL10/IL10RB/IL12B/IL18/IL1R1/IL1RN/IL6/TIMP1/TNF/TNFRSF1A/TNFRSF1B",22
"R-HSA-1474228","R-HSA-1474228","Degradation of the extracellular matrix","35/646","140/10891",1.53673407670437e-13,1.84023905685348e-11,1.6418790398473e-11,"ADAM15/ADAM8/ADAM9/ADAMTS4/ADAMTS8/BCAN/BSG/CDH1/COL15A1/COL18A1/COL3A1/COL4A1/COL5A1/COL6A3/CTSB/CTSD/CTSL/CTSS/CTSV/DCN/ELN/HSPG2/KLKB1/LAMB1/MMP1/MMP10/MMP12/MMP3/MMP7/MMP8/PHYKPL/PRSS2/SPP1/TIMP1/TIMP2",35
"R-HSA-216083","R-HSA-216083","Integrin cell surface interactions","26/646","85/10891",1.40517929982046e-12,1.49573529914223e-10,1.33450946368914e-10,"AGRN/BSG/CDH1/COL18A1/COL3A1/COL4A1/COL5A1/COL6A3/FGA/HSPG2/ICAM1/ICAM2/ICAM3/ICAM4/ICAM5/ITGA11/ITGA2/ITGA5/ITGAV/JAM2/JAM3/KDR/SPP1/TNC/VCAM1/VWF",26
"R-HSA-380108","R-HSA-380108","Chemokine receptors bind chemokines","21/646","59/10891",7.69917786195597e-12,7.37581239175381e-10,6.58077097253499e-10,"CCL11/CCL16/CCL17/CCL19/CCL20/CCL21/CCL22/CCL25/CCL27/CCL28/CCL3/CCL4/CCL7/CX3CL1/CXCL10/CXCL11/CXCL13/CXCL16/CXCL8/CXCL9/XCL1",21
