Protein,Protein_definition,Disease_category,Disease,NB_individual,NB_case,OR[95%CI],P_value
DBN1,Drebrin,Chapter I Certain infectious and parasitic diseases,Certain infectious and parasitic diseases,21578,772,1.01 [0.88-1.15],0.9015516893695484
DBN1,Drebrin,Chapter I Certain infectious and parasitic diseases,Implicit bacterial Sepsis,21572,121,1.14 [0.83-1.58],0.4163168096370544
DBN1,Drebrin,Chapter I Certain infectious and parasitic diseases,Intestinal infectious diseases,22941,126,1.18 [0.86-1.61],0.3053273643144688
DBN1,Drebrin,Chapter I Certain infectious and parasitic diseases,Implicit Sepsis,17088,430,1.19 [1.00-1.41],0.0535148181326942
DBN1,Drebrin,Chapter I Certain infectious and parasitic diseases,Other bacterial intestinal infections,22890,75,1.19 [0.79-1.78],0.4081463441813969
DBN1,Drebrin,Chapter I Certain infectious and parasitic diseases,Explicit Sepsis,22261,68,0.77 [0.48-1.24],0.2873726665534246
DBN1,Drebrin,Chapter I Certain infectious and parasitic diseases,"Bacterial intestinal infections, IBD co-morbidities",23755,74,1.23 [0.82-1.84],0.312360018752458
DBN1,Drebrin,Chapter I Certain infectious and parasitic diseases,Other specified/unspecified bacterial intestinal infections,23775,49,1.07 [0.64-1.80],0.7982556899440372
DBN1,Drebrin,Chapter I Certain infectious and parasitic diseases,Implicit viral Sepsis,21784,39,1.70 [1.03-2.78],0.0362939097703591
DBN1,Drebrin,Chapter I Certain infectious and parasitic diseases,Other bacterial diseases,23330,93,1.01 [0.69-1.47],0.9661062864991224
DBN1,Drebrin,Chapter I Certain infectious and parasitic diseases,Other septicaemia,23295,58,0.70 [0.41-1.18],0.1763262796752486
DBN1,Drebrin,Chapter I Certain infectious and parasitic diseases,Viral infections characterized by skin and mucous membrane lesions,23814,57,1.11 [0.69-1.78],0.6658671168405176
DBN1,Drebrin,Chapter I Certain infectious and parasitic diseases,Other viral diseases,23774,91,1.25 [0.88-1.79],0.2180214509996459
DBN1,Drebrin,Chapter I Certain infectious and parasitic diseases,"Other viral diseases, not elsewhere classified",23766,83,1.22 [0.84-1.78],0.2959021125407952
DBN1,Drebrin,Chapter I Certain infectious and parasitic diseases,Mycoses,23613,44,1.25 [0.75-2.11],0.3939306472816246
DBN1,Drebrin,Chapter I Certain infectious and parasitic diseases,"Bacterial, viral and other infectious agents",23052,327,0.88 [0.71-1.08],0.216306108619616
DBN1,Drebrin,Chapter I Certain infectious and parasitic diseases,Streptococcus and staphylococcus as the cause of diseases classified to other chapters,22843,118,0.98 [0.70-1.37],0.8976626512097295
DBN1,Drebrin,Chapter I Certain infectious and parasitic diseases,Other bacterial agents as the cause of diseases classified to other chapters,22938,213,0.79 [0.60-1.03],0.0785108054654694
DBN1,Drebrin,Chapter II Neoplasms,"Malignant neoplasm of colon, excluding all cancers (controls excluding all cancers)",20632,26,1.13 [0.57-2.24],0.7332104772386641
DBN1,Drebrin,Chapter II Neoplasms,"Malignant melanoma of skin, excluding all cancers (controls excluding all cancers)",20649,43,0.68 [0.37-1.24],0.2092919233917017
DBN1,Drebrin,Chapter II Neoplasms,"Other malignant neoplasms of skin (=non-melanoma skin cancer), excluding all cancers (controls excluding all cancers)",20717,111,nan [nan-nan],
DBN1,Drebrin,Chapter II Neoplasms,"Squamous cell neoplasms and carcinomas of the skin, excluding all cancers (controls excluding all cancers)",20722,116,1.29 [0.95-1.76],0.0995736865875326
DBN1,Drebrin,Chapter II Neoplasms,"Malignant neoplasm of breast, excluding all cancers (controls excluding all cancers)",11593,255,0.93 [0.74-1.18],0.5523315938347808
DBN1,Drebrin,Chapter II Neoplasms,"Malignant neoplasm of prostate, excluding all cancers (controls excluding all cancers)",9288,20,1.48 [0.75-2.95],0.2618889513875664
DBN1,Drebrin,Chapter II Neoplasms,"Non-Hodgkin lymphoma, all, excluding all cancers (controls excluding all cancers)",20648,42,0.98 [0.55-1.74],0.9496434714627806
DBN1,Drebrin,Chapter III Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,22010,695,1.18 [1.03-1.35],0.017738084929228
DBN1,Drebrin,Chapter II Neoplasms,"Benign neoplasm of colon, rectum, anus and anal canal",22920,182,1.13 [0.87-1.47],0.355660797806077
DBN1,Drebrin,Chapter II Neoplasms,Benign neoplasm: Sigmoid colon,23453,72,0.83 [0.53-1.31],0.4316814423397476
DBN1,Drebrin,Chapter II Neoplasms,"Benign neoplasm: Colon, unspecified",23877,70,1.20 [0.79-1.81],0.3961182145809674
DBN1,Drebrin,Chapter II Neoplasms,Benign neoplasm: Rectum,23682,41,1.67 [1.05-2.66],0.0318519097207098
DBN1,Drebrin,Chapter II Neoplasms,Benign neoplasm of other and ill-defined parts of digestive system,23882,35,0.99 [0.53-1.86],0.9800918227358804
DBN1,Drebrin,Chapter II Neoplasms,Benign neoplasm: Stomach,23916,28,1.14 [0.59-2.22],0.6973777793086229
DBN1,Drebrin,Chapter II Neoplasms,Benign lipomatous neoplasm,23653,261,0.96 [0.77-1.21],0.7498164736244758
DBN1,Drebrin,Chapter II Neoplasms,Benign lipomatous neoplasm of skin and subcutaneous tissue of trunk,23859,105,0.90 [0.63-1.30],0.5827141776019673
DBN1,Drebrin,Chapter II Neoplasms,Benign lipomatous neoplasm of skin and subcutaneous tissue of limbs,23861,79,1.15 [0.77-1.71],0.5000170082675017
DBN1,Drebrin,Chapter II Neoplasms,"Haemangioma and lymphangioma, any site",23833,40,0.61 [0.32-1.15],0.1289107061146681
DBN1,Drebrin,Chapter II Neoplasms,"Haemangioma, any site",23835,40,0.61 [0.32-1.15],0.1289344486340072
DBN1,Drebrin,Chapter II Neoplasms,Melanocytic naevi,23736,211,1.13 [0.89-1.43],0.332391867923601
DBN1,Drebrin,Chapter II Neoplasms,Melanocytic naevi of other and unspecified parts of face,23881,96,1.28 [0.92-1.79],0.1440508540020087
DBN1,Drebrin,Chapter II Neoplasms,Other benign neoplasms of skin,23796,161,1.12 [0.85-1.47],0.4373562809568047
DBN1,Drebrin,Chapter II Neoplasms,Benign neoplasm of breast,13188,80,1.21 [0.83-1.78],0.322977085601716
DBN1,Drebrin,Chapter II Neoplasms,Leiomyoma of uterus,12897,596,1.04 [0.89-1.21],0.6127104104226724
DBN1,Drebrin,Chapter III Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,Other and unspecified iron deficiency,23069,160,1.07 [0.81-1.42],0.6347587767451641
DBN1,Drebrin,Chapter III Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,Other anaemias,22965,296,1.30 [1.07-1.58],0.0091226968768138
DBN1,Drebrin,Chapter III Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,Other and unspecified anaemias,22965,296,1.30 [1.07-1.58],0.0091226968768138
DBN1,Drebrin,Chapter I Certain infectious and parasitic diseases,Condition for Implicit Sepsis (Organ dysfunction codes),21892,302,1.10 [0.89-1.35],0.3689732569145928
