Protein,Protein_definition,Disease_category,Disease,NB_individual,NB_case,OR[95%CI],P_value
CD177,CD177 antigen,Chapter I Certain infectious and parasitic diseases,Certain infectious and parasitic diseases,25514,897,1.05 [0.99-1.10],0.0785046218655634
CD177,CD177 antigen,Chapter I Certain infectious and parasitic diseases,Implicit bacterial Sepsis,25540,142,1.22 [1.06-1.39],0.0041597226146092
CD177,CD177 antigen,Chapter I Certain infectious and parasitic diseases,Intestinal infectious diseases,27121,154,1.05 [0.93-1.18],0.4397510698967688
CD177,CD177 antigen,Chapter I Certain infectious and parasitic diseases,Implicit Sepsis,20267,494,1.15 [1.07-1.23],0.0001108999484943
CD177,CD177 antigen,Chapter I Certain infectious and parasitic diseases,Other bacterial intestinal infections,27059,92,1.08 [0.93-1.27],0.3218876629096809
CD177,CD177 antigen,Chapter I Certain infectious and parasitic diseases,Explicit Sepsis,26339,77,1.08 [0.91-1.29],0.3547737875587241
CD177,CD177 antigen,Chapter I Certain infectious and parasitic diseases,"Bacterial intestinal infections, IBD co-morbidities",28092,91,1.08 [0.92-1.27],0.3337964723031544
CD177,CD177 antigen,Chapter I Certain infectious and parasitic diseases,Other specified/unspecified bacterial intestinal infections,28112,63,1.03 [0.85-1.24],0.7725013101047519
CD177,CD177 antigen,Chapter I Certain infectious and parasitic diseases,Implicit viral Sepsis,25783,45,1.21 [0.95-1.54],0.1297338115901152
CD177,CD177 antigen,Chapter I Certain infectious and parasitic diseases,Other bacterial diseases,27578,107,1.07 [0.93-1.24],0.3423627626859564
CD177,CD177 antigen,Chapter I Certain infectious and parasitic diseases,Other septicaemia,27537,66,1.09 [0.91-1.31],0.3582848034765211
CD177,CD177 antigen,Chapter I Certain infectious and parasitic diseases,Viral infections characterized by skin and mucous membrane lesions,28154,66,0.92 [0.79-1.09],0.3403425848928746
CD177,CD177 antigen,Chapter I Certain infectious and parasitic diseases,Other viral diseases,28111,97,1.17 [0.99-1.37],0.0576490526055969
CD177,CD177 antigen,Chapter I Certain infectious and parasitic diseases,"Other viral diseases, not elsewhere classified",28102,88,1.16 [0.98-1.37],0.0801563065730623
CD177,CD177 antigen,Chapter I Certain infectious and parasitic diseases,Mycoses,27913,43,1.14 [0.90-1.45],0.2829420046695148
CD177,CD177 antigen,Chapter I Certain infectious and parasitic diseases,"Bacterial, viral and other infectious agents",27276,392,1.05 [0.97-1.13],0.199365420415064
CD177,CD177 antigen,Chapter I Certain infectious and parasitic diseases,Streptococcus and staphylococcus as the cause of diseases classified to other chapters,27029,145,1.11 [0.98-1.26],0.104048712386276
CD177,CD177 antigen,Chapter I Certain infectious and parasitic diseases,Other bacterial agents as the cause of diseases classified to other chapters,27137,253,1.04 [0.95-1.14],0.4362955814496503
CD177,CD177 antigen,Chapter II Neoplasms,"Malignant neoplasm of colon, excluding all cancers (controls excluding all cancers)",24441,30,0.88 [0.70-1.12],0.2984052419928303
CD177,CD177 antigen,Chapter II Neoplasms,"Malignant melanoma of skin, excluding all cancers (controls excluding all cancers)",24458,47,0.94 [0.77-1.14],0.5171106636854617
CD177,CD177 antigen,Chapter II Neoplasms,"Other malignant neoplasms of skin (=non-melanoma skin cancer), excluding all cancers (controls excluding all cancers)",24540,129,1.00 [0.89-1.13],0.9715705481555914
CD177,CD177 antigen,Chapter II Neoplasms,"Squamous cell neoplasms and carcinomas of the skin, excluding all cancers (controls excluding all cancers)",24545,134,0.98 [0.87-1.10],0.7514356373231057
CD177,CD177 antigen,Chapter II Neoplasms,"Malignant neoplasm of breast, excluding all cancers (controls excluding all cancers)",13738,290,0.97 [0.90-1.06],0.5198779108201057
CD177,CD177 antigen,Chapter II Neoplasms,"Malignant neoplasm of prostate, excluding all cancers (controls excluding all cancers)",10991,28,1.10 [0.83-1.47],0.5163405187758241
CD177,CD177 antigen,Chapter II Neoplasms,"Non-Hodgkin lymphoma, all, excluding all cancers (controls excluding all cancers)",24459,48,1.13 [0.90-1.41],0.2888577430208245
CD177,CD177 antigen,Chapter III Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,26012,817,1.11 [1.06-1.18],8.997000382761392e-05
CD177,CD177 antigen,Chapter II Neoplasms,"Benign neoplasm of colon, rectum, anus and anal canal",27081,200,0.99 [0.90-1.09],0.8102927864226219
CD177,CD177 antigen,Chapter II Neoplasms,Benign neoplasm: Sigmoid colon,27732,79,0.97 [0.83-1.12],0.6480085902334596
CD177,CD177 antigen,Chapter II Neoplasms,"Benign neoplasm: Colon, unspecified",28224,73,1.23 [1.02-1.47],0.0291166973715542
CD177,CD177 antigen,Chapter II Neoplasms,Benign neoplasm: Rectum,27985,46,0.93 [0.76-1.13],0.4449181321263094
CD177,CD177 antigen,Chapter II Neoplasms,Benign neoplasm of other and ill-defined parts of digestive system,28232,39,0.81 [0.67-0.97],0.0224489565876104
CD177,CD177 antigen,Chapter II Neoplasms,Benign neoplasm: Stomach,28272,32,nan [nan-nan],
CD177,CD177 antigen,Chapter II Neoplasms,Benign lipomatous neoplasm,27963,300,1.03 [0.95-1.12],0.5214559801902421
CD177,CD177 antigen,Chapter II Neoplasms,Benign lipomatous neoplasm of skin and subcutaneous tissue of trunk,28203,117,1.10 [0.96-1.27],0.169551209219713
CD177,CD177 antigen,Chapter II Neoplasms,Benign lipomatous neoplasm of skin and subcutaneous tissue of limbs,28207,96,0.95 [0.83-1.10],0.5046655470365448
CD177,CD177 antigen,Chapter II Neoplasms,"Haemangioma and lymphangioma, any site",28171,45,0.88 [0.73-1.06],0.1746851965426179
CD177,CD177 antigen,Chapter II Neoplasms,"Haemangioma, any site",28173,45,0.88 [0.73-1.06],0.1746429240030259
CD177,CD177 antigen,Chapter II Neoplasms,Melanocytic naevi,28062,249,1.01 [0.92-1.10],0.8927210640087703
CD177,CD177 antigen,Chapter II Neoplasms,Melanocytic naevi of other and unspecified parts of face,28231,111,0.99 [0.87-1.13],0.9106060454668514
CD177,CD177 antigen,Chapter II Neoplasms,Other benign neoplasms of skin,28136,187,1.03 [0.93-1.14],0.5699248077399621
CD177,CD177 antigen,Chapter II Neoplasms,Benign neoplasm of breast,15595,95,0.90 [0.79-1.02],0.1069142538071743
CD177,CD177 antigen,Chapter II Neoplasms,Leiomyoma of uterus,15228,695,1.02 [0.97-1.08],0.3934586865710826
CD177,CD177 antigen,Chapter III Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,Other and unspecified iron deficiency,27249,198,1.00 [0.90-1.10],0.9437268753036062
CD177,CD177 antigen,Chapter III Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,Other anaemias,27128,351,1.17 [1.08-1.27],0.0002687943539246
CD177,CD177 antigen,Chapter III Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,Other and unspecified anaemias,27128,351,1.17 [1.08-1.27],0.0002687943539246
CD177,CD177 antigen,Chapter I Certain infectious and parasitic diseases,Condition for Implicit Sepsis (Organ dysfunction codes),25912,357,1.06 [0.98-1.14],0.1593972552699609
CD177,CD177 antigen,Chapter III Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,Agranulocytosis,27794,80,1.12 [0.94-1.33],0.2055845462943055
CD177,CD177 antigen,"Chapter IV Endocrine, nutritional and metabolic diseases",Disorders of other endocrine glands,28005,106,1.00 [0.88-1.15],0.972897724560127
CD177,CD177 antigen,"Chapter IV Endocrine, nutritional and metabolic diseases",Metabolic disorders,24801,699,1.06 [1.00-1.12],0.041712613560467
CD177,CD177 antigen,"Chapter IV Endocrine, nutritional and metabolic diseases",Disorders of the thyroid gland,26946,446,1.07 [1.00-1.15],0.0485537496820362
CD177,CD177 antigen,"Chapter IV Endocrine, nutritional and metabolic diseases",Type 1 diabetes,26435,116,1.12 [0.97-1.28],0.1316559209351788
CD177,CD177 antigen,Chapter IX Diseases of the circulatory system,Peripheral artery disease,27512,55,1.00 [0.83-1.21],0.989912611684408
CD177,CD177 antigen,"Chapter IV Endocrine, nutritional and metabolic diseases",Type 1 diabetes without complications,26421,102,1.15 [0.99-1.34],0.0732702023157196
CD177,CD177 antigen,"Chapter IV Endocrine, nutritional and metabolic diseases",Type 2 diabetes,26649,330,1.01 [0.94-1.10],0.7529656218625218
CD177,CD177 antigen,"Chapter IV Endocrine, nutritional and metabolic diseases",Type 2 diabetes without complications,26640,321,1.01 [0.93-1.09],0.8589525994435325
CD177,CD177 antigen,"Chapter IV Endocrine, nutritional and metabolic diseases",Obesity,26308,183,1.01 [0.91-1.14],0.7989388323053843
CD177,CD177 antigen,"Chapter IV Endocrine, nutritional and metabolic diseases","Obesity, other/unspecified",26312,180,1.01 [0.90-1.13],0.83064258432456
CD177,CD177 antigen,"Chapter IV Endocrine, nutritional and metabolic diseases",Disorders of lipoprotein metabolism and other lipidaemias,24639,537,1.02 [0.96-1.09],0.5119579128763658
CD177,CD177 antigen,"Chapter IV Endocrine, nutritional and metabolic diseases","Hyperlipidaemia, other/unspecified",24175,73,1.02 [0.87-1.20],0.8051137505653884
CD177,CD177 antigen,"Chapter IV Endocrine, nutritional and metabolic diseases",Pure hypercholesterolaemia,24594,492,1.02 [0.96-1.09],0.5051108930587243
CD177,CD177 antigen,"Chapter IV Endocrine, nutritional and metabolic diseases",Volume depletion,24145,43,1.24 [0.97-1.59],0.0854723353769176
CD177,CD177 antigen,"Chapter IV Endocrine, nutritional and metabolic diseases","Other disorders of fluid, electrolyte and acid-base balance",24179,77,1.17 [0.98-1.39],0.0899128347868206
CD177,CD177 antigen,Chapter V Mental and behavioural disorders,Any mental disorder,24537,766,1.02 [0.97-1.08],0.452116618308874
CD177,CD177 antigen,Chapter V Mental and behavioural disorders,"Substance abuse, excluding more controls",24066,295,0.99 [0.91-1.08],0.8632663018361149
CD177,CD177 antigen,Chapter V Mental and behavioural disorders,"Mental and behavioural disorders due to alcohol, excluding acute intoxication",27831,227,1.00 [0.91-1.10],0.926114241491523
CD177,CD177 antigen,Chapter V Mental and behavioural disorders,"Alcohol use disorder, ICD-based",27902,161,1.03 [0.92-1.15],0.6423864530127608
CD177,CD177 antigen,Chapter V Mental and behavioural disorders,Acute alcohol intoxication,26274,83,1.04 [0.89-1.22],0.6478725362350215
CD177,CD177 antigen,Chapter V Mental and behavioural disorders,"Acute alcohol intoxication, ICD10",28155,83,1.03 [0.88-1.21],0.6992441569841762
CD177,CD177 antigen,Chapter V Mental and behavioural disorders,"Alcohol abuse, main dg, excluding more controls",23854,83,1.04 [0.89-1.22],0.643179817433279
CD177,CD177 antigen,Chapter V Mental and behavioural disorders,Alcohol dependence,26286,95,1.12 [0.96-1.31],0.1576198220110057
CD177,CD177 antigen,Chapter V Mental and behavioural disorders,Smoking dependency,26249,67,0.89 [0.76-1.04],0.1365442408238285
CD177,CD177 antigen,Chapter V Mental and behavioural disorders,"Schizophrenia or delusion, excluding more controls",23845,74,1.07 [0.90-1.27],0.4504640606068778
CD177,CD177 antigen,Chapter V Mental and behavioural disorders,"Mood disorders, excluding more controls",24159,388,1.08 [1.00-1.17],0.0430926301888944
CD177,CD177 antigen,Chapter V Mental and behavioural disorders,Depression,26524,336,1.09 [1.00-1.18],0.0430699258399368
CD177,CD177 antigen,Chapter V Mental and behavioural disorders,Depression or dysthymia,24008,296,1.11 [1.02-1.21],0.0204914434765944
CD177,CD177 antigen,Chapter V Mental and behavioural disorders,"Anxiety disorders, excluding more controls",23916,145,0.95 [0.85-1.06],0.3285893444995376
CD177,CD177 antigen,Chapter V Mental and behavioural disorders,Other anxiety disorders,26750,70,1.06 [0.89-1.26],0.513312471103163
CD177,CD177 antigen,Chapter VI Diseases of the nervous system,Neurological diseases,25139,1444,0.99 [0.96-1.03],0.7496518998976021
