Disease_category,Disease,Protein,Protein_definition,NB_individual,NB_case,OR[95%CI],P_value
Chapter X Diseases of the respiratory system,"Asthma, hospital admissions , main diagnosis only",ACTN2,Alpha-actinin-2,18017,713,1.47 [1.32-1.63],2.3194034490078457e-12
Chapter X Diseases of the respiratory system,"Asthma, hospital admissions , main diagnosis only",ADAMTS8,A disintegrin and metalloproteinase with thrombospondin motifs 8,21558,871,0.38 [0.34-0.44],1.3055095103582086e-45
Chapter X Diseases of the respiratory system,"Asthma, hospital admissions , main diagnosis only",ADM,Pro-adrenomedullin,21643,871,2.10 [1.67-2.64],2.566701460980458e-10
Chapter X Diseases of the respiratory system,"Asthma, hospital admissions , main diagnosis only",AGR2,Anterior gradient protein 2 homolog,20796,820,1.22 [1.14-1.29],1.845310962911919e-10
Chapter X Diseases of the respiratory system,"Asthma, hospital admissions , main diagnosis only",AMBP,Protein AMBP,21608,870,2.49 [1.89-3.30],1.5288242689998343e-10
Chapter X Diseases of the respiratory system,"Asthma, hospital admissions , main diagnosis only",AREG,Amphiregulin,21375,864,1.62 [1.43-1.83],2.1580742997774497e-14
Chapter X Diseases of the respiratory system,"Asthma, hospital admissions , main diagnosis only",ASGR1,Asialoglycoprotein receptor 1,21266,849,1.97 [1.63-2.37],1.9452441537595826e-12
Chapter X Diseases of the respiratory system,"Asthma, hospital admissions , main diagnosis only",ASGR2,Asialoglycoprotein receptor 2,18666,737,2.30 [1.80-2.94],3.5724480160160605e-11
Chapter X Diseases of the respiratory system,"Asthma, hospital admissions , main diagnosis only",BPIFB2,BPI fold-containing family B member 2,18605,739,1.39 [1.27-1.52],9.086885074405358e-13
Chapter X Diseases of the respiratory system,"Asthma, hospital admissions , main diagnosis only",C1QA,Complement C1q subcomponent subunit A,21572,867,2.57 [1.98-3.34],1.3271891485906882e-12
Chapter X Diseases of the respiratory system,"Asthma, hospital admissions , main diagnosis only",CA14,Carbonic anhydrase 14,21643,871,0.59 [0.50-0.70],6.453731195409566e-10
Chapter X Diseases of the respiratory system,"Asthma, hospital admissions , main diagnosis only",CA6,Carbonic anhydrase 6,21434,860,0.73 [0.67-0.81],5.888930041313471e-11
Chapter X Diseases of the respiratory system,"Asthma, hospital admissions , main diagnosis only",CAPS,Calcyphosin,18620,736,1.26 [1.20-1.33],3.5372692286104915e-18
Chapter X Diseases of the respiratory system,"Asthma, hospital admissions , main diagnosis only",CBLN4,Cerebellin-4,21643,871,0.35 [0.29-0.42],4.40375450284384e-31
Chapter X Diseases of the respiratory system,"Asthma, hospital admissions , main diagnosis only",CCL18,C-C motif chemokine 18,21187,855,1.31 [1.22-1.41],6.17865529657154e-13
Chapter X Diseases of the respiratory system,"Asthma, hospital admissions , main diagnosis only",CCL26,C-C motif chemokine 26,21406,861,1.21 [1.14-1.28],8.649201546502661e-12
Chapter X Diseases of the respiratory system,"Asthma, hospital admissions , main diagnosis only",CCL28,C-C motif chemokine 28,21324,858,1.39 [1.26-1.53],3.1841178736189186e-11
Chapter X Diseases of the respiratory system,"Asthma, hospital admissions , main diagnosis only",CD1C,T-cell surface glycoprotein CD1c,21558,871,0.47 [0.38-0.59],5.604065571642055e-11
Chapter X Diseases of the respiratory system,"Asthma, hospital admissions , main diagnosis only",CD302,CD302 antigen,21375,864,1.97 [1.66-2.33],4.457097457892777e-15
Chapter X Diseases of the respiratory system,"Asthma, hospital admissions , main diagnosis only",CD99L2,CD99 antigen-like protein 2,21492,864,2.23 [1.76-2.84],4.713221501436651e-11
Chapter X Diseases of the respiratory system,"Asthma, hospital admissions , main diagnosis only",CDON,Cell adhesion molecule-related/down-regulated by oncogenes,21497,865,0.44 [0.35-0.56],1.5821643448127325e-12
Chapter X Diseases of the respiratory system,"Asthma, hospital admissions , main diagnosis only",CEACAM5,Carcinoembryonic antigen-related cell adhesion molecule 5,20745,835,1.41 [1.30-1.53],6.52263929258782e-16
Chapter X Diseases of the respiratory system,"Asthma, hospital admissions , main diagnosis only",CEACAM6,Carcinoembryonic antigen-related cell adhesion molecule 6,18667,746,1.69 [1.46-1.97],6.057434083849237e-12
Chapter X Diseases of the respiratory system,"Asthma, hospital admissions , main diagnosis only",CEACAM8,Carcinoembryonic antigen-related cell adhesion molecule 8,21072,851,1.50 [1.34-1.68],1.6569649981340196e-12
Chapter X Diseases of the respiratory system,"Asthma, hospital admissions , main diagnosis only",CHCHD10,"Coiled-coil-helix-coiled-coil-helix domain-containing protein 10, mitochondrial",18620,736,1.65 [1.43-1.90],5.052233103815981e-12
