Disease_category,Disease,Protein,Protein_definition,NB_individual,NB_case,HR[95%CI],P_value
Chapter XI Diseases of the digestive system,Other diseases of stomach and duodenum,A1BG,Alpha-1B-glycoprotein,14979,949,2.14 [1.47-3.11],6.708452111874102e-05
Chapter XI Diseases of the digestive system,Other diseases of stomach and duodenum,AAMDC,Mth938 domain-containing protein,14583,913,0.85 [0.75-0.96],0.0081206774596073
Chapter XI Diseases of the digestive system,Other diseases of stomach and duodenum,AARSD1,Alanyl-tRNA editing protein Aarsd1,17040,1098,0.86 [0.78-0.95],0.0025328193090187
Chapter XI Diseases of the digestive system,Other diseases of stomach and duodenum,ABCA2,ATP-binding cassette sub-family A member 2,14461,924,1.23 [1.04-1.46],0.0185222682849506
Chapter XI Diseases of the digestive system,Other diseases of stomach and duodenum,ABHD14B,Protein ABHD14B,16904,1086,0.94 [0.85-1.03],0.1934436222075636
Chapter XI Diseases of the digestive system,Other diseases of stomach and duodenum,ABL1,Tyrosine-protein kinase ABL1,17040,1098,1.04 [0.96-1.12],0.3704662714343927
Chapter XI Diseases of the digestive system,Other diseases of stomach and duodenum,ABO,Histo-blood group ABO system transferase,14964,946,1.00 [0.96-1.04],0.9824862311339326
Chapter XI Diseases of the digestive system,Other diseases of stomach and duodenum,ABRAXAS2,BRISC complex subunit Abraxas 2,14461,924,1.00 [0.90-1.10],0.9293009468901988
Chapter XI Diseases of the digestive system,Other diseases of stomach and duodenum,ACAA1,"3-ketoacyl-CoA thiolase, peroxisomal",16732,1073,1.16 [1.08-1.23],9.744037739561124e-06
Chapter XI Diseases of the digestive system,Other diseases of stomach and duodenum,ACADM,"Medium-chain specific acyl-CoA dehydrogenase, mitochondrial",14697,928,1.02 [0.94-1.11],0.647601306317324
Chapter XI Diseases of the digestive system,Other diseases of stomach and duodenum,ACADSB,"Short/branched chain specific acyl-CoA dehydrogenase, mitochondrial",14956,939,1.04 [0.97-1.11],0.3031238741399473
Chapter XI Diseases of the digestive system,Other diseases of stomach and duodenum,ACAN,Aggrecan core protein,16924,1088,1.16 [0.95-1.41],0.1392221296273356
Chapter XI Diseases of the digestive system,Other diseases of stomach and duodenum,ACE,Angiotensin-converting enzyme,14964,946,1.17 [0.94-1.47],0.1623329139573447
Chapter XI Diseases of the digestive system,Other diseases of stomach and duodenum,ACE2,Angiotensin-converting enzyme 2,16786,1071,1.40 [1.28-1.54],6.588935797711176e-13
Chapter XI Diseases of the digestive system,Other diseases of stomach and duodenum,ACHE,Acetylcholinesterase,14652,923,0.97 [0.80-1.18],0.7465861077620647
Chapter XI Diseases of the digestive system,Other diseases of stomach and duodenum,ACOT13,Acyl-coenzyme A thioesterase 13,14878,941,1.01 [0.95-1.06],0.7844286198358091
Chapter XI Diseases of the digestive system,Other diseases of stomach and duodenum,ACOX1,Peroxisomal acyl-coenzyme A oxidase 1,17088,1099,0.96 [0.87-1.07],0.5032093103304336
Chapter XI Diseases of the digestive system,Other diseases of stomach and duodenum,ACP1,Low molecular weight phosphotyrosine protein phosphatase,14525,922,0.82 [0.70-0.95],0.0070048421692508
Chapter XI Diseases of the digestive system,Other diseases of stomach and duodenum,ACP5,Tartrate-resistant acid phosphatase type 5,17179,1100,1.06 [0.89-1.25],0.5371496080766667
Chapter XI Diseases of the digestive system,Other diseases of stomach and duodenum,ACP6,Lysophosphatidic acid phosphatase type 6,17219,1109,1.03 [0.95-1.12],0.4275690651812193
Chapter XI Diseases of the digestive system,Other diseases of stomach and duodenum,ACRBP,Acrosin-binding protein,14890,938,1.05 [0.90-1.23],0.5197221737096412
Chapter XI Diseases of the digestive system,Other diseases of stomach and duodenum,ACRV1,Acrosomal protein SP-10,14525,922,1.02 [0.94-1.11],0.6071743715888321
Chapter XI Diseases of the digestive system,Other diseases of stomach and duodenum,ACSL1,Long-chain-fatty-acid--CoA ligase 1,14461,924,1.06 [0.90-1.25],0.4907462154444777
Chapter XI Diseases of the digestive system,Other diseases of stomach and duodenum,ACTA2,"Actin, aortic smooth muscle",16786,1071,1.24 [1.11-1.38],8.352909191426478e-05
Chapter XI Diseases of the digestive system,Other diseases of stomach and duodenum,ACTN2,Alpha-actinin-2,14461,924,1.07 [0.96-1.19],0.2420130464412445
Chapter XI Diseases of the digestive system,Other diseases of stomach and duodenum,ACTN4,Alpha-actinin-4,16774,1071,0.99 [0.84-1.17],0.9148329469385892
Chapter XI Diseases of the digestive system,Other diseases of stomach and duodenum,ACVRL1,Serine/threonine-protein kinase receptor R3,16924,1088,1.62 [1.32-1.99],3.30341113522394e-06
Chapter XI Diseases of the digestive system,Other diseases of stomach and duodenum,ACY1,Aminoacylase-1,17088,1099,1.19 [1.09-1.30],9.152484041551508e-05
Chapter XI Diseases of the digestive system,Other diseases of stomach and duodenum,ACY3,N-acyl-aromatic-L-amino acid amidohydrolase,14461,924,1.25 [1.12-1.40],5.425528306294961e-05
Chapter XI Diseases of the digestive system,Other diseases of stomach and duodenum,ACYP1,Acylphosphatase-1,14594,919,0.97 [0.88-1.07],0.5278966123040458
Chapter XI Diseases of the digestive system,Other diseases of stomach and duodenum,ADA,Adenosine deaminase,17258,1109,1.06 [0.91-1.23],0.4629569253738821
Chapter XI Diseases of the digestive system,Other diseases of stomach and duodenum,ADA2,Adenosine deaminase 2,17008,1085,1.65 [1.46-1.85],4.5983304796243853e-17
Chapter XI Diseases of the digestive system,Other diseases of stomach and duodenum,ADAM12,Disintegrin and metalloproteinase domain-containing protein 12,14525,922,1.42 [1.18-1.71],0.0001783860303827
Chapter XI Diseases of the digestive system,Other diseases of stomach and duodenum,ADAM15,Disintegrin and metalloproteinase domain-containing protein 15,16786,1071,1.21 [1.02-1.45],0.0303402933056035
Chapter XI Diseases of the digestive system,Other diseases of stomach and duodenum,ADAM22,Disintegrin and metalloproteinase domain-containing protein 22,16950,1090,1.19 [1.02-1.38],0.0256418776281465
Chapter XI Diseases of the digestive system,Other diseases of stomach and duodenum,ADAM23,Disintegrin and metalloproteinase domain-containing protein 23,17258,1109,1.12 [0.96-1.32],0.1412595750610316
Chapter XI Diseases of the digestive system,Other diseases of stomach and duodenum,ADAM8,Disintegrin and metalloproteinase domain-containing protein 8,17205,1110,1.34 [1.12-1.60],0.0015621646823146
Chapter XI Diseases of the digestive system,Other diseases of stomach and duodenum,ADAM9,Disintegrin and metalloproteinase domain-containing protein 9,14878,941,1.82 [1.50-2.22],2.036198475978465e-09
Chapter XI Diseases of the digestive system,Other diseases of stomach and duodenum,ADAMTS1,A disintegrin and metalloproteinase with thrombospondin motifs 1,14525,922,1.12 [0.92-1.37],0.2613411950865931
Chapter XI Diseases of the digestive system,Other diseases of stomach and duodenum,ADAMTS13,A disintegrin and metalloproteinase with thrombospondin motifs 13,17302,1109,0.92 [0.74-1.15],0.4819177694033615
Chapter XI Diseases of the digestive system,Other diseases of stomach and duodenum,ADAMTS15,A disintegrin and metalloproteinase with thrombospondin motifs 15,17040,1098,1.33 [1.17-1.51],1.5630498941584494e-05
Chapter XI Diseases of the digestive system,Other diseases of stomach and duodenum,ADAMTS16,A disintegrin and metalloproteinase with thrombospondin motifs 16,16786,1071,1.14 [0.97-1.33],0.1229607171306357
Chapter XI Diseases of the digestive system,Other diseases of stomach and duodenum,ADAMTS4,A disintegrin and metalloproteinase with thrombospondin motifs 4,14525,922,1.31 [1.10-1.57],0.0028443407717603
Chapter XI Diseases of the digestive system,Other diseases of stomach and duodenum,ADAMTS8,A disintegrin and metalloproteinase with thrombospondin motifs 8,17180,1105,0.82 [0.73-0.92],0.0008309539966124
Chapter XI Diseases of the digestive system,Other diseases of stomach and duodenum,ADAMTSL2,ADAMTS-like protein 2,14958,943,1.88 [1.59-2.22],1.5843138901910973e-13
Chapter XI Diseases of the digestive system,Other diseases of stomach and duodenum,ADAMTSL4,ADAMTS-like protein 4,14583,913,1.10 [0.83-1.44],0.5139045426677433
Chapter XI Diseases of the digestive system,Other diseases of stomach and duodenum,ADAMTSL5,ADAMTS-like protein 5,14956,939,0.88 [0.75-1.03],0.1217401640483364
Chapter XI Diseases of the digestive system,Other diseases of stomach and duodenum,ADCYAP1R1,Pituitary adenylate cyclase-activating polypeptide type I receptor,16732,1073,1.08 [0.94-1.24],0.2672435087745595
Chapter XI Diseases of the digestive system,Other diseases of stomach and duodenum,ADD1,Alpha-adducin,14652,923,0.92 [0.84-1.00],0.0541188307897625
Chapter XI Diseases of the digestive system,Other diseases of stomach and duodenum,ADGRB3,Adhesion G protein-coupled receptor B3,16924,1088,1.25 [1.07-1.46],0.0058603404640737
Chapter XI Diseases of the digestive system,Other diseases of stomach and duodenum,ADGRD1,Adhesion G-protein coupled receptor D1,14652,923,1.07 [0.91-1.27],0.4026539866257117
Chapter XI Diseases of the digestive system,Other diseases of stomach and duodenum,ADGRE1,Adhesion G protein-coupled receptor E1,14878,941,1.26 [1.13-1.41],2.4211135812877687e-05
Chapter XI Diseases of the digestive system,Other diseases of stomach and duodenum,ADGRE2,Adhesion G protein-coupled receptor E2,17166,1103,1.47 [1.22-1.77],5.492793804983243e-05
Chapter XI Diseases of the digestive system,Other diseases of stomach and duodenum,ADGRE5,Adhesion G protein-coupled receptor E5,17220,1101,1.46 [1.24-1.72],5.698955487847426e-06
Chapter XI Diseases of the digestive system,Other diseases of stomach and duodenum,ADGRF5,Adhesion G protein-coupled receptor F5,14956,939,1.33 [1.07-1.66],0.0113176463056741
Chapter XI Diseases of the digestive system,Other diseases of stomach and duodenum,ADGRG1,Adhesion G-protein coupled receptor G1,17040,1098,1.21 [1.14-1.28],1.2157964059478286e-10
Chapter XI Diseases of the digestive system,Other diseases of stomach and duodenum,ADGRG2,Adhesion G-protein coupled receptor G2,17088,1099,0.78 [0.64-0.95],0.0152091661718323
Chapter XI Diseases of the digestive system,Other diseases of stomach and duodenum,ADGRV1,Adhesion G-protein coupled receptor V1,14468,917,1.12 [1.03-1.21],0.0083407124483558
Chapter XI Diseases of the digestive system,Other diseases of stomach and duodenum,ADH1B,All-trans-retinol dehydrogenase,14652,923,1.17 [1.08-1.27],0.0002023637161343
Chapter XI Diseases of the digestive system,Other diseases of stomach and duodenum,ADH4,All-trans-retinol dehydrogenase [NAD(+)] ADH4,16786,1071,1.11 [1.04-1.19],0.0015531095344731
Chapter XI Diseases of the digestive system,Other diseases of stomach and duodenum,ADIPOQ,Adiponectin,14979,949,1.00 [0.92-1.10],0.9615546780169036
Chapter XI Diseases of the digestive system,Other diseases of stomach and duodenum,ADM,Pro-adrenomedullin,17250,1112,1.90 [1.54-2.34],2.1321296230002822e-09
Chapter XI Diseases of the digestive system,Other diseases of stomach and duodenum,ADRA2A,Alpha-2A adrenergic receptor,14461,924,1.07 [0.98-1.16],0.1399837965068379
Chapter XI Diseases of the digestive system,Other diseases of stomach and duodenum,AFAP1,Actin filament-associated protein 1,14652,923,0.99 [0.92-1.07],0.7888877874167533
Chapter XI Diseases of the digestive system,Other diseases of stomach and duodenum,AFM,Afamin,14979,949,1.35 [0.99-1.85],0.0593864813180728
Chapter XI Diseases of the digestive system,Other diseases of stomach and duodenum,AFP,Alpha-fetoprotein,16889,1084,0.95 [0.87-1.03],0.1792420554052939
Chapter XI Diseases of the digestive system,Other diseases of stomach and duodenum,AGBL2,Cytosolic carboxypeptidase 2,14468,917,0.96 [0.90-1.03],0.3150644685343678
Chapter XI Diseases of the digestive system,Other diseases of stomach and duodenum,AGER,Advanced glycosylation end product-specific receptor,17056,1095,1.18 [1.04-1.35],0.0119092269225726
Chapter XI Diseases of the digestive system,Other diseases of stomach and duodenum,AGR2,Anterior gradient protein 2 homolog,16577,1064,1.17 [1.11-1.23],2.095867034890545e-08
Chapter XI Diseases of the digestive system,Other diseases of stomach and duodenum,AGR3,Anterior gradient protein 3,16699,1071,1.14 [1.04-1.24],0.0047829840445065
Chapter XI Diseases of the digestive system,Other diseases of stomach and duodenum,AGRN,Agrin,17166,1103,1.80 [1.57-2.07],1.35045535698152e-16
Chapter XI Diseases of the digestive system,Other diseases of stomach and duodenum,AGRP,Agouti-related protein,17258,1109,1.20 [1.08-1.33],0.0006608648094819
Chapter XI Diseases of the digestive system,Other diseases of stomach and duodenum,AGT,Angiotensinogen,14964,946,0.78 [0.63-0.95],0.0154153463565174
Chapter XI Diseases of the digestive system,Other diseases of stomach and duodenum,AGXT,Serine--pyruvate aminotransferase,17088,1099,1.21 [1.13-1.30],3.1076641042297545e-08
Chapter XI Diseases of the digestive system,Other diseases of stomach and duodenum,AHCY,Adenosylhomocysteinase,17088,1099,1.00 [0.93-1.09],0.9094148411358935
Chapter XI Diseases of the digestive system,Other diseases of stomach and duodenum,AHNAK,Neuroblast differentiation-associated protein AHNAK,14583,913,1.08 [0.88-1.32],0.4401181633207405
Chapter XI Diseases of the digestive system,Other diseases of stomach and duodenum,AHNAK2,Protein AHNAK2,14583,913,1.40 [1.15-1.71],0.0007782712746929
Chapter XI Diseases of the digestive system,Other diseases of stomach and duodenum,AHSA1,Activator of 90 kDa heat shock protein ATPase homolog 1,14890,938,1.06 [0.97-1.16],0.2274492264433229
Chapter XI Diseases of the digestive system,Other diseases of stomach and duodenum,AHSG,Alpha-2-HS-glycoprotein,14964,946,1.52 [1.21-1.91],0.0003301769511642
Chapter XI Diseases of the digestive system,Other diseases of stomach and duodenum,AHSP,Alpha-hemoglobin-stabilizing protein,17091,1102,0.95 [0.89-1.01],0.1077805284374266
Chapter XI Diseases of the digestive system,Other diseases of stomach and duodenum,AIDA,"Axin interactor, dorsalization-associated protein",14551,916,1.10 [1.03-1.18],0.0038300186450465
Chapter XI Diseases of the digestive system,Other diseases of stomach and duodenum,AIF1,Allograft inflammatory factor 1,16732,1073,0.99 [0.89-1.10],0.8529438724531302
Chapter XI Diseases of the digestive system,Other diseases of stomach and duodenum,AIF1L,Allograft inflammatory factor 1-like,14583,913,0.98 [0.87-1.10],0.755024773178716
Chapter XI Diseases of the digestive system,Other diseases of stomach and duodenum,AIFM1,"Apoptosis-inducing factor 1, mitochondrial",17018,1097,1.07 [1.02-1.12],0.0094507095632128
Chapter XI Diseases of the digestive system,Other diseases of stomach and duodenum,AK1,Adenylate kinase isoenzyme 1,17088,1099,0.91 [0.84-0.99],0.0308288592485199
Chapter XI Diseases of the digestive system,Other diseases of stomach and duodenum,AK2,"Adenylate kinase 2, mitochondrial",14928,941,1.04 [0.98-1.11],0.1584425875632753
Chapter XI Diseases of the digestive system,Other diseases of stomach and duodenum,AKAP12,A-kinase anchor protein 12,14652,923,1.12 [0.83-1.50],0.4526492811319612
Chapter XI Diseases of the digestive system,Other diseases of stomach and duodenum,AKR1B1,Aldo-keto reductase family 1 member B1,16732,1073,0.97 [0.90-1.04],0.3804875109431807
Chapter XI Diseases of the digestive system,Other diseases of stomach and duodenum,AKR1B10,Aldo-keto reductase family 1 member B10,14551,916,1.14 [1.04-1.25],0.0056824603325503
Chapter XI Diseases of the digestive system,Other diseases of stomach and duodenum,AKR1C4,Aldo-keto reductase family 1 member C4,16786,1071,1.16 [1.06-1.27],0.0009243267091408
Chapter XI Diseases of the digestive system,Other diseases of stomach and duodenum,AKR7L,Aflatoxin B1 aldehyde reductase member 4,14525,922,1.09 [1.00-1.19],0.059970136253236
Chapter XI Diseases of the digestive system,Other diseases of stomach and duodenum,AKT1S1,Proline-rich AKT1 substrate 1,16720,1075,0.97 [0.89-1.05],0.4701442805457604
Chapter XI Diseases of the digestive system,Other diseases of stomach and duodenum,AKT2,RAC-beta serine/threonine-protein kinase,14927,936,0.98 [0.93-1.03],0.3946181284962489
Chapter XI Diseases of the digestive system,Other diseases of stomach and duodenum,AKT3,RAC-gamma serine/threonine-protein kinase,16663,1067,0.93 [0.85-1.03],0.1498036252063299
Chapter XI Diseases of the digestive system,Other diseases of stomach and duodenum,ALCAM,CD166 antigen,17302,1109,2.12 [1.62-2.77],3.655037689772186e-08
Chapter XI Diseases of the digestive system,Other diseases of stomach and duodenum,ALDH1A1,Retinal dehydrogenase 1,17121,1103,1.10 [1.00-1.21],0.050163653921108
Chapter XI Diseases of the digestive system,Other diseases of stomach and duodenum,ALDH2,"Aldehyde dehydrogenase, mitochondrial",14890,938,1.18 [1.07-1.30],0.0009477733029364
