Disease_category,Disease,Protein,Protein_definition,NB_individual,NB_case,HR[95%CI],P_value
Chapter IX Diseases of the circulatory system,Other aneurysm,A1BG,Alpha-1B-glycoprotein,18796,87,2.83 [0.82-9.80],0.0999266054280639
Chapter IX Diseases of the circulatory system,Other aneurysm,AAMDC,Mth938 domain-containing protein,18297,86,1.00 [0.67-1.47],0.9810805656047824
Chapter IX Diseases of the circulatory system,Other aneurysm,AARSD1,Alanyl-tRNA editing protein Aarsd1,21414,106,1.04 [0.77-1.42],0.7782438810579048
Chapter IX Diseases of the circulatory system,Other aneurysm,ABCA2,ATP-binding cassette sub-family A member 2,18105,82,1.37 [0.78-2.39],0.2746640576628558
Chapter IX Diseases of the circulatory system,Other aneurysm,ABHD14B,Protein ABHD14B,21274,103,0.96 [0.70-1.31],0.7900308677206156
Chapter IX Diseases of the circulatory system,Other aneurysm,ABL1,Tyrosine-protein kinase ABL1,21414,106,1.12 [0.87-1.44],0.3638935890913385
Chapter IX Diseases of the circulatory system,Other aneurysm,ABO,Histo-blood group ABO system transferase,18773,87,0.92 [0.80-1.07],0.2770727876925017
Chapter IX Diseases of the circulatory system,Other aneurysm,ABRAXAS2,BRISC complex subunit Abraxas 2,18105,82,1.09 [0.79-1.50],0.612236904784085
Chapter IX Diseases of the circulatory system,Other aneurysm,ACAA1,"3-ketoacyl-CoA thiolase, peroxisomal",21043,101,1.08 [0.87-1.34],0.495315901301496
Chapter IX Diseases of the circulatory system,Other aneurysm,ACADM,"Medium-chain specific acyl-CoA dehydrogenase, mitochondrial",18423,86,1.07 [0.82-1.40],0.5987155524255195
Chapter IX Diseases of the circulatory system,Other aneurysm,ACADSB,"Short/branched chain specific acyl-CoA dehydrogenase, mitochondrial",18762,85,1.24 [0.99-1.54],0.0571101469823554
Chapter IX Diseases of the circulatory system,Other aneurysm,ACAN,Aggrecan core protein,21288,105,0.99 [0.53-1.86],0.972646551824869
Chapter IX Diseases of the circulatory system,Other aneurysm,ACE,Angiotensin-converting enzyme,18773,87,1.66 [0.82-3.36],0.1561837844894794
Chapter IX Diseases of the circulatory system,Other aneurysm,ACE2,Angiotensin-converting enzyme 2,21104,104,1.01 [0.72-1.40],0.9705159690296634
Chapter IX Diseases of the circulatory system,Other aneurysm,ACHE,Acetylcholinesterase,18366,88,1.06 [0.58-1.95],0.8531500037128323
Chapter IX Diseases of the circulatory system,Other aneurysm,ACOT13,Acyl-coenzyme A thioesterase 13,18668,87,1.14 [0.95-1.37],0.1461540534510523
Chapter IX Diseases of the circulatory system,Other aneurysm,ACOX1,Peroxisomal acyl-coenzyme A oxidase 1,21503,105,0.93 [0.66-1.33],0.7052987347284051
Chapter IX Diseases of the circulatory system,Other aneurysm,ACP1,Low molecular weight phosphotyrosine protein phosphatase,18188,86,0.84 [0.52-1.35],0.4749467243713346
Chapter IX Diseases of the circulatory system,Other aneurysm,ACP5,Tartrate-resistant acid phosphatase type 5,21621,105,0.98 [0.57-1.67],0.93433975765985
Chapter IX Diseases of the circulatory system,Other aneurysm,ACP6,Lysophosphatidic acid phosphatase type 6,21648,105,1.07 [0.82-1.39],0.627374644946004
Chapter IX Diseases of the circulatory system,Other aneurysm,ACRBP,Acrosin-binding protein,18676,86,1.26 [0.79-2.00],0.3395911341978687
Chapter IX Diseases of the circulatory system,Other aneurysm,ACRV1,Acrosomal protein SP-10,18188,86,1.07 [0.86-1.34],0.5311704448567514
Chapter IX Diseases of the circulatory system,Other aneurysm,ACSL1,Long-chain-fatty-acid--CoA ligase 1,18105,82,0.87 [0.46-1.64],0.6740820745199072
Chapter IX Diseases of the circulatory system,Other aneurysm,ACTA2,"Actin, aortic smooth muscle",21104,104,1.70 [1.28-2.25],0.0002499407531036
Chapter IX Diseases of the circulatory system,Other aneurysm,ACTN2,Alpha-actinin-2,18105,82,0.92 [0.64-1.34],0.676671830850682
Chapter IX Diseases of the circulatory system,Other aneurysm,ACTN4,Alpha-actinin-4,21102,104,1.15 [0.71-1.86],0.5680405400712984
Chapter IX Diseases of the circulatory system,Other aneurysm,ACVRL1,Serine/threonine-protein kinase receptor R3,21298,105,2.16 [1.16-4.02],0.0154075827063083
Chapter IX Diseases of the circulatory system,Other aneurysm,ACY1,Aminoacylase-1,21503,105,0.92 [0.69-1.24],0.5919587693079418
Chapter IX Diseases of the circulatory system,Other aneurysm,ACY3,N-acyl-aromatic-L-amino acid amidohydrolase,18105,82,0.98 [0.66-1.44],0.903055717749932
Chapter IX Diseases of the circulatory system,Other aneurysm,ACYP1,Acylphosphatase-1,18298,87,0.97 [0.71-1.32],0.8375719734953113
Chapter IX Diseases of the circulatory system,Other aneurysm,ADA,Adenosine deaminase,21726,107,1.28 [0.82-2.00],0.2751564998176578
