Disease_category,Disease,Protein,Protein_definition,NB_individual,NB_case,HR[95%CI],P_value
Chapter X Diseases of the respiratory system,Acute upper respiratory infections of multiple and unspecified sites,A1BG,Alpha-1B-glycoprotein,20018,53,2.68 [0.55-13.08],0.224017617976576
Chapter X Diseases of the respiratory system,Acute upper respiratory infections of multiple and unspecified sites,AAMDC,Mth938 domain-containing protein,19486,52,0.77 [0.46-1.29],0.3286101590516451
Chapter X Diseases of the respiratory system,Acute upper respiratory infections of multiple and unspecified sites,AARSD1,Alanyl-tRNA editing protein Aarsd1,22872,63,0.87 [0.58-1.31],0.502306347465833
Chapter X Diseases of the respiratory system,Acute upper respiratory infections of multiple and unspecified sites,ABCA2,ATP-binding cassette sub-family A member 2,19308,50,1.09 [0.52-2.32],0.8161103855082326
Chapter X Diseases of the respiratory system,Acute upper respiratory infections of multiple and unspecified sites,ABHD14B,Protein ABHD14B,22714,61,0.88 [0.59-1.32],0.5430457051105207
Chapter X Diseases of the respiratory system,Acute upper respiratory infections of multiple and unspecified sites,ABL1,Tyrosine-protein kinase ABL1,22872,63,1.07 [0.77-1.49],0.6817459026913878
Chapter X Diseases of the respiratory system,Acute upper respiratory infections of multiple and unspecified sites,ABO,Histo-blood group ABO system transferase,20001,53,0.90 [0.75-1.08],0.2451697014897677
Chapter X Diseases of the respiratory system,Acute upper respiratory infections of multiple and unspecified sites,ABRAXAS2,BRISC complex subunit Abraxas 2,19308,50,0.96 [0.64-1.46],0.86327220492736
Chapter X Diseases of the respiratory system,Acute upper respiratory infections of multiple and unspecified sites,ACAA1,"3-ketoacyl-CoA thiolase, peroxisomal",22471,61,0.96 [0.72-1.28],0.783822372950534
Chapter X Diseases of the respiratory system,Acute upper respiratory infections of multiple and unspecified sites,ACADM,"Medium-chain specific acyl-CoA dehydrogenase, mitochondrial",19631,50,1.00 [0.67-1.47],0.9804722791982736
Chapter X Diseases of the respiratory system,Acute upper respiratory infections of multiple and unspecified sites,ACADSB,"Short/branched chain specific acyl-CoA dehydrogenase, mitochondrial",19986,52,0.95 [0.70-1.28],0.7189232859315141
Chapter X Diseases of the respiratory system,Acute upper respiratory infections of multiple and unspecified sites,ACAN,Aggrecan core protein,22752,63,1.84 [0.82-4.13],0.1381391372340264
Chapter X Diseases of the respiratory system,Acute upper respiratory infections of multiple and unspecified sites,ACE,Angiotensin-converting enzyme,20001,53,2.45 [1.12-5.36],0.0246836557001517
Chapter X Diseases of the respiratory system,Acute upper respiratory infections of multiple and unspecified sites,ACE2,Angiotensin-converting enzyme 2,22548,60,0.79 [0.50-1.25],0.3151550797909964
Chapter X Diseases of the respiratory system,Acute upper respiratory infections of multiple and unspecified sites,ACHE,Acetylcholinesterase,19567,50,1.67 [0.78-3.60],0.1886073930164523
Chapter X Diseases of the respiratory system,Acute upper respiratory infections of multiple and unspecified sites,ACOT13,Acyl-coenzyme A thioesterase 13,19895,52,0.99 [0.79-1.26],0.9641324182818968
Chapter X Diseases of the respiratory system,Acute upper respiratory infections of multiple and unspecified sites,ACOX1,Peroxisomal acyl-coenzyme A oxidase 1,22984,64,0.99 [0.64-1.54],0.9778594324507616
Chapter X Diseases of the respiratory system,Acute upper respiratory infections of multiple and unspecified sites,ACP1,Low molecular weight phosphotyrosine protein phosphatase,19400,50,0.44 [0.22-0.89],0.0217430507061225
Chapter X Diseases of the respiratory system,Acute upper respiratory infections of multiple and unspecified sites,ACP5,Tartrate-resistant acid phosphatase type 5,23104,62,2.06 [1.27-3.36],0.0036012486454934
Chapter X Diseases of the respiratory system,Acute upper respiratory infections of multiple and unspecified sites,ACP6,Lysophosphatidic acid phosphatase type 6,23127,64,1.26 [0.88-1.80],0.2021835979482075
Chapter X Diseases of the respiratory system,Acute upper respiratory infections of multiple and unspecified sites,ACRBP,Acrosin-binding protein,19900,50,1.04 [0.53-2.03],0.919129380303618
Chapter X Diseases of the respiratory system,Acute upper respiratory infections of multiple and unspecified sites,ACRV1,Acrosomal protein SP-10,19400,50,1.01 [0.74-1.39],0.9427655583445737
Chapter X Diseases of the respiratory system,Acute upper respiratory infections of multiple and unspecified sites,ACSL1,Long-chain-fatty-acid--CoA ligase 1,19308,50,1.47 [0.88-2.48],0.1443820665848008
Chapter X Diseases of the respiratory system,Acute upper respiratory infections of multiple and unspecified sites,ACTA2,"Actin, aortic smooth muscle",22548,60,1.19 [0.74-1.92],0.462225529008669
Chapter X Diseases of the respiratory system,Acute upper respiratory infections of multiple and unspecified sites,ACTN2,Alpha-actinin-2,19308,50,0.84 [0.52-1.38],0.4986658154379102
Chapter X Diseases of the respiratory system,Acute upper respiratory infections of multiple and unspecified sites,ACTN4,Alpha-actinin-4,22542,63,0.99 [0.49-1.98],0.9729963751730536
Chapter X Diseases of the respiratory system,Acute upper respiratory infections of multiple and unspecified sites,ACVRL1,Serine/threonine-protein kinase receptor R3,22742,61,3.03 [1.50-6.12],0.0020461534114006
Chapter X Diseases of the respiratory system,Acute upper respiratory infections of multiple and unspecified sites,ACY1,Aminoacylase-1,22984,64,1.15 [0.81-1.64],0.421699303758091
Chapter X Diseases of the respiratory system,Acute upper respiratory infections of multiple and unspecified sites,ACY3,N-acyl-aromatic-L-amino acid amidohydrolase,19308,50,1.01 [0.62-1.66],0.9645367028274556
Chapter X Diseases of the respiratory system,Acute upper respiratory infections of multiple and unspecified sites,ACYP1,Acylphosphatase-1,19495,50,0.90 [0.59-1.36],0.6086448799567287
Chapter X Diseases of the respiratory system,Acute upper respiratory infections of multiple and unspecified sites,ADA,Adenosine deaminase,23207,64,1.05 [0.57-1.95],0.8720787025040475
Chapter X Diseases of the respiratory system,Acute upper respiratory infections of multiple and unspecified sites,ADA2,Adenosine deaminase 2,22869,62,2.08 [1.32-3.27],0.0015758672403629
Chapter X Diseases of the respiratory system,Acute upper respiratory infections of multiple and unspecified sites,ADAM12,Disintegrin and metalloproteinase domain-containing protein 12,19400,50,1.29 [0.59-2.84],0.5282837602876894
Chapter X Diseases of the respiratory system,Acute upper respiratory infections of multiple and unspecified sites,ADAM15,Disintegrin and metalloproteinase domain-containing protein 15,22548,60,1.56 [0.75-3.24],0.2322572511090548
Chapter X Diseases of the respiratory system,Acute upper respiratory infections of multiple and unspecified sites,ADAM22,Disintegrin and metalloproteinase domain-containing protein 22,22776,61,3.38 [1.86-6.15],6.735295445532618e-05
Chapter X Diseases of the respiratory system,Acute upper respiratory infections of multiple and unspecified sites,ADAM23,Disintegrin and metalloproteinase domain-containing protein 23,23207,64,1.99 [1.00-3.96],0.0492999989511067
Chapter X Diseases of the respiratory system,Acute upper respiratory infections of multiple and unspecified sites,ADAM8,Disintegrin and metalloproteinase domain-containing protein 8,23123,64,1.09 [0.51-2.31],0.8304309732013337
Chapter X Diseases of the respiratory system,Acute upper respiratory infections of multiple and unspecified sites,ADAM9,Disintegrin and metalloproteinase domain-containing protein 9,19895,52,3.14 [1.59-6.21],0.00098853983919
Chapter X Diseases of the respiratory system,Acute upper respiratory infections of multiple and unspecified sites,ADAMTS1,A disintegrin and metalloproteinase with thrombospondin motifs 1,19400,50,1.09 [0.46-2.59],0.8456494718425849
Chapter X Diseases of the respiratory system,Acute upper respiratory infections of multiple and unspecified sites,ADAMTS13,A disintegrin and metalloproteinase with thrombospondin motifs 13,23266,64,0.55 [0.23-1.33],0.1863318074558283
Chapter X Diseases of the respiratory system,Acute upper respiratory infections of multiple and unspecified sites,ADAMTS15,A disintegrin and metalloproteinase with thrombospondin motifs 15,22872,63,1.94 [1.15-3.26],0.0127394343268172
Chapter X Diseases of the respiratory system,Acute upper respiratory infections of multiple and unspecified sites,ADAMTS16,A disintegrin and metalloproteinase with thrombospondin motifs 16,22548,60,0.83 [0.37-1.85],0.644683964158455
Chapter X Diseases of the respiratory system,Acute upper respiratory infections of multiple and unspecified sites,ADAMTS4,A disintegrin and metalloproteinase with thrombospondin motifs 4,19400,50,1.77 [0.89-3.51],0.1053099822829088
Chapter X Diseases of the respiratory system,Acute upper respiratory infections of multiple and unspecified sites,ADAMTS8,A disintegrin and metalloproteinase with thrombospondin motifs 8,23076,62,0.87 [0.53-1.42],0.572790393027244
Chapter X Diseases of the respiratory system,Acute upper respiratory infections of multiple and unspecified sites,ADAMTSL2,ADAMTS-like protein 2,20001,53,2.33 [1.22-4.46],0.0107873981866952
Chapter X Diseases of the respiratory system,Acute upper respiratory infections of multiple and unspecified sites,ADAMTSL4,ADAMTS-like protein 4,19486,52,0.89 [0.28-2.79],0.8416983958661997
Chapter X Diseases of the respiratory system,Acute upper respiratory infections of multiple and unspecified sites,ADAMTSL5,ADAMTS-like protein 5,19986,52,0.88 [0.45-1.74],0.7208688373815982
Chapter X Diseases of the respiratory system,Acute upper respiratory infections of multiple and unspecified sites,ADCYAP1R1,Pituitary adenylate cyclase-activating polypeptide type I receptor,22471,61,0.95 [0.48-1.88],0.880038935539234
Chapter X Diseases of the respiratory system,Acute upper respiratory infections of multiple and unspecified sites,ADD1,Alpha-adducin,19567,50,0.72 [0.49-1.06],0.096907902899467
Chapter X Diseases of the respiratory system,Acute upper respiratory infections of multiple and unspecified sites,ADGRB3,Adhesion G protein-coupled receptor B3,22742,61,1.97 [1.03-3.77],0.0402511001323398
Chapter X Diseases of the respiratory system,Acute upper respiratory infections of multiple and unspecified sites,ADGRD1,Adhesion G-protein coupled receptor D1,19567,50,2.09 [1.10-3.96],0.0241680393898185
