Protein,Protein_definition,Disease_category,Disease,Method,Nb_SNP,OR[95%CI],P_value
CHRDL1,Chordin-like protein 1,Chapter I Certain infectious and parasitic diseases,"Bacterial, viral and other infectious agents",Inverse variance weighted,3,1.05 [0.51-2.15],0.896451032713327
CHRDL1,Chordin-like protein 1,Chapter I Certain infectious and parasitic diseases,Other bacterial diseases,Inverse variance weighted,3,0.89 [0.70-1.14],0.351451869574795
CHRDL1,Chordin-like protein 1,Chapter I Certain infectious and parasitic diseases,Other bacterial agents as the cause of diseases classified to other chapters,Inverse variance weighted,3,1.17 [0.03-53.72],0.936793459982462
CHRDL1,Chordin-like protein 1,Chapter I Certain infectious and parasitic diseases,Other septicaemia,Inverse variance weighted,3,0.85 [0.57-1.26],0.411879690014709
CHRDL1,Chordin-like protein 1,Chapter I Certain infectious and parasitic diseases,Streptococcus and staphylococcus as the cause of diseases classified to other chapters,Inverse variance weighted,3,2.48 [0.13-48.02],0.54857704349502
CHRDL1,Chordin-like protein 1,Chapter X Diseases of the respiratory system,Early onset COPD,Inverse variance weighted,3,0.96 [0.62-1.49],0.848890528001451
CHRDL1,Chordin-like protein 1,Chapter III Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,Other and unspecified iron deficiency,Inverse variance weighted,3,1.07 [0.74-1.55],0.704641127995835
CHRDL1,Chordin-like protein 1,Chapter III Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,Other and unspecified anaemias,Inverse variance weighted,3,0.89 [0.65-1.23],0.481916271468106
CHRDL1,Chordin-like protein 1,"Chapter VII Diseases of the eye, adnexa, ear and mastoid process","Diabetic maculopathy, excluding more controls",Inverse variance weighted,3,1.13 [0.37-3.46],0.835794590587682
CHRDL1,Chordin-like protein 1,"Chapter IV Endocrine, nutritional and metabolic diseases","Other disorders of fluid, electrolyte and acid-base balance",Inverse variance weighted,3,0.78 [0.38-1.62],0.510051664610221
CHRDL1,Chordin-like protein 1,"Chapter IV Endocrine, nutritional and metabolic diseases",Pure hypercholesterolaemia,Inverse variance weighted,3,1.03 [0.81-1.31],0.802910987992627
CHRDL1,Chordin-like protein 1,"Chapter IV Endocrine, nutritional and metabolic diseases",Disorders of lipoprotein metabolism and other lipidaemias,Inverse variance weighted,3,0.97 [0.78-1.21],0.796690666608968
CHRDL1,Chordin-like protein 1,"Chapter IV Endocrine, nutritional and metabolic diseases",Metabolic disorders,Inverse variance weighted,3,0.94 [0.72-1.23],0.652284082461679
CHRDL1,Chordin-like protein 1,"Chapter IV Endocrine, nutritional and metabolic diseases",Obesity,Inverse variance weighted,3,0.98 [0.75-1.26],0.85260113647514
CHRDL1,Chordin-like protein 1,"Chapter IV Endocrine, nutritional and metabolic diseases","Obesity, other/unspecified",Inverse variance weighted,3,0.97 [0.68-1.38],0.851839436537813
CHRDL1,Chordin-like protein 1,"Chapter IV Endocrine, nutritional and metabolic diseases",Disorders of the thyroid gland,Inverse variance weighted,3,0.98 [0.66-1.45],0.912456081633963
CHRDL1,Chordin-like protein 1,"Chapter IV Endocrine, nutritional and metabolic diseases",Volume depletion,Inverse variance weighted,3,0.61 [0.30-1.24],0.17138590738513
CHRDL1,Chordin-like protein 1,Chapter V Mental and behavioural disorders,Depression,Inverse variance weighted,3,0.86 [0.63-1.18],0.359036230409334
CHRDL1,Chordin-like protein 1,Chapter V Mental and behavioural disorders,Depression or dysthymia,Inverse variance weighted,3,0.86 [0.69-1.06],0.159373261097733
CHRDL1,Chordin-like protein 1,Chapter VI Diseases of the nervous system,Episodal and paroxysmal disorders,Inverse variance weighted,3,0.86 [0.74-0.99],0.0323143101321536
CHRDL1,Chordin-like protein 1,"Chapter VII Diseases of the eye, adnexa, ear and mastoid process",Disorders of choroid and retina,Inverse variance weighted,3,1.10 [0.80-1.51],0.542525115377646
CHRDL1,Chordin-like protein 1,Chapter IX Diseases of the circulatory system,Atrial fibrillation and flutter,Inverse variance weighted,3,1.06 [0.52-2.15],0.878636872318601
CHRDL1,Chordin-like protein 1,Chapter IX Diseases of the circulatory system,Angina pectoris,Inverse variance weighted,3,0.83 [0.64-1.07],0.151286331845828
CHRDL1,Chordin-like protein 1,Chapter IX Diseases of the circulatory system,Other diseases of arteries and capillaries,Inverse variance weighted,3,1.06 [0.52-2.14],0.880285177951149
CHRDL1,Chordin-like protein 1,Chapter IX Diseases of the circulatory system,Coronary atherosclerosis,Inverse variance weighted,3,0.79 [0.64-0.97],0.0217647090599692
CHRDL1,Chordin-like protein 1,Chapter IX Diseases of the circulatory system,"Heart failure, strict",Inverse variance weighted,3,0.97 [0.68-1.39],0.878170748626866
CHRDL1,Chordin-like protein 1,Chapter IX Diseases of the circulatory system,Hypotension,Inverse variance weighted,3,0.56 [0.32-0.97],0.0391047699783765
CHRDL1,Chordin-like protein 1,Chapter IX Diseases of the circulatory system,"Hypertension, essential",Inverse variance weighted,3,1.03 [0.68-1.56],0.887828434547456
CHRDL1,Chordin-like protein 1,Chapter IX Diseases of the circulatory system,Hypertension,Inverse variance weighted,3,1.02 [0.67-1.55],0.922174868361553
CHRDL1,Chordin-like protein 1,Chapter IX Diseases of the circulatory system,"Hypertension, Pulmonary Arterial",Inverse variance weighted,3,2.04 [0.19-22.02],0.557983667925289
CHRDL1,Chordin-like protein 1,Chapter IX Diseases of the circulatory system,Hypertensive Renal Disease,Inverse variance weighted,3,0.97 [0.31-3.05],0.95614667557702
CHRDL1,Chordin-like protein 1,Chapter IX Diseases of the circulatory system,"Ischaemic heart disease, wide definition",Inverse variance weighted,3,0.87 [0.70-1.07],0.191541381098814
CHRDL1,Chordin-like protein 1,Chapter IX Diseases of the circulatory system,Death due to cardiac causes,Inverse variance weighted,3,0.90 [0.67-1.20],0.473185752877222
CHRDL1,Chordin-like protein 1,Chapter IX Diseases of the circulatory system,Other or ill-defined heart diseases,Inverse variance weighted,3,0.88 [0.35-2.26],0.795050959759232
CHRDL1,Chordin-like protein 1,Chapter IX Diseases of the circulatory system,Other peripheral vascular diseases,Inverse variance weighted,3,0.93 [0.43-2.03],0.860236803507403
CHRDL1,Chordin-like protein 1,Chapter IX Diseases of the circulatory system,DVT of lower extremities,Inverse variance weighted,3,1.20 [0.74-1.95],0.459277633313585
CHRDL1,Chordin-like protein 1,Chapter IX Diseases of the circulatory system,Phlebitis and thrombophlebitis (not including DVT),Inverse variance weighted,3,1.40 [0.89-2.20],0.141325275694553
CHRDL1,Chordin-like protein 1,Chapter IX Diseases of the circulatory system,Rheumatic valve diseases,Inverse variance weighted,3,1.49 [0.22-10.23],0.683083071116829
CHRDL1,Chordin-like protein 1,Chapter IX Diseases of the circulatory system,Secondary right heart disease,Inverse variance weighted,3,1.77 [0.58-5.43],0.314615801650611
CHRDL1,Chordin-like protein 1,Chapter IX Diseases of the circulatory system,"Stroke, excluding SAH",Inverse variance weighted,3,0.95 [0.74-1.22],0.701268278950272
CHRDL1,Chordin-like protein 1,Chapter IX Diseases of the circulatory system,Venous thromboembolism,Inverse variance weighted,3,1.22 [0.82-1.81],0.32228643283603
CHRDL1,Chordin-like protein 1,Chapter X Diseases of the respiratory system,Unspecified acute lower respiratory infection,Inverse variance weighted,3,1.06 [0.61-1.81],0.842723140333348
CHRDL1,Chordin-like protein 1,Chapter X Diseases of the respiratory system,Influenza and pneumonia,Inverse variance weighted,3,0.95 [0.81-1.12],0.54033363350942
CHRDL1,Chordin-like protein 1,Chapter X Diseases of the respiratory system,Other acute lower respiratory infections,Inverse variance weighted,3,0.96 [0.74-1.25],0.779293559786559
CHRDL1,Chordin-like protein 1,Chapter X Diseases of the respiratory system,Other diseases of pleura,Inverse variance weighted,3,1.14 [0.84-1.54],0.406548707428194
CHRDL1,Chordin-like protein 1,Chapter X Diseases of the respiratory system,Pleural effusion,Inverse variance weighted,3,1.22 [0.71-2.12],0.469049134567169
CHRDL1,Chordin-like protein 1,Chapter XI Diseases of the digestive system,Constipation,Inverse variance weighted,3,0.96 [0.78-1.18],0.688483625233367
CHRDL1,Chordin-like protein 1,Chapter XI Diseases of the digestive system,Other diseases of liver,Inverse variance weighted,3,0.78 [0.46-1.30],0.334603279979776
CHRDL1,Chordin-like protein 1,Chapter XI Diseases of the digestive system,Noninfective enteritis and colitis,Inverse variance weighted,3,0.95 [0.72-1.26],0.726045815876264
CHRDL1,Chordin-like protein 1,Chapter XI Diseases of the digestive system,Other diseases of intestines,Inverse variance weighted,3,0.91 [0.78-1.06],0.234442427260199
CHRDL1,Chordin-like protein 1,Chapter XI Diseases of the digestive system,Diseases of liver,Inverse variance weighted,3,0.79 [0.50-1.25],0.317686800751461
CHRDL1,Chordin-like protein 1,Chapter XI Diseases of the digestive system,"Diseases of oesophagus, stomach and duodenum",Inverse variance weighted,3,1.08 [0.91-1.27],0.392049286753645
CHRDL1,Chordin-like protein 1,Chapter XI Diseases of the digestive system,Other noninfective gastroenteritis and colitis,Inverse variance weighted,3,1.03 [0.57-1.85],0.933728207084054
CHRDL1,Chordin-like protein 1,Chapter XI Diseases of the digestive system,Other functional intestinal disorders,Inverse variance weighted,3,1.03 [0.59-1.81],0.922184763842358
CHRDL1,Chordin-like protein 1,Chapter V Mental and behavioural disorders,Any mental disorder,Inverse variance weighted,3,0.81 [0.61-1.08],0.159118016810277
CHRDL1,Chordin-like protein 1,Chapter V Mental and behavioural disorders,"Substance abuse, excluding more controls",Inverse variance weighted,3,0.76 [0.58-0.99],0.0451512195169438
CHRDL1,Chordin-like protein 1,Chapter XII Diseases of the skin and subcutaneous tissue,Cellulitis,Inverse variance weighted,3,0.85 [0.54-1.34],0.484860956280439
CHRDL1,Chordin-like protein 1,Chapter XII Diseases of the skin and subcutaneous tissue,Infections of the skin and subcutaneous tissue,Inverse variance weighted,3,0.83 [0.64-1.08],0.169604174023613
CHRDL1,Chordin-like protein 1,Chapter XIII Diseases of the musculoskeletal system and connective tissue,Arthropathies,Inverse variance weighted,3,1.06 [0.89-1.25],0.544196544837006
CHRDL1,Chordin-like protein 1,Chapter XIII Diseases of the musculoskeletal system and connective tissue,Osteopathies and chondropathies,Inverse variance weighted,3,0.93 [0.68-1.27],0.636538469026149
CHRDL1,Chordin-like protein 1,Chapter XIII Diseases of the musculoskeletal system and connective tissue,Polyarthropathies,Inverse variance weighted,3,1.17 [0.90-1.54],0.245528554127729
CHRDL1,Chordin-like protein 1,Chapter XIII Diseases of the musculoskeletal system and connective tissue,Rheumatoid arthritis,Inverse variance weighted,3,1.20 [0.85-1.68],0.298802097909992
CHRDL1,Chordin-like protein 1,Chapter XIV Diseases of the genitourinary system,Acute renal failure,Inverse variance weighted,3,0.85 [0.35-2.04],0.714996465170067
CHRDL1,Chordin-like protein 1,Chapter XIV Diseases of the genitourinary system,Chronic kidney disease,Inverse variance weighted,3,0.98 [0.66-1.45],0.921832785415587
CHRDL1,Chordin-like protein 1,Chapter XIV Diseases of the genitourinary system,Other disorders of kidney and ureter,Inverse variance weighted,3,1.11 [0.60-2.06],0.741011325902862
CHRDL1,Chordin-like protein 1,Chapter XIV Diseases of the genitourinary system,Other obstructive and reflux uropathy,Inverse variance weighted,3,0.79 [0.43-1.42],0.424278028971674
CHRDL1,Chordin-like protein 1,Chapter XIV Diseases of the genitourinary system,Renal tubulo-interstitial diseases,Inverse variance weighted,3,1.04 [0.83-1.31],0.719138720523367
CHRDL1,Chordin-like protein 1,Chapter XIV Diseases of the genitourinary system,Unspecified kidney failure,Inverse variance weighted,3,0.46 [0.21-0.99],0.0468050859876711
CHRDL1,Chordin-like protein 1,Chapter XIV Diseases of the genitourinary system,Other disorders of urethra and urinary system,Inverse variance weighted,3,1.06 [0.66-1.70],0.814951514860075
CHRDL1,Chordin-like protein 1,Chapter XIV Diseases of the genitourinary system,Other diseases of urinary system,Inverse variance weighted,3,0.99 [0.67-1.47],0.977895202520157
