Protein,Protein_definition,Disease_category,Disease,Method,Nb_SNP,OR[95%CI],P_value
CKB,Creatine kinase B-type,Chapter I Certain infectious and parasitic diseases,"Bacterial, viral and other infectious agents",Inverse variance weighted,11,1.29 [0.81-2.04],0.281956524826825
CKB,Creatine kinase B-type,Chapter I Certain infectious and parasitic diseases,Other bacterial diseases,Inverse variance weighted,11,0.98 [0.89-1.07],0.600356576545136
CKB,Creatine kinase B-type,Chapter I Certain infectious and parasitic diseases,Other bacterial agents as the cause of diseases classified to other chapters,Inverse variance weighted,11,1.32 [0.44-3.94],0.614992126013016
CKB,Creatine kinase B-type,Chapter I Certain infectious and parasitic diseases,Other septicaemia,Inverse variance weighted,11,1.14 [0.97-1.34],0.112938717846927
CKB,Creatine kinase B-type,Chapter I Certain infectious and parasitic diseases,Streptococcus and staphylococcus as the cause of diseases classified to other chapters,Inverse variance weighted,11,1.62 [0.37-7.21],0.524891769965918
CKB,Creatine kinase B-type,Chapter V Mental and behavioural disorders,"Alcohol use disorder, ICD-based",Inverse variance weighted,11,0.96 [0.76-1.20],0.703044071818649
CKB,Creatine kinase B-type,Chapter XI Diseases of the digestive system,Crohn's disease NAS,Inverse variance weighted,11,0.80 [0.54-1.18],0.263359503892298
CKB,Creatine kinase B-type,Chapter X Diseases of the respiratory system,Early onset COPD,Inverse variance weighted,11,0.91 [0.72-1.15],0.426558800050701
CKB,Creatine kinase B-type,Chapter III Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,Other and unspecified iron deficiency,Inverse variance weighted,11,0.90 [0.73-1.10],0.285193410249343
CKB,Creatine kinase B-type,Chapter III Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,Other and unspecified anaemias,Inverse variance weighted,11,1.06 [0.91-1.24],0.47581968440477
CKB,Creatine kinase B-type,"Chapter VII Diseases of the eye, adnexa, ear and mastoid process","Diabetic maculopathy, excluding more controls",Inverse variance weighted,11,1.09 [0.65-1.83],0.752267862470629
CKB,Creatine kinase B-type,"Chapter IV Endocrine, nutritional and metabolic diseases","Other disorders of fluid, electrolyte and acid-base balance",Inverse variance weighted,11,1.15 [0.86-1.53],0.362235949306269
CKB,Creatine kinase B-type,"Chapter IV Endocrine, nutritional and metabolic diseases",Metabolic disorders,Inverse variance weighted,11,0.98 [0.85-1.12],0.739817354159074
CKB,Creatine kinase B-type,"Chapter IV Endocrine, nutritional and metabolic diseases",Disorders of the thyroid gland,Inverse variance weighted,11,1.04 [0.92-1.17],0.536613152593322
CKB,Creatine kinase B-type,"Chapter IV Endocrine, nutritional and metabolic diseases",Volume depletion,Inverse variance weighted,11,0.94 [0.67-1.33],0.727291556583804
CKB,Creatine kinase B-type,Chapter V Mental and behavioural disorders,Alcohol dependence,Inverse variance weighted,11,0.85 [0.67-1.08],0.18638969081252
CKB,Creatine kinase B-type,Chapter V Mental and behavioural disorders,Depression or dysthymia,Inverse variance weighted,11,0.99 [0.89-1.09],0.794864944830896
CKB,Creatine kinase B-type,Chapter VI Diseases of the nervous system,Falls/tendency to fall,Inverse variance weighted,11,1.06 [0.99-1.14],0.0746009514583863
CKB,Creatine kinase B-type,Chapter VI Diseases of the nervous system,Episodal and paroxysmal disorders,Inverse variance weighted,11,1.01 [0.95-1.09],0.683216588435283
CKB,Creatine kinase B-type,Chapter VI Diseases of the nervous system,Epilepsy,Inverse variance weighted,11,0.93 [0.79-1.09],0.373163158735361
CKB,Creatine kinase B-type,"Chapter VII Diseases of the eye, adnexa, ear and mastoid process",Disorders of choroid and retina,Inverse variance weighted,11,1.04 [0.90-1.20],0.581711270021854
CKB,Creatine kinase B-type,Chapter IX Diseases of the circulatory system,Atrial fibrillation and flutter,Inverse variance weighted,11,0.84 [0.71-0.99],0.0362404617339397
CKB,Creatine kinase B-type,Chapter IX Diseases of the circulatory system,Conduction disorders,Inverse variance weighted,11,0.91 [0.76-1.10],0.340420298072344
CKB,Creatine kinase B-type,Chapter IX Diseases of the circulatory system,"Heart failure, strict",Inverse variance weighted,11,1.00 [0.87-1.15],0.969863721093074
CKB,Creatine kinase B-type,Chapter IX Diseases of the circulatory system,Hypertension,Inverse variance weighted,11,0.86 [0.76-0.98],0.0230583270579183
CKB,Creatine kinase B-type,Chapter IX Diseases of the circulatory system,"Hypertension, Pulmonary Arterial",Inverse variance weighted,11,0.76 [0.24-2.38],0.631641140892236
CKB,Creatine kinase B-type,Chapter IX Diseases of the circulatory system,Hypertensive Renal Disease,Inverse variance weighted,11,1.00 [0.48-2.05],0.989971561194119
