Protein,Protein_definition,Disease_category,Disease,Method,Nb_SNP,OR[95%CI],P_value
IL6,Interleukin-6,Chapter I Certain infectious and parasitic diseases,"Bacterial, viral and other infectious agents",Inverse variance weighted,6,1.29 [1.02-1.64],0.0369913863765426
IL6,Interleukin-6,Chapter I Certain infectious and parasitic diseases,Other bacterial diseases,Inverse variance weighted,6,1.00 [0.92-1.09],0.95780555382468
IL6,Interleukin-6,Chapter I Certain infectious and parasitic diseases,Other bacterial agents as the cause of diseases classified to other chapters,Inverse variance weighted,6,0.72 [0.34-1.53],0.391640577266109
IL6,Interleukin-6,Chapter I Certain infectious and parasitic diseases,Other septicaemia,Inverse variance weighted,6,0.93 [0.84-1.05],0.238295037892485
IL6,Interleukin-6,Chapter I Certain infectious and parasitic diseases,Streptococcus and staphylococcus as the cause of diseases classified to other chapters,Inverse variance weighted,6,1.21 [0.45-3.22],0.708107680643498
IL6,Interleukin-6,Chapter X Diseases of the respiratory system,"Asthma, unspecified (mode)",Inverse variance weighted,6,1.04 [0.95-1.14],0.437567949068426
IL6,Interleukin-6,Chapter V Mental and behavioural disorders,"Alcohol use disorder, ICD-based",Inverse variance weighted,6,0.93 [0.83-1.04],0.218586625560181
IL6,Interleukin-6,Chapter II Neoplasms,"Non-Hodgkin lymphoma, all, excluding all cancers (controls excluding all cancers)",Inverse variance weighted,6,1.08 [0.61-1.91],0.793213141191877
IL6,Interleukin-6,Chapter X Diseases of the respiratory system,Early onset COPD,Inverse variance weighted,6,1.15 [0.99-1.33],0.0601692322741822
IL6,Interleukin-6,Chapter III Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,Other and unspecified iron deficiency,Inverse variance weighted,6,1.00 [0.89-1.13],0.951532050481694
IL6,Interleukin-6,Chapter III Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,Other and unspecified anaemias,Inverse variance weighted,6,0.93 [0.80-1.08],0.331053620361672
