Protein,Protein_definition,Disease_category,Disease,Method,Nb_SNP,OR[95%CI],P_value
SPP1,Osteopontin,Chapter I Certain infectious and parasitic diseases,"Bacterial, viral and other infectious agents",Inverse variance weighted,19,0.84 [0.65-1.08],0.181149739717169
SPP1,Osteopontin,Chapter I Certain infectious and parasitic diseases,Other bacterial diseases,Inverse variance weighted,19,0.94 [0.87-1.03],0.195089646418105
SPP1,Osteopontin,Chapter I Certain infectious and parasitic diseases,Other bacterial agents as the cause of diseases classified to other chapters,Inverse variance weighted,19,1.03 [0.47-2.29],0.934901698256274
SPP1,Osteopontin,Chapter I Certain infectious and parasitic diseases,Other septicaemia,Inverse variance weighted,19,0.89 [0.79-1.01],0.0617463831731524
SPP1,Osteopontin,Chapter I Certain infectious and parasitic diseases,Streptococcus and staphylococcus as the cause of diseases classified to other chapters,Inverse variance weighted,19,1.15 [0.40-3.28],0.793350236433094
SPP1,Osteopontin,Chapter II Neoplasms,"Malignant neoplasm of breast, excluding all cancers (controls excluding all cancers)",Inverse variance weighted,19,1.00 [0.86-1.18],0.95993787581679
SPP1,Osteopontin,Chapter X Diseases of the respiratory system,Early onset COPD,Inverse variance weighted,19,1.06 [0.83-1.34],0.654980384344171
SPP1,Osteopontin,Chapter III Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,Agranulocytosis,Inverse variance weighted,19,0.98 [0.78-1.25],0.892317876666507
SPP1,Osteopontin,Chapter III Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,Other and unspecified iron deficiency,Inverse variance weighted,19,1.03 [0.90-1.17],0.671172882701959
SPP1,Osteopontin,Chapter III Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,Other and unspecified anaemias,Inverse variance weighted,19,0.85 [0.74-0.99],0.038875555014809
SPP1,Osteopontin,"Chapter VII Diseases of the eye, adnexa, ear and mastoid process","Diabetic maculopathy, excluding more controls",Inverse variance weighted,19,1.15 [0.93-1.43],0.19929824126024
SPP1,Osteopontin,"Chapter IV Endocrine, nutritional and metabolic diseases","Other disorders of fluid, electrolyte and acid-base balance",Inverse variance weighted,19,0.95 [0.80-1.13],0.559427189330475
SPP1,Osteopontin,"Chapter IV Endocrine, nutritional and metabolic diseases",Pure hypercholesterolaemia,Inverse variance weighted,19,0.96 [0.86-1.08],0.481923487844724
SPP1,Osteopontin,"Chapter IV Endocrine, nutritional and metabolic diseases",Disorders of lipoprotein metabolism and other lipidaemias,Inverse variance weighted,19,0.97 [0.87-1.07],0.53356687447392
SPP1,Osteopontin,"Chapter IV Endocrine, nutritional and metabolic diseases",Metabolic disorders,Inverse variance weighted,19,0.97 [0.89-1.05],0.417269612904319
SPP1,Osteopontin,"Chapter IV Endocrine, nutritional and metabolic diseases",Volume depletion,Inverse variance weighted,19,1.08 [0.84-1.39],0.5272890590268
SPP1,Osteopontin,Chapter XIII Diseases of the musculoskeletal system and connective tissue,"Gout, unspecified",Inverse variance weighted,19,1.01 [0.82-1.24],0.913592493365077
