Protein,Protein_definition,Disease_category,Disease,Method,Nb_SNP,OR[95%CI],P_value
LTBR,Tumor necrosis factor receptor superfamily member 3,Chapter I Certain infectious and parasitic diseases,"Bacterial, viral and other infectious agents",Inverse variance weighted,16,1.02 [0.87-1.19],0.819122592605624
LTBR,Tumor necrosis factor receptor superfamily member 3,Chapter I Certain infectious and parasitic diseases,Intestinal infectious diseases,Inverse variance weighted,16,0.98 [0.94-1.02],0.390839015344387
LTBR,Tumor necrosis factor receptor superfamily member 3,Chapter I Certain infectious and parasitic diseases,Other bacterial diseases,Inverse variance weighted,16,1.00 [0.96-1.04],0.978012990473926
LTBR,Tumor necrosis factor receptor superfamily member 3,Chapter I Certain infectious and parasitic diseases,Other bacterial agents as the cause of diseases classified to other chapters,Inverse variance weighted,16,0.98 [0.61-1.58],0.944459187213281
LTBR,Tumor necrosis factor receptor superfamily member 3,Chapter I Certain infectious and parasitic diseases,Other septicaemia,Inverse variance weighted,16,1.01 [0.93-1.10],0.84363330816712
LTBR,Tumor necrosis factor receptor superfamily member 3,Chapter I Certain infectious and parasitic diseases,Streptococcus and staphylococcus as the cause of diseases classified to other chapters,Inverse variance weighted,16,1.40 [0.73-2.68],0.304740110630423
LTBR,Tumor necrosis factor receptor superfamily member 3,Chapter X Diseases of the respiratory system,"Asthma, unspecified (mode)",Inverse variance weighted,16,1.00 [0.93-1.07],0.99474225719911
LTBR,Tumor necrosis factor receptor superfamily member 3,Chapter II Neoplasms,"Non-Hodgkin lymphoma, all, excluding all cancers (controls excluding all cancers)",Inverse variance weighted,16,1.11 [0.83-1.48],0.492676297936603
LTBR,Tumor necrosis factor receptor superfamily member 3,Chapter XI Diseases of the digestive system,Crohn's disease NAS,Inverse variance weighted,16,0.86 [0.70-1.05],0.14186734290587
LTBR,Tumor necrosis factor receptor superfamily member 3,Chapter X Diseases of the respiratory system,Early onset COPD,Inverse variance weighted,16,0.94 [0.84-1.05],0.278439862278246
LTBR,Tumor necrosis factor receptor superfamily member 3,Chapter III Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,Agranulocytosis,Inverse variance weighted,16,1.01 [0.88-1.17],0.860043106345218
LTBR,Tumor necrosis factor receptor superfamily member 3,Chapter III Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,Other and unspecified iron deficiency,Inverse variance weighted,16,0.96 [0.88-1.04],0.314987325539147
LTBR,Tumor necrosis factor receptor superfamily member 3,Chapter III Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,Other and unspecified anaemias,Inverse variance weighted,16,0.96 [0.89-1.03],0.22347107263154
LTBR,Tumor necrosis factor receptor superfamily member 3,"Chapter VII Diseases of the eye, adnexa, ear and mastoid process","Diabetic maculopathy, excluding more controls",Inverse variance weighted,16,0.99 [0.82-1.19],0.910168063274777
LTBR,Tumor necrosis factor receptor superfamily member 3,"Chapter IV Endocrine, nutritional and metabolic diseases",Disorders of other endocrine glands,Inverse variance weighted,16,1.01 [0.95-1.08],0.689549349088966
LTBR,Tumor necrosis factor receptor superfamily member 3,"Chapter IV Endocrine, nutritional and metabolic diseases","Other disorders of fluid, electrolyte and acid-base balance",Inverse variance weighted,16,0.97 [0.89-1.06],0.534115736939347
LTBR,Tumor necrosis factor receptor superfamily member 3,"Chapter IV Endocrine, nutritional and metabolic diseases",Metabolic disorders,Inverse variance weighted,16,1.01 [0.98-1.06],0.455751881931836
