Protein,Protein_definition,Disease_category,Disease,Method,Nb_SNP,OR[95%CI],P_value
EDN1,Endothelin-1,Chapter I Certain infectious and parasitic diseases,"Bacterial, viral and other infectious agents",Inverse variance weighted,3,1.04 [0.81-1.33],0.7667510282427
EDN1,Endothelin-1,Chapter I Certain infectious and parasitic diseases,Other bacterial diseases,Inverse variance weighted,3,0.95 [0.89-1.02],0.153488426924725
EDN1,Endothelin-1,Chapter I Certain infectious and parasitic diseases,Other bacterial agents as the cause of diseases classified to other chapters,Inverse variance weighted,3,0.94 [0.37-2.39],0.899941781226338
EDN1,Endothelin-1,Chapter I Certain infectious and parasitic diseases,Other septicaemia,Inverse variance weighted,3,0.92 [0.82-1.03],0.153897701752699
EDN1,Endothelin-1,Chapter I Certain infectious and parasitic diseases,Streptococcus and staphylococcus as the cause of diseases classified to other chapters,Inverse variance weighted,3,2.03 [0.70-5.90],0.194547568617772
EDN1,Endothelin-1,Chapter X Diseases of the respiratory system,"Asthma, unspecified (mode)",Inverse variance weighted,3,1.00 [0.91-1.10],0.990550250786852
EDN1,Endothelin-1,Chapter X Diseases of the respiratory system,Early onset COPD,Inverse variance weighted,3,0.85 [0.73-0.98],0.0303224510576528
EDN1,Endothelin-1,Chapter III Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,Other and unspecified iron deficiency,Inverse variance weighted,3,1.10 [0.97-1.24],0.157811767657594
EDN1,Endothelin-1,Chapter III Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,Other and unspecified anaemias,Inverse variance weighted,3,1.10 [0.98-1.23],0.104198293473103
EDN1,Endothelin-1,"Chapter VII Diseases of the eye, adnexa, ear and mastoid process","Diabetic maculopathy, excluding more controls",Inverse variance weighted,3,1.05 [0.82-1.33],0.711648501662231
EDN1,Endothelin-1,"Chapter IV Endocrine, nutritional and metabolic diseases","Other disorders of fluid, electrolyte and acid-base balance",Inverse variance weighted,3,1.02 [0.86-1.21],0.842078101506288
EDN1,Endothelin-1,"Chapter IV Endocrine, nutritional and metabolic diseases",Pure hypercholesterolaemia,Inverse variance weighted,3,1.07 [0.95-1.22],0.268875102101257
EDN1,Endothelin-1,"Chapter IV Endocrine, nutritional and metabolic diseases","Hyperlipidaemia, other/unspecified",Inverse variance weighted,3,0.94 [0.83-1.06],0.293637801480958
EDN1,Endothelin-1,"Chapter IV Endocrine, nutritional and metabolic diseases",Disorders of lipoprotein metabolism and other lipidaemias,Inverse variance weighted,3,1.04 [0.94-1.15],0.456636864866157
EDN1,Endothelin-1,"Chapter IV Endocrine, nutritional and metabolic diseases",Metabolic disorders,Inverse variance weighted,3,1.03 [0.93-1.14],0.563935855611688
EDN1,Endothelin-1,Chapter V Mental and behavioural disorders,Depression,Inverse variance weighted,3,1.02 [0.96-1.09],0.52355466583646
EDN1,Endothelin-1,Chapter V Mental and behavioural disorders,Depression or dysthymia,Inverse variance weighted,3,1.06 [0.99-1.13],0.0892282977066348
EDN1,Endothelin-1,Chapter IX Diseases of the circulatory system,Atrial fibrillation and flutter,Inverse variance weighted,3,0.96 [0.83-1.12],0.621448550157385
EDN1,Endothelin-1,Chapter IX Diseases of the circulatory system,Angina pectoris,Inverse variance weighted,3,1.05 [0.93-1.18],0.41262672512633
EDN1,Endothelin-1,Chapter IX Diseases of the circulatory system,Other diseases of arteries and capillaries,Inverse variance weighted,3,1.04 [0.82-1.33],0.729468007661627
EDN1,Endothelin-1,Chapter IX Diseases of the circulatory system,Cardiomyopathy,Inverse variance weighted,3,0.82 [0.60-1.13],0.227571333227756
EDN1,Endothelin-1,Chapter IX Diseases of the circulatory system,Major coronary heart disease event,Inverse variance weighted,3,1.05 [0.97-1.12],0.210606122666808
EDN1,Endothelin-1,Chapter IX Diseases of the circulatory system,Conduction disorders,Inverse variance weighted,3,1.04 [0.91-1.18],0.564502951673594
EDN1,Endothelin-1,Chapter IX Diseases of the circulatory system,Coronary atherosclerosis,Inverse variance weighted,3,1.02 [0.95-1.10],0.568923254554429
EDN1,Endothelin-1,Chapter IX Diseases of the circulatory system,"Heart failure, strict",Inverse variance weighted,3,1.05 [0.95-1.16],0.357826961804935
EDN1,Endothelin-1,Chapter IX Diseases of the circulatory system,"Hypertension, essential",Inverse variance weighted,3,1.06 [1.01-1.12],0.0257011788803771
EDN1,Endothelin-1,Chapter IX Diseases of the circulatory system,Hypertension,Inverse variance weighted,3,1.04 [0.99-1.09],0.137325384155087
EDN1,Endothelin-1,Chapter IX Diseases of the circulatory system,"Hypertension, Pulmonary Arterial",Inverse variance weighted,3,1.42 [0.62-3.24],0.404996114261145
EDN1,Endothelin-1,Chapter IX Diseases of the circulatory system,Hypertensive Renal Disease,Inverse variance weighted,3,0.98 [0.66-1.45],0.911321568317798
EDN1,Endothelin-1,Chapter IX Diseases of the circulatory system,"Ischaemic heart disease, wide definition",Inverse variance weighted,3,1.01 [0.95-1.08],0.702291026455088
EDN1,Endothelin-1,Chapter IX Diseases of the circulatory system,Death due to cardiac causes,Inverse variance weighted,3,0.95 [0.86-1.06],0.364838215061674
EDN1,Endothelin-1,Chapter IX Diseases of the circulatory system,"Myocardial infarction, strict",Inverse variance weighted,3,1.02 [0.93-1.13],0.606068356960583
EDN1,Endothelin-1,Chapter IX Diseases of the circulatory system,Other arrhythmias,Inverse variance weighted,3,0.97 [0.85-1.10],0.613873866901704
EDN1,Endothelin-1,Chapter IX Diseases of the circulatory system,Other or ill-defined heart diseases,Inverse variance weighted,3,1.07 [0.77-1.47],0.691985171643125
EDN1,Endothelin-1,Chapter IX Diseases of the circulatory system,Other peripheral vascular diseases,Inverse variance weighted,3,0.93 [0.71-1.22],0.612902874545748
EDN1,Endothelin-1,Chapter IX Diseases of the circulatory system,Paroxysmal tachycardia,Inverse variance weighted,3,0.95 [0.73-1.24],0.708788918435969
EDN1,Endothelin-1,Chapter IX Diseases of the circulatory system,Rheumatic valve diseases,Inverse variance weighted,3,0.75 [0.47-1.20],0.22706634555392
EDN1,Endothelin-1,Chapter IX Diseases of the circulatory system,Secondary right heart disease,Inverse variance weighted,3,0.70 [0.47-1.05],0.0835798719750779
EDN1,Endothelin-1,Chapter IX Diseases of the circulatory system,"Stroke, excluding SAH",Inverse variance weighted,3,0.89 [0.82-0.97],0.0069952420351793
EDN1,Endothelin-1,Chapter X Diseases of the respiratory system,Interstitial lung disease,Inverse variance weighted,3,0.92 [0.76-1.12],0.431905721973907
