Protein,Protein_definition,Disease_category,Disease,Method,Nb_SNP,OR[95%CI],P_value
LGMN,Legumain,Chapter V Mental and behavioural disorders,"Alcohol use disorder, ICD-based",Inverse variance weighted,32,0.98 [0.92-1.05],0.596716320416737
LGMN,Legumain,"Chapter IV Endocrine, nutritional and metabolic diseases",Disorders of lipoprotein metabolism and other lipidaemias,Inverse variance weighted,32,0.97 [0.90-1.06],0.527489523907008
LGMN,Legumain,"Chapter IV Endocrine, nutritional and metabolic diseases",Metabolic disorders,Inverse variance weighted,32,0.98 [0.92-1.04],0.486817463288838
LGMN,Legumain,Chapter IX Diseases of the circulatory system,"Hypertension, essential",Inverse variance weighted,32,1.02 [0.98-1.06],0.459152531338085
LGMN,Legumain,Chapter IX Diseases of the circulatory system,Hypertension,Inverse variance weighted,32,1.03 [0.99-1.06],0.177010594556072
LGMN,Legumain,Chapter IX Diseases of the circulatory system,Death due to cardiac causes,Inverse variance weighted,32,1.04 [0.98-1.11],0.158931164134196
LGMN,Legumain,Chapter X Diseases of the respiratory system,Chronic lower respiratory diseases,Inverse variance weighted,32,1.03 [0.99-1.08],0.165943697526913
LGMN,Legumain,Chapter V Mental and behavioural disorders,Any mental disorder,Inverse variance weighted,32,0.98 [0.94-1.01],0.224747057605955
LGMN,Legumain,Chapter V Mental and behavioural disorders,"Substance abuse, excluding more controls",Inverse variance weighted,32,0.98 [0.91-1.05],0.568456762158368
LGMN,Legumain,Chapter XIII Diseases of the musculoskeletal system and connective tissue,Polyarthropathies,Inverse variance weighted,32,1.02 [0.96-1.08],0.497096583604611
LGMN,Legumain,Chapter XIII Diseases of the musculoskeletal system and connective tissue,Rheumatoid arthritis,Inverse variance weighted,32,0.97 [0.91-1.05],0.486502667863544
LGMN,Legumain,Chapter XIII Diseases of the musculoskeletal system and connective tissue,Other/unspecified rheumatoid arthritis,Inverse variance weighted,32,0.92 [0.82-1.04],0.190034832122964
LGMN,Legumain,Chapter XIII Diseases of the musculoskeletal system and connective tissue,"Other (seronegative) rheumatoid arthritis, wide",Inverse variance weighted,32,0.99 [0.91-1.09],0.880746121054764
