Protein,Protein_definition,Disease_category,Disease,Method,Nb_SNP,OR[95%CI],P_value
CD74,HLA class II histocompatibility antigen gamma chain,Chapter I Certain infectious and parasitic diseases,"Bacterial, viral and other infectious agents",Inverse variance weighted,8,0.72 [0.51-1.03],0.0712574405490347
CD74,HLA class II histocompatibility antigen gamma chain,Chapter I Certain infectious and parasitic diseases,Other bacterial diseases,Inverse variance weighted,8,1.00 [0.92-1.09],0.958899159342236
CD74,HLA class II histocompatibility antigen gamma chain,Chapter I Certain infectious and parasitic diseases,Other bacterial agents as the cause of diseases classified to other chapters,Inverse variance weighted,8,1.51 [0.57-4.01],0.409851870733594
CD74,HLA class II histocompatibility antigen gamma chain,Chapter I Certain infectious and parasitic diseases,Other septicaemia,Inverse variance weighted,8,1.01 [0.87-1.17],0.915436210381381
CD74,HLA class II histocompatibility antigen gamma chain,Chapter I Certain infectious and parasitic diseases,Streptococcus and staphylococcus as the cause of diseases classified to other chapters,Inverse variance weighted,8,0.66 [0.16-2.64],0.556767049465112
CD74,HLA class II histocompatibility antigen gamma chain,Chapter X Diseases of the respiratory system,"Asthma, unspecified (mode)",Inverse variance weighted,8,1.08 [0.90-1.30],0.396081583637249
CD74,HLA class II histocompatibility antigen gamma chain,Chapter II Neoplasms,"Non-Hodgkin lymphoma, all, excluding all cancers (controls excluding all cancers)",Inverse variance weighted,8,1.17 [0.62-2.23],0.630126506628942
CD74,HLA class II histocompatibility antigen gamma chain,Chapter XI Diseases of the digestive system,Crohn's disease NAS,Inverse variance weighted,8,1.16 [0.79-1.69],0.448213837560959
CD74,HLA class II histocompatibility antigen gamma chain,Chapter X Diseases of the respiratory system,Early onset COPD,Inverse variance weighted,8,1.14 [0.95-1.38],0.164172167219209
CD74,HLA class II histocompatibility antigen gamma chain,Chapter III Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,Agranulocytosis,Inverse variance weighted,8,1.08 [0.76-1.52],0.664689107315977
CD74,HLA class II histocompatibility antigen gamma chain,Chapter III Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,Other and unspecified iron deficiency,Inverse variance weighted,8,1.04 [0.82-1.31],0.748835687885255
CD74,HLA class II histocompatibility antigen gamma chain,Chapter III Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,Other and unspecified anaemias,Inverse variance weighted,8,1.04 [0.91-1.20],0.569294257681016
CD74,HLA class II histocompatibility antigen gamma chain,"Chapter VII Diseases of the eye, adnexa, ear and mastoid process","Diabetic maculopathy, excluding more controls",Inverse variance weighted,8,1.07 [0.82-1.40],0.603347635034812
CD74,HLA class II histocompatibility antigen gamma chain,"Chapter IV Endocrine, nutritional and metabolic diseases","Other disorders of fluid, electrolyte and acid-base balance",Inverse variance weighted,8,0.98 [0.83-1.15],0.807580066112176
CD74,HLA class II histocompatibility antigen gamma chain,"Chapter IV Endocrine, nutritional and metabolic diseases",Pure hypercholesterolaemia,Inverse variance weighted,8,1.03 [0.93-1.14],0.59082645794278
CD74,HLA class II histocompatibility antigen gamma chain,"Chapter IV Endocrine, nutritional and metabolic diseases",Disorders of lipoprotein metabolism and other lipidaemias,Inverse variance weighted,8,1.01 [0.93-1.11],0.789188602779515
CD74,HLA class II histocompatibility antigen gamma chain,"Chapter IV Endocrine, nutritional and metabolic diseases",Metabolic disorders,Inverse variance weighted,8,1.02 [0.94-1.10],0.6310648226495
CD74,HLA class II histocompatibility antigen gamma chain,"Chapter IV Endocrine, nutritional and metabolic diseases",Disorders of the thyroid gland,Inverse variance weighted,8,1.15 [1.07-1.24],0.0001623507740197
CD74,HLA class II histocompatibility antigen gamma chain,"Chapter IV Endocrine, nutritional and metabolic diseases",Volume depletion,Inverse variance weighted,8,0.92 [0.62-1.37],0.678106045835816
CD74,HLA class II histocompatibility antigen gamma chain,Chapter V Mental and behavioural disorders,Depression,Inverse variance weighted,8,1.03 [0.95-1.12],0.504302852666886
CD74,HLA class II histocompatibility antigen gamma chain,Chapter V Mental and behavioural disorders,Depression or dysthymia,Inverse variance weighted,8,1.05 [0.97-1.14],0.216416025916827
CD74,HLA class II histocompatibility antigen gamma chain,Chapter XIII Diseases of the musculoskeletal system and connective tissue,"Gout, unspecified",Inverse variance weighted,8,1.18 [0.95-1.48],0.133208300267925
CD74,HLA class II histocompatibility antigen gamma chain,"Chapter VII Diseases of the eye, adnexa, ear and mastoid process",Other cataract,Inverse variance weighted,8,1.05 [0.93-1.20],0.431096903302942
CD74,HLA class II histocompatibility antigen gamma chain,"Chapter VII Diseases of the eye, adnexa, ear and mastoid process",Disorders of choroid and retina,Inverse variance weighted,8,0.98 [0.89-1.07],0.641764975717063
CD74,HLA class II histocompatibility antigen gamma chain,Chapter IX Diseases of the circulatory system,Atrial fibrillation and flutter,Inverse variance weighted,8,1.18 [0.98-1.43],0.0820475591714857
CD74,HLA class II histocompatibility antigen gamma chain,Chapter IX Diseases of the circulatory system,Angina pectoris,Inverse variance weighted,8,0.97 [0.87-1.08],0.529910268373383
CD74,HLA class II histocompatibility antigen gamma chain,Chapter IX Diseases of the circulatory system,Other diseases of arteries and capillaries,Inverse variance weighted,8,0.86 [0.64-1.17],0.347769687922009
CD74,HLA class II histocompatibility antigen gamma chain,Chapter IX Diseases of the circulatory system,Major coronary heart disease event,Inverse variance weighted,8,0.98 [0.86-1.13],0.823435177171962
CD74,HLA class II histocompatibility antigen gamma chain,Chapter IX Diseases of the circulatory system,Coronary atherosclerosis,Inverse variance weighted,8,0.97 [0.86-1.10],0.686501998550518
CD74,HLA class II histocompatibility antigen gamma chain,Chapter IX Diseases of the circulatory system,"Heart failure, strict",Inverse variance weighted,8,1.06 [0.95-1.18],0.282492995080189
CD74,HLA class II histocompatibility antigen gamma chain,Chapter IX Diseases of the circulatory system,Hypotension,Inverse variance weighted,8,1.06 [0.83-1.34],0.642474844083617
CD74,HLA class II histocompatibility antigen gamma chain,Chapter IX Diseases of the circulatory system,"Hypertension, essential",Inverse variance weighted,8,1.06 [0.98-1.15],0.166425648041078
CD74,HLA class II histocompatibility antigen gamma chain,Chapter IX Diseases of the circulatory system,Hypertension,Inverse variance weighted,8,1.06 [0.99-1.14],0.0849897165510806
CD74,HLA class II histocompatibility antigen gamma chain,Chapter IX Diseases of the circulatory system,"Hypertension, Pulmonary Arterial",Inverse variance weighted,8,2.11 [0.75-5.88],0.155137661280204
CD74,HLA class II histocompatibility antigen gamma chain,Chapter IX Diseases of the circulatory system,Hypertensive Renal Disease,Inverse variance weighted,8,1.25 [0.76-2.05],0.384446553345469
CD74,HLA class II histocompatibility antigen gamma chain,Chapter IX Diseases of the circulatory system,"Ischaemic heart disease, wide definition",Inverse variance weighted,8,0.96 [0.86-1.06],0.380936838704527
CD74,HLA class II histocompatibility antigen gamma chain,Chapter IX Diseases of the circulatory system,Death due to cardiac causes,Inverse variance weighted,8,0.93 [0.80-1.07],0.29812118668874
CD74,HLA class II histocompatibility antigen gamma chain,Chapter IX Diseases of the circulatory system,Other or ill-defined heart diseases,Inverse variance weighted,8,1.36 [0.91-2.04],0.135804353689118
CD74,HLA class II histocompatibility antigen gamma chain,Chapter IX Diseases of the circulatory system,Other peripheral vascular diseases,Inverse variance weighted,8,0.83 [0.57-1.22],0.34296978363425
CD74,HLA class II histocompatibility antigen gamma chain,Chapter IX Diseases of the circulatory system,"Stroke, excluding SAH",Inverse variance weighted,8,0.99 [0.87-1.13],0.874318110110457
CD74,HLA class II histocompatibility antigen gamma chain,Chapter IX Diseases of the circulatory system,Unstable angina pectoris,Inverse variance weighted,8,0.92 [0.77-1.11],0.381103917795526
CD74,HLA class II histocompatibility antigen gamma chain,Chapter IX Diseases of the circulatory system,Venous thromboembolism,Inverse variance weighted,8,1.01 [0.90-1.14],0.838923441735445
CD74,HLA class II histocompatibility antigen gamma chain,Chapter X Diseases of the respiratory system,Interstitial lung disease,Inverse variance weighted,8,1.35 [1.06-1.73],0.0159193350706565
CD74,HLA class II histocompatibility antigen gamma chain,Chapter X Diseases of the respiratory system,Idiopathic pulmonary fibrosis,Inverse variance weighted,8,1.34 [0.94-1.90],0.107917837672791
CD74,HLA class II histocompatibility antigen gamma chain,Chapter X Diseases of the respiratory system,Unspecified acute lower respiratory infection,Inverse variance weighted,8,1.09 [0.87-1.38],0.448474465005656
CD74,HLA class II histocompatibility antigen gamma chain,Chapter X Diseases of the respiratory system,"Asthma, excluding more controls",Inverse variance weighted,8,1.08 [0.90-1.31],0.396692828492583
CD74,HLA class II histocompatibility antigen gamma chain,Chapter X Diseases of the respiratory system,Influenza and pneumonia,Inverse variance weighted,8,1.01 [0.93-1.09],0.875865104911147
CD74,HLA class II histocompatibility antigen gamma chain,Chapter X Diseases of the respiratory system,Chronic lower respiratory diseases,Inverse variance weighted,8,1.08 [0.92-1.27],0.372360288371297
