Protein,Protein_definition,Disease_category,Disease,Method,Nb_SNP,OR[95%CI],P_value
TCN2,Transcobalamin-2,Chapter I Certain infectious and parasitic diseases,Other bacterial diseases,Inverse variance weighted,66,0.99 [0.97-1.00],0.0954997101983863
TCN2,Transcobalamin-2,Chapter X Diseases of the respiratory system,"Asthma, unspecified (mode)",Inverse variance weighted,66,1.00 [0.98-1.02],0.985371382336535
TCN2,Transcobalamin-2,Chapter III Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,Other and unspecified anaemias,Inverse variance weighted,66,1.02 [0.99-1.06],0.194684357752495
TCN2,Transcobalamin-2,"Chapter VII Diseases of the eye, adnexa, ear and mastoid process","Diabetic maculopathy, excluding more controls",Inverse variance weighted,66,0.98 [0.92-1.04],0.491559348385472
TCN2,Transcobalamin-2,"Chapter IV Endocrine, nutritional and metabolic diseases",Pure hypercholesterolaemia,Inverse variance weighted,66,1.00 [0.98-1.03],0.918188792514329
TCN2,Transcobalamin-2,"Chapter IV Endocrine, nutritional and metabolic diseases",Disorders of lipoprotein metabolism and other lipidaemias,Inverse variance weighted,66,1.00 [0.98-1.02],0.721000202757794
TCN2,Transcobalamin-2,"Chapter IV Endocrine, nutritional and metabolic diseases",Metabolic disorders,Inverse variance weighted,66,1.00 [0.98-1.02],0.988944109616592
TCN2,Transcobalamin-2,"Chapter IV Endocrine, nutritional and metabolic diseases",Disorders of the thyroid gland,Inverse variance weighted,66,0.98 [0.97-1.00],0.111607639539604
TCN2,Transcobalamin-2,"Chapter VII Diseases of the eye, adnexa, ear and mastoid process",Disorders of choroid and retina,Inverse variance weighted,66,1.01 [0.99-1.03],0.388949198723405
TCN2,Transcobalamin-2,Chapter IX Diseases of the circulatory system,Angina pectoris,Inverse variance weighted,66,1.01 [0.99-1.04],0.375878412532941
TCN2,Transcobalamin-2,Chapter IX Diseases of the circulatory system,Major coronary heart disease event,Inverse variance weighted,66,1.02 [1.00-1.05],0.081148003872042
TCN2,Transcobalamin-2,Chapter IX Diseases of the circulatory system,Coronary atherosclerosis,Inverse variance weighted,66,1.03 [1.01-1.06],0.0174881125725936
TCN2,Transcobalamin-2,Chapter IX Diseases of the circulatory system,"Heart failure, strict",Inverse variance weighted,66,1.01 [0.98-1.03],0.561944503722537
TCN2,Transcobalamin-2,Chapter IX Diseases of the circulatory system,"Hypertension, essential",Inverse variance weighted,66,0.99 [0.98-1.01],0.608756409296123
TCN2,Transcobalamin-2,Chapter IX Diseases of the circulatory system,Hypertension,Inverse variance weighted,66,1.00 [0.98-1.02],0.765352520608635
TCN2,Transcobalamin-2,Chapter IX Diseases of the circulatory system,Hypertensive Renal Disease,Inverse variance weighted,66,0.98 [0.88-1.08],0.665738214242218
TCN2,Transcobalamin-2,Chapter IX Diseases of the circulatory system,"Ischaemic heart disease, wide definition",Inverse variance weighted,66,1.02 [1.00-1.04],0.0998117540089758
TCN2,Transcobalamin-2,Chapter IX Diseases of the circulatory system,Death due to cardiac causes,Inverse variance weighted,66,1.01 [0.99-1.04],0.279109554771668
TCN2,Transcobalamin-2,Chapter IX Diseases of the circulatory system,"Myocardial infarction, strict",Inverse variance weighted,66,1.01 [0.98-1.04],0.438471079976027
TCN2,Transcobalamin-2,Chapter X Diseases of the respiratory system,"Asthma, excluding more controls",Inverse variance weighted,66,1.01 [0.99-1.03],0.318980221795055
TCN2,Transcobalamin-2,Chapter X Diseases of the respiratory system,Chronic lower respiratory diseases,Inverse variance weighted,66,1.01 [0.99-1.02],0.377446206373007
TCN2,Transcobalamin-2,Chapter XI Diseases of the digestive system,Coeliac disease,Inverse variance weighted,66,0.97 [0.92-1.03],0.302661692917603
TCN2,Transcobalamin-2,Chapter XI Diseases of the digestive system,Intestinal malabsorption,Inverse variance weighted,66,0.94 [0.85-1.04],0.216131500085458
TCN2,Transcobalamin-2,Chapter XI Diseases of the digestive system,Diseases of the digestive system,Inverse variance weighted,66,1.00 [0.97-1.02],0.768718375037021
TCN2,Transcobalamin-2,Chapter V Mental and behavioural disorders,Any mental disorder,Inverse variance weighted,66,0.99 [0.98-1.00],0.1124316825814
TCN2,Transcobalamin-2,Chapter V Mental and behavioural disorders,"Substance abuse, excluding more controls",Inverse variance weighted,66,1.00 [0.98-1.02],0.969171330061822
TCN2,Transcobalamin-2,Chapter XIII Diseases of the musculoskeletal system and connective tissue,Arthropathies,Inverse variance weighted,66,0.99 [0.98-1.01],0.272584526340202
TCN2,Transcobalamin-2,Chapter XIII Diseases of the musculoskeletal system and connective tissue,Arthrosis,Inverse variance weighted,66,1.00 [0.99-1.02],0.707351260748459
TCN2,Transcobalamin-2,Chapter XIII Diseases of the musculoskeletal system and connective tissue,Polyarthropathies,Inverse variance weighted,66,1.01 [0.99-1.03],0.330888365043746
TCN2,Transcobalamin-2,Chapter XIII Diseases of the musculoskeletal system and connective tissue,Rheumatoid arthritis,Inverse variance weighted,66,0.98 [0.95-1.02],0.366003859456507
TCN2,Transcobalamin-2,Chapter XIV Diseases of the genitourinary system,Acute renal failure,Inverse variance weighted,66,0.98 [0.94-1.03],0.435020177460543
TCN2,Transcobalamin-2,Chapter XIV Diseases of the genitourinary system,Chronic kidney disease,Inverse variance weighted,66,0.99 [0.95-1.03],0.602361276748464
TCN2,Transcobalamin-2,Chapter XIV Diseases of the genitourinary system,Renal tubulo-interstitial diseases,Inverse variance weighted,66,0.99 [0.98-1.01],0.420259060975341
TCN2,Transcobalamin-2,Chapter XIV Diseases of the genitourinary system,Unspecified kidney failure,Inverse variance weighted,66,0.98 [0.92-1.04],0.510382908673885
TCN2,Transcobalamin-2,Chapter XIII Diseases of the musculoskeletal system and connective tissue,Other/unspecified rheumatoid arthritis,Inverse variance weighted,66,1.03 [0.98-1.09],0.27947715678273
TCN2,Transcobalamin-2,Chapter XIII Diseases of the musculoskeletal system and connective tissue,"Other (seronegative) rheumatoid arthritis, wide",Inverse variance weighted,66,0.98 [0.94-1.03],0.470033363272944
