Protein,Protein_definition,Disease_category,Disease,Method,Nb_SNP,OR[95%CI],P_value
PPY,Pancreatic prohormone,"Chapter IV Endocrine, nutritional and metabolic diseases",Pure hypercholesterolaemia,Inverse variance weighted,23,0.96 [0.88-1.04],0.290962653449411
PPY,Pancreatic prohormone,"Chapter IV Endocrine, nutritional and metabolic diseases",Disorders of lipoprotein metabolism and other lipidaemias,Inverse variance weighted,23,0.98 [0.91-1.05],0.557861653656828
PPY,Pancreatic prohormone,"Chapter IV Endocrine, nutritional and metabolic diseases",Metabolic disorders,Inverse variance weighted,23,0.97 [0.92-1.02],0.243489003025522
PPY,Pancreatic prohormone,Chapter IX Diseases of the circulatory system,"Hypertension, essential",Inverse variance weighted,23,0.95 [0.90-0.99],0.0295408069418281
PPY,Pancreatic prohormone,Chapter IX Diseases of the circulatory system,Hypertension,Inverse variance weighted,23,0.95 [0.90-1.00],0.031980676256282
PPY,Pancreatic prohormone,Chapter IX Diseases of the circulatory system,Hypertensive Renal Disease,Inverse variance weighted,23,0.96 [0.75-1.23],0.748276494775898
PPY,Pancreatic prohormone,Chapter IX Diseases of the circulatory system,Death due to cardiac causes,Inverse variance weighted,23,1.05 [0.98-1.12],0.161084313815139
PPY,Pancreatic prohormone,Chapter XIII Diseases of the musculoskeletal system and connective tissue,"Other dorsopathies, not elsewhere classified",Inverse variance weighted,23,1.01 [0.97-1.06],0.530228318410968
PPY,Pancreatic prohormone,Chapter XIV Diseases of the genitourinary system,Chronic kidney disease,Inverse variance weighted,23,0.87 [0.79-0.96],0.0065550464584622
PPY,Pancreatic prohormone,Chapter XIV Diseases of the genitourinary system,Renal tubulo-interstitial diseases,Inverse variance weighted,23,0.95 [0.89-1.02],0.142026362644967
