Protein,Protein_definition,Disease_category,Disease,Method,Nb_SNP,OR[95%CI],P_value
GOLM2,Protein GOLM2,Chapter I Certain infectious and parasitic diseases,"Bacterial, viral and other infectious agents",Inverse variance weighted,14,1.03 [0.86-1.23],0.748797965142989
GOLM2,Protein GOLM2,Chapter I Certain infectious and parasitic diseases,Other bacterial agents as the cause of diseases classified to other chapters,Inverse variance weighted,14,1.65 [0.90-3.03],0.106233458844237
GOLM2,Protein GOLM2,Chapter I Certain infectious and parasitic diseases,Streptococcus and staphylococcus as the cause of diseases classified to other chapters,Inverse variance weighted,14,0.66 [0.32-1.37],0.26294613780998
GOLM2,Protein GOLM2,Chapter X Diseases of the respiratory system,"Asthma, unspecified (mode)",Inverse variance weighted,14,1.05 [0.98-1.13],0.191159689454119
GOLM2,Protein GOLM2,Chapter XI Diseases of the digestive system,Crohn's disease NAS,Inverse variance weighted,14,0.83 [0.64-1.08],0.167910450351693
GOLM2,Protein GOLM2,Chapter X Diseases of the respiratory system,Early onset COPD,Inverse variance weighted,14,1.03 [0.90-1.16],0.685563893731583
GOLM2,Protein GOLM2,Chapter III Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,Other and unspecified anaemias,Inverse variance weighted,14,1.03 [0.96-1.12],0.397348608584032
GOLM2,Protein GOLM2,"Chapter IV Endocrine, nutritional and metabolic diseases",Pure hypercholesterolaemia,Inverse variance weighted,14,1.13 [0.98-1.31],0.0963665844446799
GOLM2,Protein GOLM2,"Chapter IV Endocrine, nutritional and metabolic diseases",Disorders of lipoprotein metabolism and other lipidaemias,Inverse variance weighted,14,1.13 [0.98-1.29],0.0885102702766277
GOLM2,Protein GOLM2,"Chapter IV Endocrine, nutritional and metabolic diseases",Metabolic disorders,Inverse variance weighted,14,1.09 [0.97-1.21],0.139635041592493
GOLM2,Protein GOLM2,Chapter V Mental and behavioural disorders,Depression,Inverse variance weighted,14,1.01 [0.93-1.09],0.869314602825815
GOLM2,Protein GOLM2,Chapter V Mental and behavioural disorders,Depression or dysthymia,Inverse variance weighted,14,0.96 [0.90-1.03],0.284186817517274
GOLM2,Protein GOLM2,Chapter IX Diseases of the circulatory system,Coronary atherosclerosis,Inverse variance weighted,14,1.06 [0.98-1.14],0.132321524189512
GOLM2,Protein GOLM2,Chapter IX Diseases of the circulatory system,"Hypertension, essential",Inverse variance weighted,14,1.00 [0.93-1.07],0.93362326882218
GOLM2,Protein GOLM2,Chapter IX Diseases of the circulatory system,Hypertension,Inverse variance weighted,14,1.00 [0.93-1.06],0.887167466796471
GOLM2,Protein GOLM2,Chapter IX Diseases of the circulatory system,"Ischaemic heart disease, wide definition",Inverse variance weighted,14,1.03 [0.97-1.10],0.31958407944434
GOLM2,Protein GOLM2,Chapter IX Diseases of the circulatory system,Death due to cardiac causes,Inverse variance weighted,14,1.01 [0.94-1.09],0.721570610918144
GOLM2,Protein GOLM2,Chapter IX Diseases of the circulatory system,Other peripheral vascular diseases,Inverse variance weighted,14,0.87 [0.72-1.05],0.146698320943418
GOLM2,Protein GOLM2,Chapter IX Diseases of the circulatory system,DVT of lower extremities,Inverse variance weighted,14,1.12 [0.88-1.42],0.36368715704889
GOLM2,Protein GOLM2,Chapter IX Diseases of the circulatory system,Pulmonary embolism,Inverse variance weighted,14,1.06 [0.92-1.21],0.446763762415045
GOLM2,Protein GOLM2,Chapter IX Diseases of the circulatory system,Venous thromboembolism,Inverse variance weighted,14,1.07 [0.92-1.25],0.368344670268493
GOLM2,Protein GOLM2,Chapter X Diseases of the respiratory system,"Asthma, excluding more controls",Inverse variance weighted,14,1.06 [0.99-1.13],0.0814320925606587
GOLM2,Protein GOLM2,Chapter X Diseases of the respiratory system,Influenza and pneumonia,Inverse variance weighted,14,1.02 [0.98-1.06],0.414584166226424
GOLM2,Protein GOLM2,Chapter X Diseases of the respiratory system,Chronic lower respiratory diseases,Inverse variance weighted,14,1.07 [1.01-1.13],0.0165525052705705
GOLM2,Protein GOLM2,Chapter X Diseases of the respiratory system,Other diseases of pleura,Inverse variance weighted,14,1.06 [0.98-1.14],0.153535547379021
GOLM2,Protein GOLM2,Chapter XI Diseases of the digestive system,"Crohn disease (strict definition, require KELA, min 2 HDR)",Inverse variance weighted,14,0.95 [0.73-1.23],0.682018095976346
GOLM2,Protein GOLM2,Chapter XI Diseases of the digestive system,Diaphragmatic hernia,Inverse variance weighted,14,0.96 [0.87-1.06],0.397614040945732
GOLM2,Protein GOLM2,Chapter XI Diseases of the digestive system,Noninfective enteritis and colitis,Inverse variance weighted,14,1.01 [0.93-1.10],0.78090714387155
GOLM2,Protein GOLM2,Chapter XI Diseases of the digestive system,Other diseases of intestines,Inverse variance weighted,14,0.98 [0.93-1.03],0.43119888760561
GOLM2,Protein GOLM2,Chapter XI Diseases of the digestive system,Diseases of liver,Inverse variance weighted,14,1.04 [0.95-1.13],0.414012243110969
GOLM2,Protein GOLM2,Chapter XI Diseases of the digestive system,"Diseases of oesophagus, stomach and duodenum",Inverse variance weighted,14,0.99 [0.95-1.03],0.734698530598934
GOLM2,Protein GOLM2,Chapter XI Diseases of the digestive system,Other noninfective gastroenteritis and colitis,Inverse variance weighted,14,1.06 [0.94-1.18],0.349601112746481
GOLM2,Protein GOLM2,Chapter XI Diseases of the digestive system,Other gastritis (incl. Duodenitis),Inverse variance weighted,14,1.08 [0.97-1.20],0.143267986078527
GOLM2,Protein GOLM2,Chapter XI Diseases of the digestive system,Gastro-oesophageal reflux disease,Inverse variance weighted,14,0.96 [0.91-1.02],0.153876594885849
GOLM2,Protein GOLM2,Chapter V Mental and behavioural disorders,Any mental disorder,Inverse variance weighted,14,0.99 [0.94-1.04],0.597149645011641
GOLM2,Protein GOLM2,Chapter XIII Diseases of the musculoskeletal system and connective tissue,Arthropathies,Inverse variance weighted,14,0.97 [0.91-1.02],0.249863732768132
GOLM2,Protein GOLM2,Chapter XIII Diseases of the musculoskeletal system and connective tissue,Polyarthropathies,Inverse variance weighted,14,0.98 [0.91-1.05],0.572258724177183
GOLM2,Protein GOLM2,Chapter XIII Diseases of the musculoskeletal system and connective tissue,Rheumatoid arthritis,Inverse variance weighted,14,0.98 [0.86-1.12],0.791056280184244
GOLM2,Protein GOLM2,Chapter XIV Diseases of the genitourinary system,Chronic kidney disease,Inverse variance weighted,14,0.86 [0.78-0.95],0.0023997600414903
GOLM2,Protein GOLM2,Chapter XIV Diseases of the genitourinary system,Renal tubulo-interstitial diseases,Inverse variance weighted,14,0.98 [0.92-1.05],0.569880812531221
GOLM2,Protein GOLM2,Chapter XIV Diseases of the genitourinary system,Unspecified kidney failure,Inverse variance weighted,14,0.82 [0.69-0.98],0.028403374628986
GOLM2,Protein GOLM2,Chapter XIII Diseases of the musculoskeletal system and connective tissue,Other/unspecified rheumatoid arthritis,Inverse variance weighted,14,0.99 [0.86-1.14],0.878112067870342
GOLM2,Protein GOLM2,Chapter XIII Diseases of the musculoskeletal system and connective tissue,"Other (seronegative) rheumatoid arthritis, wide",Inverse variance weighted,14,0.99 [0.84-1.16],0.880559946019664
