Protein,Protein_definition,Disease_category,Disease,Method,Nb_SNP,OR[95%CI],P_value
DTX3,Probable E3 ubiquitin-protein ligase DTX3,Chapter I Certain infectious and parasitic diseases,"Bacterial, viral and other infectious agents",Inverse variance weighted,16,1.02 [0.83-1.25],0.832912320894562
DTX3,Probable E3 ubiquitin-protein ligase DTX3,Chapter I Certain infectious and parasitic diseases,Other bacterial diseases,Inverse variance weighted,16,1.04 [0.97-1.11],0.31001893581695
DTX3,Probable E3 ubiquitin-protein ligase DTX3,Chapter I Certain infectious and parasitic diseases,Other septicaemia,Inverse variance weighted,16,0.92 [0.82-1.02],0.115517484868168
DTX3,Probable E3 ubiquitin-protein ligase DTX3,Chapter I Certain infectious and parasitic diseases,Streptococcus and staphylococcus as the cause of diseases classified to other chapters,Inverse variance weighted,16,0.86 [0.37-2.03],0.734571156407423
DTX3,Probable E3 ubiquitin-protein ligase DTX3,Chapter II Neoplasms,"Malignant neoplasm of breast, excluding all cancers (controls excluding all cancers)",Inverse variance weighted,16,1.05 [0.96-1.15],0.276194147022319
DTX3,Probable E3 ubiquitin-protein ligase DTX3,Chapter II Neoplasms,"Non-Hodgkin lymphoma, all, excluding all cancers (controls excluding all cancers)",Inverse variance weighted,16,1.13 [0.81-1.59],0.475387939476969
DTX3,Probable E3 ubiquitin-protein ligase DTX3,Chapter III Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,Agranulocytosis,Inverse variance weighted,16,0.88 [0.72-1.08],0.223922927818044
DTX3,Probable E3 ubiquitin-protein ligase DTX3,Chapter III Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,Other and unspecified anaemias,Inverse variance weighted,16,0.96 [0.87-1.06],0.451921134156888
DTX3,Probable E3 ubiquitin-protein ligase DTX3,"Chapter VII Diseases of the eye, adnexa, ear and mastoid process","Diabetic maculopathy, excluding more controls",Inverse variance weighted,16,0.87 [0.72-1.05],0.148418210142455
DTX3,Probable E3 ubiquitin-protein ligase DTX3,"Chapter IV Endocrine, nutritional and metabolic diseases","Other disorders of fluid, electrolyte and acid-base balance",Inverse variance weighted,16,1.13 [1.01-1.26],0.0283364734811123
DTX3,Probable E3 ubiquitin-protein ligase DTX3,"Chapter IV Endocrine, nutritional and metabolic diseases",Pure hypercholesterolaemia,Inverse variance weighted,16,1.05 [0.93-1.19],0.387084233382144
DTX3,Probable E3 ubiquitin-protein ligase DTX3,"Chapter IV Endocrine, nutritional and metabolic diseases",Disorders of lipoprotein metabolism and other lipidaemias,Inverse variance weighted,16,1.09 [0.99-1.19],0.0838766864159706
DTX3,Probable E3 ubiquitin-protein ligase DTX3,"Chapter IV Endocrine, nutritional and metabolic diseases",Metabolic disorders,Inverse variance weighted,16,1.08 [1.00-1.15],0.0358077102220678
DTX3,Probable E3 ubiquitin-protein ligase DTX3,"Chapter IV Endocrine, nutritional and metabolic diseases",Volume depletion,Inverse variance weighted,16,0.95 [0.78-1.16],0.620783156776913
DTX3,Probable E3 ubiquitin-protein ligase DTX3,Chapter XIII Diseases of the musculoskeletal system and connective tissue,"Gout, unspecified",Inverse variance weighted,16,0.98 [0.85-1.13],0.747946239909308
DTX3,Probable E3 ubiquitin-protein ligase DTX3,"Chapter VII Diseases of the eye, adnexa, ear and mastoid process",Disorders of choroid and retina,Inverse variance weighted,16,0.97 [0.92-1.03],0.389988454977788
DTX3,Probable E3 ubiquitin-protein ligase DTX3,Chapter IX Diseases of the circulatory system,Atrial fibrillation and flutter,Inverse variance weighted,16,0.95 [0.83-1.09],0.480896870137272
DTX3,Probable E3 ubiquitin-protein ligase DTX3,Chapter IX Diseases of the circulatory system,Cardiomyopathy,Inverse variance weighted,16,0.97 [0.83-1.12],0.662085394820517
DTX3,Probable E3 ubiquitin-protein ligase DTX3,Chapter IX Diseases of the circulatory system,Coronary atherosclerosis,Inverse variance weighted,16,1.02 [0.96-1.08],0.610694049535273
DTX3,Probable E3 ubiquitin-protein ligase DTX3,Chapter IX Diseases of the circulatory system,"Heart failure, strict",Inverse variance weighted,16,0.97 [0.90-1.04],0.378520643853078
DTX3,Probable E3 ubiquitin-protein ligase DTX3,Chapter IX Diseases of the circulatory system,"Hypertension, essential",Inverse variance weighted,16,0.99 [0.90-1.09],0.809034592625149
