Protein,Protein_definition,Disease_category,Disease,Method,Nb_SNP,OR[95%CI],P_value
CA14,Carbonic anhydrase 14,Chapter X Diseases of the respiratory system,"Asthma, unspecified (mode)",Inverse variance weighted,21,1.07 [0.95-1.20],0.23900380374182
CA14,Carbonic anhydrase 14,Chapter XI Diseases of the digestive system,Crohn's disease NAS,Inverse variance weighted,21,0.98 [0.74-1.29],0.882645353911946
CA14,Carbonic anhydrase 14,Chapter X Diseases of the respiratory system,Early onset COPD,Inverse variance weighted,21,1.20 [1.03-1.39],0.0183199689849922
CA14,Carbonic anhydrase 14,"Chapter VII Diseases of the eye, adnexa, ear and mastoid process","Diabetic maculopathy, excluding more controls",Inverse variance weighted,21,1.08 [0.85-1.36],0.534841224925076
CA14,Carbonic anhydrase 14,"Chapter IV Endocrine, nutritional and metabolic diseases",Pure hypercholesterolaemia,Inverse variance weighted,21,0.99 [0.88-1.11],0.883661876072118
CA14,Carbonic anhydrase 14,"Chapter IV Endocrine, nutritional and metabolic diseases",Disorders of lipoprotein metabolism and other lipidaemias,Inverse variance weighted,21,0.98 [0.89-1.07],0.623196359808146
CA14,Carbonic anhydrase 14,"Chapter IV Endocrine, nutritional and metabolic diseases",Metabolic disorders,Inverse variance weighted,21,0.97 [0.91-1.04],0.452686124986221
CA14,Carbonic anhydrase 14,Chapter VI Diseases of the nervous system,Cerebral palsy and other paralytic syndromes,Inverse variance weighted,21,0.83 [0.66-1.03],0.0826776043060089
CA14,Carbonic anhydrase 14,Chapter VI Diseases of the nervous system,Hemiplegia,Inverse variance weighted,21,0.68 [0.49-0.94],0.0181613278001381
CA14,Carbonic anhydrase 14,Chapter VI Diseases of the nervous system,MS-disease / Multiple Sclerosis,Inverse variance weighted,21,1.00 [0.70-1.44],0.981840047247797
CA14,Carbonic anhydrase 14,Chapter IX Diseases of the circulatory system,Atrial fibrillation and flutter,Inverse variance weighted,21,0.92 [0.83-1.02],0.116689752986239
CA14,Carbonic anhydrase 14,Chapter IX Diseases of the circulatory system,Angina pectoris,Inverse variance weighted,21,0.91 [0.84-1.00],0.0403777436628378
CA14,Carbonic anhydrase 14,Chapter IX Diseases of the circulatory system,Major coronary heart disease event,Inverse variance weighted,21,0.93 [0.86-1.01],0.0738322535009323
CA14,Carbonic anhydrase 14,Chapter IX Diseases of the circulatory system,Coronary atherosclerosis,Inverse variance weighted,21,0.91 [0.82-1.01],0.0640422314451356
