Protein,Protein_definition,Disease_category,Disease,Method,Nb_SNP,OR[95%CI],P_value
FGF5,Fibroblast growth factor 5,Chapter III Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,Other and unspecified anaemias,Inverse variance weighted,43,1.00 [0.96-1.04],0.970404956485386
FGF5,Fibroblast growth factor 5,"Chapter VII Diseases of the eye, adnexa, ear and mastoid process","Diabetic maculopathy, excluding more controls",Inverse variance weighted,43,1.06 [0.98-1.14],0.143779122226855
FGF5,Fibroblast growth factor 5,"Chapter IV Endocrine, nutritional and metabolic diseases","Other disorders of fluid, electrolyte and acid-base balance",Inverse variance weighted,43,1.02 [0.98-1.07],0.353132132298518
FGF5,Fibroblast growth factor 5,"Chapter IV Endocrine, nutritional and metabolic diseases",Pure hypercholesterolaemia,Inverse variance weighted,43,1.03 [1.00-1.06],0.0443076781285799
FGF5,Fibroblast growth factor 5,"Chapter IV Endocrine, nutritional and metabolic diseases",Disorders of lipoprotein metabolism and other lipidaemias,Inverse variance weighted,43,1.03 [1.00-1.05],0.0573275578175952
FGF5,Fibroblast growth factor 5,"Chapter IV Endocrine, nutritional and metabolic diseases",Metabolic disorders,Inverse variance weighted,43,1.02 [1.00-1.05],0.0437374097821064
FGF5,Fibroblast growth factor 5,"Chapter IV Endocrine, nutritional and metabolic diseases",Volume depletion,Inverse variance weighted,43,1.02 [0.93-1.11],0.710403968006205
FGF5,Fibroblast growth factor 5,Chapter IX Diseases of the circulatory system,Atrial fibrillation and flutter,Inverse variance weighted,43,1.11 [1.08-1.15],3.54242573762445e-11
FGF5,Fibroblast growth factor 5,Chapter IX Diseases of the circulatory system,Angina pectoris,Inverse variance weighted,43,1.05 [1.01-1.08],0.0130644324211148
FGF5,Fibroblast growth factor 5,Chapter IX Diseases of the circulatory system,Coronary atherosclerosis,Inverse variance weighted,43,1.05 [1.02-1.08],0.0016146727524049
FGF5,Fibroblast growth factor 5,Chapter IX Diseases of the circulatory system,"Heart failure, strict",Inverse variance weighted,43,1.04 [1.00-1.07],0.0365305087366556
FGF5,Fibroblast growth factor 5,Chapter IX Diseases of the circulatory system,"Hypertension, essential",Inverse variance weighted,43,1.12 [1.10-1.15],1.75499923556543e-20
FGF5,Fibroblast growth factor 5,Chapter IX Diseases of the circulatory system,Hypertension,Inverse variance weighted,43,1.13 [1.11-1.16],1.68920797539183e-24
FGF5,Fibroblast growth factor 5,Chapter IX Diseases of the circulatory system,Hypertensive Renal Disease,Inverse variance weighted,43,1.06 [0.92-1.22],0.446043673547921
FGF5,Fibroblast growth factor 5,Chapter IX Diseases of the circulatory system,"Ischaemic heart disease, wide definition",Inverse variance weighted,43,1.04 [1.01-1.06],0.0035983603340302
FGF5,Fibroblast growth factor 5,Chapter IX Diseases of the circulatory system,Death due to cardiac causes,Inverse variance weighted,43,1.04 [1.00-1.08],0.0410738882596743
FGF5,Fibroblast growth factor 5,Chapter IX Diseases of the circulatory system,"Stroke, excluding SAH",Inverse variance weighted,43,1.05 [1.02-1.08],0.0021297981545405
FGF5,Fibroblast growth factor 5,Chapter X Diseases of the respiratory system,Unspecified acute lower respiratory infection,Inverse variance weighted,43,1.03 [0.97-1.10],0.336773227813365
FGF5,Fibroblast growth factor 5,Chapter X Diseases of the respiratory system,Influenza and pneumonia,Inverse variance weighted,43,0.98 [0.96-1.00],0.0640444767556411
FGF5,Fibroblast growth factor 5,Chapter X Diseases of the respiratory system,Other acute lower respiratory infections,Inverse variance weighted,43,0.99 [0.96-1.03],0.673097697623984
FGF5,Fibroblast growth factor 5,Chapter XIII Diseases of the musculoskeletal system and connective tissue,Arthropathies,Inverse variance weighted,43,1.01 [0.99-1.03],0.167226208903411
FGF5,Fibroblast growth factor 5,Chapter XIV Diseases of the genitourinary system,Acute renal failure,Inverse variance weighted,43,0.97 [0.91-1.03],0.329083573015336
FGF5,Fibroblast growth factor 5,Chapter XIV Diseases of the genitourinary system,Chronic kidney disease,Inverse variance weighted,43,0.98 [0.93-1.02],0.31400570317659
FGF5,Fibroblast growth factor 5,Chapter XIV Diseases of the genitourinary system,Renal tubulo-interstitial diseases,Inverse variance weighted,43,0.98 [0.95-1.00],0.0915399755546829
FGF5,Fibroblast growth factor 5,Chapter XIV Diseases of the genitourinary system,Unspecified kidney failure,Inverse variance weighted,43,1.00 [0.92-1.10],0.9123918471799
