Protein,Protein_definition,Disease_category,Disease,Method,Nb_SNP,OR[95%CI],P_value
C7,Complement component C7,Chapter I Certain infectious and parasitic diseases,"Bacterial, viral and other infectious agents",Inverse variance weighted,60,0.97 [0.91-1.02],0.243179473869353
C7,Complement component C7,Chapter I Certain infectious and parasitic diseases,Other bacterial diseases,Inverse variance weighted,60,1.02 [1.00-1.04],0.044884733654425
C7,Complement component C7,Chapter I Certain infectious and parasitic diseases,Other bacterial agents as the cause of diseases classified to other chapters,Inverse variance weighted,60,0.89 [0.75-1.07],0.234861024022332
C7,Complement component C7,Chapter I Certain infectious and parasitic diseases,Other septicaemia,Inverse variance weighted,60,1.02 [0.98-1.05],0.342993137182213
C7,Complement component C7,Chapter I Certain infectious and parasitic diseases,Streptococcus and staphylococcus as the cause of diseases classified to other chapters,Inverse variance weighted,60,0.93 [0.72-1.19],0.540893145326962
C7,Complement component C7,Chapter V Mental and behavioural disorders,"Acute alcohol intoxication, ICD10",Inverse variance weighted,60,1.04 [0.99-1.09],0.10778788681636
C7,Complement component C7,Chapter X Diseases of the respiratory system,"Asthma, unspecified (mode)",Inverse variance weighted,60,1.00 [0.98-1.02],0.867863755623344
C7,Complement component C7,Chapter V Mental and behavioural disorders,"Alcohol use disorder, ICD-based",Inverse variance weighted,60,1.03 [1.00-1.06],0.041514487556471
C7,Complement component C7,Chapter XI Diseases of the digestive system,Crohn's disease NAS,Inverse variance weighted,60,1.09 [1.00-1.19],0.0560658507312014
C7,Complement component C7,Chapter X Diseases of the respiratory system,Early onset COPD,Inverse variance weighted,60,1.00 [0.97-1.04],0.999786203997899
C7,Complement component C7,Chapter III Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,Other and unspecified iron deficiency,Inverse variance weighted,60,1.00 [0.97-1.03],0.92023310001964
C7,Complement component C7,Chapter III Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,Other and unspecified anaemias,Inverse variance weighted,60,1.00 [0.97-1.02],0.905516975054551
C7,Complement component C7,"Chapter VII Diseases of the eye, adnexa, ear and mastoid process","Diabetic maculopathy, excluding more controls",Inverse variance weighted,60,1.04 [0.99-1.09],0.15314171878482
C7,Complement component C7,"Chapter IV Endocrine, nutritional and metabolic diseases","Other disorders of fluid, electrolyte and acid-base balance",Inverse variance weighted,60,1.02 [0.99-1.06],0.137340437628002
C7,Complement component C7,"Chapter IV Endocrine, nutritional and metabolic diseases",Pure hypercholesterolaemia,Inverse variance weighted,60,1.00 [0.98-1.02],0.920233806442581
C7,Complement component C7,"Chapter IV Endocrine, nutritional and metabolic diseases","Hyperlipidaemia, other/unspecified",Inverse variance weighted,60,1.01 [0.98-1.04],0.542284742682733
C7,Complement component C7,"Chapter IV Endocrine, nutritional and metabolic diseases",Disorders of lipoprotein metabolism and other lipidaemias,Inverse variance weighted,60,1.01 [0.99-1.02],0.519507518768989
C7,Complement component C7,"Chapter IV Endocrine, nutritional and metabolic diseases",Metabolic disorders,Inverse variance weighted,60,1.00 [0.99-1.02],0.670746368963155
C7,Complement component C7,Chapter V Mental and behavioural disorders,Acute alcohol intoxication,Inverse variance weighted,60,1.03 [0.99-1.08],0.0934308826097114
C7,Complement component C7,Chapter V Mental and behavioural disorders,Alcohol dependence,Inverse variance weighted,60,1.01 [0.98-1.05],0.479200204094132
C7,Complement component C7,Chapter VI Diseases of the nervous system,Episodal and paroxysmal disorders,Inverse variance weighted,60,1.01 [1.00-1.03],0.0128607106981115
C7,Complement component C7,Chapter IX Diseases of the circulatory system,Atrial fibrillation and flutter,Inverse variance weighted,60,1.02 [1.00-1.05],0.0433729025963162
C7,Complement component C7,Chapter IX Diseases of the circulatory system,Angina pectoris,Inverse variance weighted,60,1.01 [0.99-1.03],0.58688807020587
C7,Complement component C7,Chapter IX Diseases of the circulatory system,Major coronary heart disease event,Inverse variance weighted,60,1.00 [0.98-1.02],0.808847027558751
C7,Complement component C7,Chapter IX Diseases of the circulatory system,Conduction disorders,Inverse variance weighted,60,1.04 [1.01-1.07],0.0185418299392058
C7,Complement component C7,Chapter IX Diseases of the circulatory system,Coronary atherosclerosis,Inverse variance weighted,60,1.01 [0.99-1.04],0.2313223614289
C7,Complement component C7,Chapter IX Diseases of the circulatory system,"Heart failure, strict",Inverse variance weighted,60,1.03 [1.01-1.06],0.0066441839239083
C7,Complement component C7,Chapter IX Diseases of the circulatory system,"Hypertension, essential",Inverse variance weighted,60,1.02 [1.00-1.03],0.0351874052774288
C7,Complement component C7,Chapter IX Diseases of the circulatory system,Hypertension,Inverse variance weighted,60,1.02 [1.00-1.03],0.0126078240408373
C7,Complement component C7,Chapter IX Diseases of the circulatory system,"Hypertension, Pulmonary Arterial",Inverse variance weighted,60,1.43 [1.18-1.73],0.0002234327521347
C7,Complement component C7,Chapter IX Diseases of the circulatory system,Hypertensive Renal Disease,Inverse variance weighted,60,1.04 [0.95-1.14],0.355896657509233
C7,Complement component C7,Chapter IX Diseases of the circulatory system,"Ischaemic heart disease, wide definition",Inverse variance weighted,60,1.01 [0.99-1.03],0.154279868470778
C7,Complement component C7,Chapter IX Diseases of the circulatory system,Death due to cardiac causes,Inverse variance weighted,60,1.03 [1.00-1.05],0.057965795102043
C7,Complement component C7,Chapter IX Diseases of the circulatory system,"Myocardial infarction, strict",Inverse variance weighted,60,1.01 [0.99-1.04],0.31675614157388
C7,Complement component C7,Chapter IX Diseases of the circulatory system,Other or ill-defined heart diseases,Inverse variance weighted,60,1.03 [0.95-1.11],0.495155951498734
C7,Complement component C7,Chapter IX Diseases of the circulatory system,Other peripheral vascular diseases,Inverse variance weighted,60,1.02 [0.96-1.08],0.538846361958391
C7,Complement component C7,Chapter IX Diseases of the circulatory system,Paroxysmal tachycardia,Inverse variance weighted,60,1.03 [0.99-1.06],0.128023816555881
C7,Complement component C7,Chapter IX Diseases of the circulatory system,Rheumatic valve diseases,Inverse variance weighted,60,1.10 [0.99-1.23],0.0815515246447917
C7,Complement component C7,Chapter IX Diseases of the circulatory system,Secondary right heart disease,Inverse variance weighted,60,1.16 [1.06-1.27],0.001021317384582
C7,Complement component C7,Chapter IX Diseases of the circulatory system,"Stroke, excluding SAH",Inverse variance weighted,60,1.03 [1.01-1.06],0.0031615036973712
C7,Complement component C7,Chapter X Diseases of the respiratory system,Interstitial lung disease,Inverse variance weighted,60,0.99 [0.95-1.04],0.644766329496301
