Protein,Protein_definition,Disease_category,Disease,Method,Nb_SNP,OR[95%CI],P_value
ITIH3,Inter-alpha-trypsin inhibitor heavy chain H3,Chapter I Certain infectious and parasitic diseases,"Bacterial, viral and other infectious agents",Inverse variance weighted,42,0.97 [0.85-1.09],0.58571257358203
ITIH3,Inter-alpha-trypsin inhibitor heavy chain H3,Chapter I Certain infectious and parasitic diseases,Other bacterial diseases,Inverse variance weighted,42,1.02 [0.98-1.05],0.326091214961663
ITIH3,Inter-alpha-trypsin inhibitor heavy chain H3,Chapter I Certain infectious and parasitic diseases,Other septicaemia,Inverse variance weighted,42,1.05 [0.99-1.11],0.12795508594259
ITIH3,Inter-alpha-trypsin inhibitor heavy chain H3,Chapter X Diseases of the respiratory system,Early onset COPD,Inverse variance weighted,42,1.04 [0.95-1.15],0.390122059076969
ITIH3,Inter-alpha-trypsin inhibitor heavy chain H3,Chapter III Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,Other and unspecified iron deficiency,Inverse variance weighted,42,0.99 [0.93-1.05],0.676870528242158
ITIH3,Inter-alpha-trypsin inhibitor heavy chain H3,Chapter III Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,Other and unspecified anaemias,Inverse variance weighted,42,1.00 [0.95-1.06],0.897585455194994
ITIH3,Inter-alpha-trypsin inhibitor heavy chain H3,"Chapter VII Diseases of the eye, adnexa, ear and mastoid process","Diabetic maculopathy, excluding more controls",Inverse variance weighted,42,0.90 [0.80-1.02],0.102561803943218
ITIH3,Inter-alpha-trypsin inhibitor heavy chain H3,"Chapter IV Endocrine, nutritional and metabolic diseases","Other disorders of fluid, electrolyte and acid-base balance",Inverse variance weighted,42,0.99 [0.92-1.05],0.657135116173456
ITIH3,Inter-alpha-trypsin inhibitor heavy chain H3,"Chapter IV Endocrine, nutritional and metabolic diseases",Pure hypercholesterolaemia,Inverse variance weighted,42,1.00 [0.94-1.06],0.97742158218509
ITIH3,Inter-alpha-trypsin inhibitor heavy chain H3,"Chapter IV Endocrine, nutritional and metabolic diseases",Disorders of lipoprotein metabolism and other lipidaemias,Inverse variance weighted,42,1.00 [0.96-1.05],0.855574662548018
ITIH3,Inter-alpha-trypsin inhibitor heavy chain H3,"Chapter IV Endocrine, nutritional and metabolic diseases",Metabolic disorders,Inverse variance weighted,42,0.99 [0.96-1.03],0.710130596362929
ITIH3,Inter-alpha-trypsin inhibitor heavy chain H3,"Chapter IV Endocrine, nutritional and metabolic diseases",Obesity,Inverse variance weighted,42,1.01 [0.95-1.08],0.731130463683161
ITIH3,Inter-alpha-trypsin inhibitor heavy chain H3,"Chapter IV Endocrine, nutritional and metabolic diseases","Obesity, other/unspecified",Inverse variance weighted,42,0.99 [0.92-1.07],0.862944449902274
ITIH3,Inter-alpha-trypsin inhibitor heavy chain H3,Chapter VI Diseases of the nervous system,Cerebral palsy and other paralytic syndromes,Inverse variance weighted,42,1.02 [0.90-1.15],0.801869148695037
ITIH3,Inter-alpha-trypsin inhibitor heavy chain H3,Chapter VI Diseases of the nervous system,Hemiplegia,Inverse variance weighted,42,0.97 [0.82-1.13],0.675141742732541
ITIH3,Inter-alpha-trypsin inhibitor heavy chain H3,Chapter IX Diseases of the circulatory system,Atrial fibrillation and flutter,Inverse variance weighted,42,1.02 [0.97-1.07],0.450226417101079
ITIH3,Inter-alpha-trypsin inhibitor heavy chain H3,Chapter IX Diseases of the circulatory system,Angina pectoris,Inverse variance weighted,42,1.04 [0.99-1.10],0.117026364111594
ITIH3,Inter-alpha-trypsin inhibitor heavy chain H3,Chapter IX Diseases of the circulatory system,Major coronary heart disease event,Inverse variance weighted,42,1.03 [0.98-1.08],0.293518739890168
ITIH3,Inter-alpha-trypsin inhibitor heavy chain H3,Chapter IX Diseases of the circulatory system,Coronary atherosclerosis,Inverse variance weighted,42,1.01 [0.97-1.05],0.70085983935156
ITIH3,Inter-alpha-trypsin inhibitor heavy chain H3,Chapter IX Diseases of the circulatory system,"Heart failure, strict",Inverse variance weighted,42,1.00 [0.95-1.04],0.827373832362254
ITIH3,Inter-alpha-trypsin inhibitor heavy chain H3,Chapter IX Diseases of the circulatory system,"Hypertension, essential",Inverse variance weighted,42,1.01 [0.97-1.06],0.513351708253689
ITIH3,Inter-alpha-trypsin inhibitor heavy chain H3,Chapter IX Diseases of the circulatory system,Hypertension,Inverse variance weighted,42,1.02 [0.98-1.07],0.296089080003374
ITIH3,Inter-alpha-trypsin inhibitor heavy chain H3,Chapter IX Diseases of the circulatory system,Hypertensive Renal Disease,Inverse variance weighted,42,1.11 [0.88-1.39],0.378375718105168
ITIH3,Inter-alpha-trypsin inhibitor heavy chain H3,Chapter IX Diseases of the circulatory system,"Ischaemic heart disease, wide definition",Inverse variance weighted,42,1.00 [0.96-1.05],0.83038190287633
ITIH3,Inter-alpha-trypsin inhibitor heavy chain H3,Chapter IX Diseases of the circulatory system,Death due to cardiac causes,Inverse variance weighted,42,1.00 [0.95-1.05],0.913754989717886
ITIH3,Inter-alpha-trypsin inhibitor heavy chain H3,Chapter IX Diseases of the circulatory system,"Myocardial infarction, strict",Inverse variance weighted,42,1.07 [1.01-1.14],0.0274582534837387
ITIH3,Inter-alpha-trypsin inhibitor heavy chain H3,Chapter IX Diseases of the circulatory system,Other peripheral vascular diseases,Inverse variance weighted,42,0.91 [0.79-1.06],0.237856634447884
ITIH3,Inter-alpha-trypsin inhibitor heavy chain H3,Chapter IX Diseases of the circulatory system,Phlebitis and thrombophlebitis (not including DVT),Inverse variance weighted,42,0.94 [0.86-1.03],0.196708576741983
ITIH3,Inter-alpha-trypsin inhibitor heavy chain H3,Chapter IX Diseases of the circulatory system,"Stroke, excluding SAH",Inverse variance weighted,42,0.98 [0.93-1.03],0.358001734392857
ITIH3,Inter-alpha-trypsin inhibitor heavy chain H3,Chapter IX Diseases of the circulatory system,Venous thromboembolism,Inverse variance weighted,42,0.93 [0.89-0.97],0.0017888198564328
ITIH3,Inter-alpha-trypsin inhibitor heavy chain H3,Chapter X Diseases of the respiratory system,"Asthma, excluding more controls",Inverse variance weighted,42,1.02 [0.97-1.06],0.421927571105372
ITIH3,Inter-alpha-trypsin inhibitor heavy chain H3,Chapter X Diseases of the respiratory system,Influenza and pneumonia,Inverse variance weighted,42,0.97 [0.95-1.00],0.0550664478059007
ITIH3,Inter-alpha-trypsin inhibitor heavy chain H3,Chapter X Diseases of the respiratory system,Chronic lower respiratory diseases,Inverse variance weighted,42,1.01 [0.97-1.04],0.649244963199401
ITIH3,Inter-alpha-trypsin inhibitor heavy chain H3,Chapter X Diseases of the respiratory system,Other diseases of pleura,Inverse variance weighted,42,0.89 [0.84-0.95],0.0002059564875374
ITIH3,Inter-alpha-trypsin inhibitor heavy chain H3,Chapter X Diseases of the respiratory system,Pleural effusion,Inverse variance weighted,42,0.88 [0.79-0.98],0.015666585233625
ITIH3,Inter-alpha-trypsin inhibitor heavy chain H3,Chapter XI Diseases of the digestive system,Diseases of liver,Inverse variance weighted,42,0.98 [0.92-1.04],0.569299494052566
ITIH3,Inter-alpha-trypsin inhibitor heavy chain H3,Chapter XI Diseases of the digestive system,"Diseases of oesophagus, stomach and duodenum",Inverse variance weighted,42,0.98 [0.94-1.01],0.192515517026607
ITIH3,Inter-alpha-trypsin inhibitor heavy chain H3,Chapter XI Diseases of the digestive system,Diseases of the digestive system,Inverse variance weighted,42,0.97 [0.92-1.03],0.33459552307199
ITIH3,Inter-alpha-trypsin inhibitor heavy chain H3,Chapter V Mental and behavioural disorders,Any mental disorder,Inverse variance weighted,42,1.00 [0.97-1.04],0.866820452615276
ITIH3,Inter-alpha-trypsin inhibitor heavy chain H3,Chapter V Mental and behavioural disorders,"Substance abuse, excluding more controls",Inverse variance weighted,42,1.04 [0.98-1.11],0.199495153002253
ITIH3,Inter-alpha-trypsin inhibitor heavy chain H3,Chapter XIII Diseases of the musculoskeletal system and connective tissue,Polyarthropathies,Inverse variance weighted,42,0.96 [0.92-1.00],0.0384261997106331
ITIH3,Inter-alpha-trypsin inhibitor heavy chain H3,Chapter XIII Diseases of the musculoskeletal system and connective tissue,Rheumatoid arthritis,Inverse variance weighted,42,1.09 [1.03-1.16],0.0049177194511444
ITIH3,Inter-alpha-trypsin inhibitor heavy chain H3,Chapter XIV Diseases of the genitourinary system,Acute renal failure,Inverse variance weighted,42,0.88 [0.81-0.95],0.0020392867332536
ITIH3,Inter-alpha-trypsin inhibitor heavy chain H3,Chapter XIV Diseases of the genitourinary system,Chronic kidney disease,Inverse variance weighted,42,0.97 [0.90-1.05],0.437502454325584
ITIH3,Inter-alpha-trypsin inhibitor heavy chain H3,Chapter XIV Diseases of the genitourinary system,Noninflammatory disorders of female genital tract,Inverse variance weighted,42,1.01 [0.98-1.05],0.438038370114509
ITIH3,Inter-alpha-trypsin inhibitor heavy chain H3,Chapter XIV Diseases of the genitourinary system,Renal tubulo-interstitial diseases,Inverse variance weighted,42,1.05 [1.01-1.09],0.0061460836163889
ITIH3,Inter-alpha-trypsin inhibitor heavy chain H3,Chapter XIV Diseases of the genitourinary system,Unspecified kidney failure,Inverse variance weighted,42,0.92 [0.81-1.04],0.192333942773651
ITIH3,Inter-alpha-trypsin inhibitor heavy chain H3,Chapter XIII Diseases of the musculoskeletal system and connective tissue,Other/unspecified rheumatoid arthritis,Inverse variance weighted,42,1.03 [0.93-1.14],0.609715521648037
ITIH3,Inter-alpha-trypsin inhibitor heavy chain H3,Chapter XIII Diseases of the musculoskeletal system and connective tissue,"Other (seronegative) rheumatoid arthritis, wide",Inverse variance weighted,42,1.01 [0.93-1.10],0.801435418254484
