Protein,Protein_definition,Disease_category,Disease,Method,Nb_SNP,OR[95%CI],P_value
EBI3_IL27,Interleukin-27,Chapter I Certain infectious and parasitic diseases,"Bacterial, viral and other infectious agents",Inverse variance weighted,37,0.97 [0.86-1.10],0.6318787949716
EBI3_IL27,Interleukin-27,Chapter I Certain infectious and parasitic diseases,Other bacterial diseases,Inverse variance weighted,37,0.98 [0.95-1.02],0.268979460015855
EBI3_IL27,Interleukin-27,Chapter I Certain infectious and parasitic diseases,Other septicaemia,Inverse variance weighted,37,0.96 [0.92-1.02],0.17902170756639
EBI3_IL27,Interleukin-27,Chapter I Certain infectious and parasitic diseases,Streptococcus and staphylococcus as the cause of diseases classified to other chapters,Inverse variance weighted,37,0.90 [0.57-1.42],0.647399450199005
EBI3_IL27,Interleukin-27,Chapter X Diseases of the respiratory system,"Asthma, unspecified (mode)",Inverse variance weighted,37,1.01 [0.96-1.06],0.643618698661176
EBI3_IL27,Interleukin-27,Chapter II Neoplasms,"Non-Hodgkin lymphoma, all, excluding all cancers (controls excluding all cancers)",Inverse variance weighted,37,0.92 [0.77-1.11],0.408736315329095
EBI3_IL27,Interleukin-27,Chapter X Diseases of the respiratory system,Early onset COPD,Inverse variance weighted,37,0.96 [0.88-1.04],0.28162973490203
EBI3_IL27,Interleukin-27,Chapter III Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,Other and unspecified iron deficiency,Inverse variance weighted,37,0.95 [0.89-1.00],0.0571318505434217
EBI3_IL27,Interleukin-27,Chapter III Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,Other and unspecified anaemias,Inverse variance weighted,37,0.95 [0.90-1.00],0.0417979255426509
EBI3_IL27,Interleukin-27,"Chapter VII Diseases of the eye, adnexa, ear and mastoid process","Diabetic maculopathy, excluding more controls",Inverse variance weighted,37,1.06 [0.95-1.17],0.294823168030523
EBI3_IL27,Interleukin-27,"Chapter IV Endocrine, nutritional and metabolic diseases","Other disorders of fluid, electrolyte and acid-base balance",Inverse variance weighted,37,1.04 [0.98-1.10],0.235256067351559
EBI3_IL27,Interleukin-27,"Chapter IV Endocrine, nutritional and metabolic diseases",Pure hypercholesterolaemia,Inverse variance weighted,37,0.99 [0.95-1.03],0.60486375943071
