Protein,Protein_definition,Disease_category,Disease,Method,Nb_SNP,OR[95%CI],P_value
CDH1,Cadherin-1,Chapter I Certain infectious and parasitic diseases,"Bacterial, viral and other infectious agents",Inverse variance weighted,17,1.13 [0.95-1.33],0.172806324141125
CDH1,Cadherin-1,Chapter I Certain infectious and parasitic diseases,Other bacterial diseases,Inverse variance weighted,17,0.95 [0.91-1.00],0.0388156201782717
CDH1,Cadherin-1,Chapter I Certain infectious and parasitic diseases,Other septicaemia,Inverse variance weighted,17,0.95 [0.88-1.03],0.215197843040769
CDH1,Cadherin-1,Chapter III Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,Other and unspecified anaemias,Inverse variance weighted,17,1.03 [0.96-1.11],0.431003263679954
CDH1,Cadherin-1,"Chapter VII Diseases of the eye, adnexa, ear and mastoid process","Diabetic maculopathy, excluding more controls",Inverse variance weighted,17,0.90 [0.78-1.04],0.149061001336684
CDH1,Cadherin-1,"Chapter IV Endocrine, nutritional and metabolic diseases","Other disorders of fluid, electrolyte and acid-base balance",Inverse variance weighted,17,0.96 [0.86-1.06],0.414932025539258
CDH1,Cadherin-1,"Chapter IV Endocrine, nutritional and metabolic diseases",Pure hypercholesterolaemia,Inverse variance weighted,17,1.00 [0.92-1.08],0.930913622208201
CDH1,Cadherin-1,"Chapter IV Endocrine, nutritional and metabolic diseases",Disorders of lipoprotein metabolism and other lipidaemias,Inverse variance weighted,17,1.00 [0.93-1.08],0.98731266584458
CDH1,Cadherin-1,"Chapter IV Endocrine, nutritional and metabolic diseases",Metabolic disorders,Inverse variance weighted,17,0.99 [0.94-1.05],0.734126938736836
CDH1,Cadherin-1,"Chapter IV Endocrine, nutritional and metabolic diseases",Volume depletion,Inverse variance weighted,17,0.98 [0.79-1.22],0.873211439992136
CDH1,Cadherin-1,"Chapter VII Diseases of the eye, adnexa, ear and mastoid process",Other cataract,Inverse variance weighted,17,0.98 [0.90-1.06],0.551948106483963
CDH1,Cadherin-1,"Chapter VII Diseases of the eye, adnexa, ear and mastoid process",Disorders of choroid and retina,Inverse variance weighted,17,0.94 [0.89-0.99],0.0285576711804418
CDH1,Cadherin-1,Chapter IX Diseases of the circulatory system,"Heart failure, strict",Inverse variance weighted,17,1.02 [0.96-1.08],0.581910880637555
CDH1,Cadherin-1,Chapter IX Diseases of the circulatory system,"Hypertension, essential",Inverse variance weighted,17,0.97 [0.90-1.03],0.322538814087218
CDH1,Cadherin-1,Chapter IX Diseases of the circulatory system,Hypertension,Inverse variance weighted,17,0.96 [0.89-1.03],0.237334181405104
CDH1,Cadherin-1,Chapter IX Diseases of the circulatory system,Hypertensive Renal Disease,Inverse variance weighted,17,1.12 [0.74-1.71],0.593580180616722
CDH1,Cadherin-1,Chapter IX Diseases of the circulatory system,Death due to cardiac causes,Inverse variance weighted,17,1.00 [0.92-1.08],0.978584884408488
CDH1,Cadherin-1,Chapter XI Diseases of the digestive system,Coeliac disease,Inverse variance weighted,17,1.08 [0.92-1.28],0.335700541675669
CDH1,Cadherin-1,Chapter XI Diseases of the digestive system,Noninfective enteritis and colitis,Inverse variance weighted,17,0.96 [0.90-1.03],0.293025287285052
CDH1,Cadherin-1,Chapter XI Diseases of the digestive system,Diseases of liver,Inverse variance weighted,17,0.93 [0.84-1.02],0.137544098431797
CDH1,Cadherin-1,Chapter XI Diseases of the digestive system,Intestinal malabsorption,Inverse variance weighted,17,1.02 [0.80-1.31],0.854508857810871
CDH1,Cadherin-1,Chapter XI Diseases of the digestive system,Diseases of the digestive system,Inverse variance weighted,17,1.01 [0.95-1.09],0.680965330851324
CDH1,Cadherin-1,Chapter XII Diseases of the skin and subcutaneous tissue,Cellulitis,Inverse variance weighted,17,1.07 [0.95-1.21],0.282752471592179
CDH1,Cadherin-1,Chapter XII Diseases of the skin and subcutaneous tissue,Infections of the skin and subcutaneous tissue,Inverse variance weighted,17,1.05 [0.99-1.12],0.105377129315611
CDH1,Cadherin-1,Chapter XIII Diseases of the musculoskeletal system and connective tissue,Polyarthropathies,Inverse variance weighted,17,0.97 [0.90-1.05],0.496530113663191
CDH1,Cadherin-1,Chapter XIV Diseases of the genitourinary system,Acute renal failure,Inverse variance weighted,17,1.03 [0.90-1.17],0.703864309437368
CDH1,Cadherin-1,Chapter XIV Diseases of the genitourinary system,Chronic kidney disease,Inverse variance weighted,17,1.03 [0.81-1.29],0.829622974789528
CDH1,Cadherin-1,Chapter XIV Diseases of the genitourinary system,Other disorders of kidney and ureter,Inverse variance weighted,17,0.95 [0.82-1.10],0.467868344781184
CDH1,Cadherin-1,Chapter XIV Diseases of the genitourinary system,Other obstructive and reflux uropathy,Inverse variance weighted,17,1.03 [0.89-1.18],0.693193651112401
CDH1,Cadherin-1,Chapter XIV Diseases of the genitourinary system,Renal tubulo-interstitial diseases,Inverse variance weighted,17,1.00 [0.95-1.05],0.890101426190079
CDH1,Cadherin-1,Chapter XIV Diseases of the genitourinary system,Unspecified kidney failure,Inverse variance weighted,17,1.07 [0.81-1.40],0.642691362723059
