Protein,Protein_definition,Disease_category,Disease,Method,Nb_SNP,OR[95%CI],P_value
CLEC3B,Tetranectin,Chapter X Diseases of the respiratory system,"Asthma, unspecified (mode)",Inverse variance weighted,9,1.08 [0.99-1.17],0.0723528511277588
CLEC3B,Tetranectin,Chapter X Diseases of the respiratory system,Early onset COPD,Inverse variance weighted,9,1.03 [0.90-1.18],0.652519905710323
CLEC3B,Tetranectin,Chapter III Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,Other and unspecified iron deficiency,Inverse variance weighted,9,0.99 [0.88-1.10],0.806091126672085
CLEC3B,Tetranectin,Chapter III Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,Other and unspecified anaemias,Inverse variance weighted,9,0.98 [0.87-1.10],0.719363837565253
CLEC3B,Tetranectin,"Chapter VII Diseases of the eye, adnexa, ear and mastoid process","Diabetic maculopathy, excluding more controls",Inverse variance weighted,9,0.91 [0.75-1.10],0.320154050749102
CLEC3B,Tetranectin,"Chapter IV Endocrine, nutritional and metabolic diseases","Other disorders of fluid, electrolyte and acid-base balance",Inverse variance weighted,9,0.95 [0.79-1.13],0.541327270527494
CLEC3B,Tetranectin,"Chapter IV Endocrine, nutritional and metabolic diseases",Pure hypercholesterolaemia,Inverse variance weighted,9,0.96 [0.89-1.05],0.410603161859065
CLEC3B,Tetranectin,"Chapter IV Endocrine, nutritional and metabolic diseases",Disorders of lipoprotein metabolism and other lipidaemias,Inverse variance weighted,9,0.95 [0.89-1.02],0.138443072053955
CLEC3B,Tetranectin,"Chapter IV Endocrine, nutritional and metabolic diseases",Metabolic disorders,Inverse variance weighted,9,0.96 [0.90-1.03],0.278242301387526
CLEC3B,Tetranectin,"Chapter IV Endocrine, nutritional and metabolic diseases",Disorders of the thyroid gland,Inverse variance weighted,9,1.06 [1.01-1.12],0.0284621669002117
CLEC3B,Tetranectin,"Chapter IV Endocrine, nutritional and metabolic diseases",Volume depletion,Inverse variance weighted,9,0.97 [0.76-1.23],0.773091348626616
CLEC3B,Tetranectin,Chapter IX Diseases of the circulatory system,Atrial fibrillation and flutter,Inverse variance weighted,9,0.97 [0.88-1.06],0.474140636782349
CLEC3B,Tetranectin,Chapter IX Diseases of the circulatory system,Angina pectoris,Inverse variance weighted,9,0.94 [0.86-1.01],0.108736236252053
CLEC3B,Tetranectin,Chapter IX Diseases of the circulatory system,Major coronary heart disease event,Inverse variance weighted,9,0.91 [0.85-0.98],0.0076392132546315
CLEC3B,Tetranectin,Chapter IX Diseases of the circulatory system,Coronary atherosclerosis,Inverse variance weighted,9,0.92 [0.87-0.98],0.0144164921625447
CLEC3B,Tetranectin,Chapter IX Diseases of the circulatory system,"Heart failure, strict",Inverse variance weighted,9,0.98 [0.91-1.06],0.650126896660795
