Protein,Protein_definition,Disease_category,Disease,NB_individual,NB_case,OR[95%CI],P_value
KLF4,Krueppel-like factor 4,Chapter I Certain infectious and parasitic diseases,Certain infectious and parasitic diseases,16093,763,1.28 [1.09-1.51],0.0028270786398585
KLF4,Krueppel-like factor 4,Chapter I Certain infectious and parasitic diseases,Implicit bacterial Sepsis,15498,236,1.35 [1.02-1.79],0.0343895911711425
KLF4,Krueppel-like factor 4,Chapter I Certain infectious and parasitic diseases,Intestinal infectious diseases,18149,154,1.28 [0.90-1.82],0.1672220967536564
KLF4,Krueppel-like factor 4,Chapter I Certain infectious and parasitic diseases,Implicit Sepsis,11299,852,1.26 [1.07-1.48],0.0047868766228597
KLF4,Krueppel-like factor 4,Chapter I Certain infectious and parasitic diseases,Other bacterial intestinal infections,18107,112,1.03 [0.66-1.62],0.8880325093674628
KLF4,Krueppel-like factor 4,Chapter I Certain infectious and parasitic diseases,Explicit Sepsis,16172,74,2.28 [1.66-3.13],3.632405492136614e-07
KLF4,Krueppel-like factor 4,Chapter I Certain infectious and parasitic diseases,"Bacterial intestinal infections, IBD co-morbidities",19284,111,1.03 [0.65-1.63],0.8983993139367763
KLF4,Krueppel-like factor 4,Chapter I Certain infectious and parasitic diseases,Other specified/unspecified bacterial intestinal infections,19271,76,0.68 [0.37-1.22],0.1930728389576034
KLF4,Krueppel-like factor 4,Chapter I Certain infectious and parasitic diseases,Implicit viral Sepsis,15768,59,1.66 [1.07-2.59],0.0243638729570421
KLF4,Krueppel-like factor 4,Chapter I Certain infectious and parasitic diseases,Other bacterial diseases,18389,107,1.91 [1.39-2.62],5.811196447940994e-05
KLF4,Krueppel-like factor 4,Chapter I Certain infectious and parasitic diseases,Other septicaemia,18350,68,2.29 [1.66-3.17],4.435425198603593e-07
KLF4,Krueppel-like factor 4,Chapter I Certain infectious and parasitic diseases,Viral infections characterized by skin and mucous membrane lesions,19356,59,1.69 [1.09-2.63],0.020218108540654
KLF4,Krueppel-like factor 4,Chapter I Certain infectious and parasitic diseases,Other viral diseases,19397,55,1.03 [0.54-1.95],0.9360496590714358
KLF4,Krueppel-like factor 4,Chapter I Certain infectious and parasitic diseases,"Other viral diseases, not elsewhere classified",19394,52,1.02 [0.53-1.98],0.9519321559671212
KLF4,Krueppel-like factor 4,Chapter I Certain infectious and parasitic diseases,Mycoses,18997,49,1.60 [0.95-2.69],0.0742669321600764
KLF4,Krueppel-like factor 4,Chapter I Certain infectious and parasitic diseases,"Bacterial, viral and other infectious agents",18114,365,1.24 [0.98-1.57],0.0725615954993255
KLF4,Krueppel-like factor 4,Chapter I Certain infectious and parasitic diseases,Streptococcus and staphylococcus as the cause of diseases classified to other chapters,17868,119,1.70 [1.22-2.37],0.0017609679309954
KLF4,Krueppel-like factor 4,Chapter I Certain infectious and parasitic diseases,Other bacterial agents as the cause of diseases classified to other chapters,18012,263,1.11 [0.83-1.48],0.4898138107248423
KLF4,Krueppel-like factor 4,Chapter II Neoplasms,"Malignant neoplasm of colon, excluding all cancers (controls excluding all cancers)",14013,79,1.12 [0.67-1.87],0.6536102664365706
KLF4,Krueppel-like factor 4,Chapter II Neoplasms,"Malignant melanoma of skin, excluding all cancers (controls excluding all cancers)",13980,46,1.05 [0.53-2.12],0.88038660352824
KLF4,Krueppel-like factor 4,Chapter II Neoplasms,"Other malignant neoplasms of skin (=non-melanoma skin cancer), excluding all cancers (controls excluding all cancers)",14267,333,0.79 [0.60-1.04],0.0924495056713604
KLF4,Krueppel-like factor 4,Chapter II Neoplasms,"Squamous cell neoplasms and carcinomas of the skin, excluding all cancers (controls excluding all cancers)",14275,341,0.79 [0.60-1.05],0.1018149590739387
KLF4,Krueppel-like factor 4,Chapter II Neoplasms,"Malignant neoplasm of breast, excluding all cancers (controls excluding all cancers)",8015,312,0.84 [0.62-1.12],0.2352990633081979
KLF4,Krueppel-like factor 4,Chapter II Neoplasms,"Malignant neoplasm of prostate, excluding all cancers (controls excluding all cancers)",6400,169,1.10 [0.78-1.54],0.5991623179131216
KLF4,Krueppel-like factor 4,Chapter II Neoplasms,"Non-Hodgkin lymphoma, all, excluding all cancers (controls excluding all cancers)",13979,45,1.33 [0.72-2.46],0.3674827436836267
KLF4,Krueppel-like factor 4,Chapter III Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,16669,612,1.35 [1.13-1.61],0.0009484596194399
KLF4,Krueppel-like factor 4,Chapter II Neoplasms,"Benign neoplasm of colon, rectum, anus and anal canal",18100,387,0.98 [0.77-1.25],0.8673131242171807
KLF4,Krueppel-like factor 4,Chapter II Neoplasms,Benign neoplasm: Sigmoid colon,18916,129,0.98 [0.64-1.49],0.906736749771593
KLF4,Krueppel-like factor 4,Chapter II Neoplasms,"Benign neoplasm: Colon, unspecified",19433,124,1.06 [0.70-1.62],0.7789186592478525
KLF4,Krueppel-like factor 4,Chapter II Neoplasms,Benign neoplasm: Rectum,19166,79,0.95 [0.55-1.65],0.8661936200244078
KLF4,Krueppel-like factor 4,Chapter II Neoplasms,Benign neoplasm of other and ill-defined parts of digestive system,19436,82,1.01 [0.60-1.72],0.9569602196488644
KLF4,Krueppel-like factor 4,Chapter II Neoplasms,Benign neoplasm: Stomach,19484,58,0.96 [0.50-1.82],0.892385840108306
KLF4,Krueppel-like factor 4,Chapter II Neoplasms,Benign lipomatous neoplasm,19285,240,0.58 [0.41-0.81],0.0015828363948661
KLF4,Krueppel-like factor 4,Chapter II Neoplasms,Benign lipomatous neoplasm of skin and subcutaneous tissue of trunk,19466,86,0.51 [0.29-0.90],0.0202698496541016
KLF4,Krueppel-like factor 4,Chapter II Neoplasms,Benign lipomatous neoplasm of skin and subcutaneous tissue of limbs,19468,72,0.54 [0.29-1.01],0.0544737420703927
KLF4,Krueppel-like factor 4,Chapter II Neoplasms,"Haemangioma and lymphangioma, any site",19398,49,0.66 [0.32-1.38],0.2705232246302014
KLF4,Krueppel-like factor 4,Chapter II Neoplasms,"Haemangioma, any site",19401,48,0.69 [0.33-1.45],0.3275867103032477
KLF4,Krueppel-like factor 4,Chapter II Neoplasms,Melanocytic naevi,19350,121,0.71 [0.44-1.13],0.1457211237445974
