Disease_category,Disease,Protein,Protein_definition,NB_individual,NB_case,HR[95%CI],P_value
"Chapter IV Endocrine, nutritional and metabolic diseases",Depression or dysthymia,ACAA1,"3-ketoacyl-CoA thiolase, peroxisomal",24753,1587,1.18 [1.12-1.24],3.2042600083948096e-10
"Chapter IV Endocrine, nutritional and metabolic diseases",Depression or dysthymia,ACE2,Angiotensin-converting enzyme 2,24937,1604,1.45 [1.34-1.56],5.275552939349413e-21
"Chapter IV Endocrine, nutritional and metabolic diseases",Depression or dysthymia,ACVRL1,Serine/threonine-protein kinase receptor R3,25170,1596,2.00 [1.67-2.39],6.141814089733468e-14
"Chapter IV Endocrine, nutritional and metabolic diseases",Depression or dysthymia,ADAMTSL2,ADAMTS-like protein 2,22034,1423,1.69 [1.46-1.95],1.3430450805867094e-12
"Chapter IV Endocrine, nutritional and metabolic diseases",Depression or dysthymia,ADM,Pro-adrenomedullin,25612,1636,1.92 [1.63-2.27],1.640659455273673e-14
"Chapter IV Endocrine, nutritional and metabolic diseases",Depression or dysthymia,AGR2,Anterior gradient protein 2 homolog,24590,1564,1.16 [1.11-1.21],9.92421137794838e-11
"Chapter IV Endocrine, nutritional and metabolic diseases",Depression or dysthymia,AGR3,Anterior gradient protein 3,24719,1583,1.26 [1.17-1.35],1.581867195473128e-10
"Chapter IV Endocrine, nutritional and metabolic diseases",Depression or dysthymia,AGRN,Agrin,25484,1639,1.59 [1.40-1.80],2.5956148161059774e-13
"Chapter IV Endocrine, nutritional and metabolic diseases",Depression or dysthymia,ALDH3A1,"Aldehyde dehydrogenase, dimeric NADP-preferring",25340,1635,1.20 [1.13-1.27],5.468863774258803e-10
"Chapter IV Endocrine, nutritional and metabolic diseases",Depression or dysthymia,AMBP,Protein AMBP,25583,1634,2.32 [1.85-2.91],2.7104308033021205e-13
"Chapter IV Endocrine, nutritional and metabolic diseases",Depression or dysthymia,ANGPTL7,Angiopoietin-related protein 7,25612,1636,1.41 [1.27-1.57],5.157503989780367e-10
"Chapter IV Endocrine, nutritional and metabolic diseases",Depression or dysthymia,ANXA10,Annexin A10,24786,1578,1.22 [1.16-1.29],1.7308875640501736e-14
"Chapter IV Endocrine, nutritional and metabolic diseases",Depression or dysthymia,AREG,Amphiregulin,25274,1611,1.31 [1.21-1.43],2.5519790620582024e-10
"Chapter IV Endocrine, nutritional and metabolic diseases",Depression or dysthymia,ASGR1,Asialoglycoprotein receptor 1,25215,1598,2.00 [1.74-2.30],2.503341185640981e-22
"Chapter IV Endocrine, nutritional and metabolic diseases",Depression or dysthymia,ASGR2,Asialoglycoprotein receptor 2,22070,1435,1.92 [1.59-2.32],1.0699812420346834e-11
"Chapter IV Endocrine, nutritional and metabolic diseases",Depression or dysthymia,B4GALT1,"Beta-1,4-galactosyltransferase 1",25484,1639,1.66 [1.42-1.94],2.761522799048288e-10
"Chapter IV Endocrine, nutritional and metabolic diseases",Depression or dysthymia,BAIAP2,Brain-specific angiogenesis inhibitor 1-associated protein 2,24753,1587,1.23 [1.15-1.32],5.008044351330559e-10
"Chapter IV Endocrine, nutritional and metabolic diseases",Depression or dysthymia,BSG,Basigin,25644,1648,2.04 [1.62-2.56],7.325563357731635e-10
"Chapter IV Endocrine, nutritional and metabolic diseases",Depression or dysthymia,BST2,Bone marrow stromal antigen 2,25633,1638,1.34 [1.25-1.43],1.2802681078532476e-17
"Chapter IV Endocrine, nutritional and metabolic diseases",Depression or dysthymia,CCL21,C-C motif chemokine 21,25484,1639,1.37 [1.26-1.50],8.306283029288383e-13
"Chapter IV Endocrine, nutritional and metabolic diseases",Depression or dysthymia,CD14,Monocyte differentiation antigen CD14,24810,1589,1.43 [1.29-1.59],2.0247416744370572e-11
"Chapter IV Endocrine, nutritional and metabolic diseases",Depression or dysthymia,CD300E,CMRF35-like molecule 2,25532,1628,1.48 [1.33-1.65],1.4879040197020466e-12
"Chapter IV Endocrine, nutritional and metabolic diseases",Depression or dysthymia,CD302,CD302 antigen,25274,1611,1.83 [1.59-2.10],1.486607696377902e-17
"Chapter IV Endocrine, nutritional and metabolic diseases",Depression or dysthymia,CD4,T-cell surface glycoprotein CD4,25331,1632,1.46 [1.31-1.63],9.692133861922671e-12
"Chapter IV Endocrine, nutritional and metabolic diseases",Depression or dysthymia,CD74,HLA class II histocompatibility antigen gamma chain,25633,1638,1.56 [1.38-1.76],1.0746495691907597e-12
"Chapter IV Endocrine, nutritional and metabolic diseases",Depression or dysthymia,CD80,T-lymphocyte activation antigen CD80,22047,1430,1.60 [1.39-1.84],5.878668696024507e-11
"Chapter IV Endocrine, nutritional and metabolic diseases",Depression or dysthymia,CD83,CD83 antigen,25372,1636,1.68 [1.48-1.91],4.808588010375146e-16
"Chapter IV Endocrine, nutritional and metabolic diseases",Depression or dysthymia,CDCP1,CUB domain-containing protein 1,25215,1598,1.47 [1.36-1.59],2.4089614212822925e-21
"Chapter IV Endocrine, nutritional and metabolic diseases",Depression or dysthymia,CDH2,Cadherin-2,25389,1633,1.48 [1.31-1.67],4.527931274968743e-10
"Chapter IV Endocrine, nutritional and metabolic diseases",Depression or dysthymia,CHCHD10,"Coiled-coil-helix-coiled-coil-helix domain-containing protein 10, mitochondrial",21988,1429,1.57 [1.40-1.75],2.523155382068412e-15
"Chapter IV Endocrine, nutritional and metabolic diseases",Depression or dysthymia,CHGA,Chromogranin-A,22034,1423,1.29 [1.22-1.36],1.4430593400031234e-21
"Chapter IV Endocrine, nutritional and metabolic diseases",Depression or dysthymia,CHI3L1,Chitinase-3-like protein 1,24775,1597,1.24 [1.17-1.30],2.4062201947565036e-14
"Chapter IV Endocrine, nutritional and metabolic diseases",Depression or dysthymia,CKAP4,Cytoskeleton-associated protein 4,25551,1640,1.66 [1.42-1.94],1.4731509178846244e-10
"Chapter IV Endocrine, nutritional and metabolic diseases",Depression or dysthymia,COL18A1,Collagen alpha-1(XVIII) chain,25466,1638,2.00 [1.66-2.43],1.0366638226121193e-12
"Chapter IV Endocrine, nutritional and metabolic diseases",Depression or dysthymia,COL6A3,Collagen alpha-3(VI) chain,25701,1653,1.58 [1.39-1.80],3.661553052192764e-12
"Chapter IV Endocrine, nutritional and metabolic diseases",Depression or dysthymia,COLEC12,Collectin-12,25351,1631,1.85 [1.56-2.20],3.461263966400231e-12
"Chapter IV Endocrine, nutritional and metabolic diseases",Depression or dysthymia,CPM,Carboxypeptidase M,25520,1634,1.68 [1.49-1.90],1.3356376335866789e-17
"Chapter IV Endocrine, nutritional and metabolic diseases",Depression or dysthymia,CRELD1,Protein disulfide isomerase CRELD1,21545,1405,1.63 [1.43-1.87],7.133442380663923e-13
"Chapter IV Endocrine, nutritional and metabolic diseases",Depression or dysthymia,CSF1,Macrophage colony-stimulating factor 1,25484,1639,1.91 [1.64-2.23],1.3148323240299358e-16
"Chapter IV Endocrine, nutritional and metabolic diseases",Depression or dysthymia,CST3,Cystatin-C,25416,1631,1.65 [1.41-1.93],5.781815744411821e-10
"Chapter IV Endocrine, nutritional and metabolic diseases",Depression or dysthymia,CTSL,Cathepsin L1,25389,1633,1.88 [1.57-2.24],4.685998551303751e-12
"Chapter IV Endocrine, nutritional and metabolic diseases",Depression or dysthymia,CTSZ,Cathepsin Z,25360,1628,1.64 [1.43-1.89],2.220594995434248e-12
"Chapter IV Endocrine, nutritional and metabolic diseases",Depression or dysthymia,CXADR,Coxsackievirus and adenovirus receptor,25372,1636,1.40 [1.29-1.51],3.3406179006753124e-17
"Chapter IV Endocrine, nutritional and metabolic diseases",Depression or dysthymia,CXCL17,C-X-C motif chemokine 17,25687,1651,1.43 [1.31-1.55],8.490649973400288e-17
"Chapter IV Endocrine, nutritional and metabolic diseases",Depression or dysthymia,CXCL9,C-X-C motif chemokine 9,25484,1639,1.21 [1.14-1.29],2.5555760996013563e-10
"Chapter IV Endocrine, nutritional and metabolic diseases",Depression or dysthymia,DCBLD2,"Discoidin, CUB and LCCL domain-containing protein 2",25435,1628,1.55 [1.37-1.75],4.985211226020372e-12
"Chapter IV Endocrine, nutritional and metabolic diseases",Depression or dysthymia,ECHDC3,"Enoyl-CoA hydratase domain-containing protein 3, mitochondrial",22047,1430,1.21 [1.14-1.28],9.479999115636702e-10
"Chapter IV Endocrine, nutritional and metabolic diseases",Depression or dysthymia,EFNA1,Ephrin-A1,25331,1627,1.85 [1.58-2.16],3.8273365184987615e-14
"Chapter IV Endocrine, nutritional and metabolic diseases",Depression or dysthymia,EFNA4,Ephrin-A4,25170,1596,1.86 [1.61-2.16],1.5560284662273235e-16
"Chapter IV Endocrine, nutritional and metabolic diseases",Depression or dysthymia,ELN,Elastin,22047,1430,1.76 [1.53-2.04],1.0652007916558096e-14
"Chapter IV Endocrine, nutritional and metabolic diseases",Depression or dysthymia,EPHA2,Ephrin type-A receptor 2,24478,1556,1.58 [1.37-1.83],4.3248029188876626e-10
"Chapter IV Endocrine, nutritional and metabolic diseases",Depression or dysthymia,EPS8L2,Epidermal growth factor receptor kinase substrate 8-like protein 2,25575,1636,1.56 [1.36-1.78],1.6865715239151035e-10
"Chapter IV Endocrine, nutritional and metabolic diseases",Depression or dysthymia,FABP1,"Fatty acid-binding protein, liver",25351,1631,1.15 [1.10-1.21],4.3327296157151686e-10
"Chapter IV Endocrine, nutritional and metabolic diseases",Depression or dysthymia,FABP4,"Fatty acid-binding protein, adipocyte",25701,1653,1.39 [1.28-1.51],2.720580825409765e-14
"Chapter IV Endocrine, nutritional and metabolic diseases",Depression or dysthymia,FGFR2,Fibroblast growth factor receptor 2,25435,1628,2.12 [1.75-2.56],1.4572376730239225e-14
"Chapter IV Endocrine, nutritional and metabolic diseases",Depression or dysthymia,FGL1,Fibrinogen-like protein 1,22070,1435,1.29 [1.20-1.40],2.385354401773342e-10
"Chapter IV Endocrine, nutritional and metabolic diseases",Depression or dysthymia,FSTL3,Follistatin-related protein 3,25323,1629,1.73 [1.51-1.99],7.780187054222178e-15
"Chapter IV Endocrine, nutritional and metabolic diseases",Depression or dysthymia,FUOM,Fucose mutarotase,21545,1405,1.29 [1.20-1.39],3.037909420909271e-11
"Chapter IV Endocrine, nutritional and metabolic diseases",Depression or dysthymia,GAST,Gastrin,21988,1429,1.22 [1.18-1.27],2.6614435315750853e-30
"Chapter IV Endocrine, nutritional and metabolic diseases",Depression or dysthymia,GDF15,Growth/differentiation factor 15,25701,1653,1.57 [1.47-1.67],1.0256925612883611e-47
"Chapter IV Endocrine, nutritional and metabolic diseases",Depression or dysthymia,GFRA1,GDNF family receptor alpha-1,25580,1633,2.00 [1.72-2.34],8.98458034416827e-19
"Chapter IV Endocrine, nutritional and metabolic diseases",Depression or dysthymia,GGT1,Glutathione hydrolase 1 proenzyme,25331,1627,1.32 [1.21-1.43],3.40300952803882e-11
"Chapter IV Endocrine, nutritional and metabolic diseases",Depression or dysthymia,GPR37,Prosaposin receptor GPR37,24937,1604,1.28 [1.19-1.37],4.602310000029293e-12
"Chapter IV Endocrine, nutritional and metabolic diseases",Depression or dysthymia,GPRC5C,G-protein coupled receptor family C group 5 member C,21941,1424,1.27 [1.18-1.36],1.4929887063792368e-10
"Chapter IV Endocrine, nutritional and metabolic diseases",Depression or dysthymia,GRPEL1,"GrpE protein homolog 1, mitochondrial",25274,1611,1.29 [1.21-1.38],8.046756223806459e-15
"Chapter IV Endocrine, nutritional and metabolic diseases",Depression or dysthymia,GUSB,Beta-glucuronidase,25472,1640,1.27 [1.18-1.36],4.113052105538447e-11
"Chapter IV Endocrine, nutritional and metabolic diseases",Depression or dysthymia,HAVCR1,Hepatitis A virus cellular receptor 1,25583,1634,1.31 [1.23-1.41],8.578266173348184e-15
"Chapter IV Endocrine, nutritional and metabolic diseases",Depression or dysthymia,HAVCR2,Hepatitis A virus cellular receptor 2,25377,1630,1.66 [1.47-1.88],9.418310092490324e-16
"Chapter IV Endocrine, nutritional and metabolic diseases",Depression or dysthymia,HGF,Hepatocyte growth factor,25687,1651,1.50 [1.33-1.68],2.71557611346672e-11
"Chapter IV Endocrine, nutritional and metabolic diseases",Depression or dysthymia,ICAM1,Intercellular adhesion molecule 1,25254,1619,1.76 [1.53-2.04],1.79477686032614e-14
"Chapter IV Endocrine, nutritional and metabolic diseases",Depression or dysthymia,IFI30,Gamma-interferon-inducible lysosomal thiol reductase,21440,1396,1.63 [1.45-1.84],3.434962982007653e-16
"Chapter IV Endocrine, nutritional and metabolic diseases",Depression or dysthymia,IGFBP4,Insulin-like growth factor-binding protein 4,25057,1614,1.63 [1.47-1.80],6.91943621661675e-22
"Chapter IV Endocrine, nutritional and metabolic diseases",Depression or dysthymia,IGFBPL1,Insulin-like growth factor-binding protein-like 1,25389,1633,1.52 [1.34-1.73],4.12952380614452e-11
"Chapter IV Endocrine, nutritional and metabolic diseases",Depression or dysthymia,IGSF8,Immunoglobulin superfamily member 8,25389,1633,1.57 [1.37-1.80],1.239817418585786e-10
"Chapter IV Endocrine, nutritional and metabolic diseases",Depression or dysthymia,IL10RB,Interleukin-10 receptor subunit beta,25484,1639,1.62 [1.41-1.86],2.024295499741045e-11
"Chapter IV Endocrine, nutritional and metabolic diseases",Depression or dysthymia,IL15,Interleukin-15,25372,1636,1.56 [1.38-1.77],1.4607764274025868e-12
"Chapter IV Endocrine, nutritional and metabolic diseases",Depression or dysthymia,IL18BP,Interleukin-18-binding protein,25456,1634,1.83 [1.60-2.10],4.7616875761510826e-18
"Chapter IV Endocrine, nutritional and metabolic diseases",Depression or dysthymia,IL18R1,Interleukin-18 receptor 1,25687,1651,1.76 [1.55-1.99],3.2542727513559323e-19
"Chapter IV Endocrine, nutritional and metabolic diseases",Depression or dysthymia,IL1RN,Interleukin-1 receptor antagonist protein,25305,1626,1.29 [1.21-1.38],8.833018086055708e-14
"Chapter IV Endocrine, nutritional and metabolic diseases",Depression or dysthymia,IL4R,Interleukin-4 receptor subunit alpha,25372,1636,1.65 [1.47-1.85],4.9851377324682256e-17
"Chapter IV Endocrine, nutritional and metabolic diseases",Depression or dysthymia,IL6,Interleukin-6,25274,1611,1.19 [1.13-1.26],1.0418262218235784e-11
"Chapter IV Endocrine, nutritional and metabolic diseases",Depression or dysthymia,IMMT,MICOS complex subunit MIC60,21941,1424,1.43 [1.30-1.56],1.0125674888318505e-14
"Chapter IV Endocrine, nutritional and metabolic diseases",Depression or dysthymia,KRT18,"Keratin, type I cytoskeletal 18",25274,1611,1.20 [1.14-1.26],5.805167640888964e-13
"Chapter IV Endocrine, nutritional and metabolic diseases",Depression or dysthymia,LAMP3,Lysosome-associated membrane glycoprotein 3,25644,1648,1.33 [1.23-1.44],1.4864760490591274e-12
"Chapter IV Endocrine, nutritional and metabolic diseases",Depression or dysthymia,LAYN,Layilin,25167,1595,1.52 [1.33-1.73],8.733764961705205e-10
