Disease_category,Disease,Protein,Protein_definition,NB_individual,NB_case,HR[95%CI],P_value
Chapter III Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,Idiopathic thrombocytopenic purpura,AMIGO2,Amphoterin-induced protein 2,27853,34,11.30 [5.49-23.26],4.7006916660320845e-11
Chapter III Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,Idiopathic thrombocytopenic purpura,CXCL11,C-X-C motif chemokine 11,28244,37,1.97 [1.64-2.36],2.4671143726678786e-13
Chapter III Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,Idiopathic thrombocytopenic purpura,DSC2,Desmocollin-2,27636,36,3.54 [2.36-5.31],9.958016206871536e-10
Chapter III Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,Idiopathic thrombocytopenic purpura,LGALS1,Galectin-1,27977,37,6.01 [3.73-9.67],1.565960566583889e-13
Chapter III Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,Idiopathic thrombocytopenic purpura,PCDH17,Protocadherin-17,27977,37,6.47 [3.58-11.66],5.621411227309571e-10
Chapter III Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,Idiopathic thrombocytopenic purpura,PTN,Pleiotrophin,27483,35,3.53 [2.40-5.19],1.3620175806117044e-10
Chapter III Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,Idiopathic thrombocytopenic purpura,RNASET2,Ribonuclease T2,28174,37,7.03 [4.24-11.66],4.0023165022171896e-14
Chapter III Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,Idiopathic thrombocytopenic purpura,SIGLEC10,Sialic acid-binding Ig-like lectin 10,27964,36,4.49 [2.87-7.03],5.145596384008336e-11
Chapter III Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,Idiopathic thrombocytopenic purpura,TNFRSF4,Tumor necrosis factor receptor superfamily member 4,28263,37,3.79 [2.61-5.52],3.22713819666519e-12
Chapter III Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,Idiopathic thrombocytopenic purpura,VCAM1,Vascular cell adhesion protein 1,28020,37,10.64 [5.62-20.16],4.0376530645352073e-13
Chapter III Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,Idiopathic thrombocytopenic purpura,VSIG4,V-set and immunoglobulin domain-containing protein 4,27927,36,4.41 [2.77-7.00],3.4797912178802387e-10
