Disease_category,Disease,Protein,Protein_definition,NB_individual,NB_case,HR[95%CI],P_value
Chapter I Certain infectious and parasitic diseases,Other viral diseases,B2M,Beta-2-microglobulin,24572,155,1.75 [1.46-2.08],6.212097224359072e-10
Chapter I Certain infectious and parasitic diseases,Other viral diseases,BTN2A1,Butyrophilin subfamily 2 member A1,28372,177,3.81 [2.50-5.79],4.3747876134429917e-10
Chapter I Certain infectious and parasitic diseases,Other viral diseases,CD79B,B-cell antigen receptor complex-associated protein beta chain,28579,175,2.39 [1.90-3.00],1.0361076229692833e-13
Chapter I Certain infectious and parasitic diseases,Other viral diseases,CHCHD10,"Coiled-coil-helix-coiled-coil-helix domain-containing protein 10, mitochondrial",24463,155,2.30 [1.78-2.96],1.579166863196928e-10
Chapter I Certain infectious and parasitic diseases,Other viral diseases,CKAP4,Cytoskeleton-associated protein 4,28429,175,3.21 [2.22-4.65],5.719864572971628e-10
Chapter I Certain infectious and parasitic diseases,Other viral diseases,CSF1,Macrophage colony-stimulating factor 1,28372,177,4.02 [2.64-6.12],8.092481871208875e-11
Chapter I Certain infectious and parasitic diseases,Other viral diseases,EFCAB14,EF-hand calcium-binding domain-containing protein 14,24441,155,2.35 [1.82-3.04],6.694168580180112e-11
Chapter I Certain infectious and parasitic diseases,Other viral diseases,EFNA4,Ephrin-A4,28001,172,3.53 [2.51-4.97],3.530715265949492e-13
Chapter I Certain infectious and parasitic diseases,Other viral diseases,EPHA2,Ephrin type-A receptor 2,27228,164,3.43 [2.64-4.46],2.384067175999945e-20
Chapter I Certain infectious and parasitic diseases,Other viral diseases,FGF23,Fibroblast growth factor 23,28445,172,1.54 [1.34-1.77],8.019547645414174e-10
Chapter I Certain infectious and parasitic diseases,Other viral diseases,FSTL3,Follistatin-related protein 3,28185,176,3.16 [2.23-4.48],8.619510628492778e-11
Chapter I Certain infectious and parasitic diseases,Other viral diseases,GDF15,Growth/differentiation factor 15,28591,177,1.83 [1.60-2.11],1.3910110594996772e-17
Chapter I Certain infectious and parasitic diseases,Other viral diseases,HAVCR1,Hepatitis A virus cellular receptor 1,28458,172,1.81 [1.52-2.16],2.450753343484645e-11
Chapter I Certain infectious and parasitic diseases,Other viral diseases,HAVCR2,Hepatitis A virus cellular receptor 2,28233,172,2.97 [2.15-4.09],3.203638210631716e-11
Chapter I Certain infectious and parasitic diseases,Other viral diseases,HIP1R,Huntingtin-interacting protein 1-related protein,24425,155,1.71 [1.45-2.01],8.945057077470622e-11
Chapter I Certain infectious and parasitic diseases,Other viral diseases,ICAM1,Intercellular adhesion molecule 1,28111,176,3.39 [2.32-4.94],2.2746297813394477e-10
Chapter I Certain infectious and parasitic diseases,Other viral diseases,IFNGR1,Interferon gamma receptor 1,28372,177,3.29 [2.25-4.81],7.46187902273686e-10
Chapter I Certain infectious and parasitic diseases,Other viral diseases,IGFBP4,Insulin-like growth factor-binding protein 4,27873,168,2.48 [1.95-3.14],6.554920911864649e-14
Chapter I Certain infectious and parasitic diseases,Other viral diseases,LAIR1,Leukocyte-associated immunoglobulin-like receptor 1,28227,177,2.02 [1.62-2.53],5.966509535319531e-10
Chapter I Certain infectious and parasitic diseases,Other viral diseases,LAYN,Layilin,28000,172,2.95 [2.13-4.10],1.0451417272129152e-10
Chapter I Certain infectious and parasitic diseases,Other viral diseases,LGALS4,Galectin-4,28227,177,2.07 [1.68-2.55],8.542679277799997e-12
Chapter I Certain infectious and parasitic diseases,Other viral diseases,LGALS9,Galectin-9,28230,177,3.00 [2.11-4.27],9.540533479626823e-10
Chapter I Certain infectious and parasitic diseases,Other viral diseases,NECTIN2,Nectin-2,28208,175,3.72 [2.55-5.43],9.1268077566768e-12
Chapter I Certain infectious and parasitic diseases,Other viral diseases,OCLN,Occludin,24499,156,2.43 [1.86-3.15],3.895344379925678e-11
Chapter I Certain infectious and parasitic diseases,Other viral diseases,PGF,Placenta growth factor,28579,175,2.15 [1.73-2.69],8.86237388152494e-12
Chapter I Certain infectious and parasitic diseases,Other viral diseases,RARRES2,Retinoic acid receptor responder protein 2,28383,178,1.83 [1.51-2.22],8.68102952253946e-10
Chapter I Certain infectious and parasitic diseases,Other viral diseases,RELT,Tumor necrosis factor receptor superfamily member 19L,28233,172,4.89 [3.35-7.13],1.8680266965801998e-16
Chapter I Certain infectious and parasitic diseases,Other viral diseases,RNASE6,Ribonuclease K6,24384,152,2.43 [1.91-3.09],5.532799250087285e-13
Chapter I Certain infectious and parasitic diseases,Other viral diseases,SCARB2,Lysosome membrane protein 2,27510,168,3.02 [2.13-4.29],5.627525997872311e-10
Chapter I Certain infectious and parasitic diseases,Other viral diseases,SHISA5,Protein shisa-5,24527,154,3.46 [2.43-4.93],6.284406444707948e-12
