Disease_category,Disease,Protein,Protein_definition,NB_individual,NB_case,HR[95%CI],P_value
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Low back pain,ACVRL1,Serine/threonine-protein kinase receptor R3,20999,523,1.85 [1.40-2.45],1.3013557765879018e-05
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Low back pain,ADGRG1,Adhesion G-protein coupled receptor G1,21103,529,1.15 [1.06-1.25],0.0008671236958714
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Low back pain,ADM,Pro-adrenomedullin,21394,533,1.74 [1.29-2.34],0.0002777110437648
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Low back pain,AGRN,Agrin,21290,531,1.49 [1.23-1.81],6.656262816439866e-05
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Low back pain,ALDH3A1,"Aldehyde dehydrogenase, dimeric NADP-preferring",21151,528,1.25 [1.13-1.37],4.642198736820064e-06
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Low back pain,ALPP,"Alkaline phosphatase, placental type",21103,529,1.14 [1.06-1.22],0.0003732167743833
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Low back pain,AMBP,Protein AMBP,21360,530,2.03 [1.39-2.95],0.0002299445684
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Low back pain,ANGPT2,Angiopoietin-2,21394,533,1.47 [1.21-1.80],0.0001186259760691
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Low back pain,ANGPTL4,Angiopoietin-related protein 4,21258,529,1.43 [1.21-1.70],4.175367012497842e-05
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Low back pain,ANXA10,Annexin A10,20745,514,1.18 [1.08-1.29],0.0003306195469586
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Low back pain,AREG,Amphiregulin,21103,529,1.74 [1.46-2.06],3.3944394574592936e-10
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Low back pain,ASGR1,Asialoglycoprotein receptor 1,21036,523,1.78 [1.40-2.26],2.912084616789451e-06
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Low back pain,BAIAP2,Brain-specific angiogenesis inhibitor 1-associated protein 2,20722,524,1.22 [1.09-1.36],0.0005885969960174
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Low back pain,BST2,Bone marrow stromal antigen 2,21400,532,1.36 [1.19-1.54],3.306146015037097e-06
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Low back pain,CCDC80,Coiled-coil domain-containing protein 80,21210,530,1.50 [1.21-1.85],0.00017420264657
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Low back pain,CD276,CD276 antigen,21188,529,1.61 [1.29-2.01],3.067653446226361e-05
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Low back pain,CD302,CD302 antigen,21103,529,1.57 [1.25-1.98],0.0001034616010545
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Low back pain,CD83,CD83 antigen,21190,528,1.44 [1.16-1.79],0.000914243019172
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Low back pain,CDCP1,CUB domain-containing protein 1,21036,523,1.31 [1.15-1.49],5.442627276419778e-05
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Low back pain,CEACAM19,Carcinoembryonic antigen-related cell adhesion molecule 19,18351,443,1.48 [1.19-1.83],0.0003837793304533
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Low back pain,CHCHD10,"Coiled-coil-helix-coiled-coil-helix domain-containing protein 10, mitochondrial",18367,441,1.40 [1.15-1.70],0.0007971621815513
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Low back pain,CHGA,Chromogranin-A,18414,443,1.25 [1.14-1.36],1.0343902445057483e-06
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Low back pain,CHRDL1,Chordin-like protein 1,21258,529,1.59 [1.26-2.01],8.913138135555897e-05
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Low back pain,CLEC14A,C-type lectin domain family 14 member A,21223,531,1.52 [1.21-1.93],0.0004010861202174
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Low back pain,COL18A1,Collagen alpha-1(XVIII) chain,21289,534,2.24 [1.63-3.07],6.38384663758322e-07
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Low back pain,COL4A1,Collagen alpha-1(IV) chain,21210,530,1.44 [1.19-1.74],0.0001889051125616
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Low back pain,COL6A3,Collagen alpha-3(VI) chain,21471,537,1.77 [1.46-2.15],9.816769217617698e-09
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Low back pain,COLEC12,Collectin-12,21188,529,1.83 [1.40-2.40],9.767383309306882e-06
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Low back pain,CPM,Carboxypeptidase M,21289,532,1.52 [1.23-1.88],0.00012066583583
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Low back pain,CPTP,Ceramide-1-phosphate transfer protein,17774,430,1.40 [1.15-1.69],0.0006249864615454
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Low back pain,CSF1,Macrophage colony-stimulating factor 1,21290,531,1.60 [1.21-2.11],0.0009247948279856
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Low back pain,CSF2RA,Granulocyte-macrophage colony-stimulating factor receptor subunit alpha,21036,523,1.27 [1.13-1.43],6.58813717461165e-05
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Low back pain,CST3,Cystatin-C,21262,527,1.67 [1.30-2.15],6.291597449338027e-05
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Low back pain,CXCL16,C-X-C motif chemokine 16,21434,537,1.76 [1.28-2.42],0.0005332827894248
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Low back pain,CXCL17,C-X-C motif chemokine 17,21459,532,1.40 [1.20-1.64],3.0600997753774626e-05
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Low back pain,DCN,Decorin,20808,522,1.97 [1.41-2.73],5.692216342751144e-05
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Low back pain,DSC2,Desmocollin-2,20967,526,1.47 [1.19-1.83],0.0003962781321604
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Low back pain,DTX3,Probable E3 ubiquitin-protein ligase DTX3,21103,529,1.70 [1.29-2.25],0.0001852314325991
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Low back pain,EDA2R,Tumor necrosis factor receptor superfamily member 27,21394,533,1.76 [1.47-2.10],5.303142768816736e-10
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Low back pain,EFNA1,Ephrin-A1,21183,529,1.71 [1.34-2.19],1.4784978908767403e-05
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Low back pain,EFNA4,Ephrin-A4,20999,523,1.74 [1.40-2.17],6.156449791509483e-07
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Low back pain,EPHA2,Ephrin type-A receptor 2,20414,514,1.55 [1.23-1.96],0.0002316361763564
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Low back pain,FABP1,"Fatty acid-binding protein, liver",21188,529,1.16 [1.07-1.25],0.0002468882024247
