Disease_category,Disease,Protein,Protein_definition,NB_individual,NB_case,HR[95%CI],P_value
Chapter XI Diseases of the digestive system,Haemorrhoids and perianal venous thrombosis,AGRN,Agrin,17495,1236,1.31 [1.13-1.52],0.0002585606391876
Chapter XI Diseases of the digestive system,Haemorrhoids and perianal venous thrombosis,ANXA10,Annexin A10,17079,1197,1.15 [1.08-1.22],5.447720744544824e-06
Chapter XI Diseases of the digestive system,Haemorrhoids and perianal venous thrombosis,APOA2,Apolipoprotein A-II,15159,1051,1.26 [1.11-1.42],0.0001950466007031
Chapter XI Diseases of the digestive system,Haemorrhoids and perianal venous thrombosis,ASGR1,Asialoglycoprotein receptor 1,17285,1223,1.49 [1.26-1.76],3.6668649438497786e-06
Chapter XI Diseases of the digestive system,Haemorrhoids and perianal venous thrombosis,B4GALT1,"Beta-1,4-galactosyltransferase 1",17495,1236,1.43 [1.19-1.71],0.0001583742634354
Chapter XI Diseases of the digestive system,Haemorrhoids and perianal venous thrombosis,BST2,Bone marrow stromal antigen 2,17609,1234,1.22 [1.11-1.34],3.625353121214209e-05
Chapter XI Diseases of the digestive system,Haemorrhoids and perianal venous thrombosis,C1QA,Complement C1q subcomponent subunit A,17563,1237,1.57 [1.25-1.96],8.096487274349346e-05
Chapter XI Diseases of the digestive system,Haemorrhoids and perianal venous thrombosis,CA9,Carbonic anhydrase 9,17593,1242,1.28 [1.15-1.42],4.977584741783743e-06
Chapter XI Diseases of the digestive system,Haemorrhoids and perianal venous thrombosis,CCL20,C-C motif chemokine 20,17646,1245,1.11 [1.05-1.18],0.0001656873062123
Chapter XI Diseases of the digestive system,Haemorrhoids and perianal venous thrombosis,CD300E,CMRF35-like molecule 2,17544,1240,1.30 [1.15-1.47],3.7565147632880574e-05
Chapter XI Diseases of the digestive system,Haemorrhoids and perianal venous thrombosis,CD302,CD302 antigen,17343,1218,1.33 [1.13-1.58],0.000692389769542
Chapter XI Diseases of the digestive system,Haemorrhoids and perianal venous thrombosis,CD83,CD83 antigen,17420,1233,1.33 [1.15-1.55],0.0001680793465478
Chapter XI Diseases of the digestive system,Haemorrhoids and perianal venous thrombosis,CHGA,Chromogranin-A,15144,1049,1.19 [1.11-1.27],9.02817103134793e-07
Chapter XI Diseases of the digestive system,Haemorrhoids and perianal venous thrombosis,CHI3L1,Chitinase-3-like protein 1,17098,1197,1.13 [1.06-1.20],7.195628056208268e-05
Chapter XI Diseases of the digestive system,Haemorrhoids and perianal venous thrombosis,CKAP4,Cytoskeleton-associated protein 4,17562,1238,1.45 [1.22-1.72],3.317209036024592e-05
Chapter XI Diseases of the digestive system,Haemorrhoids and perianal venous thrombosis,COLEC12,Collectin-12,17413,1234,1.58 [1.30-1.92],3.36354839612442e-06
Chapter XI Diseases of the digestive system,Haemorrhoids and perianal venous thrombosis,CXCL9,C-X-C motif chemokine 9,17495,1236,1.16 [1.08-1.25],9.647554079810568e-05
