Protein,Protein_definition,Disease_category,Disease,NB_individual,NB_case,OR[95%CI],P_value
TPD52L2,Tumor protein D54,Chapter II Neoplasms,Benign neoplasm: Rectum,23473,54,1.31 [1.02-1.69],0.0366904168427739
TPD52L2,Tumor protein D54,Chapter II Neoplasms,Melanocytic naevi of other and unspecified parts of face,23657,109,1.30 [1.09-1.56],0.004157442734672
TPD52L2,Tumor protein D54,"Chapter IV Endocrine, nutritional and metabolic diseases",Type 1 diabetes,22113,97,0.82 [0.69-0.98],0.0275123718506511
TPD52L2,Tumor protein D54,Chapter V Mental and behavioural disorders,Alcohol dependence,22435,21,0.67 [0.46-0.96],0.0295854559862989
TPD52L2,Tumor protein D54,Chapter IX Diseases of the circulatory system,Secondary right heart disease,23025,90,0.83 [0.69-1.00],0.0458446555342024
TPD52L2,Tumor protein D54,Chapter IX Diseases of the circulatory system,Other pulmonary heart/vessel disease,23025,90,0.83 [0.69-1.00],0.0458446555342024
TPD52L2,Tumor protein D54,Chapter IX Diseases of the circulatory system,Atrial fibrillation and flutter,14383,232,0.86 [0.77-0.97],0.0138509006827684
TPD52L2,Tumor protein D54,Chapter IX Diseases of the circulatory system,Varicose veins,22728,524,0.92 [0.85-0.99],0.0367800426213524
TPD52L2,Tumor protein D54,Chapter XI Diseases of the digestive system,Oesophagitis,17983,250,1.19 [1.05-1.33],0.0044982676439204
TPD52L2,Tumor protein D54,Chapter XI Diseases of the digestive system,Diseases of liver,23024,89,0.71 [0.59-0.84],0.0001120058245587
TPD52L2,Tumor protein D54,Chapter XI Diseases of the digestive system,Diseases of the digestive system,22512,254,1.19 [1.06-1.34],0.0026642175019097
TPD52L2,Tumor protein D54,Chapter XI Diseases of the digestive system,Other diseases of the digestive system,22397,139,1.20 [1.03-1.41],0.0202186755024268
TPD52L2,Tumor protein D54,Chapter XI Diseases of the digestive system,GI-bleeding,22389,131,1.21 [1.03-1.42],0.0220709403906374
TPD52L2,Tumor protein D54,Chapter XIII Diseases of the musculoskeletal system and connective tissue,Other/unspecified dorsalgia,20325,130,0.84 [0.72-0.98],0.0263993910473738
TPD52L2,Tumor protein D54,Chapter XIII Diseases of the musculoskeletal system and connective tissue,Ganglion,20242,121,1.19 [1.00-1.41],0.0451628965365097
TPD52L2,Tumor protein D54,Chapter XIII Diseases of the musculoskeletal system and connective tissue,Osteopathies and chondropathies,21526,415,0.90 [0.83-0.98],0.0212966745990914
TPD52L2,Tumor protein D54,Chapter XIV Diseases of the genitourinary system,Other obstructive and reflux uropathy,21579,39,1.39 [1.03-1.88],0.033603708649089
TPD52L2,Tumor protein D54,Chapter XIV Diseases of the genitourinary system,Unspecified/other endometriosis,17741,82,1.26 [1.03-1.55],0.0262296566498275
TPD52L2,Tumor protein D54,Chapter XIV Diseases of the genitourinary system,Irregular menses,23602,398,1.10 [1.01-1.21],0.036405986810168
TPD52L2,Tumor protein D54,"Chapter XV Pregnancy, childbirth and the puerperium",Pregnancy with abortive outcome,23684,380,1.15 [1.04-1.27],0.0048885051359618
TPD52L2,Tumor protein D54,"Chapter XV Pregnancy, childbirth and the puerperium",Medical abortion,23441,137,1.26 [1.07-1.48],0.0048046409075751
TPD52L2,Tumor protein D54,"Chapter XV Pregnancy, childbirth and the puerperium",Haemorrhage in early pregnancy,23453,105,0.83 [0.70-0.98],0.0281550910592873
TPD52L2,Tumor protein D54,Chapter VI Diseases of the nervous system,Falls/tendency to fall,21226,531,0.91 [0.85-0.99],0.0222404551575781
