Disease_category,Disease,Protein,Protein_definition,NB_individual,NB_case,OR[95%CI],P_value
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Other arthrosis,ACAN,Aggrecan core protein,36108,793,2.04 [1.62-2.57],1.2852103443372335e-09
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Other arthrosis,ACE2,Angiotensin-converting enzyme 2,35770,781,1.41 [1.26-1.57],5.824060791024381e-10
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Other arthrosis,ACTA2,"Actin, aortic smooth muscle",35770,781,1.37 [1.22-1.54],2.406825379189879e-07
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Other arthrosis,ACVRL1,Serine/threonine-protein kinase receptor R3,36113,786,2.11 [1.67-2.66],3.6020608795121077e-10
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Other arthrosis,ADA2,Adenosine deaminase 2,36214,794,1.27 [1.10-1.47],0.0009918414426934
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Other arthrosis,ADAM12,Disintegrin and metalloproteinase domain-containing protein 12,30746,640,1.88 [1.62-2.19],2.266167967099761e-16
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Other arthrosis,ADAM8,Disintegrin and metalloproteinase domain-containing protein 8,36698,798,1.59 [1.28-1.97],3.150803610305575e-05
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Other arthrosis,ADAM9,Disintegrin and metalloproteinase domain-containing protein 9,31563,662,1.77 [1.40-2.24],1.7710849476381902e-06
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Other arthrosis,ADAMTS13,A disintegrin and metalloproteinase with thrombospondin motifs 13,36886,809,0.58 [0.45-0.75],2.9249690680053227e-05
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Other arthrosis,ADAMTS8,A disintegrin and metalloproteinase with thrombospondin motifs 8,36554,795,0.65 [0.56-0.74],1.2635882917988895e-09
