Disease_category,Disease,Protein,Protein_definition,NB_individual,NB_case,OR[95%CI],P_value
Chapter IX Diseases of the circulatory system,Major coronary heart disease event,ACAA1,"3-ketoacyl-CoA thiolase, peroxisomal",48675,937,1.25 [1.17-1.33],1.2387944036455424e-10
Chapter IX Diseases of the circulatory system,Major coronary heart disease event,ACAN,Aggrecan core protein,49381,957,0.51 [0.41-0.63],1.959796027870065e-10
Chapter IX Diseases of the circulatory system,Major coronary heart disease event,ACE,Angiotensin-converting enzyme,43378,794,3.83 [3.01-4.86],7.391028343901564e-28
Chapter IX Diseases of the circulatory system,Major coronary heart disease event,ACE2,Angiotensin-converting enzyme 2,48941,945,1.59 [1.45-1.73],3.943847110173586e-24
Chapter IX Diseases of the circulatory system,Major coronary heart disease event,ACRV1,Acrosomal protein SP-10,42080,777,1.14 [1.06-1.22],0.0003356162670581
Chapter IX Diseases of the circulatory system,Major coronary heart disease event,ACVRL1,Serine/threonine-protein kinase receptor R3,49382,963,1.99 [1.63-2.42],6.124009550254395e-12
Chapter IX Diseases of the circulatory system,Major coronary heart disease event,ACY3,N-acyl-aromatic-L-amino acid amidohydrolase,41921,774,1.76 [1.58-1.97],1.5653883357659611e-24
Chapter IX Diseases of the circulatory system,Major coronary heart disease event,ADA2,Adenosine deaminase 2,49566,953,1.67 [1.48-1.89],1.64639821729938e-16
Chapter IX Diseases of the circulatory system,Major coronary heart disease event,ADAM12,Disintegrin and metalloproteinase domain-containing protein 12,42080,777,1.62 [1.36-1.91],2.7497170057929946e-08
Chapter IX Diseases of the circulatory system,Major coronary heart disease event,ADAM15,Disintegrin and metalloproteinase domain-containing protein 15,48941,945,1.43 [1.18-1.72],0.0001981945637788
Chapter IX Diseases of the circulatory system,Major coronary heart disease event,ADAM8,Disintegrin and metalloproteinase domain-containing protein 8,50207,975,1.46 [1.21-1.76],9.41052963822334e-05
Chapter IX Diseases of the circulatory system,Major coronary heart disease event,ADAM9,Disintegrin and metalloproteinase domain-containing protein 9,43163,794,1.46 [1.18-1.81],0.0005206367619657
Chapter IX Diseases of the circulatory system,Major coronary heart disease event,ADAMTS16,A disintegrin and metalloproteinase with thrombospondin motifs 16,48941,945,1.33 [1.15-1.54],0.0001101131930136
Chapter IX Diseases of the circulatory system,Major coronary heart disease event,ADAMTSL2,ADAMTS-like protein 2,43351,802,1.72 [1.45-2.05],5.664518105680477e-10
Chapter IX Diseases of the circulatory system,Major coronary heart disease event,ADGRG1,Adhesion G-protein coupled receptor G1,49621,959,1.21 [1.14-1.28],3.2294582410487893e-10
Chapter IX Diseases of the circulatory system,Major coronary heart disease event,ADGRG2,Adhesion G-protein coupled receptor G2,49850,967,0.40 [0.33-0.49],2.8773689198113294e-18
Chapter IX Diseases of the circulatory system,Major coronary heart disease event,ADH4,All-trans-retinol dehydrogenase [NAD(+)] ADH4,48941,945,1.15 [1.07-1.23],0.0001042363463751
Chapter IX Diseases of the circulatory system,Major coronary heart disease event,ADIPOQ,Adiponectin,43411,796,0.65 [0.59-0.71],3.0397130097584192e-18
Chapter IX Diseases of the circulatory system,Major coronary heart disease event,ADM,Pro-adrenomedullin,50271,970,3.41 [2.75-4.25],2.137053535924658e-28
Chapter IX Diseases of the circulatory system,Major coronary heart disease event,AFP,Alpha-fetoprotein,49300,963,0.84 [0.77-0.92],0.0001615452924693
Chapter IX Diseases of the circulatory system,Major coronary heart disease event,AGER,Advanced glycosylation end product-specific receptor,49739,956,1.36 [1.19-1.56],7.96143647233632e-06
