Disease_category,Disease,Protein,Protein_definition,NB_individual,NB_case,OR[95%CI],P_value
Chapter XI Diseases of the digestive system,"Diseases of oral cavity, salivary glands and jaws",ACTA2,"Actin, aortic smooth muscle",49506,823,1.24 [1.09-1.40],0.0007728286354065
Chapter XI Diseases of the digestive system,"Diseases of oral cavity, salivary glands and jaws",ACVRL1,Serine/threonine-protein kinase receptor R3,49946,831,1.70 [1.35-2.15],7.07884462112505e-06
Chapter XI Diseases of the digestive system,"Diseases of oral cavity, salivary glands and jaws",ADAM12,Disintegrin and metalloproteinase domain-containing protein 12,42576,716,1.41 [1.21-1.64],9.921893760366728e-06
Chapter XI Diseases of the digestive system,"Diseases of oral cavity, salivary glands and jaws",ADAM9,Disintegrin and metalloproteinase domain-containing protein 9,43657,733,1.50 [1.20-1.87],0.0003397519342541
Chapter XI Diseases of the digestive system,"Diseases of oral cavity, salivary glands and jaws",ADAMTS15,A disintegrin and metalloproteinase with thrombospondin motifs 15,50181,828,1.28 [1.11-1.48],0.0009417740149118
Chapter XI Diseases of the digestive system,"Diseases of oral cavity, salivary glands and jaws",ADM,Pro-adrenomedullin,50847,848,1.56 [1.24-1.97],0.0001297006116783
Chapter XI Diseases of the digestive system,"Diseases of oral cavity, salivary glands and jaws",AGXT,Serine--pyruvate aminotransferase,50421,834,1.16 [1.07-1.25],0.0001284343727497
Chapter XI Diseases of the digestive system,"Diseases of oral cavity, salivary glands and jaws",AMBP,Protein AMBP,50774,848,1.77 [1.31-2.39],0.000191520579806
Chapter XI Diseases of the digestive system,"Diseases of oral cavity, salivary glands and jaws",ANGPT2,Angiopoietin-2,50847,848,1.38 [1.18-1.60],3.2199211159416925e-05
Chapter XI Diseases of the digestive system,"Diseases of oral cavity, salivary glands and jaws",ANP32C,Acidic leucine-rich nuclear phosphoprotein 32 family member C,42681,713,1.27 [1.10-1.46],0.0008337606582658
Chapter XI Diseases of the digestive system,"Diseases of oral cavity, salivary glands and jaws",APOF,Apolipoprotein F,43879,734,0.69 [0.56-0.86],0.0008352154517361
Chapter XI Diseases of the digestive system,"Diseases of oral cavity, salivary glands and jaws",AREG,Amphiregulin,50181,828,1.24 [1.10-1.40],0.0005807494028468
Chapter XI Diseases of the digestive system,"Diseases of oral cavity, salivary glands and jaws",ASGR1,Asialoglycoprotein receptor 1,50030,832,1.77 [1.46-2.15],8.187287119775488e-09
Chapter XI Diseases of the digestive system,"Diseases of oral cavity, salivary glands and jaws",ATRAID,All-trans retinoic acid-induced differentiation factor,43657,733,1.52 [1.29-1.79],7.401645615365055e-07
Chapter XI Diseases of the digestive system,"Diseases of oral cavity, salivary glands and jaws",B2M,Beta-2-microglobulin,43907,733,1.47 [1.27-1.69],9.843681331422489e-08
