Trait_category,Trait,Protein,Protein_definition,sample_size,Estimated_effect,se,lowerCI,upperCI,Pvalue
Eye measures,"X5255.Intra-ocular pressure, Goldmann-correlated (right)",IGFBP2,Insulin-like growth factor-binding protein 2,30397,-0.0708835954020482,0.00938646569190598,-0.089281068158184,-0.0524861226459125,4.94555732502564e-14
Eye measures,"X5255.Intra-ocular pressure, Goldmann-correlated (right)",CNTN3,Contactin-3,30332,0.0365398321596324,0.00536661433951025,0.0260212680541924,0.0470583962650725,1.08253353853018e-11
Eye measures,"X5255.Intra-ocular pressure, Goldmann-correlated (right)",ERBB2,Receptor tyrosine-protein kinase erbB-2,30366,0.0222873767106521,0.00357566384854632,0.0152790755675014,0.0292956778538029,4.88950662516623e-10
Eye measures,"X5255.Intra-ocular pressure, Goldmann-correlated (right)",LCAT,Phosphatidylcholine-sterol acyltransferase,29668,0.0202388980183767,0.00325907587754019,0.0138511092983979,0.0266266867383554,5.7082878678404e-10
Eye measures,"X5255.Intra-ocular pressure, Goldmann-correlated (right)",CKB,Creatine kinase B-type,29661,-0.0536583380442588,0.00878721929258008,-0.0708812878577157,-0.0364353882308018,1.09281019648734e-09
Eye measures,"X5255.Intra-ocular pressure, Goldmann-correlated (right)",CBLN4,Cerebellin-4,30385,0.0280415305455153,0.00472599460094193,0.0187785811276691,0.0373044799633615,3.13357790684243e-09
Eye measures,"X5255.Intra-ocular pressure, Goldmann-correlated (right)",CPM,Carboxypeptidase M,30350,0.0310665614582056,0.00525001561303592,0.0207765308566552,0.041356592059756,3.45409325946652e-09
Eye measures,"X5255.Intra-ocular pressure, Goldmann-correlated (right)",CRLF1,Cytokine receptor-like factor 1,30368,0.0235703394397155,0.0039926381668591,0.0157447686326717,0.0313959102467594,3.75739381021695e-09
Eye measures,"X5255.Intra-ocular pressure, Goldmann-correlated (right)",SERPINE1,Plasminogen activator inhibitor 1,30405,0.0588489866516128,0.010080946190244,0.0390903321187345,0.0786076411844912,5.57365081847093e-09
Eye measures,"X5255.Intra-ocular pressure, Goldmann-correlated (right)",PTPRB,Receptor-type tyrosine-protein phosphatase beta,29657,0.0257841239139012,0.00442027530721839,0.0171203843117531,0.0344478635160492,5.76726969158554e-09
Eye measures,"X5255.Intra-ocular pressure, Goldmann-correlated (right)",IGSF9,Protein turtle homolog A,29657,0.0672604850117207,0.0115847363896773,0.0445544016879532,0.0899665683354881,6.77892542159213e-09
Eye measures,"X5255.Intra-ocular pressure, Goldmann-correlated (right)",F10,Coagulation factor X,29668,0.021102288082578,0.00370746055645395,0.0138356653919282,0.0283689107732277,1.32535503053086e-08
Eye measures,"X5255.Intra-ocular pressure, Goldmann-correlated (right)",ANGPT1,Angiopoietin-1,30322,0.071937644163188,0.0127071973614945,0.0470315373346588,0.0968437509917172,1.57462168853775e-08
Eye measures,"X5255.Intra-ocular pressure, Goldmann-correlated (right)",DNER,Delta and Notch-like epidermal growth factor-related receptor,30331,0.020917622789746,0.00369993736523103,0.0136657455538932,0.0281695000255988,1.64600618310005e-08
Eye measures,"X5255.Intra-ocular pressure, Goldmann-correlated (right)",APP,Amyloid-beta precursor protein,30326,0.0557935205445162,0.00990248501163571,0.0363846499217102,0.0752023911673221,1.83939810075906e-08
Eye measures,"X5255.Intra-ocular pressure, Goldmann-correlated (right)",ACY1,Aminoacylase-1,30345,0.0500945583451469,0.00889194541166708,0.0326663453382794,0.0675227713520143,1.84544747359557e-08
Eye measures,"X5255.Intra-ocular pressure, Goldmann-correlated (right)",TNFSF14,Tumor necrosis factor ligand superfamily member 14,30298,0.0476827478213282,0.00853597901551459,0.0309522289509196,0.0644132666917368,2.42714665233486e-08
