Trait_category,Trait,Protein,Protein_definition,sample_size,Estimated_effect,se,lowerCI,upperCI,Pvalue
Working and living environment,X24005.Particulate matter air pollution (pm10); 2010,PSME2,Proteasome activator complex subunit 2,49650,0.0122771609941119,0.0027185930857738,0.00694871854599529,0.0176056034422286,6.33048571779025e-06
Working and living environment,X24005.Particulate matter air pollution (pm10); 2010,TGM2,Protein-glutamine gamma-glutamyltransferase 2,49915,0.0240738648511621,0.00551568403951049,0.0132631241337215,0.0348846055686026,1.27845160749939e-05
Working and living environment,X24005.Particulate matter air pollution (pm10); 2010,PSMG3,Proteasome assembly chaperone 3,49925,0.0165296032313925,0.00380730576336058,0.00906728393520574,0.0239919225275792,1.4202743377311e-05
Working and living environment,X24005.Particulate matter air pollution (pm10); 2010,AHSP,Alpha-hemoglobin-stabilizing protein,49916,0.0280333089559837,0.00647666845048443,0.0153390387930342,0.0407275791189331,1.50801105344814e-05
Working and living environment,X24005.Particulate matter air pollution (pm10); 2010,GLRX,Glutaredoxin-1,49800,0.0178357208358717,0.00419732913445442,0.009608955732341,0.0260624859394023,2.15202742648419e-05
Working and living environment,X24005.Particulate matter air pollution (pm10); 2010,LXN,Latexin,49658,0.0205956104797135,0.00488748162240702,0.0110161464997957,0.0301750744596312,2.51813822437767e-05
Working and living environment,X24005.Particulate matter air pollution (pm10); 2010,CA2,Carbonic anhydrase 2,49868,0.0219131086231744,0.00525002850106282,0.0116230527610913,0.0322031644852575,3.00421288507898e-05
Working and living environment,X24005.Particulate matter air pollution (pm10); 2010,PKLR,Pyruvate kinase PKLR,50004,0.0205224127188487,0.00492997934857943,0.010859653195633,0.0301851722420643,3.15427574842105e-05
Working and living environment,X24005.Particulate matter air pollution (pm10); 2010,BLVRB,Flavin reductase,49950,0.0204195904109465,0.00493961643011192,0.0107379422079271,0.0301012386139659,3.57889809917201e-05
Working and living environment,X24005.Particulate matter air pollution (pm10); 2010,BOLA2_BOLA2B,BolA-like protein 2,46019,0.0167663506108562,0.00407236601654541,0.00878451321842723,0.0247481880032852,3.85092044419693e-05
Working and living environment,X24005.Particulate matter air pollution (pm10); 2010,C9orf40,Uncharacterized protein C9orf40,46474,0.0246814566867867,0.00605301813320889,0.0128175411456973,0.0365453722278762,4.56734985800231e-05
Working and living environment,X24005.Particulate matter air pollution (pm10); 2010,HMBS,Porphobilinogen deaminase,50163,0.013619064906157,0.00334739854403517,0.00705816375984807,0.0201799660524659,4.74473224059683e-05
Working and living environment,X24005.Particulate matter air pollution (pm10); 2010,DDI2,Protein DDI1 homolog 2,46120,0.0233546431548568,0.00576098958321946,0.0120631035717467,0.0346461827379669,5.05403716991423e-05
Working and living environment,X24005.Particulate matter air pollution (pm10); 2010,NPY,Pro-neuropeptide Y,50163,-0.0195426681181118,0.0048254568525669,-0.029000563549143,-0.0100847726870807,5.13874318912547e-05
Working and living environment,X24005.Particulate matter air pollution (pm10); 2010,HAGH,"Hydroxyacylglutathione hydrolase, mitochondrial",50082,0.0218815722197727,0.00544206925945636,0.0112151164712383,0.0325480279683072,5.81622482265309e-05
Working and living environment,X24005.Particulate matter air pollution (pm10); 2010,CA1,Carbonic anhydrase 1,49359,0.0184199660259331,0.00464851862335453,0.00930886952415817,0.0275310625277079,7.43615023712569e-05
Working and living environment,X24005.Particulate matter air pollution (pm10); 2010,PSMD9,26S proteasome non-ATPase regulatory subunit 9,49840,0.0161950103690733,0.00413161299749011,0.00809704889399264,0.0242929718441539,8.88626600265995e-05
Working and living environment,X24005.Particulate matter air pollution (pm10); 2010,RBKS,Ribokinase,49358,0.0145570287645379,0.00374174262874154,0.00722321321220444,0.0218908443168713,0.000100322306523873
Working and living environment,X24005.Particulate matter air pollution (pm10); 2010,NCF2,Neutrophil cytosol factor 2,49889,0.024080690345087,0.00624687752519139,0.0118368103957118,0.0363245702944621,0.000116091746445978
Working and living environment,X24005.Particulate matter air pollution (pm10); 2010,AK1,Adenylate kinase isoenzyme 1,49952,0.0181595095969489,0.00473252124647411,0.00888376795385962,0.0274352512400381,0.000124757991214919
Working and living environment,X24005.Particulate matter air pollution (pm10); 2010,ACHE,Acetylcholinesterase,46120,0.00884127034985286,0.0023270294618932,0.00428029260454217,0.0134022480951635,0.00014545461744193
Working and living environment,X24005.Particulate matter air pollution (pm10); 2010,EIF4EBP1,Eukaryotic translation initiation factor 4E-binding protein 1,49952,0.0181017599113908,0.00477172692787061,0.00874917513276444,0.0274543446900172,0.000148854609093192
Working and living environment,X24005.Particulate matter air pollution (pm10); 2010,AMPD3,AMP deaminase 3,46544,0.0201052046413885,0.00530113470827001,0.00971498061317926,0.0304954286695977,0.000149461292886154
Working and living environment,X24005.Particulate matter air pollution (pm10); 2010,PRDX2,Peroxiredoxin-2,46226,0.0170684929952297,0.00462781124271358,0.00799798295951104,0.0261390030309483,0.000226356967597981
Working and living environment,X24005.Particulate matter air pollution (pm10); 2010,CAT,Catalase,46274,0.0147015769321858,0.00400276456363019,0.00685615838747063,0.022546995476901,0.000240427814901396
Working and living environment,X24005.Particulate matter air pollution (pm10); 2010,UBAC1,Ubiquitin-associated domain-containing protein 1,49840,0.00953776154286169,0.00260935632605709,0.00442342314378979,0.0146520999419336,0.000257483415800144
Working and living environment,X24005.Particulate matter air pollution (pm10); 2010,CA3,Carbonic anhydrase 3,50212,0.0164174170297466,0.00452812686802712,0.00754228836841344,0.0252925456910797,0.000288787674970948
Working and living environment,X24005.Particulate matter air pollution (pm10); 2010,LSP1,Lymphocyte-specific protein 1,49925,0.0103327543183432,0.00293681169296644,0.00457660340012893,0.0160889052365574,0.000434982899181516
Working and living environment,X24005.Particulate matter air pollution (pm10); 2010,GOT1,"Aspartate aminotransferase, cytoplasmic",46592,0.0102619085975764,0.00293397044079421,0.00451132653361976,0.0160124906615331,0.000470352936987591
Working and living environment,X24005.Particulate matter air pollution (pm10); 2010,KLK7,Kallikrein-7,45515,0.00973520776375871,0.00281490245592391,0.00421799895014785,0.0152524165773696,0.000544360781674018
Working and living environment,X24005.Particulate matter air pollution (pm10); 2010,ARG1,Arginase-1,49806,0.0134634125634805,0.00392230894996822,0.0057756870215428,0.0211511381054182,0.000598949454546437
Working and living environment,X24005.Particulate matter air pollution (pm10); 2010,LMNB1,Lamin-B1,46428,0.0151555284292453,0.00443274804807549,0.00646734225501739,0.0238437146034733,0.000629677332305772
Working and living environment,X24005.Particulate matter air pollution (pm10); 2010,PSMG4,Proteasome assembly chaperone 4,45959,0.014126854312442,0.00418823923800439,0.00591790540595338,0.0223358032189306,0.000744900170917684
Working and living environment,X24005.Particulate matter air pollution (pm10); 2010,DDX58,Antiviral innate immune response receptor RIG-I,49344,0.0144505951419495,0.00430486522920933,0.00601305929269925,0.0228881309911998,0.000789665665415794
Working and living environment,X24005.Particulate matter air pollution (pm10); 2010,PSME1,Proteasome activator complex subunit 1,49740,0.00927517626360794,0.00277519444485171,0.00383579515169859,0.0147145573755173,0.000832461131171034
Working and living environment,X24005.Particulate matter air pollution (pm10); 2010,CNTN1,Contactin-1,50262,0.00667765666475338,0.00199818569951384,0.00276121269370626,0.0105941006358005,0.000833371883509208
Working and living environment,X24005.Particulate matter air pollution (pm10); 2010,RNASE3,Eosinophil cationic protein,49838,0.0273353948405541,0.00818016243973095,0.0113022764586815,0.0433685132224268,0.000833964849242782
Working and living environment,X24005.Particulate matter air pollution (pm10); 2010,CLC,Galectin-10,49916,0.016321862464532,0.00489633361301244,0.00672504858302761,0.0259186763460364,0.000858870661013994
Working and living environment,X24005.Particulate matter air pollution (pm10); 2010,PTS,6-pyruvoyl tetrahydrobiopterin synthase,49200,0.0133292425293166,0.00400982548561785,0.0054699845775056,0.0211885004811276,0.000888187202765659
Working and living environment,X24005.Particulate matter air pollution (pm10); 2010,HDDC2,5'-deoxynucleotidase HDDC2,46474,0.0105549412456939,0.0031927677735894,0.00429711640945867,0.0168127660819291,0.000948263498341894
Working and living environment,X24005.Particulate matter air pollution (pm10); 2010,AARSD1,Alanyl-tRNA editing protein Aarsd1,49840,0.0134873503743655,0.00410534489687468,0.0054408743764911,0.0215338263722398,0.00102006492912534
Working and living environment,X24005.Particulate matter air pollution (pm10); 2010,DNAJA4,DnaJ homolog subfamily A member 4,46544,0.0172809684707103,0.00526315621426149,0.00696518229075777,0.0275967546506628,0.00102727812911907
Working and living environment,X24005.Particulate matter air pollution (pm10); 2010,SLC4A1,Band 3 anion transport protein,46592,0.0111456166437677,0.00341187912917096,0.00445833355059267,0.0178328997369428,0.00108970943789023
Working and living environment,X24005.Particulate matter air pollution (pm10); 2010,ADD1,Alpha-adducin,46120,0.0163815856636155,0.00507113770548031,0.00644215576087408,0.0263210155663569,0.00123820096903056
Working and living environment,X24005.Particulate matter air pollution (pm10); 2010,BGLAP,Osteocalcin,46592,-0.0211915821407531,0.00660291421828467,-0.034133294008591,-0.00824987027291511,0.00133188583019837
Working and living environment,X24005.Particulate matter air pollution (pm10); 2010,ALDH1A1,Retinal dehydrogenase 1,49950,0.0124259881751998,0.00393018922296329,0.00472281729819175,0.0201291590522079,0.00157047216472353
Working and living environment,X24005.Particulate matter air pollution (pm10); 2010,PIK3AP1,Phosphoinositide 3-kinase adapter protein 1,49925,0.0141351738349568,0.00449226356528544,0.00533033724699731,0.0229400104229162,0.00165393978878181
Working and living environment,X24005.Particulate matter air pollution (pm10); 2010,YOD1,Ubiquitin thioesterase OTU1,45877,0.0145361067830506,0.00464090368747588,0.00543993555559782,0.0236322780105033,0.00173752028958713
Working and living environment,X24005.Particulate matter air pollution (pm10); 2010,APEX1,DNA-(apurinic or apyrimidinic site) endonuclease,50069,0.0135940320061923,0.00434580572859503,0.00507625277814609,0.0221118112342386,0.00176148889156057
Working and living environment,X24005.Particulate matter air pollution (pm10); 2010,GHRL,Appetite-regulating hormone,49952,-0.0178693696020518,0.00572114976512053,-0.029082823141688,-0.00665591606241552,0.00178982136017565
Working and living environment,X24005.Particulate matter air pollution (pm10); 2010,ATXN3,Ataxin-3,46544,0.01415614815719,0.00455189710628503,0.00523442982887133,0.0230778664855087,0.00187360399043284
Working and living environment,X24005.Particulate matter air pollution (pm10); 2010,KRT14,"Keratin, type I cytoskeletal 14",48523,0.00655861938676184,0.00210927735616638,0.00242443576867574,0.0106928030048479,0.00187676681307279
Working and living environment,X24005.Particulate matter air pollution (pm10); 2010,LHPP,Phospholysine phosphohistidine inorganic pyrophosphate phosphatase,50001,0.0134603311138683,0.00433736639794208,0.00495909297390179,0.0219615692538348,0.00191557212905912
Working and living environment,X24005.Particulate matter air pollution (pm10); 2010,NADK,NAD kinase,49952,0.0126251246294081,0.00409824584142847,0.00459256278020835,0.0206576864786079,0.00206792223106621
Working and living environment,X24005.Particulate matter air pollution (pm10); 2010,RAB44,Ras-related protein Rab-44,46469,0.0100125431852764,0.00327021007068884,0.00360293144672629,0.0164221549238265,0.00220317421945693
Working and living environment,X24005.Particulate matter air pollution (pm10); 2010,RANBP1,Ran-specific GTPase-activating protein,46019,0.0117475080945273,0.00387833116210345,0.00414597901680454,0.0193490371722501,0.00245645915323459
Working and living environment,X24005.Particulate matter air pollution (pm10); 2010,NMNAT1,Nicotinamide/nicotinic acid mononucleotide adenylyltransferase 1,49775,0.0161793189121828,0.005421547112895,0.00555308657090855,0.026805551253457,0.00284534151346176
Working and living environment,X24005.Particulate matter air pollution (pm10); 2010,SOD1,Superoxide dismutase [Cu-Zn],49420,0.0107356890267767,0.00360606808553255,0.00366779557913294,0.0178035824744205,0.00291251429425845
Working and living environment,X24005.Particulate matter air pollution (pm10); 2010,CD6,T-cell differentiation antigen CD6,50176,-0.0115046771143998,0.00386460375254733,-0.0190793004693925,-0.00393005375940698,0.0029141602452455
