Trait_category,Trait,Protein,Protein_definition,sample_size,Estimated_effect,se,lowerCI,upperCI,Pvalue
Blood and urine assays,X30500.Microalbumin in urine,HAVCR1,Hepatitis A virus cellular receptor 1,32225,0.155696829143061,0.0088267020747035,0.138396493076642,0.17299716520948,2.60354763297743e-68
Blood and urine assays,X30500.Microalbumin in urine,WFDC2,WAP four-disulfide core domain protein 2,31734,0.0846843618393632,0.00580418512388647,0.0733081589965457,0.0960605646821807,1.51261097698287e-47
Blood and urine assays,X30500.Microalbumin in urine,FSTL3,Follistatin-related protein 3,32166,0.065397445155864,0.00462615232647613,0.0563301865959708,0.0744647037157572,8.1833183606127e-45
Blood and urine assays,X30500.Microalbumin in urine,IGFBP4,Insulin-like growth factor-binding protein 4,32082,0.0904886247562519,0.0064248975055345,0.0778958256454043,0.1030814238671,1.7120594932016e-44
Blood and urine assays,X30500.Microalbumin in urine,TNFRSF1A,Tumor necrosis factor receptor superfamily member 1A,32183,0.0598886835643069,0.00428187106016584,0.0514962162863818,0.0682811508422319,6.43815896573043e-44
Blood and urine assays,X30500.Microalbumin in urine,GDF15,Growth/differentiation factor 15,32273,0.0896433032136693,0.00644227720172534,0.0770164398982877,0.102270166529051,1.69380022474359e-43
Blood and urine assays,X30500.Microalbumin in urine,PGF,Placenta growth factor,32248,0.0528601254553111,0.00382580945934596,0.045361538914993,0.0603587119956292,6.45901028343569e-43
Blood and urine assays,X30500.Microalbumin in urine,CKAP4,Cytoskeleton-associated protein 4,32217,0.0515994377928724,0.00393597864906533,0.0438849196407044,0.0593139559450405,7.47908968836515e-39
Blood and urine assays,X30500.Microalbumin in urine,NECTIN2,Nectin-2,32165,0.0547047770988714,0.00421815856466226,0.0464371863121334,0.0629723678856094,4.58459074362338e-38
Blood and urine assays,X30500.Microalbumin in urine,VSIG4,V-set and immunoglobulin domain-containing protein 4,32173,0.0741000623532803,0.00571572587793081,0.0628972396325359,0.0853028850740247,4.85934791300338e-38
