Trait_category,Trait,Protein,Protein_definition,sample_size,Estimated_effect,se,lowerCI,upperCI,Pvalue
Health and medical history,X6159#6.Pain type(s) experienced in last month_Hip pain,COL9A1,Collagen alpha-1(IX) chain,52144,0.106267953991243,0.00934794058140666,0.0879459904516863,0.1245899175308,7.02579248799989e-30
Health and medical history,X6159#6.Pain type(s) experienced in last month_Hip pain,VSIG2,V-set and immunoglobulin domain-containing protein 2,48492,0.100494791521401,0.0113412547474539,0.0782659322163915,0.122723650826411,8.4680250800875e-19
Health and medical history,X6159#6.Pain type(s) experienced in last month_Hip pain,CHGA,Chromogranin-A,48628,0.154257908301569,0.0175614808326331,0.119837405869609,0.18867841073353,1.68204863608259e-18
Health and medical history,X6159#6.Pain type(s) experienced in last month_Hip pain,GAST,Gastrin,48573,0.195755713166384,0.025462144457046,0.145849910030574,0.245661516302194,1.55012049196015e-14
Health and medical history,X6159#6.Pain type(s) experienced in last month_Hip pain,AMBP,Protein AMBP,52386,0.0262732029539027,0.00392838385267258,0.0185735706026645,0.033972835305141,2.30438093673385e-11
Health and medical history,X6159#6.Pain type(s) experienced in last month_Hip pain,ACE2,Angiotensin-converting enzyme 2,51684,0.0641087123889238,0.00962509932633343,0.0452435177093102,0.0829739070685373,2.77946587608187e-11
Health and medical history,X6159#6.Pain type(s) experienced in last month_Hip pain,CD302,CD302 antigen,52069,0.0377491918281172,0.00591507503019905,0.026155644768927,0.0493427388873073,1.77721501184756e-10
Health and medical history,X6159#6.Pain type(s) experienced in last month_Hip pain,GDF15,Growth/differentiation factor 15,52529,0.0530013658913658,0.00830536923717539,0.0367228421865021,0.0692798895962296,1.78004412565139e-10
Health and medical history,X6159#6.Pain type(s) experienced in last month_Hip pain,CCN3,CCN family member 3,52489,0.0399759181034864,0.00666698617402606,0.0269086252023954,0.0530432110045775,2.04582755541487e-09
Health and medical history,X6159#6.Pain type(s) experienced in last month_Hip pain,COL6A3,Collagen alpha-3(VI) chain,52529,0.0396026735944088,0.00666618795995162,0.0265369451929036,0.052668401995914,2.86924922472197e-09
Health and medical history,X6159#6.Pain type(s) experienced in last month_Hip pain,CDCP1,CUB domain-containing protein 1,51998,0.0555471595424445,0.00964507367944712,0.0366428151307281,0.0744515039541609,8.54508884353626e-09
Health and medical history,X6159#6.Pain type(s) experienced in last month_Hip pain,GUCA2A,Guanylin,52068,0.0374710300836742,0.00656324186026291,0.0246070760375589,0.0503349841297895,1.14653945813998e-08
Health and medical history,X6159#6.Pain type(s) experienced in last month_Hip pain,AGR2,Anterior gradient protein 2 homolog,51275,0.116320773931122,0.0204891536402221,0.0761620327962865,0.156479515065957,1.38340193581796e-08
