Trait_category,Trait,Protein,Protein_definition,sample_size,Estimated_effect,se,lowerCI,upperCI,Pvalue
NMR metabolomics,X23602.Free Cholesterol to Total Lipids in Small VLDL percentage,FGFBP1,Fibroblast growth factor-binding protein 1,40411,0.133537202823029,0.00281375355741934,0.128022245850487,0.139052159795571,0
NMR metabolomics,X23602.Free Cholesterol to Total Lipids in Small VLDL percentage,GCG,Pro-glucagon,39980,-0.475958413019632,0.0112199982338255,-0.49794960955793,-0.453967216481334,0
NMR metabolomics,X23602.Free Cholesterol to Total Lipids in Small VLDL percentage,LDLR,Low-density lipoprotein receptor,40356,-0.202116302894159,0.00471363456044912,-0.211355026632639,-0.192877579155679,0
NMR metabolomics,X23602.Free Cholesterol to Total Lipids in Small VLDL percentage,MFGE8,Lactadherin,40332,-0.176412022720957,0.00375414336278265,-0.183770143712011,-0.169053901729903,0
NMR metabolomics,X23602.Free Cholesterol to Total Lipids in Small VLDL percentage,PLA2G7,Platelet-activating factor acetylhydrolase,40332,0.127427753420999,0.00280639592809123,0.12192721740194,0.132928289440058,0
NMR metabolomics,X23602.Free Cholesterol to Total Lipids in Small VLDL percentage,PON3,Serum paraoxonase/lactonase 3,40422,0.104707430735118,0.00246765186928802,0.0998708330713138,0.109544028398923,0
NMR metabolomics,X23602.Free Cholesterol to Total Lipids in Small VLDL percentage,PRAP1,Proline-rich acidic protein 1,37998,-0.159888052563377,0.00378760378511809,-0.167311755982208,-0.152464349144545,0
NMR metabolomics,X23602.Free Cholesterol to Total Lipids in Small VLDL percentage,AGRP,Agouti-related protein,40516,-0.178760925769575,0.00487009258486083,-0.188306307235903,-0.169215544303248,2.57664448130533e-283
NMR metabolomics,X23602.Free Cholesterol to Total Lipids in Small VLDL percentage,ASGR1,Asialoglycoprotein receptor 1,40228,-0.0980536455191859,0.00267259318732447,-0.103291928166342,-0.09281536287203,7.34824969963293e-283
NMR metabolomics,X23602.Free Cholesterol to Total Lipids in Small VLDL percentage,PRSS8,Prostasin,40293,-0.134748411472984,0.00368051271417767,-0.141962216392772,-0.127534606553195,9.01058802971585e-282
NMR metabolomics,X23602.Free Cholesterol to Total Lipids in Small VLDL percentage,IGSF9,Protein turtle homolog A,37990,-0.257287046334759,0.00724693686460215,-0.271491042589379,-0.243083050080139,4.663865020797e-264
NMR metabolomics,X23602.Free Cholesterol to Total Lipids in Small VLDL percentage,APOM,Apolipoprotein M,40372,0.0858431010560547,0.00245503276021338,0.0810312368460365,0.0906549652660729,3.83360029177094e-258
NMR metabolomics,X23602.Free Cholesterol to Total Lipids in Small VLDL percentage,NPY,Pro-neuropeptide Y,40489,-0.21085280423197,0.00610027533856387,-0.222809343895555,-0.198896264568384,1.44782071828069e-252
NMR metabolomics,X23602.Free Cholesterol to Total Lipids in Small VLDL percentage,PYY,Peptide YY,37562,-0.296615398749289,0.00866310035985938,-0.313595075454614,-0.279635722043965,3.70137922258186e-246
