Trait_category,Trait,Protein,Protein_definition,sample_size,Estimated_effect,se,lowerCI,upperCI,Pvalue
Working and living environment,X24008.Particulate matter air pollution 2.5-10um; 2010,MFAP4,Microfibril-associated glycoprotein 4,46120,0.0080554846088336,0.00222558378394205,0.00369334039230718,0.01241762882536,0.000295853141816623
Working and living environment,X24008.Particulate matter air pollution 2.5-10um; 2010,CLC,Galectin-10,49916,0.0171331311685059,0.00479287908485472,0.00773908816219064,0.0265271741748211,0.000351270738265225
Working and living environment,X24008.Particulate matter air pollution 2.5-10um; 2010,NPY,Pro-neuropeptide Y,50163,-0.016486571848137,0.00472566429312338,-0.0257488738626589,-0.00722426983361521,0.000486130735991561
Working and living environment,X24008.Particulate matter air pollution 2.5-10um; 2010,ACHE,Acetylcholinesterase,46120,0.00793547049648186,0.00228436828281834,0.0034581086621579,0.0124128323308058,0.000514118748035192
Working and living environment,X24008.Particulate matter air pollution 2.5-10um; 2010,TGFBI,Transforming growth factor-beta-induced protein ig-h3,49787,0.00661518104631745,0.00191862351046472,0.00285467896580661,0.0103756831268283,0.00056592550688779
Working and living environment,X24008.Particulate matter air pollution 2.5-10um; 2010,CCN1,CCN family member 1,49798,-0.0184327295295295,0.00555348023290468,-0.0293175507860227,-0.00754790827303636,0.000904252634159096
Working and living environment,X24008.Particulate matter air pollution 2.5-10um; 2010,PTH,Parathyroid hormone,45972,-0.0181466695753123,0.00553892941996143,-0.0290029712384367,-0.00729036791218795,0.00105378524920368
Working and living environment,X24008.Particulate matter air pollution 2.5-10um; 2010,KLK7,Kallikrein-7,45515,0.00890502541347441,0.00276510384581555,0.00348542187567593,0.0143246289512729,0.00128159968507846
Working and living environment,X24008.Particulate matter air pollution 2.5-10um; 2010,AGRP,Agouti-related protein,50221,-0.0121531852676994,0.00379124794457463,-0.0195840312390657,-0.00472233929633311,0.00134950337242161
Working and living environment,X24008.Particulate matter air pollution 2.5-10um; 2010,MELTF,Melanotransferrin,46591,0.0065737661924381,0.0020568566891873,0.002542327081631,0.0106052053032452,0.00139530386908958
Working and living environment,X24008.Particulate matter air pollution 2.5-10um; 2010,PSME2,Proteasome activator complex subunit 2,49650,0.0083157548946075,0.00266126395957556,0.0030996775338394,0.0135318322553756,0.00178164911238476
Working and living environment,X24008.Particulate matter air pollution 2.5-10um; 2010,CNTN1,Contactin-1,50262,0.00602668313002266,0.00195667662592001,0.00219159694321944,0.00986176931682589,0.00207175752819643
Working and living environment,X24008.Particulate matter air pollution 2.5-10um; 2010,CD109,CD109 antigen,49950,0.00720953097310453,0.00235677308587675,0.0025902557247861,0.011828806221423,0.00222256479289388
Working and living environment,X24008.Particulate matter air pollution 2.5-10um; 2010,SPINK6,Serine protease inhibitor Kazal-type 6,50163,0.0115458293226752,0.00385535367168316,0.00398933612617622,0.0191023225191742,0.00274929220875973
