Trait_category,Trait,Protein,Protein_definition,sample_size,Estimated_effect,se,lowerCI,upperCI,Pvalue
Health and medical history,X120039#4.Location of pain during the past week_Upper right arm,GUSB,Beta-glucuronidase,34128,0.121554706463053,0.0247884562244672,0.0729693322630978,0.170140080663009,9.55867667279019e-07
Health and medical history,X120039#4.Location of pain during the past week_Upper right arm,CLEC4G,C-type lectin domain family 4 member G,34062,0.0579477467967925,0.0145660047637064,0.029398377459928,0.086497116133657,6.99231790649376e-05
Health and medical history,X120039#4.Location of pain during the past week_Upper right arm,CES1,Liver carboxylesterase 1,34118,0.123891856697849,0.031368398737186,0.0624097951729642,0.185373918222733,7.88458956688905e-05
Health and medical history,X120039#4.Location of pain during the past week_Upper right arm,GFRA1,GDNF family receptor alpha-1,34149,0.0449828037381059,0.0114857940056257,0.0224706474870796,0.0674949599891323,9.05024959877274e-05
Health and medical history,X120039#4.Location of pain during the past week_Upper right arm,HAVCR1,Hepatitis A virus cellular receptor 1,34151,0.0957226553752394,0.0249359333896504,0.0468482259315247,0.144597084818954,0.000124451272133502
Health and medical history,X120039#4.Location of pain during the past week_Upper right arm,CHGA,Chromogranin-A,32648,0.127798191345999,0.0342863087702082,0.0605970261563906,0.194999356535607,0.000194781030409662
Health and medical history,X120039#4.Location of pain during the past week_Upper right arm,ACE2,Angiotensin-converting enzyme 2,33900,0.0702595725906936,0.0189636809936773,0.0330907578430861,0.107428387338301,0.000212635344129699
Health and medical history,X120039#4.Location of pain during the past week_Upper right arm,ACP5,Tartrate-resistant acid phosphatase type 5,34128,0.0498196469014526,0.0136141962231926,0.0231358223039951,0.0765034714989102,0.000254161448699671
Health and medical history,X120039#4.Location of pain during the past week_Upper right arm,VSIG2,V-set and immunoglobulin domain-containing protein 2,32604,0.0804908177609656,0.0225169952325058,0.0363575071052543,0.124624128416677,0.000352698603438081
Health and medical history,X120039#4.Location of pain during the past week_Upper right arm,PGA4,Pepsin A-4,32657,0.0904160947562055,0.0261014629811984,0.0392572273130566,0.141574962199354,0.00053487764827807
Health and medical history,X120039#4.Location of pain during the past week_Upper right arm,GDF15,Growth/differentiation factor 15,34211,0.0558341305933856,0.0163325217911474,0.0238223878827367,0.0878458733040346,0.000632047426613172
Health and medical history,X120039#4.Location of pain during the past week_Upper right arm,RAP1A,Ras-related protein Rap-1A,32410,0.0987136297789288,0.0290313713658695,0.0418121419018245,0.155615117656033,0.000676576471057428
Health and medical history,X120039#4.Location of pain during the past week_Upper right arm,F7,Coagulation factor VII,34107,0.0433894687148783,0.0127703482859903,0.0183595860743373,0.0684193513554193,0.000682360563724014
Health and medical history,X120039#4.Location of pain during the past week_Upper right arm,IGF2R,Cation-independent mannose-6-phosphate receptor,34093,0.0340150624685122,0.0100538175343018,0.0143095801012807,0.0537205448357437,0.000719059712464293
Health and medical history,X120039#4.Location of pain during the past week_Upper right arm,RET,Proto-oncogene tyrosine-protein kinase receptor Ret,34035,0.0600591078400246,0.0179595436408547,0.0248584023039494,0.0952598133760997,0.000828566780131655
