Trait_category,Trait,Protein,Protein_definition,sample_size,Estimated_effect,se,lowerCI,upperCI,Pvalue
Working and living environment,X24018.Nitrogen dioxide air pollution; 2007,TGM2,Protein-glutamine gamma-glutamyltransferase 2,51781,0.0524237020848045,0.00581575783459999,0.0410248167289885,0.0638225874406204,2.11177177804083e-19
Working and living environment,X24018.Nitrogen dioxide air pollution; 2007,HAGH,"Hydroxyacylglutathione hydrolase, mitochondrial",51967,0.0509641687920597,0.00572718040115046,0.0397388952058048,0.0621894423783146,5.99237343127246e-19
Working and living environment,X24018.Nitrogen dioxide air pollution; 2007,UBAC1,Ubiquitin-associated domain-containing protein 1,51704,0.0242100338454017,0.00273991958378001,0.0188397914611928,0.0295802762296105,1.05014831485103e-18
Working and living environment,X24018.Nitrogen dioxide air pollution; 2007,PSMG3,Proteasome assembly chaperone 3,51777,0.0330973835735842,0.00400186640500973,0.0252537254197651,0.0409410417274033,1.39411023375979e-16
Working and living environment,X24018.Nitrogen dioxide air pollution; 2007,DDI2,Protein DDI1 homolog 2,47798,0.0493788660779012,0.00607306290948126,0.0374756627753179,0.0612820693804844,4.47485053339736e-16
Working and living environment,X24018.Nitrogen dioxide air pollution; 2007,CA2,Carbonic anhydrase 2,51733,0.0447781317273451,0.00552447413647504,0.033950162419854,0.0556061010348362,5.47504148948005e-16
Working and living environment,X24018.Nitrogen dioxide air pollution; 2007,PRDX2,Peroxiredoxin-2,47904,0.0389873822126752,0.00487898128484154,0.0294245788943858,0.0485501855309647,1.40102159377481e-15
Working and living environment,X24018.Nitrogen dioxide air pollution; 2007,BGLAP,Osteocalcin,48300,-0.0542418414817486,0.00692023218696338,-0.0678054965681968,-0.0406781863953004,4.76249763750137e-15
Working and living environment,X24018.Nitrogen dioxide air pollution; 2007,AMPD3,AMP deaminase 3,48249,0.041960367648486,0.00558648726069126,0.0310108526175312,0.0529098826794409,6.07188907191769e-14
Working and living environment,X24018.Nitrogen dioxide air pollution; 2007,PKLR,Pyruvate kinase PKLR,51872,0.0389680894495472,0.00519462117522005,0.0287866319461159,0.0491495469529785,6.49423981696922e-14
Working and living environment,X24018.Nitrogen dioxide air pollution; 2007,CAT,Catalase,47947,0.031445671784506,0.00422419202699551,0.0231662554115948,0.0397250881574172,1.00896573533284e-13
Working and living environment,X24018.Nitrogen dioxide air pollution; 2007,PSMG4,Proteasome assembly chaperone 4,47625,0.0328457992771883,0.00442711352105337,0.0241686567759237,0.0415229417784529,1.2184928773348e-13
Working and living environment,X24018.Nitrogen dioxide air pollution; 2007,C9orf40,Uncharacterized protein C9orf40,48178,0.0472614515062933,0.00638556985303659,0.0347457345943415,0.059777168418245,1.39353330468448e-13
Working and living environment,X24018.Nitrogen dioxide air pollution; 2007,HMBS,Porphobilinogen deaminase,52054,0.0258383998700525,0.00351841753966189,0.0189423014923152,0.0327344982477898,2.13424567091143e-13
Working and living environment,X24018.Nitrogen dioxide air pollution; 2007,ATXN3,Ataxin-3,48249,0.0348944500312501,0.00477265453849454,0.0255400471358008,0.0442488529266994,2.72864094540464e-13
Working and living environment,X24018.Nitrogen dioxide air pollution; 2007,BLVRB,Flavin reductase,51823,0.0379120522765056,0.00520041396520144,0.0277192409047108,0.0481048636483004,3.17881472297753e-13
Working and living environment,X24018.Nitrogen dioxide air pollution; 2007,YOD1,Ubiquitin thioesterase OTU1,47544,0.0354082723046585,0.00487791203773866,0.0258475647106907,0.0449689798986262,4.02597583399316e-13
Working and living environment,X24018.Nitrogen dioxide air pollution; 2007,CA1,Carbonic anhydrase 1,51189,0.0352339573671214,0.00489088117456723,0.0256478302649696,0.0448200844692732,6.00138881576494e-13
Working and living environment,X24018.Nitrogen dioxide air pollution; 2007,PPME1,Protein phosphatase methylesterase 1,51704,0.0339170839033725,0.00473631654019972,0.0246339034845811,0.043200264322164,8.20796753777282e-13
Working and living environment,X24018.Nitrogen dioxide air pollution; 2007,PSME2,Proteasome activator complex subunit 2,51501,0.0202500431289944,0.00285201545936825,0.0146600928286326,0.0258399934293562,1.27598721135361e-12
