Trait_category,Trait,Protein,Protein_definition,sample_size,Estimated_effect,se,lowerCI,upperCI,Pvalue
Lifestyle factors,X1160.Sleep duration,PAEP,Glycodelin,51740,0.0723947556953375,0.00753479962192556,0.0576265484363634,0.0871629629543116,8.00578336380765e-22
Lifestyle factors,X1160.Sleep duration,ADGRG2,Adhesion G-protein coupled receptor G2,51931,-0.313537172887026,0.0373553624977187,-0.386753683382555,-0.240320662391498,4.94836070192069e-17
Lifestyle factors,X1160.Sleep duration,ITGAV,Integrin alpha-V,52163,-0.491919440860557,0.0613625563918728,-0.612190051388628,-0.371648830332486,1.1295748849366e-15
Lifestyle factors,X1160.Sleep duration,FSHB,Follitropin subunit beta,47786,-0.13233462754593,0.0169693599497295,-0.1655945730474,-0.09907468204446,6.52877916161244e-15
Lifestyle factors,X1160.Sleep duration,CCN5,CCN family member 5,51936,0.200360179438352,0.0257342968151958,0.149920957680568,0.250799401196136,7.17449972689495e-15
Lifestyle factors,X1160.Sleep duration,ITGA11,Integrin alpha-11,51885,-0.214265559265705,0.0293142899414022,-0.271721567550853,-0.156809550980557,2.75967916446034e-13
Lifestyle factors,X1160.Sleep duration,CGA,Glycoprotein hormones alpha chain,51936,-0.0802362946975019,0.0111642450140648,-0.102118214925069,-0.0583543744699348,6.79690558331786e-13
Lifestyle factors,X1160.Sleep duration,MYOM3,Myomesin-3,47895,-0.0935388471471122,0.013160180726261,-0.119332801370584,-0.0677448929236407,1.21357708961726e-12
Lifestyle factors,X1160.Sleep duration,ADIPOQ,Adiponectin,48444,-0.123179716159445,0.0174401371341087,-0.157362384942298,-0.0889970473765922,1.67390979893343e-12
Lifestyle factors,X1160.Sleep duration,MYL3,Myosin light chain 3,47786,-0.122925661967955,0.0174504525999256,-0.15712854906381,-0.0887227748721012,1.91617893000603e-12
Lifestyle factors,X1160.Sleep duration,ITGAM,Integrin alpha-M,51936,-0.221143198594047,0.031844079293532,-0.28355759400937,-0.158728803178724,3.88079980758128e-12
Lifestyle factors,X1160.Sleep duration,PROK1,Prokineticin-1,51885,0.0968612432899718,0.0144329366264395,0.0685726875021503,0.125149799077793,1.96888941863675e-11
Lifestyle factors,X1160.Sleep duration,LEPR,Leptin receptor,51931,-0.217161243538402,0.0330540376148462,-0.281947157263501,-0.152375329813304,5.12536702188378e-11
Lifestyle factors,X1160.Sleep duration,SERPINA11,Serpin A11,52267,-0.15745846233974,0.0246797158274371,-0.205830705361516,-0.109086219317963,1.79783367791906e-10
Lifestyle factors,X1160.Sleep duration,IGFBP6,Insulin-like growth factor-binding protein 6,51803,0.226133418312099,0.0359876565673435,0.155597611440106,0.296669225184093,3.35721487684505e-10
Lifestyle factors,X1160.Sleep duration,SPINK5,Serine protease inhibitor Kazal-type 5,51936,0.193152141891196,0.0310186668169883,0.132355554929898,0.253948728852493,4.82437249127967e-10
