Trait_category,Trait,Protein,Protein_definition,sample_size,Estimated_effect,se,lowerCI,upperCI,Pvalue
Working and living environment,X24007.Particulate matter air pollution (pm2.5) absorbance; 2010,PRDX2,Peroxiredoxin-2,46226,0.0312078185690461,0.0049447112694578,0.0215161844809088,0.0408994526571834,2.81940251573513e-10
Working and living environment,X24007.Particulate matter air pollution (pm2.5) absorbance; 2010,CAT,Catalase,46274,0.0251276994036074,0.00427890323700899,0.0167410490590698,0.033514349748145,4.35592033096508e-09
Working and living environment,X24007.Particulate matter air pollution (pm2.5) absorbance; 2010,HAGH,"Hydroxyacylglutathione hydrolase, mitochondrial",50082,0.0338795272544123,0.00581047389050858,0.0224909984290155,0.0452680560798091,5.58342938974666e-09
Working and living environment,X24007.Particulate matter air pollution (pm2.5) absorbance; 2010,DDI2,Protein DDI1 homolog 2,46120,0.0357809858041251,0.00616108734031108,0.0237052546171154,0.0478567169911348,6.42694959184925e-09
Working and living environment,X24007.Particulate matter air pollution (pm2.5) absorbance; 2010,TGM2,Protein-glutamine gamma-glutamyltransferase 2,49915,0.0324806805670906,0.00589671735903089,0.0209231145433901,0.0440382465907912,3.6589062316334e-08
Working and living environment,X24007.Particulate matter air pollution (pm2.5) absorbance; 2010,BGLAP,Osteocalcin,46592,-0.0384447616531973,0.00706037416791545,-0.0522830950223116,-0.024606428284083,5.23136365691627e-08
Working and living environment,X24007.Particulate matter air pollution (pm2.5) absorbance; 2010,CXCL17,C-X-C motif chemokine 17,50221,-0.017378658197211,0.003216797089898,-0.0236835804934111,-0.011073735901011,6.63105567629445e-08
Working and living environment,X24007.Particulate matter air pollution (pm2.5) absorbance; 2010,UBAC1,Ubiquitin-associated domain-containing protein 1,49840,0.0145259457744447,0.00278746681300501,0.00906251082095489,0.0199893807279345,1.89126189902559e-07
Working and living environment,X24007.Particulate matter air pollution (pm2.5) absorbance; 2010,HMBS,Porphobilinogen deaminase,50163,0.0185904664083371,0.00357520420945492,0.0115830661578054,0.0255978666588687,2.00993254237515e-07
Working and living environment,X24007.Particulate matter air pollution (pm2.5) absorbance; 2010,CA2,Carbonic anhydrase 2,49868,0.0282854062186519,0.00560854415778584,0.0172926596693917,0.0392781527679121,4.60787579352086e-07
Working and living environment,X24007.Particulate matter air pollution (pm2.5) absorbance; 2010,AMPD3,AMP deaminase 3,46544,0.0285206911799433,0.00566801924375775,0.0174113734621781,0.0396300088977085,4.89548733391684e-07
Working and living environment,X24007.Particulate matter air pollution (pm2.5) absorbance; 2010,PSME2,Proteasome activator complex subunit 2,49650,0.0145036350281257,0.00289988273222379,0.00881986487296707,0.0201874051832843,5.72811232854683e-07
Working and living environment,X24007.Particulate matter air pollution (pm2.5) absorbance; 2010,C9orf40,Uncharacterized protein C9orf40,46474,0.0322323279097511,0.00646867755450916,0.0195537199029132,0.0449109359165891,6.31353726712511e-07
Working and living environment,X24007.Particulate matter air pollution (pm2.5) absorbance; 2010,FCRL1,Fc receptor-like protein 1,49952,-0.0169933933504239,0.00346626582562819,-0.0237872743686551,-0.0101995123321926,9.52023111993745e-07
Working and living environment,X24007.Particulate matter air pollution (pm2.5) absorbance; 2010,BLVRB,Flavin reductase,49950,0.0255738394273736,0.00527599343254972,0.0152328922995762,0.0359147865551711,1.25947107468233e-06
Working and living environment,X24007.Particulate matter air pollution (pm2.5) absorbance; 2010,PSMG3,Proteasome assembly chaperone 3,49925,0.0196606272175702,0.0040686508324976,0.011686071585875,0.0276351828492655,1.35802251660211e-06
Working and living environment,X24007.Particulate matter air pollution (pm2.5) absorbance; 2010,ARG1,Arginase-1,49806,0.0200800684750236,0.00418615776478863,0.0118751992560379,0.0282849376940093,1.62154063001985e-06
Working and living environment,X24007.Particulate matter air pollution (pm2.5) absorbance; 2010,CD22,B-cell receptor CD22,50221,-0.0150467958406603,0.00314852774642317,-0.0212179102236498,-0.00887568145767091,1.77144708281341e-06
Working and living environment,X24007.Particulate matter air pollution (pm2.5) absorbance; 2010,AHSP,Alpha-hemoglobin-stabilizing protein,49916,0.0329336636701157,0.00691938292866684,0.0193716731299287,0.0464956542103027,1.95017983479705e-06
Working and living environment,X24007.Particulate matter air pollution (pm2.5) absorbance; 2010,SCG2,Secretogranin-2,50033,-0.0115143152240954,0.0024595330334951,-0.0163349999697458,-0.00669363047844497,2.8623668320522e-06
Working and living environment,X24007.Particulate matter air pollution (pm2.5) absorbance; 2010,PSMG4,Proteasome assembly chaperone 4,45959,0.0208578344058601,0.00448581739602925,0.0120656323096428,0.0296500365020774,3.34346468435395e-06
Working and living environment,X24007.Particulate matter air pollution (pm2.5) absorbance; 2010,CA1,Carbonic anhydrase 1,49359,0.0231034803908788,0.00497146694372192,0.0133594051811838,0.0328475556005737,3.38166849096785e-06
Working and living environment,X24007.Particulate matter air pollution (pm2.5) absorbance; 2010,CD79B,B-cell antigen receptor complex-associated protein beta chain,50221,-0.0156976579217295,0.00338920655358426,-0.0223405027667546,-0.00905481307670432,3.64513983726104e-06
Working and living environment,X24007.Particulate matter air pollution (pm2.5) absorbance; 2010,BOLA2_BOLA2B,BolA-like protein 2,46019,0.0201003877803459,0.00436002372637278,0.0115547412766552,0.0286460342840365,4.04674565509463e-06
Working and living environment,X24007.Particulate matter air pollution (pm2.5) absorbance; 2010,CD8A,T-cell surface glycoprotein CD8 alpha chain,50164,-0.0174160411772395,0.00377829494490614,-0.0248214992692555,-0.0100105830852234,4.05582699051632e-06
Working and living environment,X24007.Particulate matter air pollution (pm2.5) absorbance; 2010,SLC4A1,Band 3 anion transport protein,46592,0.0167265418888121,0.00364900079057896,0.00957450033927731,0.0238785834383468,4.58943769167948e-06
Working and living environment,X24007.Particulate matter air pollution (pm2.5) absorbance; 2010,PKLR,Pyruvate kinase PKLR,50004,0.0238254427836761,0.00527090353637908,0.0134944718523731,0.0341564137149791,6.20636323209017e-06
Working and living environment,X24007.Particulate matter air pollution (pm2.5) absorbance; 2010,YOD1,Ubiquitin thioesterase OTU1,45877,0.0222733046190483,0.0049568927073336,0.0125577949126744,0.0319888143254221,7.0461357307428e-06
Working and living environment,X24007.Particulate matter air pollution (pm2.5) absorbance; 2010,WNT9A,Protein Wnt-9a,49438,-0.00985355580194383,0.00219795259063654,-0.0141615428795915,-0.00554556872429621,7.39068387641541e-06
Working and living environment,X24007.Particulate matter air pollution (pm2.5) absorbance; 2010,PSME1,Proteasome activator complex subunit 1,49740,0.0130012258591631,0.00296013162231496,0.00719936787942577,0.0188030838389004,1.12711210262506e-05
Working and living environment,X24007.Particulate matter air pollution (pm2.5) absorbance; 2010,ALCAM,CD166 antigen,50262,-0.00647045029876385,0.00149241979100386,-0.00939559308913143,-0.00354530750839628,1.4595105145363e-05
Working and living environment,X24007.Particulate matter air pollution (pm2.5) absorbance; 2010,PTGR1,Prostaglandin reductase 1,46591,0.0264006792989916,0.00613534926457581,0.014375394740423,0.0384259638575602,1.69189710700427e-05
