Trait_category,Trait,Protein,Protein_definition,sample_size,Estimated_effect,se,lowerCI,upperCI,Pvalue
Mental health,X29038#1.Substances taken for depression_Drugs or alcohol (more than once),RTN4R,Reticulon-4 receptor,33189,-0.134574839997795,0.0296813937058228,-0.192750371661208,-0.0763993083343822,5.86532957360829e-06
Mental health,X29038#1.Substances taken for depression_Drugs or alcohol (more than once),LRIG1,Leucine-rich repeats and immunoglobulin-like domains protein 1,33161,-0.132723530014162,0.029749564434813,-0.191032676306396,-0.0744143837219284,8.24633877568746e-06
Mental health,X29038#1.Substances taken for depression_Drugs or alcohol (more than once),SSC4D,Scavenger receptor cysteine-rich domain-containing group B protein,33107,-0.397082477917926,0.0899204567260246,-0.573326573100934,-0.220838382734918,1.01798015668999e-05
Mental health,X29038#1.Substances taken for depression_Drugs or alcohol (more than once),CXCL17,C-X-C motif chemokine 17,33208,-0.144990332325763,0.0359597259766258,-0.21547139523995,-0.0745092694115767,5.57684958404755e-05
Mental health,X29038#1.Substances taken for depression_Drugs or alcohol (more than once),GALNT3,Polypeptide N-acetylgalactosaminyltransferase 3,32981,-0.14861407101152,0.0376175670149441,-0.22234450236081,-0.0748836396622291,7.85653338537626e-05
Mental health,X29038#1.Substances taken for depression_Drugs or alcohol (more than once),GPC1,Glypican-1,33189,-0.098212353696212,0.0254053527607429,-0.148006845107268,-0.0484178622851559,0.000111521786119937
Mental health,X29038#1.Substances taken for depression_Drugs or alcohol (more than once),TNN,Tenascin-N,32044,-0.148006014479797,0.0384485582536285,-0.223365188656908,-0.0726468403026847,0.000119352433900956
Mental health,X29038#1.Substances taken for depression_Drugs or alcohol (more than once),CEACAM16,Carcinoembryonic antigen-related cell adhesion molecule 16,31998,-0.265154396582722,0.0689058354869694,-0.400209834137182,-0.130098959028262,0.000120034519264147
Mental health,X29038#1.Substances taken for depression_Drugs or alcohol (more than once),IL18R1,Interleukin-18 receptor 1,33208,-0.10884046266456,0.0288288483907105,-0.165345005510353,-0.0523359198187679,0.00016080666565453
Mental health,X29038#1.Substances taken for depression_Drugs or alcohol (more than once),IL1RL2,Interleukin-1 receptor-like 2,32981,-0.132408303447097,0.0355754503623504,-0.202136186157304,-0.0626804207368903,0.000199000436000013
Mental health,X29038#1.Substances taken for depression_Drugs or alcohol (more than once),CR1,Complement receptor type 1,32022,-0.112103126708603,0.0304671655752714,-0.171818771236135,-0.0523874821810714,0.000235338720945061
Mental health,X29038#1.Substances taken for depression_Drugs or alcohol (more than once),PRSS53,Serine protease 53,32006,0.116125618431603,0.0321090267824505,0.0531919259380002,0.179059310925206,0.000300440621511336
Mental health,X29038#1.Substances taken for depression_Drugs or alcohol (more than once),DSC2,Desmocollin-2,33027,-0.106880314827152,0.0296936473839746,-0.165079863699742,-0.0486807659545614,0.0003207101977331
Mental health,X29038#1.Substances taken for depression_Drugs or alcohol (more than once),GHRL,Appetite-regulating hormone,33117,0.249782110305886,0.0698831112570754,0.112811212242019,0.386753008369754,0.000353097010598445
Mental health,X29038#1.Substances taken for depression_Drugs or alcohol (more than once),GFRA1,GDNF family receptor alpha-1,33176,-0.0858315742077572,0.0240944513972404,-0.133056698946348,-0.0386064494691661,0.000369586081612414
