Trait_category,Trait,Protein,Protein_definition,sample_size,Estimated_effect,se,lowerCI,upperCI,Pvalue
Diet and food preferences,X20615.Liking for biscuits,PTGR1,Prostaglandin reductase 1,33439,-0.198476774709987,0.0231213446502488,-0.243794610224475,-0.153158939195499,1.06805623284435e-17
Diet and food preferences,X20615.Liking for biscuits,CSF1,Macrophage colony-stimulating factor 1,35087,0.512448294362037,0.0605390381220001,0.393791779642917,0.631104809081157,2.90452473981991e-17
Diet and food preferences,X20615.Liking for biscuits,TNFRSF4,Tumor necrosis factor receptor superfamily member 4,35125,0.346230756798055,0.0430515379761243,0.261849742364851,0.430611771231259,9.7554857180938e-16
Diet and food preferences,X20615.Liking for biscuits,GPC1,Glypican-1,35111,0.419426708534325,0.0532983146202839,0.314962011878568,0.523891405190081,3.90846567716311e-15
Diet and food preferences,X20615.Liking for biscuits,BGLAP,Osteocalcin,33432,0.160102352687147,0.0205864935287075,0.11975282537088,0.200451880003414,8.2434140179439e-15
Diet and food preferences,X20615.Liking for biscuits,CNDP1,Beta-Ala-His dipeptidase,35063,-0.252426952921156,0.0341201940143882,-0.319302533189357,-0.185551372652955,1.48524656814521e-13
Diet and food preferences,X20615.Liking for biscuits,ALCAM,CD166 antigen,35173,0.607781368025323,0.0821816314071625,0.446705370467284,0.768857365583361,1.51311869510328e-13
Diet and food preferences,X20615.Liking for biscuits,SERPINA6,Corticosteroid-binding globulin,33469,-0.732773947674726,0.0993749299751204,-0.927548810425962,-0.53799908492349,1.80449078427591e-13
Diet and food preferences,X20615.Liking for biscuits,CD79B,B-cell antigen receptor complex-associated protein beta chain,35140,0.268316043276489,0.0365784409966902,0.196622298922976,0.340009787630001,2.37169876179238e-13
Diet and food preferences,X20615.Liking for biscuits,PCDH9,Protocadherin-9,33398,0.404307383936,0.0551313800155533,0.296249879105515,0.512364888766484,2.43713190027549e-13
Diet and food preferences,X20615.Liking for biscuits,TNFRSF19,Tumor necrosis factor receptor superfamily member 19,35111,0.394176235605334,0.054178927624148,0.287985537462004,0.500366933748664,3.69558878019369e-13
Diet and food preferences,X20615.Liking for biscuits,PTGDS,Prostaglandin-H2 D-isomerase,34943,0.409035909875138,0.0566488356092707,0.298004192080968,0.520067627669309,5.53687586167941e-13
Diet and food preferences,X20615.Liking for biscuits,TGFBR2,TGF-beta receptor type-2,35059,0.390226433583988,0.0543146153832435,0.28376978743283,0.496683079735145,7.19579488490947e-13
Diet and food preferences,X20615.Liking for biscuits,RETN,Resistin,34995,0.266888975968044,0.0381290520843031,0.19215603388281,0.341621918053279,2.7227647109848e-12
Diet and food preferences,X20615.Liking for biscuits,PTPRS,Receptor-type tyrosine-protein phosphatase S,35173,0.450963117987536,0.0644583386958815,0.324624774143608,0.577301461831463,2.78713463390156e-12
Diet and food preferences,X20615.Liking for biscuits,TREML2,Trem-like transcript 2 protein,35037,0.327921794115856,0.0474642492303279,0.234891865624414,0.420951722607299,5.16823539236527e-12
Diet and food preferences,X20615.Liking for biscuits,MAMDC4,Apical endosomal glycoprotein,33394,-0.231976965479934,0.0339816016796552,-0.298580904772058,-0.16537302618781,9.26531553611967e-12
Diet and food preferences,X20615.Liking for biscuits,CCER2,Coiled-coil domain-containing glutamate-rich protein 2,33202,0.209270433244787,0.031172389561332,0.148172549704576,0.270368316784998,2.02089488465281e-11
Diet and food preferences,X20615.Liking for biscuits,GFRA1,GDNF family receptor alpha-1,35096,0.39472341121967,0.0588384240637196,0.27940010005478,0.510046722384561,2.06487672013763e-11
Diet and food preferences,X20615.Liking for biscuits,EPHA2,Ephrin type-A receptor 2,34631,0.382681012323577,0.0571446992598806,0.270677401774211,0.494684622872943,2.24435953376994e-11
Diet and food preferences,X20615.Liking for biscuits,PIK3IP1,Phosphoinositide-3-kinase-interacting protein 1,35037,0.422378868774951,0.0639003009199235,0.297134278971901,0.547623458578001,4.0292162967605e-11
Diet and food preferences,X20615.Liking for biscuits,NCR1,Natural cytotoxicity triggering receptor 1,34991,0.29538039303872,0.044910738391677,0.207355345791033,0.383405440286406,5.02614687493347e-11
Diet and food preferences,X20615.Liking for biscuits,SERPING1,Plasma protease C1 inhibitor,33445,-0.628328500859007,0.0956643248948743,-0.81583057765296,-0.440826424065053,5.38049412233995e-11
Diet and food preferences,X20615.Liking for biscuits,CEACAM16,Carcinoembryonic antigen-related cell adhesion molecule 16,33398,0.150038031927488,0.0231320261472199,0.104699260678937,0.195376803176039,9.27216140182682e-11
Diet and food preferences,X20615.Liking for biscuits,AGER,Advanced glycosylation end product-specific receptor,35013,0.255457751361735,0.0394176734636057,0.178199111373068,0.332716391350402,9.53131928318513e-11
Diet and food preferences,X20615.Liking for biscuits,TTR,Transthyretin,33365,-0.473430159515462,0.0734687331166524,-0.617428876424101,-0.329431442606823,1.2242646585575e-10
Diet and food preferences,X20615.Liking for biscuits,BTN2A1,Butyrophilin subfamily 2 member A1,35087,0.408892697268382,0.0642929576354059,0.282878500302987,0.534906894233778,2.10268564477057e-10
Diet and food preferences,X20615.Liking for biscuits,PAG1,Phosphoprotein associated with glycosphingolipid-enriched microdomains 1,34842,0.184771232642185,0.0291416746911881,0.127653550247457,0.241888915036914,2.38624639048359e-10
Diet and food preferences,X20615.Liking for biscuits,ADAM22,Disintegrin and metalloproteinase domain-containing protein 22,34959,0.297449699167258,0.0469657430585182,0.205396842772562,0.389502555561954,2.49738023859165e-10
Diet and food preferences,X20615.Liking for biscuits,PDCD1,Programmed cell death protein 1,35100,0.232516693969628,0.0367250535238235,0.160535589062933,0.304497798876322,2.52933437285295e-10
Diet and food preferences,X20615.Liking for biscuits,ULBP2,UL16-binding protein 2,34959,0.28845323688217,0.0455951208483572,0.199086800019389,0.37781967374495,2.61160881109009e-10
Diet and food preferences,X20615.Liking for biscuits,CD72,B-cell differentiation antigen CD72,33255,0.288382828081214,0.0457357773353467,0.198740704503935,0.378024951658494,3.01274053600496e-10
Diet and food preferences,X20615.Liking for biscuits,CDH3,Cadherin-3,35137,0.281398108938393,0.044689132618148,0.193807409006822,0.368988808869963,3.15816483970915e-10
Diet and food preferences,X20615.Liking for biscuits,ACY1,Aminoacylase-1,35036,-0.172058085249429,0.0273251915181065,-0.225615460624918,-0.118500709873941,3.16149710769049e-10
Diet and food preferences,X20615.Liking for biscuits,ROR1,Inactive tyrosine-protein kinase transmembrane receptor ROR1,35036,0.320472268376809,0.0511313214995355,0.22025487823772,0.420689658515899,3.8086574921706e-10
Diet and food preferences,X20615.Liking for biscuits,APOM,Apolipoprotein M,35048,-0.36558491424815,0.0586076854726035,-0.480455977774453,-0.250713850721847,4.60620170672991e-10
Diet and food preferences,X20615.Liking for biscuits,CDHR5,Cadherin-related family member 5,35036,0.243701716777551,0.0394151521667841,0.166448018530654,0.320955415024448,6.5239297527497e-10
Diet and food preferences,X20615.Liking for biscuits,FBLN2,Fibulin-2,33432,0.386942764698668,0.0625969299132446,0.264252782068709,0.509632747328628,6.62647765400255e-10
Diet and food preferences,X20615.Liking for biscuits,SUSD5,Sushi domain-containing protein 5,33193,0.341658036692962,0.0553440092550821,0.233183778553001,0.450132294832923,6.98377912328367e-10
Diet and food preferences,X20615.Liking for biscuits,EFEMP1,EGF-containing fibulin-like extracellular matrix protein 1,35046,0.319928303421304,0.0520074081673551,0.217993783413288,0.42186282342932,7.94821103934562e-10
Diet and food preferences,X20615.Liking for biscuits,DSC2,Desmocollin-2,34911,0.299710724117162,0.0492214122723893,0.203236756063279,0.396184692171045,1.17590355541484e-09
Diet and food preferences,X20615.Liking for biscuits,NBL1,Neuroblastoma suppressor of tumorigenicity 1,35059,0.376475488855278,0.0620125821910507,0.254930827760818,0.498020149949737,1.31509446436808e-09
Diet and food preferences,X20615.Liking for biscuits,TNFRSF8,Tumor necrosis factor receptor superfamily member 8,35137,0.208183561806134,0.034335174735944,0.140886619323683,0.275480504288584,1.3789139729893e-09
Diet and food preferences,X20615.Liking for biscuits,APOA1,Apolipoprotein A-I,33469,-0.396875854284719,0.0668187650414057,-0.527840633765874,-0.265911074803563,2.963289300792e-09
Diet and food preferences,X20615.Liking for biscuits,SELENOP,Selenoprotein P,33469,-0.482143243928411,0.0813034757969632,-0.641498056490459,-0.322788431366363,3.13768394942871e-09
Diet and food preferences,X20615.Liking for biscuits,IL12A_IL12B,Interleukin-12,34972,0.12219004797022,0.02065978496192,0.0816968694448565,0.162683226495583,3.43483760753955e-09
Diet and food preferences,X20615.Liking for biscuits,SIT1,Signaling threshold-regulating transmembrane adapter 1,34819,0.169376018679293,0.0287887403808451,0.112950087532837,0.22580194982575,4.14341901260029e-09
Diet and food preferences,X20615.Liking for biscuits,IL12B,Interleukin-12 subunit beta,35140,0.171151419779856,0.0291353298472936,0.114046173279161,0.228256666280552,4.37149745243222e-09
Diet and food preferences,X20615.Liking for biscuits,VWC2,Brorin,34922,0.245117022529943,0.0418072247179127,0.163174862082834,0.327059182977052,4.6824258097108e-09
Diet and food preferences,X20615.Liking for biscuits,PCDH17,Protocadherin-17,35036,0.270921735462207,0.0462609133601407,0.180250345276331,0.361593125648083,4.87138877046978e-09
Diet and food preferences,X20615.Liking for biscuits,MPO,Myeloperoxidase,35037,0.193877730842083,0.0331437341009479,0.128916012004226,0.258839449679941,5.07350937503313e-09
Diet and food preferences,X20615.Liking for biscuits,DLL1,Delta-like protein 1,35059,0.323405723534036,0.0555988027239437,0.214432070195107,0.432379376872966,6.17296277902406e-09
