Trait_category,Trait,Protein,Protein_definition,sample_size,Estimated_effect,se,lowerCI,upperCI,Pvalue
Working and living environment,X24003.Nitrogen dioxide air pollution; 2010,PRDX2,Peroxiredoxin-2,47904,0.0260551716934379,0.00495825254966887,0.0163369966960869,0.0357733466907889,1.49391179967792e-07
Working and living environment,X24003.Nitrogen dioxide air pollution; 2010,DDI2,Protein DDI1 homolog 2,47798,0.0321392178798246,0.00616907481442648,0.0200478312435487,0.0442306045161005,1.90720762789567e-07
Working and living environment,X24003.Nitrogen dioxide air pollution; 2010,BGLAP,Osteocalcin,48300,-0.0361925736856822,0.00702192086246328,-0.0499555385761102,-0.0224296087952541,2.56709988491655e-07
Working and living environment,X24003.Nitrogen dioxide air pollution; 2010,CD8A,T-cell surface glycoprotein CD8 alpha chain,52057,-0.0189659433443723,0.00376791550376257,-0.0263510577317469,-0.0115808289569976,4.845356289584e-07
Working and living environment,X24003.Nitrogen dioxide air pollution; 2010,AMPD3,AMP deaminase 3,48249,0.0282591750981532,0.00566877447525909,0.0171483771266454,0.039369973069661,6.23778658275256e-07
Working and living environment,X24003.Nitrogen dioxide air pollution; 2010,TYRP1,"5,6-dihydroxyindole-2-carboxylic acid oxidase",47625,-0.0235543461494197,0.00476671532223822,-0.0328971081810066,-0.0142115841178328,7.80959219465148e-07
Working and living environment,X24003.Nitrogen dioxide air pollution; 2010,PSMG4,Proteasome assembly chaperone 4,47625,0.0218061048451548,0.00449418596442308,0.0129975003548855,0.030614709335424,1.22973187095954e-06
Working and living environment,X24003.Nitrogen dioxide air pollution; 2010,CTSO,Cathepsin O,52108,-0.0110158110673204,0.00232341287218878,-0.0155697002968104,-0.00646192183783041,2.13492688523026e-06
Working and living environment,X24003.Nitrogen dioxide air pollution; 2010,CD22,B-cell receptor CD22,52108,-0.0149347519859457,0.0031501928478956,-0.021109129967821,-0.00876037400407028,2.13828783616104e-06
Working and living environment,X24003.Nitrogen dioxide air pollution; 2010,RET,Proto-oncogene tyrosine-protein kinase receptor Ret,51704,-0.0151776828315282,0.00321384515999299,-0.0214768193451145,-0.00887854631794198,2.34015019260008e-06
Working and living environment,X24003.Nitrogen dioxide air pollution; 2010,CAT,Catalase,47947,0.0200727810789007,0.00428923902426333,0.0116658725913446,0.0284796895664568,2.8875539525686e-06
Working and living environment,X24003.Nitrogen dioxide air pollution; 2010,DPP4,Dipeptidyl peptidase 4,51302,-0.0107030344526309,0.00230631449197527,-0.0152234108569024,-0.00618265804835939,3.4878199305138e-06
Working and living environment,X24003.Nitrogen dioxide air pollution; 2010,SLC4A1,Band 3 anion transport protein,48300,0.0168832172846019,0.00364378431417441,0.00974140002882002,0.0240250345403837,3.61558287302471e-06
Working and living environment,X24003.Nitrogen dioxide air pollution; 2010,CXCL14,C-X-C motif chemokine 14,51271,-0.022453331527751,0.00485385326319492,-0.031966883923613,-0.012939779131889,3.74757041212122e-06
Working and living environment,X24003.Nitrogen dioxide air pollution; 2010,ADGRG2,Adhesion G-protein coupled receptor G2,51823,-0.00963893442469065,0.00208958449084505,-0.013734520026747,-0.00554334882263434,3.98987360714738e-06
Working and living environment,X24003.Nitrogen dioxide air pollution; 2010,PSME2,Proteasome activator complex subunit 2,51501,0.0131305230451053,0.0028984634175273,0.00744953474675177,0.0188115113434588,5.91889104479601e-06
Working and living environment,X24003.Nitrogen dioxide air pollution; 2010,PSMG3,Proteasome assembly chaperone 3,51777,0.0183529411436761,0.00407583783962098,0.010364298978019,0.0263415833093332,6.73210151962441e-06
