Disease_category,Disease,Protein,Protein_definition,NB_individual,NB_case,HR[95%CI],P_value
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Other intervertebral disc disorders,ACE2,Angiotensin-converting enzyme 2,19475,774,1.34 [1.21-1.50],8.603134303549323e-08
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Other intervertebral disc disorders,ACTN2,Alpha-actinin-2,16766,655,1.18 [1.04-1.33],0.0083522309276029
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Other intervertebral disc disorders,ADAM9,Disintegrin and metalloproteinase domain-containing protein 9,17266,668,1.62 [1.28-2.05],6.185215122936657e-05
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Other intervertebral disc disorders,ADGRG1,Adhesion G-protein coupled receptor G1,19780,791,1.10 [1.02-1.18],0.0088717049352481
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Other intervertebral disc disorders,AGR2,Anterior gradient protein 2 homolog,19251,766,1.10 [1.03-1.17],0.0035711603866571
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Other intervertebral disc disorders,AGRN,Agrin,19960,796,1.32 [1.11-1.57],0.0014981579258397
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Other intervertebral disc disorders,ALDH3A1,"Aldehyde dehydrogenase, dimeric NADP-preferring",19775,793,1.19 [1.10-1.29],1.18012337424413e-05
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Other intervertebral disc disorders,AMBP,Protein AMBP,19997,799,2.08 [1.54-2.80],1.930612853745746e-06
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Other intervertebral disc disorders,ANGPT2,Angiopoietin-2,20031,799,1.38 [1.17-1.62],0.0001473948965302
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Other intervertebral disc disorders,ANPEP,Aminopeptidase N,19950,801,1.41 [1.14-1.75],0.0018254837467506
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Other intervertebral disc disorders,ANXA10,Annexin A10,19413,775,1.18 [1.11-1.27],1.2245622821944778e-06
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Other intervertebral disc disorders,APOH,Beta-2-glycoprotein 1,19909,805,1.25 [1.06-1.47],0.0076345531028194
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Other intervertebral disc disorders,AREG,Amphiregulin,19780,791,1.56 [1.37-1.78],2.837204069652356e-11
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Other intervertebral disc disorders,ASGR1,Asialoglycoprotein receptor 1,19693,786,1.36 [1.10-1.68],0.0039796009578235
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Other intervertebral disc disorders,BAIAP2,Brain-specific angiogenesis inhibitor 1-associated protein 2,19423,778,1.17 [1.07-1.29],0.0010528586613019
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Other intervertebral disc disorders,BRK1,Protein BRICK1,19413,775,1.33 [1.15-1.52],6.608431550420955e-05
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Other intervertebral disc disorders,BSG,Basigin,20033,799,1.75 [1.29-2.37],0.0002933637024647
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Other intervertebral disc disorders,BST2,Bone marrow stromal antigen 2,20030,807,1.23 [1.10-1.37],0.0002975165733462
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Other intervertebral disc disorders,CA12,Carbonic anhydrase 12,19780,791,1.61 [1.34-1.94],3.991667083811548e-07
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Other intervertebral disc disorders,CBLIF,Cobalamin binding intrinsic factor,19835,802,1.16 [1.07-1.26],0.0002465196584016
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Other intervertebral disc disorders,CCDC80,Coiled-coil domain-containing protein 80,19870,802,1.25 [1.06-1.47],0.0092509720908898
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Other intervertebral disc disorders,CCL15,C-C motif chemokine 15,20114,804,1.20 [1.05-1.38],0.0092624093886775
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Other intervertebral disc disorders,CCL17,C-C motif chemokine 17,19840,790,1.12 [1.04-1.20],0.0016549216685665
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Other intervertebral disc disorders,CCL25,C-C motif chemokine 25,20064,799,1.24 [1.09-1.41],0.0012868394862352
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Other intervertebral disc disorders,CD1C,T-cell surface glycoprotein CD1c,19952,799,0.71 [0.55-0.91],0.00741391421722
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Other intervertebral disc disorders,CD276,CD276 antigen,19868,789,1.77 [1.48-2.11],3.808747554308492e-10
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Other intervertebral disc disorders,CD302,CD302 antigen,19780,791,1.31 [1.08-1.60],0.0066510119759976
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Other intervertebral disc disorders,CDAN1,Codanin-1,17324,663,0.60 [0.42-0.86],0.005061152163717
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Other intervertebral disc disorders,CDC25A,M-phase inducer phosphatase 1,16712,644,1.26 [1.07-1.48],0.0046584495514377
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Other intervertebral disc disorders,CDCP1,CUB domain-containing protein 1,19693,786,1.38 [1.23-1.54],2.441284398587425e-08
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Other intervertebral disc disorders,CDNF,Cerebral dopamine neurotrophic factor,19780,791,1.29 [1.09-1.54],0.0034342927916979
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Other intervertebral disc disorders,CELA2A,Chymotrypsin-like elastase family member 2A,17359,670,0.82 [0.73-0.92],0.0009220232065057
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Other intervertebral disc disorders,CEP112,Centrosomal protein of 112 kDa,16766,655,0.68 [0.55-0.85],0.0006614773236475
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Other intervertebral disc disorders,CFP,Properdin,17375,670,0.61 [0.42-0.87],0.0068760779908586
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Other intervertebral disc disorders,CHAD,Chondroadherin,16991,657,0.71 [0.62-0.82],5.0949286497154025e-06
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Other intervertebral disc disorders,CHCHD10,"Coiled-coil-helix-coiled-coil-helix domain-containing protein 10, mitochondrial",17324,663,1.38 [1.16-1.63],0.0002138001970886
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Other intervertebral disc disorders,CHGA,Chromogranin-A,17359,670,1.23 [1.15-1.31],1.9286984227317703e-09
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Other intervertebral disc disorders,CHI3L1,Chitinase-3-like protein 1,19471,779,1.20 [1.11-1.29],1.2971844030043613e-06
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Other intervertebral disc disorders,CKAP4,Cytoskeleton-associated protein 4,19973,799,1.40 [1.14-1.73],0.001655906044253
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Other intervertebral disc disorders,CKB,Creatine kinase B-type,17359,670,1.22 [1.08-1.38],0.0016654546469237
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Other intervertebral disc disorders,CLEC5A,C-type lectin domain family 5 member A,19811,802,1.42 [1.16-1.75],0.0008138711776956
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Other intervertebral disc disorders,COL18A1,Collagen alpha-1(XVIII) chain,19969,801,1.43 [1.10-1.86],0.007912147368041
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Other intervertebral disc disorders,COL28A1,Collagen alpha-1(XXVIII) chain,16886,655,0.86 [0.78-0.96],0.0047858158393973
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Other intervertebral disc disorders,COL4A1,Collagen alpha-1(IV) chain,19870,802,1.52 [1.30-1.77],1.230185833264793e-07
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Other intervertebral disc disorders,COL6A3,Collagen alpha-3(VI) chain,20114,804,1.47 [1.25-1.74],4.1501158893978215e-06
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Other intervertebral disc disorders,COL9A1,Collagen alpha-1(IX) chain,19819,795,1.41 [1.25-1.60],2.1525235365295778e-08
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Other intervertebral disc disorders,CPM,Carboxypeptidase M,19915,801,1.30 [1.09-1.56],0.0039578134451629
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Other intervertebral disc disorders,CR1,Complement receptor type 1,17296,675,0.75 [0.61-0.92],0.0054710211258322
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Other intervertebral disc disorders,CRH,Corticoliberin,19388,777,0.89 [0.83-0.96],0.0033907840837408
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Other intervertebral disc disorders,CRIM1,Cysteine-rich motor neuron 1 protein,19960,796,1.50 [1.11-2.03],0.0089029581271954
