Disease_category,Disease,Protein,Protein_definition,NB_individual,NB_case,HR[95%CI],P_value
Chapter XIV Diseases of the genitourinary system,Other disorders of breast,ADAM9,Disintegrin and metalloproteinase domain-containing protein 9,10273,46,2.85 [1.41-5.74],0.0034917188827624
Chapter XIV Diseases of the genitourinary system,Other disorders of breast,ANGPTL2,Angiopoietin-related protein 2,11809,52,2.33 [1.32-4.11],0.0036809315043289
Chapter XIV Diseases of the genitourinary system,Other disorders of breast,APOA2,Apolipoprotein A-II,10332,46,1.94 [1.18-3.21],0.0093957110534356
Chapter XIV Diseases of the genitourinary system,Other disorders of breast,ASGR2,Asialoglycoprotein receptor 2,10332,46,3.82 [1.65-8.84],0.0017812457207179
Chapter XIV Diseases of the genitourinary system,Other disorders of breast,BTN1A1,Butyrophilin subfamily 1 member A1,10253,46,1.60 [1.16-2.20],0.0037884802283456
Chapter XIV Diseases of the genitourinary system,Other disorders of breast,CBS,Cystathionine beta-synthase,10083,41,1.79 [1.21-2.65],0.0036277532725494
Chapter XIV Diseases of the genitourinary system,Other disorders of breast,CENPJ,Centromere protein J,10158,46,1.46 [1.09-1.93],0.009915547937104
Chapter XIV Diseases of the genitourinary system,Other disorders of breast,COL5A1,Collagen alpha-1(V) chain,10128,44,2.40 [1.34-4.30],0.0031216517418496
Chapter XIV Diseases of the genitourinary system,Other disorders of breast,CPA1,Carboxypeptidase A1,11935,50,1.67 [1.14-2.45],0.0090398149083714
Chapter XIV Diseases of the genitourinary system,Other disorders of breast,CPB1,Carboxypeptidase B,11935,50,1.70 [1.17-2.49],0.0055735753376711
Chapter XIV Diseases of the genitourinary system,Other disorders of breast,CRHR1,Corticotropin-releasing factor receptor 1,11554,51,1.52 [1.19-1.94],0.0007976247650421
Chapter XIV Diseases of the genitourinary system,Other disorders of breast,EPB41L5,Band 4.1-like protein 5,10055,45,1.49 [1.12-1.99],0.0069413952666562
Chapter XIV Diseases of the genitourinary system,Other disorders of breast,FGFR2,Fibroblast growth factor receptor 2,11845,52,4.02 [1.49-10.83],0.0058677925572739
Chapter XIV Diseases of the genitourinary system,Other disorders of breast,FNDC1,Fibronectin type III domain-containing protein 1,10319,46,0.38 [0.21-0.67],0.000875750164868
Chapter XIV Diseases of the genitourinary system,Other disorders of breast,GALNT10,Polypeptide N-acetylgalactosaminyltransferase 10,11736,52,3.32 [1.48-7.49],0.0037434913513815
Chapter XIV Diseases of the genitourinary system,Other disorders of breast,GGT1,Glutathione hydrolase 1 proenzyme,11785,51,1.78 [1.20-2.66],0.0045563987584685
Chapter XIV Diseases of the genitourinary system,Other disorders of breast,IGFBP4,Insulin-like growth factor-binding protein 4,11643,51,1.99 [1.27-3.11],0.002640732799835
Chapter XIV Diseases of the genitourinary system,Other disorders of breast,IGFBP7,Insulin-like growth factor-binding protein 7,11935,50,1.99 [1.19-3.35],0.0089216892579321
Chapter XIV Diseases of the genitourinary system,Other disorders of breast,IL13RA1,Interleukin-13 receptor subunit alpha-1,11663,51,5.32 [1.67-16.94],0.0046437847884983
Chapter XIV Diseases of the genitourinary system,Other disorders of breast,ITGB1BP1,Integrin beta-1-binding protein 1,11516,51,1.92 [1.17-3.14],0.0093029199727548
Chapter XIV Diseases of the genitourinary system,Other disorders of breast,LTBR,Tumor necrosis factor receptor superfamily member 3,11744,52,2.80 [1.37-5.73],0.0047444003067935
Chapter XIV Diseases of the genitourinary system,Other disorders of breast,MME,Neprilysin,11736,52,1.47 [1.13-1.91],0.0042020291894019
Chapter XIV Diseases of the genitourinary system,Other disorders of breast,NPTX1,Neuronal pentraxin-1,11800,51,2.34 [1.31-4.19],0.0043087369917467
Chapter XIV Diseases of the genitourinary system,Other disorders of breast,NT5C1A,Cytosolic 5'-nucleotidase 1A,10319,46,2.06 [1.30-3.25],0.0020976263024413
Chapter XIV Diseases of the genitourinary system,Other disorders of breast,PALM,Paralemmin-1,10214,46,2.83 [1.44-5.55],0.0025923655250928
Chapter XIV Diseases of the genitourinary system,Other disorders of breast,PCDHB15,Protocadherin beta-15,10274,46,2.27 [1.40-3.68],0.0009018685363667
Chapter XIV Diseases of the genitourinary system,Other disorders of breast,PIGR,Polymeric immunoglobulin receptor,11641,51,2.44 [1.28-4.65],0.0066480661042895
Chapter XIV Diseases of the genitourinary system,Other disorders of breast,PRUNE2,Protein prune homolog 2,10158,46,1.85 [1.16-2.94],0.009701709244986
Chapter XIV Diseases of the genitourinary system,Other disorders of breast,PSG1,Pregnancy-specific beta-1-glycoprotein 1,11714,51,1.41 [1.10-1.81],0.0072555002010856
Chapter XIV Diseases of the genitourinary system,Other disorders of breast,REG4,Regenerating islet-derived protein 4,11808,52,1.77 [1.16-2.72],0.0084552911017085
Chapter XIV Diseases of the genitourinary system,Other disorders of breast,SCGB3A1,Secretoglobin family 3A member 1,10128,44,5.31 [1.85-15.23],0.001913606230799
Chapter XIV Diseases of the genitourinary system,Other disorders of breast,SDK2,Protein sidekick-2,10128,44,2.02 [1.25-3.26],0.0041882055897509
Chapter XIV Diseases of the genitourinary system,Other disorders of breast,SEZ6,Seizure protein 6 homolog,10055,45,2.90 [1.74-4.83],4.175039149955674e-05
Chapter XIV Diseases of the genitourinary system,Other disorders of breast,TNFRSF12A,Tumor necrosis factor receptor superfamily member 12A,11845,52,2.43 [1.37-4.32],0.0025066929833654
